#A_id	pident
MvSl-1064-A1-R4_A1g00065	100.000
MvSl-1064-A1-R4_A1g00066	100.000
MvSl-1064-A1-R4_A1g00067	100.000
MvSl-1064-A1-R4_A1g00068	100.000
MvSl-1064-A1-R4_A1g00069	100.000
MvSl-1064-A1-R4_A1g00070	100.000
MvSl-1064-A1-R4_A1g00071	100.000
MvSl-1064-A1-R4_A1g00072	100.000
MvSl-1064-A1-R4_A1g00073	100.000
MvSl-1064-A1-R4_A1g00074	100.000
MvSl-1064-A1-R4_A1g00075	100.000
MvSl-1064-A1-R4_A1g00076	100.000
MvSl-1064-A1-R4_A1g00077	99.348
MvSl-1064-A1-R4_A1g00078	100.000
MvSl-1064-A1-R4_A1g00079	100.000
MvSl-1064-A1-R4_A1g00080	98.675
MvSl-1064-A1-R4_A1g00081	98.072
MvSl-1064-A1-R4_A1g00083	99.708
MvSl-1064-A1-R4_A1g00084	98.113
MvSl-1064-A1-R4_A1g00098	98.438
MvSl-1064-A1-R4_A1g00106	99.336
MvSl-1064-A1-R4_A1g00107	99.324
MvSl-1064-A1-R4_A1g00108	100.000
MvSl-1064-A1-R4_A1g00109	98.319
MvSl-1064-A1-R4_A1g00110	99.766
MvSl-1064-A1-R4_A1g00111	100.000
MvSl-1064-A1-R4_A1g00112	100.000
MvSl-1064-A1-R4_A1g00113	99.666
MvSl-1064-A1-R4_A1g00118	90.987
MvSl-1064-A1-R4_A1g00144	93.125
MvSl-1064-A1-R4_A1g00150	97.959
MvSl-1064-A1-R4_A1g00153	95.193
MvSl-1064-A1-R4_A1g00154	97.273
MvSl-1064-A1-R4_A1g00155	96.654
MvSl-1064-A1-R4_A1g00163	97.468
MvSl-1064-A1-R4_A1g00165	96.637
MvSl-1064-A1-R4_A1g00175	80.993
MvSl-1064-A1-R4_A1g00184	100.000
MvSl-1064-A1-R4_A1g00185	97.408
MvSl-1064-A1-R4_A1g00186	98.222
MvSl-1064-A1-R4_A1g00193	96.627
MvSl-1064-A1-R4_A1g00209	90.641
MvSl-1064-A1-R4_A1g00210	100.000
MvSl-1064-A1-R4_A1g00211	98.912
MvSl-1064-A1-R4_A1g00215	98.182
MvSl-1064-A1-R4_A1g00233	91.781
MvSl-1064-A1-R4_A1g00240	81.520
MvSl-1064-A1-R4_A1g00241	95.954
MvSl-1064-A1-R4_A1g00242	97.906
MvSl-1064-A1-R4_A1g00245	97.872
MvSl-1064-A1-R4_A1g00246	98.837
MvSl-1064-A1-R4_A1g00254	96.231
MvSl-1064-A1-R4_A1g00270	97.105
MvSl-1064-A1-R4_A1g00280	97.551
MvSl-1064-A1-R4_A1g00281	96.858
MvSl-1064-A1-R4_A1g00290	97.495
MvSl-1064-A1-R4_A1g00292	96.709
MvSl-1064-A1-R4_A1g00307	92.701
MvSl-1064-A1-R4_A1g00311	97.198
MvSl-1064-A1-R4_A1g00312	93.671
MvSl-1064-A1-R4_A1g00326	89.286
MvSl-1064-A1-R4_A1g00327	90.698
MvSl-1064-A1-R4_A1g00351	94.950
MvSl-1064-A1-R4_A1g00352	95.057
MvSl-1064-A1-R4_A1g00359	98.529
MvSl-1064-A1-R4_A1g00367	95.318
MvSl-1064-A1-R4_A1g00368	99.750
MvSl-1064-A1-R4_A1g00369	99.846
MvSl-1064-A1-R4_A1g00370	98.968
MvSl-1064-A1-R4_A1g00371	98.688
MvSl-1064-A1-R4_A1g00372	98.974
MvSl-1064-A1-R4_A1g00373	100.000
MvSl-1064-A1-R4_A1g00374	99.858
MvSl-1064-A1-R4_A1g00375	96.377
MvSl-1064-A1-R4_A1g00379	92.857
MvSl-1064-A1-R4_A1g00380	97.222
MvSl-1064-A1-R4_A1g00390	98.674
MvSl-1064-A1-R4_A1g00391	94.643
MvSl-1064-A1-R4_A1g00392	100.000
MvSl-1064-A1-R4_A1g00393	100.000
MvSl-1064-A1-R4_A1g00394	100.000
MvSl-1064-A1-R4_A1g00395	99.707
MvSl-1064-A1-R4_A1g00396	99.659
MvSl-1064-A1-R4_A1g00397	100.000
MvSl-1064-A1-R4_A1g00398	100.000
MvSl-1064-A1-R4_A1g00399	100.000
MvSl-1064-A1-R4_A1g00400	97.459
MvSl-1064-A1-R4_A1g00401	99.394
MvSl-1064-A1-R4_A1g00402	96.474
MvSl-1064-A1-R4_A1g00403	100.000
MvSl-1064-A1-R4_A1g00404	98.496
MvSl-1064-A1-R4_A1g00405	99.453
MvSl-1064-A1-R4_A1g00406	100.000
MvSl-1064-A1-R4_A1g00432	100.000
MvSl-1064-A1-R4_A1g00433	94.336
MvSl-1064-A1-R4_A1g00441	98.830
MvSl-1064-A1-R4_A1g00453	80.583
MvSl-1064-A1-R4_A1g00478	90.897
MvSl-1064-A1-R4_A1g00481	85.165
MvSl-1064-A1-R4_A1g00492	93.129
MvSl-1064-A1-R4_A1g00495	83.979
MvSl-1064-A1-R4_A1g00503	99.539
MvSl-1064-A1-R4_A1g00504	100.000
MvSl-1064-A1-R4_A1g00505	95.055
MvSl-1064-A1-R4_A1g00506	99.784
MvSl-1064-A1-R4_A1g00507	96.573
MvSl-1064-A1-R4_A1g00510	100.000
MvSl-1064-A1-R4_A1g00511	100.000
MvSl-1064-A1-R4_A1g00512	99.517
MvSl-1064-A1-R4_A1g00513	98.551
MvSl-1064-A1-R4_A1g00514	93.861
MvSl-1064-A1-R4_A1g00515	98.364
MvSl-1064-A1-R4_A1g00516	98.442
MvSl-1064-A1-R4_A1g00517	100.000
MvSl-1064-A1-R4_A1g00518	99.764
MvSl-1064-A1-R4_A1g00519	99.712
MvSl-1064-A1-R4_A1g00520	99.847
MvSl-1064-A1-R4_A1g00521	98.986
MvSl-1064-A1-R4_A1g00522	96.651
MvSl-1064-A1-R4_A1g00523	100.000
MvSl-1064-A1-R4_A1g00524	92.857
MvSl-1064-A1-R4_A1g00525	97.006
MvSl-1064-A1-R4_A1g00527	97.024
MvSl-1064-A1-R4_A1g00528	98.817
MvSl-1064-A1-R4_A1g00529	98.701
MvSl-1064-A1-R4_A1g00530	98.041
MvSl-1064-A1-R4_A1g00532	98.065
MvSl-1064-A1-R4_A1g00533	99.640
MvSl-1064-A1-R4_A1g00534	99.469
MvSl-1064-A1-R4_A1g00541	98.286
MvSl-1064-A1-R4_A1g00542	100.000
MvSl-1064-A1-R4_A1g00543	99.588
MvSl-1064-A1-R4_A1g00544	99.655
MvSl-1064-A1-R4_A1g00575	96.378
MvSl-1064-A1-R4_A1g00576	80.769
MvSl-1064-A1-R4_A1g00593	97.811
MvSl-1064-A1-R4_A1g00594	83.534
MvSl-1064-A1-R4_A1g00624	84.249
MvSl-1064-A1-R4_A1g00635	81.391
MvSl-1064-A1-R4_A1g00641	90.741
MvSl-1064-A1-R4_A1g00644	94.885
MvSl-1064-A1-R4_A1g00645	98.570
MvSl-1064-A1-R4_A1g00646	98.563
MvSl-1064-A1-R4_A1g00648	96.208
MvSl-1064-A1-R4_A1g00668	92.496
MvSl-1064-A1-R4_A1g00669	94.069
MvSl-1064-A1-R4_A1g00693	100.000
MvSl-1064-A1-R4_A1g00694	98.721
MvSl-1064-A1-R4_A1g00718	97.609
MvSl-1064-A1-R4_A1g00726	94.309
MvSl-1064-A1-R4_A1g00732	99.526
MvSl-1064-A1-R4_A1g00749	93.465
MvSl-1064-A1-R4_A1g00750	99.725
MvSl-1064-A1-R4_A1g00751	98.560
MvSl-1064-A1-R4_A1g00756	91.549
MvSl-1064-A1-R4_A1g00757	91.815
MvSl-1064-A1-R4_A1g00772	90.833
MvSl-1064-A1-R4_A1g00778	95.889
MvSl-1064-A1-R4_A1g00779	95.755
MvSl-1064-A1-R4_A1g00794	98.230
MvSl-1064-A1-R4_A1g00800	99.312
MvSl-1064-A1-R4_A1g00801	99.425
MvSl-1064-A1-R4_A1g00804	99.649
MvSl-1064-A1-R4_A1g00820	92.174
MvSl-1064-A1-R4_A1g00832	95.954
MvSl-1064-A1-R4_A1g00835	84.722
MvSl-1064-A1-R4_A1g00840	91.077
MvSl-1064-A1-R4_A1g00842	80.899
MvSl-1064-A1-R4_A1g00843	90.566
MvSl-1064-A1-R4_A1g00844	96.124
MvSl-1064-A1-R4_A1g00845	93.563
MvSl-1064-A1-R4_A1g00853	93.922
MvSl-1064-A1-R4_A1g00854	92.000
MvSl-1064-A1-R4_A1g00869	97.865
MvSl-1064-A1-R4_A1g00886	91.326
MvSl-1064-A1-R4_A1g00911	100.000
MvSl-1064-A1-R4_A1g00912	99.120
MvSl-1064-A1-R4_A1g00920	94.801
MvSl-1064-A1-R4_A1g00921	94.853
MvSl-1064-A1-R4_A1g00922	96.674
MvSl-1064-A1-R4_A1g00923	97.087
MvSl-1064-A1-R4_A1g00929	96.190
MvSl-1064-A1-R4_A1g00956	89.872
MvSl-1064-A1-R4_A1g00957	95.359
MvSl-1064-A1-R4_A1g00958	98.459
MvSl-1064-A1-R4_A1g00959	97.059
MvSl-1064-A1-R4_A1g00960	90.749
MvSl-1064-A1-R4_A1g00968	86.182
MvSl-1064-A1-R4_A1g00969	100.000
MvSl-1064-A1-R4_A1g00970	98.511
MvSl-1064-A1-R4_A1g00971	95.349
MvSl-1064-A1-R4_A1g00972	96.073
MvSl-1064-A1-R4_A1g00977	95.973
MvSl-1064-A1-R4_A1g00997	90.513
MvSl-1064-A1-R4_A1g00998	96.957
MvSl-1064-A1-R4_A1g01017	96.529
MvSl-1064-A1-R4_A1g01038	97.083
MvSl-1064-A1-R4_A1g01045	97.349
MvSl-1064-A1-R4_A1g01127	87.179
MvSl-1064-A1-R4_A1g01129	95.213
MvSl-1064-A1-R4_A1g01136	91.553
MvSl-1064-A1-R4_A1g01137	95.966
MvSl-1064-A1-R4_A1g01154	97.283
MvSl-1064-A1-R4_A1g01159	97.642
MvSl-1064-A1-R4_A1g01160	99.156
MvSl-1064-A1-R4_A1g01161	99.487
MvSl-1064-A1-R4_A1g01162	93.548
MvSl-1064-A1-R4_A1g01163	97.357
MvSl-1064-A1-R4_A1g01164	85.158
MvSl-1064-A1-R4_A1g01173	88.333
MvSl-1064-A1-R4_A1g01184	95.533
MvSl-1064-A1-R4_A1g01189	95.965
MvSl-1064-A1-R4_A1g01212	98.109
MvSl-1064-A1-R4_A1g01219	90.363
MvSl-1064-A1-R4_A1g01220	86.245
MvSl-1064-A1-R4_A1g01227	96.532
MvSl-1064-A1-R4_A1g01228	99.454
MvSl-1064-A1-R4_A1g01252	86.293
MvSl-1064-A1-R4_A1g01253	95.266
MvSl-1064-A1-R4_A1g01261	96.151
MvSl-1064-A1-R4_A1g01271	94.891
MvSl-1064-A1-R4_A1g01272	98.907
MvSl-1064-A1-R4_A1g01282	89.286
MvSl-1064-A1-R4_A1g01288	97.778
MvSl-1064-A1-R4_A1g01290	90.423
MvSl-1064-A1-R4_A1g01347	97.412
MvSl-1064-A1-R4_A1g01348	98.862
MvSl-1064-A1-R4_A1g01350	98.887
MvSl-1064-A1-R4_A1g01351	99.283
MvSl-1064-A1-R4_A1g01358	96.053
MvSl-1064-A1-R4_A1g01359	94.703
MvSl-1064-A1-R4_A1g01366	96.834
MvSl-1064-A1-R4_A1g01367	90.878
MvSl-1064-A1-R4_A1g01368	94.717
MvSl-1064-A1-R4_A1g01369	93.978
MvSl-1064-A1-R4_A1g01376	82.588
MvSl-1064-A1-R4_A1g01384	93.948
MvSl-1064-A1-R4_A1g01385	95.358
MvSl-1064-A1-R4_A1g01388	96.791
MvSl-1064-A1-R4_A1g01389	94.845
MvSl-1064-A1-R4_A1g01392	96.538
MvSl-1064-A1-R4_A1g01406	99.510
MvSl-1064-A1-R4_A1g01407	96.334
MvSl-1064-A1-R4_A1g01413	100.000
MvSl-1064-A1-R4_A1g01415	98.901
MvSl-1064-A1-R4_A1g01418	94.475
MvSl-1064-A1-R4_A1g01431	95.620
MvSl-1064-A1-R4_A1g01432	97.006
MvSl-1064-A1-R4_A1g01440	100.000
MvSl-1064-A1-R4_A1g01441	100.000
MvSl-1064-A1-R4_A1g01442	100.000
MvSl-1064-A1-R4_A1g01443	100.000
MvSl-1064-A1-R4_A1g01444	100.000
MvSl-1064-A1-R4_A1g01445	100.000
MvSl-1064-A1-R4_A1g01446	100.000
MvSl-1064-A1-R4_A1g01447	100.000
MvSl-1064-A1-R4_A1g01448	100.000
MvSl-1064-A1-R4_A1g01450	100.000
MvSl-1064-A1-R4_A1g01451	100.000
MvSl-1064-A1-R4_A1g01453	100.000
MvSl-1064-A1-R4_A1g01454	100.000
MvSl-1064-A1-R4_A1g01455	100.000
MvSl-1064-A1-R4_A1g01456	100.000
MvSl-1064-A1-R4_A1g01457	100.000
MvSl-1064-A1-R4_A1g01458	100.000
MvSl-1064-A1-R4_A1g01459	100.000
MvSl-1064-A1-R4_A1g01460	100.000
MvSl-1064-A1-R4_A1g01461	100.000
MvSl-1064-A1-R4_A1g01462	100.000
MvSl-1064-A1-R4_A1g01463	100.000
MvSl-1064-A1-R4_A1g01464	100.000
MvSl-1064-A1-R4_A1g01465	100.000
MvSl-1064-A1-R4_A1g01466	100.000
MvSl-1064-A1-R4_A1g01467	100.000
MvSl-1064-A1-R4_A1g01468	100.000
MvSl-1064-A1-R4_A1g01469	100.000
MvSl-1064-A1-R4_A1g01470	100.000
MvSl-1064-A1-R4_A1g01471	100.000
MvSl-1064-A1-R4_A1g01472	100.000
MvSl-1064-A1-R4_A1g01473	100.000
MvSl-1064-A1-R4_A1g01474	100.000
MvSl-1064-A1-R4_A1g01475	100.000
MvSl-1064-A1-R4_A1g01476	100.000
MvSl-1064-A1-R4_A1g01477	100.000
MvSl-1064-A1-R4_A1g01478	100.000
MvSl-1064-A1-R4_A1g01479	100.000
MvSl-1064-A1-R4_A1g01480	100.000
MvSl-1064-A1-R4_A1g01481	100.000
MvSl-1064-A1-R4_A1g01482	100.000
MvSl-1064-A1-R4_A1g01483	100.000
MvSl-1064-A1-R4_A1g01484	100.000
MvSl-1064-A1-R4_A1g01485	100.000
MvSl-1064-A1-R4_A1g01486	100.000
MvSl-1064-A1-R4_A1g01487	100.000
MvSl-1064-A1-R4_A1g01488	100.000
MvSl-1064-A1-R4_A1g01489	100.000
MvSl-1064-A1-R4_A1g01490	100.000
MvSl-1064-A1-R4_A1g01491	100.000
MvSl-1064-A1-R4_A1g01492	100.000
MvSl-1064-A1-R4_A1g01493	100.000
MvSl-1064-A1-R4_A1g01494	100.000
MvSl-1064-A1-R4_A1g01495	100.000
MvSl-1064-A1-R4_A1g01496	100.000
MvSl-1064-A1-R4_A1g01497	100.000
MvSl-1064-A1-R4_A1g01498	100.000
MvSl-1064-A1-R4_A1g01499	100.000
MvSl-1064-A1-R4_A1g01500	100.000
MvSl-1064-A1-R4_A1g01501	100.000
MvSl-1064-A1-R4_A1g01502	98.142
MvSl-1064-A1-R4_A1g01503	96.774
MvSl-1064-A1-R4_A1g01504	100.000
MvSl-1064-A1-R4_A1g01505	100.000
MvSl-1064-A1-R4_A1g01506	100.000
MvSl-1064-A1-R4_A1g01507	100.000
MvSl-1064-A1-R4_A1g01508	100.000
MvSl-1064-A1-R4_A1g01509	100.000
MvSl-1064-A1-R4_A1g01510	100.000
MvSl-1064-A1-R4_A1g01511	100.000
MvSl-1064-A1-R4_A1g01512	100.000
MvSl-1064-A1-R4_A1g01515	100.000
MvSl-1064-A1-R4_A1g01516	100.000
MvSl-1064-A1-R4_C24g01523	100.000
MvSl-1064-A1-R4_C24g01525	100.000
MvSl-1064-A1-R4_C24g01526	100.000
MvSl-1064-A1-R4_C24g01527	99.899
MvSl-1064-A1-R4_C24g01531	100.000
MvSl-1064-A1-R4_C26g01541	100.000
MvSl-1064-A1-R4_C36g01618	100.000
MvSl-1064-A1-R4_C37g01627	100.000
MvSl-1064-A1-R4_C37g01628	100.000
MvSl-1064-A1-R4_C39g01646	100.000
MvSl-1064-A1-R4_C41g01660	99.800
MvSl-1064-A1-R4_MC01-1g01697	100.000
MvSl-1064-A1-R4_MC01-1g01698	100.000
MvSl-1064-A1-R4_MC01-1g01699	100.000
MvSl-1064-A1-R4_MC01-1g01700	100.000
MvSl-1064-A1-R4_MC01-1g01701	100.000
MvSl-1064-A1-R4_MC01-1g01702	100.000
MvSl-1064-A1-R4_MC01-1g01703	100.000
MvSl-1064-A1-R4_MC01-1g01704	100.000
MvSl-1064-A1-R4_MC01-1g01705	100.000
MvSl-1064-A1-R4_MC01-1g01706	100.000
MvSl-1064-A1-R4_MC01-1g01707	100.000
MvSl-1064-A1-R4_MC01-1g01708	100.000
MvSl-1064-A1-R4_MC01-1g01709	100.000
MvSl-1064-A1-R4_MC01-1g01710	99.435
MvSl-1064-A1-R4_MC01-1g01711	100.000
MvSl-1064-A1-R4_MC01-1g01712	100.000
MvSl-1064-A1-R4_MC01-1g01713	100.000
MvSl-1064-A1-R4_MC01-1g01714	100.000
MvSl-1064-A1-R4_MC01-1g01715	100.000
MvSl-1064-A1-R4_MC01-1g01716	100.000
MvSl-1064-A1-R4_MC01-1g01717	100.000
MvSl-1064-A1-R4_MC01-1g01718	100.000
MvSl-1064-A1-R4_MC01-1g01719	100.000
MvSl-1064-A1-R4_MC01-1g01720	100.000
MvSl-1064-A1-R4_MC01-1g01721	100.000
MvSl-1064-A1-R4_MC01-1g01722	100.000
MvSl-1064-A1-R4_MC01-1g01723	100.000
MvSl-1064-A1-R4_MC01-1g01724	100.000
MvSl-1064-A1-R4_MC01-1g01725	100.000
MvSl-1064-A1-R4_MC01-1g01726	100.000
MvSl-1064-A1-R4_MC01-1g01727	100.000
MvSl-1064-A1-R4_MC01-1g01728	100.000
MvSl-1064-A1-R4_MC01-1g01729	100.000
MvSl-1064-A1-R4_MC01-1g01730	100.000
MvSl-1064-A1-R4_MC01-1g01731	100.000
MvSl-1064-A1-R4_MC01-1g01732	100.000
MvSl-1064-A1-R4_MC01-1g01733	100.000
MvSl-1064-A1-R4_MC01-1g01734	100.000
MvSl-1064-A1-R4_MC01-1g01735	100.000
MvSl-1064-A1-R4_MC01-1g01736	100.000
MvSl-1064-A1-R4_MC01-1g01737	100.000
MvSl-1064-A1-R4_MC01-1g01738	100.000
MvSl-1064-A1-R4_MC01-1g01739	100.000
MvSl-1064-A1-R4_MC01-1g01740	100.000
MvSl-1064-A1-R4_MC01-1g01741	100.000
MvSl-1064-A1-R4_MC01-1g01742	100.000
MvSl-1064-A1-R4_MC01-1g01743	100.000
MvSl-1064-A1-R4_MC01-1g01744	100.000
MvSl-1064-A1-R4_MC01-1g01745	100.000
MvSl-1064-A1-R4_MC01-1g01746	100.000
MvSl-1064-A1-R4_MC01-1g01747	100.000
MvSl-1064-A1-R4_MC01-1g01748	100.000
MvSl-1064-A1-R4_MC01-1g01749	100.000
MvSl-1064-A1-R4_MC01-1g01750	100.000
MvSl-1064-A1-R4_MC01-1g01751	100.000
MvSl-1064-A1-R4_MC01-1g01752	100.000
MvSl-1064-A1-R4_MC01-1g01753	100.000
MvSl-1064-A1-R4_MC01-1g01754	100.000
MvSl-1064-A1-R4_MC01-1g01755	100.000
MvSl-1064-A1-R4_MC01-1g01756	100.000
MvSl-1064-A1-R4_MC01-1g01757	100.000
MvSl-1064-A1-R4_MC01-1g01758	100.000
MvSl-1064-A1-R4_MC01-1g01759	100.000
MvSl-1064-A1-R4_MC01-1g01760	100.000
MvSl-1064-A1-R4_MC01-1g01761	100.000
MvSl-1064-A1-R4_MC01-1g01762	100.000
MvSl-1064-A1-R4_MC01-1g01763	100.000
MvSl-1064-A1-R4_MC01-1g01764	100.000
MvSl-1064-A1-R4_MC01-1g01765	100.000
MvSl-1064-A1-R4_MC01-1g01766	100.000
MvSl-1064-A1-R4_MC01-1g01767	100.000
MvSl-1064-A1-R4_MC01-1g01768	100.000
MvSl-1064-A1-R4_MC01-1g01769	100.000
MvSl-1064-A1-R4_MC01-1g01770	100.000
MvSl-1064-A1-R4_MC01-1g01771	100.000
MvSl-1064-A1-R4_MC01-1g01772	100.000
MvSl-1064-A1-R4_MC01-1g01773	100.000
MvSl-1064-A1-R4_MC01-1g01774	100.000
MvSl-1064-A1-R4_MC01-1g01775	100.000
MvSl-1064-A1-R4_MC01-1g01776	100.000
MvSl-1064-A1-R4_MC01-1g01777	100.000
MvSl-1064-A1-R4_MC01-1g01778	100.000
MvSl-1064-A1-R4_MC01-1g01779	100.000
MvSl-1064-A1-R4_MC01-1g01780	100.000
MvSl-1064-A1-R4_MC01-1g01782	100.000
MvSl-1064-A1-R4_MC01-1g01783	100.000
MvSl-1064-A1-R4_MC01-1g01785	100.000
MvSl-1064-A1-R4_MC01-1g01786	100.000
MvSl-1064-A1-R4_MC01-1g01787	100.000
MvSl-1064-A1-R4_MC01-1g01788	100.000
MvSl-1064-A1-R4_MC01-1g01789	100.000
MvSl-1064-A1-R4_MC01-1g01790	100.000
MvSl-1064-A1-R4_MC01-1g01791	100.000
MvSl-1064-A1-R4_MC01-1g01792	100.000
MvSl-1064-A1-R4_MC01-1g01794	100.000
MvSl-1064-A1-R4_MC01-1g01795	100.000
MvSl-1064-A1-R4_MC01-1g01796	100.000
MvSl-1064-A1-R4_MC01-1g01797	100.000
MvSl-1064-A1-R4_MC01-1g01798	100.000
MvSl-1064-A1-R4_MC01-1g01799	100.000
MvSl-1064-A1-R4_MC01-1g01800	100.000
MvSl-1064-A1-R4_MC01-1g01801	100.000
MvSl-1064-A1-R4_MC01-1g01802	100.000
MvSl-1064-A1-R4_MC01-1g01803	100.000
MvSl-1064-A1-R4_MC01-1g01804	100.000
MvSl-1064-A1-R4_MC01-1g01805	100.000
MvSl-1064-A1-R4_MC01-1g01806	100.000
MvSl-1064-A1-R4_MC01-1g01807	100.000
MvSl-1064-A1-R4_MC01-1g01808	100.000
MvSl-1064-A1-R4_MC01-1g01809	100.000
MvSl-1064-A1-R4_MC01-1g01810	100.000
MvSl-1064-A1-R4_MC01-1g01811	100.000
MvSl-1064-A1-R4_MC01-1g01812	100.000
MvSl-1064-A1-R4_MC01-1g01813	100.000
MvSl-1064-A1-R4_MC01-1g01814	100.000
MvSl-1064-A1-R4_MC01-1g01815	100.000
MvSl-1064-A1-R4_MC01-1g01816	100.000
MvSl-1064-A1-R4_MC01-1g01817	100.000
MvSl-1064-A1-R4_MC01-1g01818	100.000
MvSl-1064-A1-R4_MC01-1g01819	97.205
MvSl-1064-A1-R4_MC01-1g01820	100.000
MvSl-1064-A1-R4_MC01-1g01821	100.000
MvSl-1064-A1-R4_MC01-1g01822	100.000
MvSl-1064-A1-R4_MC01-1g01823	100.000
MvSl-1064-A1-R4_MC01-1g01824	100.000
MvSl-1064-A1-R4_MC01-1g01825	100.000
MvSl-1064-A1-R4_MC01-1g01826	100.000
MvSl-1064-A1-R4_MC01-1g01827	100.000
MvSl-1064-A1-R4_MC01-1g01828	100.000
MvSl-1064-A1-R4_MC01-1g01829	100.000
MvSl-1064-A1-R4_MC01-1g01830	100.000
MvSl-1064-A1-R4_MC01-1g01831	100.000
MvSl-1064-A1-R4_MC01-1g01832	100.000
MvSl-1064-A1-R4_MC01-1g01833	100.000
MvSl-1064-A1-R4_MC01-1g01834	100.000
MvSl-1064-A1-R4_MC01-1g01835	100.000
MvSl-1064-A1-R4_MC01-1g01836	100.000
MvSl-1064-A1-R4_MC01-1g01837	100.000
MvSl-1064-A1-R4_MC01-1g01839	100.000
MvSl-1064-A1-R4_MC01-1g01840	100.000
MvSl-1064-A1-R4_MC01-1g01841	100.000
MvSl-1064-A1-R4_MC01-1g01842	100.000
MvSl-1064-A1-R4_MC01-1g01843	100.000
MvSl-1064-A1-R4_MC01-1g01844	100.000
MvSl-1064-A1-R4_MC01-1g01845	100.000
MvSl-1064-A1-R4_MC01-1g01846	100.000
MvSl-1064-A1-R4_MC01-1g01847	100.000
MvSl-1064-A1-R4_MC01-1g01848	100.000
MvSl-1064-A1-R4_MC01-1g01849	100.000
MvSl-1064-A1-R4_MC01-1g01850	100.000
MvSl-1064-A1-R4_MC01-1g01851	100.000
MvSl-1064-A1-R4_MC01-1g01852	100.000
MvSl-1064-A1-R4_MC01-1g01853	100.000
MvSl-1064-A1-R4_MC01-1g01854	100.000
MvSl-1064-A1-R4_MC01-1g01855	100.000
MvSl-1064-A1-R4_MC01-1g01856	100.000
MvSl-1064-A1-R4_MC01-1g01857	100.000
MvSl-1064-A1-R4_MC01-1g01858	100.000
MvSl-1064-A1-R4_MC01-1g01859	100.000
MvSl-1064-A1-R4_MC01-1g01860	100.000
MvSl-1064-A1-R4_MC01-1g01861	100.000
MvSl-1064-A1-R4_MC01-1g01862	100.000
MvSl-1064-A1-R4_MC01-1g01863	100.000
MvSl-1064-A1-R4_MC01-1g01864	100.000
MvSl-1064-A1-R4_MC01-1g01865	100.000
MvSl-1064-A1-R4_MC01-1g01866	100.000
MvSl-1064-A1-R4_MC01-1g01867	100.000
