gene	genename	chr	start	end
MvSl-1064-A1-R4_A1g00029	MvSl-1064-A1-R4_A1	aMAT	60303	60627
MvSl-1064-A1-R4_A1g00030	MvSl-1064-A1-R4_A1	aMAT	60777	61230
MvSl-1064-A1-R4_A1g00031	MvSl-1064-A1-R4_A1	aMAT	61566	63177
MvSl-1064-A1-R4_A1g00032	MvSl-1064-A1-R4_A1	aMAT	63513	66190
MvSl-1064-A1-R4_A1g00033	MvSl-1064-A1-R4_A1	aMAT	66550	67505
MvSl-1064-A1-R4_A1g00034	MvSl-1064-A1-R4_A1	aMAT	68178	68401
MvSl-1064-A1-R4_A1g00035	MvSl-1064-A1-R4_A1	aMAT	68795	70180
MvSl-1064-A1-R4_A1g00036	MvSl-1064-A1-R4_A1	aMAT	71408	72880
MvSl-1064-A1-R4_A1g00037	MvSl-1064-A1-R4_A1	aMAT	73083	75674
MvSl-1064-A1-R4_A1g00038	MvSl-1064-A1-R4_A1	aMAT	77299	78423
MvSl-1064-A1-R4_A1g00039	MvSl-1064-A1-R4_A1	aMAT	79342	82258
MvSl-1064-A1-R4_A1g00040	MvSl-1064-A1-R4_A1	aMAT	82438	84133
MvSl-1064-A1-R4_A1g00041	MvSl-1064-A1-R4_A1	aMAT	84266	84457
MvSl-1064-A1-R4_A1g00042	MvSl-1064-A1-R4_A1	aMAT	84731	85258
MvSl-1064-A1-R4_A1g00043	MvSl-1064-A1-R4_A1	aMAT	85994	86553
MvSl-1064-A1-R4_A1g00044	MvSl-1064-A1-R4_A1	aMAT	86916	87920
MvSl-1064-A1-R4_A1g00045	MvSl-1064-A1-R4_A1	aMAT	89113	90244
MvSl-1064-A1-R4_A1g00046	MvSl-1064-A1-R4_A1	aMAT	90443	91903
MvSl-1064-A1-R4_A1g00047	MvSl-1064-A1-R4_A1	aMAT	92386	93655
MvSl-1064-A1-R4_A1g00048	MvSl-1064-A1-R4_A1	aMAT	94248	95819
MvSl-1064-A1-R4_A1g00049	MvSl-1064-A1-R4_A1	aMAT	96486	99661
MvSl-1064-A1-R4_A1g00050	MvSl-1064-A1-R4_A1	aMAT	101324	106023
MvSl-1064-A1-R4_A1g00051	MvSl-1064-A1-R4_A1	aMAT	106474	107890
MvSl-1064-A1-R4_A1g00052	MvSl-1064-A1-R4_A1	aMAT	108409	108819
MvSl-1064-A1-R4_A1g00053	MvSl-1064-A1-R4_A1	aMAT	111120	112733
MvSl-1064-A1-R4_A1g00054	MvSl-1064-A1-R4_A1	aMAT	113646	115349
MvSl-1064-A1-R4_A1g00055	MvSl-1064-A1-R4_A1	aMAT	115614	117044
MvSl-1064-A1-R4_A1g00056	MvSl-1064-A1-R4_A1	aMAT	118986	121284
MvSl-1064-A1-R4_A1g00057	MvSl-1064-A1-R4_A1	aMAT	121712	122035
MvSl-1064-A1-R4_A1g00058	MvSl-1064-A1-R4_A1	aMAT	123729	124006
MvSl-1064-A1-R4_A1g00059	MvSl-1064-A1-R4_A1	aMAT	124165	124371
MvSl-1064-A1-R4_A1g00060	MvSl-1064-A1-R4_A1	aMAT	125081	126633
MvSl-1064-A1-R4_A1g00061	MvSl-1064-A1-R4_A1	aMAT	128311	129271
MvSl-1064-A1-R4_A1g00062	MvSl-1064-A1-R4_A1	aMAT	130054	132843
MvSl-1064-A1-R4_A1g00063	MvSl-1064-A1-R4_A1	aMAT	133237	134512
MvSl-1064-A1-R4_A1g00064	MvSl-1064-A1-R4_A1	aMAT	135668	136821
MvSl-1064-A1-R4_A1g00065	MvSl-1064-A1-R4_A1	aMAT	137505	140273
MvSl-1064-A1-R4_A1g00066	MvSl-1064-A1-R4_A1	aMAT	141157	141857
MvSl-1064-A1-R4_A1g00067	MvSl-1064-A1-R4_A1	aMAT	142411	144606
MvSl-1064-A1-R4_A1g00068	MvSl-1064-A1-R4_A1	aMAT	145335	146902
MvSl-1064-A1-R4_A1g00069	MvSl-1064-A1-R4_A1	aMAT	149220	153705
MvSl-1064-A1-R4_A1g00070	MvSl-1064-A1-R4_A1	aMAT	154349	157189
MvSl-1064-A1-R4_A1g00071	MvSl-1064-A1-R4_A1	aMAT	158422	160299
MvSl-1064-A1-R4_A1g00072	MvSl-1064-A1-R4_A1	aMAT	160618	163050
MvSl-1064-A1-R4_A1g00073	MvSl-1064-A1-R4_A1	aMAT	165329	166779
MvSl-1064-A1-R4_A1g00074	MvSl-1064-A1-R4_A1	aMAT	167842	170926
MvSl-1064-A1-R4_A1g00075	MvSl-1064-A1-R4_A1	aMAT	171697	173594
MvSl-1064-A1-R4_A1g00076	MvSl-1064-A1-R4_A1	aMAT	173863	176567
MvSl-1064-A1-R4_A1g00077	MvSl-1064-A1-R4_A1	aMAT	177417	178892
MvSl-1064-A1-R4_A1g00078	MvSl-1064-A1-R4_A1	aMAT	179366	179827
MvSl-1064-A1-R4_A1g00079	MvSl-1064-A1-R4_A1	aMAT	180716	185718
MvSl-1064-A1-R4_A1g00080	MvSl-1064-A1-R4_A1	aMAT	186136	186867
MvSl-1064-A1-R4_A1g00081	MvSl-1064-A1-R4_A1	aMAT	187675	189438
MvSl-1064-A1-R4_A1g00083	MvSl-1064-A1-R4_A1	aMAT	190478	192255
MvSl-1064-A1-R4_A1g00084	MvSl-1064-A1-R4_A1	aMAT	192447	192848
MvSl-1064-A1-R4_A1g00098	MvSl-1064-A1-R4_A1	aMAT	220047	220241
MvSl-1064-A1-R4_A1g00102	MvSl-1064-A1-R4_A1	aMAT	225087	226632
MvSl-1064-A1-R4_A1g00106	MvSl-1064-A1-R4_A1	aMAT	231723	233324
MvSl-1064-A1-R4_A1g00107	MvSl-1064-A1-R4_A1	aMAT	234418	236731
MvSl-1064-A1-R4_A1g00108	MvSl-1064-A1-R4_A1	aMAT	238849	239016
MvSl-1064-A1-R4_A1g00109	MvSl-1064-A1-R4_A1	aMAT	239159	240017
MvSl-1064-A1-R4_A1g00110	MvSl-1064-A1-R4_A1	aMAT	240393	243364
MvSl-1064-A1-R4_A1g00111	MvSl-1064-A1-R4_A1	aMAT	244443	244638
MvSl-1064-A1-R4_A1g00112	MvSl-1064-A1-R4_A1	aMAT	245502	246121
MvSl-1064-A1-R4_A1g00113	MvSl-1064-A1-R4_A1	aMAT	248916	251783
MvSl-1064-A1-R4_A1g00118	MvSl-1064-A1-R4_A1	aMAT	270179	271004
MvSl-1064-A1-R4_A1g00120	MvSl-1064-A1-R4_A1	aMAT	272261	274501
MvSl-1064-A1-R4_A1g00126	MvSl-1064-A1-R4_A1	aMAT	285843	286896
MvSl-1064-A1-R4_A1g00130	MvSl-1064-A1-R4_A1	aMAT	290774	291135
MvSl-1064-A1-R4_A1g00144	MvSl-1064-A1-R4_A1	aMAT	319920	320757
MvSl-1064-A1-R4_A1g00150	MvSl-1064-A1-R4_A1	aMAT	330602	330868
MvSl-1064-A1-R4_A1g00153	MvSl-1064-A1-R4_A1	aMAT	337815	342587
MvSl-1064-A1-R4_A1g00154	MvSl-1064-A1-R4_A1	aMAT	342659	343448
MvSl-1064-A1-R4_A1g00155	MvSl-1064-A1-R4_A1	aMAT	343906	345432
MvSl-1064-A1-R4_A1g00163	MvSl-1064-A1-R4_A1	aMAT	355987	356282
MvSl-1064-A1-R4_A1g00165	MvSl-1064-A1-R4_A1	aMAT	357937	361103
MvSl-1064-A1-R4_A1g00168	MvSl-1064-A1-R4_A1	aMAT	368181	370216
MvSl-1064-A1-R4_A1g00175	MvSl-1064-A1-R4_A1	aMAT	380085	382864
MvSl-1064-A1-R4_A1g00184	MvSl-1064-A1-R4_A1	aMAT	406221	406733
MvSl-1064-A1-R4_A1g00185	MvSl-1064-A1-R4_A1	aMAT	407531	411380
MvSl-1064-A1-R4_A1g00186	MvSl-1064-A1-R4_A1	aMAT	411533	413382
MvSl-1064-A1-R4_A1g00193	MvSl-1064-A1-R4_A1	aMAT	427406	429655
MvSl-1064-A1-R4_A1g00194	MvSl-1064-A1-R4_A1	aMAT	430224	432154
MvSl-1064-A1-R4_A1g00209	MvSl-1064-A1-R4_A1	aMAT	468377	470856
MvSl-1064-A1-R4_A1g00210	MvSl-1064-A1-R4_A1	aMAT	471540	472718
MvSl-1064-A1-R4_A1g00211	MvSl-1064-A1-R4_A1	aMAT	473140	476235
MvSl-1064-A1-R4_A1g00215	MvSl-1064-A1-R4_A1	aMAT	486140	486307
MvSl-1064-A1-R4_A1g00230	MvSl-1064-A1-R4_A1	aMAT	525538	526703
MvSl-1064-A1-R4_A1g00233	MvSl-1064-A1-R4_A1	aMAT	527848	528105
MvSl-1064-A1-R4_A1g00241	MvSl-1064-A1-R4_A1	aMAT	545893	546933
MvSl-1064-A1-R4_A1g00242	MvSl-1064-A1-R4_A1	aMAT	547576	548488
MvSl-1064-A1-R4_A1g00243	MvSl-1064-A1-R4_A1	aMAT	548533	549010
MvSl-1064-A1-R4_A1g00245	MvSl-1064-A1-R4_A1	aMAT	551158	551514
MvSl-1064-A1-R4_A1g00246	MvSl-1064-A1-R4_A1	aMAT	552007	553387
MvSl-1064-A1-R4_A1g00252	MvSl-1064-A1-R4_A1	aMAT	576253	577851
MvSl-1064-A1-R4_A1g00253	MvSl-1064-A1-R4_A1	aMAT	578151	581054
MvSl-1064-A1-R4_A1g00254	MvSl-1064-A1-R4_A1	aMAT	581878	584313
MvSl-1064-A1-R4_A1g00269	MvSl-1064-A1-R4_A1	aMAT	616404	620052
MvSl-1064-A1-R4_A1g00270	MvSl-1064-A1-R4_A1	aMAT	621126	622892
MvSl-1064-A1-R4_A1g00280	MvSl-1064-A1-R4_A1	aMAT	641110	646152
MvSl-1064-A1-R4_A1g00281	MvSl-1064-A1-R4_A1	aMAT	646353	651020
MvSl-1064-A1-R4_A1g00283	MvSl-1064-A1-R4_A1	aMAT	651956	657345
MvSl-1064-A1-R4_A1g00290	MvSl-1064-A1-R4_A1	aMAT	667810	671393
MvSl-1064-A1-R4_A1g00292	MvSl-1064-A1-R4_A1	aMAT	679143	681507
MvSl-1064-A1-R4_A1g00307	MvSl-1064-A1-R4_A1	aMAT	704230	705173
MvSl-1064-A1-R4_A1g00311	MvSl-1064-A1-R4_A1	aMAT	713060	718328
MvSl-1064-A1-R4_A1g00312	MvSl-1064-A1-R4_A1	aMAT	718774	719371
MvSl-1064-A1-R4_A1g00316	MvSl-1064-A1-R4_A1	aMAT	724341	725782
MvSl-1064-A1-R4_A1g00326	MvSl-1064-A1-R4_A1	aMAT	739770	740360
MvSl-1064-A1-R4_A1g00327	MvSl-1064-A1-R4_A1	aMAT	741065	742055
MvSl-1064-A1-R4_A1g00328	MvSl-1064-A1-R4_A1	aMAT	742628	743237
MvSl-1064-A1-R4_A1g00349	MvSl-1064-A1-R4_A1	aMAT	782234	783980
MvSl-1064-A1-R4_A1g00350	MvSl-1064-A1-R4_A1	aMAT	787640	790425
MvSl-1064-A1-R4_A1g00351	MvSl-1064-A1-R4_A1	aMAT	790625	795162
MvSl-1064-A1-R4_A1g00352	MvSl-1064-A1-R4_A1	aMAT	795631	796542
MvSl-1064-A1-R4_A1g00355	MvSl-1064-A1-R4_A1	aMAT	800398	801531
MvSl-1064-A1-R4_A1g00359	MvSl-1064-A1-R4_A1	aMAT	817323	819348
MvSl-1064-A1-R4_A1g00367	MvSl-1064-A1-R4_A1	aMAT	834376	836308
MvSl-1064-A1-R4_A1g00368	MvSl-1064-A1-R4_A1	aMAT	837338	838797
MvSl-1064-A1-R4_A1g00369	MvSl-1064-A1-R4_A1	aMAT	838903	841231
MvSl-1064-A1-R4_A1g00370	MvSl-1064-A1-R4_A1	aMAT	841678	844038
MvSl-1064-A1-R4_A1g00371	MvSl-1064-A1-R4_A1	aMAT	844814	848787
MvSl-1064-A1-R4_A1g00372	MvSl-1064-A1-R4_A1	aMAT	849156	852184
MvSl-1064-A1-R4_A1g00373	MvSl-1064-A1-R4_A1	aMAT	852461	853825
MvSl-1064-A1-R4_A1g00374	MvSl-1064-A1-R4_A1	aMAT	854394	856791
MvSl-1064-A1-R4_A1g00375	MvSl-1064-A1-R4_A1	aMAT	856916	857392
MvSl-1064-A1-R4_A1g00379	MvSl-1064-A1-R4_A1	aMAT	861883	862053
MvSl-1064-A1-R4_A1g00380	MvSl-1064-A1-R4_A1	aMAT	863010	863649
MvSl-1064-A1-R4_A1g00383	MvSl-1064-A1-R4_A1	aMAT	868641	869275
MvSl-1064-A1-R4_A1g00384	MvSl-1064-A1-R4_A1	aMAT	870248	870667
MvSl-1064-A1-R4_A1g00389	MvSl-1064-A1-R4_A1	aMAT	882195	884498
MvSl-1064-A1-R4_A1g00390	MvSl-1064-A1-R4_A1	aMAT	885400	886813
MvSl-1064-A1-R4_A1g00391	MvSl-1064-A1-R4_A1	aMAT	889992	892373
MvSl-1064-A1-R4_A1g00392	MvSl-1064-A1-R4_A1	aMAT	893412	893740
MvSl-1064-A1-R4_A1g00393	MvSl-1064-A1-R4_A1	aMAT	893809	894012
MvSl-1064-A1-R4_A1g00394	MvSl-1064-A1-R4_A1	aMAT	895253	895922
MvSl-1064-A1-R4_A1g00395	MvSl-1064-A1-R4_A1	aMAT	896092	900842
MvSl-1064-A1-R4_A1g00396	MvSl-1064-A1-R4_A1	aMAT	901642	902941
MvSl-1064-A1-R4_A1g00397	MvSl-1064-A1-R4_A1	aMAT	903456	904193
MvSl-1064-A1-R4_A1g00398	MvSl-1064-A1-R4_A1	aMAT	904475	905581
MvSl-1064-A1-R4_A1g00399	MvSl-1064-A1-R4_A1	aMAT	907140	907771
MvSl-1064-A1-R4_A1g00400	MvSl-1064-A1-R4_A1	aMAT	908654	911656
MvSl-1064-A1-R4_A1g00401	MvSl-1064-A1-R4_A1	aMAT	912091	913460
MvSl-1064-A1-R4_A1g00402	MvSl-1064-A1-R4_A1	aMAT	914330	919259
MvSl-1064-A1-R4_A1g00403	MvSl-1064-A1-R4_A1	aMAT	919803	924298
MvSl-1064-A1-R4_A1g00404	MvSl-1064-A1-R4_A1	aMAT	924447	925599
MvSl-1064-A1-R4_A1g00405	MvSl-1064-A1-R4_A1	aMAT	925930	927977
MvSl-1064-A1-R4_A1g00406	MvSl-1064-A1-R4_A1	aMAT	928859	929481
MvSl-1064-A1-R4_A1g00407	MvSl-1064-A1-R4_A1	aMAT	929714	930671
MvSl-1064-A1-R4_A1g00432	MvSl-1064-A1-R4_A1	aMAT	983405	984033
MvSl-1064-A1-R4_A1g00433	MvSl-1064-A1-R4_A1	aMAT	985209	987129
MvSl-1064-A1-R4_A1g00441	MvSl-1064-A1-R4_A1	aMAT	998707	1000561
MvSl-1064-A1-R4_A1g00448	MvSl-1064-A1-R4_A1	aMAT	1010063	1012204
MvSl-1064-A1-R4_A1g00475	MvSl-1064-A1-R4_A1	aMAT	1051397	1051695
MvSl-1064-A1-R4_A1g00478	MvSl-1064-A1-R4_A1	aMAT	1054963	1057437
MvSl-1064-A1-R4_A1g00481	MvSl-1064-A1-R4_A1	aMAT	1060653	1061300
MvSl-1064-A1-R4_A1g00492	MvSl-1064-A1-R4_A1	aMAT	1091186	1095689
MvSl-1064-A1-R4_A1g00495	MvSl-1064-A1-R4_A1	aMAT	1098507	1099824
MvSl-1064-A1-R4_A1g00503	MvSl-1064-A1-R4_A1	aMAT	1108286	1110870
MvSl-1064-A1-R4_A1g00504	MvSl-1064-A1-R4_A1	aMAT	1111101	1112366
MvSl-1064-A1-R4_A1g00505	MvSl-1064-A1-R4_A1	aMAT	1112670	1116562
MvSl-1064-A1-R4_A1g00506	MvSl-1064-A1-R4_A1	aMAT	1116801	1118832
MvSl-1064-A1-R4_A1g00507	MvSl-1064-A1-R4_A1	aMAT	1119790	1125248
MvSl-1064-A1-R4_A1g00508	MvSl-1064-A1-R4_A1	aMAT	1125927	1128443
MvSl-1064-A1-R4_A1g00510	MvSl-1064-A1-R4_A1	aMAT	1131484	1132443
MvSl-1064-A1-R4_A1g00511	MvSl-1064-A1-R4_A1	aMAT	1132727	1134319
MvSl-1064-A1-R4_A1g00512	MvSl-1064-A1-R4_A1	aMAT	1134595	1135956
MvSl-1064-A1-R4_A1g00513	MvSl-1064-A1-R4_A1	aMAT	1136196	1138565
MvSl-1064-A1-R4_A1g00514	MvSl-1064-A1-R4_A1	aMAT	1139524	1144406
MvSl-1064-A1-R4_A1g00515	MvSl-1064-A1-R4_A1	aMAT	1144687	1148015
MvSl-1064-A1-R4_A1g00516	MvSl-1064-A1-R4_A1	aMAT	1148624	1150396
MvSl-1064-A1-R4_A1g00517	MvSl-1064-A1-R4_A1	aMAT	1150800	1151468
MvSl-1064-A1-R4_A1g00518	MvSl-1064-A1-R4_A1	aMAT	1151741	1153580
MvSl-1064-A1-R4_A1g00519	MvSl-1064-A1-R4_A1	aMAT	1153924	1156082
MvSl-1064-A1-R4_A1g00520	MvSl-1064-A1-R4_A1	aMAT	1156584	1158695
MvSl-1064-A1-R4_A1g00521	MvSl-1064-A1-R4_A1	aMAT	1158935	1161921
MvSl-1064-A1-R4_A1g00522	MvSl-1064-A1-R4_A1	aMAT	1162650	1164414
MvSl-1064-A1-R4_A1g00523	MvSl-1064-A1-R4_A1	aMAT	1164529	1164771
MvSl-1064-A1-R4_A1g00524	MvSl-1064-A1-R4_A1	aMAT	1164814	1164982
MvSl-1064-A1-R4_A1g00525	MvSl-1064-A1-R4_A1	aMAT	1166037	1167381
MvSl-1064-A1-R4_A1g00527	MvSl-1064-A1-R4_A1	aMAT	1172917	1174722
MvSl-1064-A1-R4_A1g00528	MvSl-1064-A1-R4_A1	aMAT	1174940	1175619
MvSl-1064-A1-R4_A1g00529	MvSl-1064-A1-R4_A1	aMAT	1176446	1176679
MvSl-1064-A1-R4_A1g00530	MvSl-1064-A1-R4_A1	aMAT	1176877	1180058
MvSl-1064-A1-R4_A1g00532	MvSl-1064-A1-R4_A1	aMAT	1183296	1185232
MvSl-1064-A1-R4_A1g00533	MvSl-1064-A1-R4_A1	aMAT	1185421	1186806
MvSl-1064-A1-R4_A1g00534	MvSl-1064-A1-R4_A1	aMAT	1186986	1189109
MvSl-1064-A1-R4_A1g00541	MvSl-1064-A1-R4_A1	aMAT	1199905	1206247
MvSl-1064-A1-R4_A1g00542	MvSl-1064-A1-R4_A1	aMAT	1207176	1208666
MvSl-1064-A1-R4_A1g00543	MvSl-1064-A1-R4_A1	aMAT	1209281	1212345
MvSl-1064-A1-R4_A1g00544	MvSl-1064-A1-R4_A1	aMAT	1213232	1215281
MvSl-1064-A1-R4_A1g00546	MvSl-1064-A1-R4_A1	aMAT	1217849	1218338
MvSl-1064-A1-R4_A1g00568	MvSl-1064-A1-R4_A1	aMAT	1257109	1257735
MvSl-1064-A1-R4_A1g00575	MvSl-1064-A1-R4_A1	aMAT	1274366	1278155
MvSl-1064-A1-R4_A1g00576	MvSl-1064-A1-R4_A1	aMAT	1278622	1279107
MvSl-1064-A1-R4_A1g00589	MvSl-1064-A1-R4_A1	aMAT	1294048	1294371
MvSl-1064-A1-R4_A1g00591	MvSl-1064-A1-R4_A1	aMAT	1297181	1298512
MvSl-1064-A1-R4_A1g00592	MvSl-1064-A1-R4_A1	aMAT	1298737	1300256
MvSl-1064-A1-R4_A1g00593	MvSl-1064-A1-R4_A1	aMAT	1300472	1304579
MvSl-1064-A1-R4_A1g00594	MvSl-1064-A1-R4_A1	aMAT	1304949	1306659
MvSl-1064-A1-R4_A1g00608	MvSl-1064-A1-R4_A1	aMAT	1332343	1332721
MvSl-1064-A1-R4_A1g00624	MvSl-1064-A1-R4_A1	aMAT	1356910	1358431
MvSl-1064-A1-R4_A1g00635	MvSl-1064-A1-R4_A1	aMAT	1378554	1381105
MvSl-1064-A1-R4_A1g00641	MvSl-1064-A1-R4_A1	aMAT	1386243	1386532
MvSl-1064-A1-R4_A1g00642	MvSl-1064-A1-R4_A1	aMAT	1386919	1387128
MvSl-1064-A1-R4_A1g00644	MvSl-1064-A1-R4_A1	aMAT	1389234	1391759
MvSl-1064-A1-R4_A1g00645	MvSl-1064-A1-R4_A1	aMAT	1393224	1396199
MvSl-1064-A1-R4_A1g00646	MvSl-1064-A1-R4_A1	aMAT	1396587	1398849
MvSl-1064-A1-R4_A1g00647	MvSl-1064-A1-R4_A1	aMAT	1399296	1400598
MvSl-1064-A1-R4_A1g00648	MvSl-1064-A1-R4_A1	aMAT	1400757	1402594
MvSl-1064-A1-R4_A1g00652	MvSl-1064-A1-R4_A1	aMAT	1406494	1409473
MvSl-1064-A1-R4_A1g00653	MvSl-1064-A1-R4_A1	aMAT	1409746	1410034
MvSl-1064-A1-R4_A1g00668	MvSl-1064-A1-R4_A1	aMAT	1437496	1440368
MvSl-1064-A1-R4_A1g00669	MvSl-1064-A1-R4_A1	aMAT	1441050	1443387
MvSl-1064-A1-R4_A1g00693	MvSl-1064-A1-R4_A1	aMAT	1486271	1487768
MvSl-1064-A1-R4_A1g00694	MvSl-1064-A1-R4_A1	aMAT	1488010	1490661
MvSl-1064-A1-R4_A1g00718	MvSl-1064-A1-R4_A1	aMAT	1526188	1527713
MvSl-1064-A1-R4_A1g00726	MvSl-1064-A1-R4_A1	aMAT	1539659	1541133
MvSl-1064-A1-R4_A1g00732	MvSl-1064-A1-R4_A1	aMAT	1550514	1551842
MvSl-1064-A1-R4_A1g00745	MvSl-1064-A1-R4_A1	aMAT	1569616	1570333
MvSl-1064-A1-R4_A1g00749	MvSl-1064-A1-R4_A1	aMAT	1578575	1582088
MvSl-1064-A1-R4_A1g00750	MvSl-1064-A1-R4_A1	aMAT	1584006	1586510
MvSl-1064-A1-R4_A1g00751	MvSl-1064-A1-R4_A1	aMAT	1588797	1592442
MvSl-1064-A1-R4_A1g00752	MvSl-1064-A1-R4_A1	aMAT	1593613	1594973
MvSl-1064-A1-R4_A1g00756	MvSl-1064-A1-R4_A1	aMAT	1607578	1607793
MvSl-1064-A1-R4_A1g00757	MvSl-1064-A1-R4_A1	aMAT	1608112	1609203
MvSl-1064-A1-R4_A1g00763	MvSl-1064-A1-R4_A1	aMAT	1614331	1618375
MvSl-1064-A1-R4_A1g00772	MvSl-1064-A1-R4_A1	aMAT	1637608	1638887
MvSl-1064-A1-R4_A1g00778	MvSl-1064-A1-R4_A1	aMAT	1645733	1648754
MvSl-1064-A1-R4_A1g00779	MvSl-1064-A1-R4_A1	aMAT	1648933	1652928
MvSl-1064-A1-R4_A1g00794	MvSl-1064-A1-R4_A1	aMAT	1688108	1688798
MvSl-1064-A1-R4_A1g00800	MvSl-1064-A1-R4_A1	aMAT	1699348	1701504
MvSl-1064-A1-R4_A1g00801	MvSl-1064-A1-R4_A1	aMAT	1701948	1703146
MvSl-1064-A1-R4_A1g00804	MvSl-1064-A1-R4_A1	aMAT	1711315	1715586
MvSl-1064-A1-R4_A1g00808	MvSl-1064-A1-R4_A1	aMAT	1728684	1729372
MvSl-1064-A1-R4_A1g00820	MvSl-1064-A1-R4_A1	aMAT	1745782	1746129
MvSl-1064-A1-R4_A1g00832	MvSl-1064-A1-R4_A1	aMAT	1761367	1764288
MvSl-1064-A1-R4_A1g00835	MvSl-1064-A1-R4_A1	aMAT	1769429	1769832
MvSl-1064-A1-R4_A1g00840	MvSl-1064-A1-R4_A1	aMAT	1786241	1788119
MvSl-1064-A1-R4_A1g00842	MvSl-1064-A1-R4_A1	aMAT	1790347	1792433
MvSl-1064-A1-R4_A1g00843	MvSl-1064-A1-R4_A1	aMAT	1792754	1794128
MvSl-1064-A1-R4_A1g00844	MvSl-1064-A1-R4_A1	aMAT	1794549	1795435
MvSl-1064-A1-R4_A1g00845	MvSl-1064-A1-R4_A1	aMAT	1796095	1800988
MvSl-1064-A1-R4_A1g00853	MvSl-1064-A1-R4_A1	aMAT	1834558	1837865
MvSl-1064-A1-R4_A1g00854	MvSl-1064-A1-R4_A1	aMAT	1838292	1841771
MvSl-1064-A1-R4_A1g00869	MvSl-1064-A1-R4_A1	aMAT	1872072	1874749
MvSl-1064-A1-R4_A1g00886	MvSl-1064-A1-R4_A1	aMAT	1907815	1909744
MvSl-1064-A1-R4_A1g00911	MvSl-1064-A1-R4_A1	aMAT	1965456	1966246
MvSl-1064-A1-R4_A1g00912	MvSl-1064-A1-R4_A1	aMAT	1966448	1967834
MvSl-1064-A1-R4_A1g00913	MvSl-1064-A1-R4_A1	aMAT	1970332	1974462
MvSl-1064-A1-R4_A1g00920	MvSl-1064-A1-R4_A1	aMAT	1984288	1990725
MvSl-1064-A1-R4_A1g00921	MvSl-1064-A1-R4_A1	aMAT	1991175	1993509
MvSl-1064-A1-R4_A1g00922	MvSl-1064-A1-R4_A1	aMAT	1993924	1995401
MvSl-1064-A1-R4_A1g00923	MvSl-1064-A1-R4_A1	aMAT	1995562	1995873
MvSl-1064-A1-R4_A1g00929	MvSl-1064-A1-R4_A1	aMAT	2004135	2004905
MvSl-1064-A1-R4_A1g00956	MvSl-1064-A1-R4_A1	aMAT	2051926	2054309
MvSl-1064-A1-R4_A1g00957	MvSl-1064-A1-R4_A1	aMAT	2054540	2055464
MvSl-1064-A1-R4_A1g00958	MvSl-1064-A1-R4_A1	aMAT	2055616	2057858
MvSl-1064-A1-R4_A1g00959	MvSl-1064-A1-R4_A1	aMAT	2058215	2058407
MvSl-1064-A1-R4_A1g00960	MvSl-1064-A1-R4_A1	aMAT	2058571	2059524
