gene	genename	chr	start	end
MvSl-1064-A1-R4_A1g00146	MvSl-1064-A1-R4_A1	MAT	322032	322722
MvSl-1064-A1-R4_A1g00148	MvSl-1064-A1-R4_A1	MAT	324832	325195
MvSl-1064-A1-R4_A1g00156	MvSl-1064-A1-R4_A1	MAT	345616	345969
MvSl-1064-A1-R4_A1g00158	MvSl-1064-A1-R4_A1	MAT	349059	350492
MvSl-1064-A1-R4_A1g00161	MvSl-1064-A1-R4_A1	MAT	353892	354131
MvSl-1064-A1-R4_A1g00169	MvSl-1064-A1-R4_A1	MAT	371961	372797
MvSl-1064-A1-R4_A1g00171	MvSl-1064-A1-R4_A1	MAT	374824	375074
MvSl-1064-A1-R4_A1g00173	MvSl-1064-A1-R4_A1	MAT	378060	378408
MvSl-1064-A1-R4_A1g00176	MvSl-1064-A1-R4_A1	MAT	383416	384228
MvSl-1064-A1-R4_A1g00177	MvSl-1064-A1-R4_A1	MAT	384291	384480
MvSl-1064-A1-R4_A1g00183	MvSl-1064-A1-R4_A1	MAT	404057	405445
MvSl-1064-A1-R4_A1g00187	MvSl-1064-A1-R4_A1	MAT	413919	415494
MvSl-1064-A1-R4_A1g00190	MvSl-1064-A1-R4_A1	MAT	422409	423645
MvSl-1064-A1-R4_A1g00191	MvSl-1064-A1-R4_A1	MAT	423985	426191
MvSl-1064-A1-R4_A1g00195	MvSl-1064-A1-R4_A1	MAT	433303	434055
MvSl-1064-A1-R4_A1g00196	MvSl-1064-A1-R4_A1	MAT	435618	435848
MvSl-1064-A1-R4_A1g00198	MvSl-1064-A1-R4_A1	MAT	438188	438544
MvSl-1064-A1-R4_A1g00199	MvSl-1064-A1-R4_A1	MAT	438734	438964
MvSl-1064-A1-R4_A1g00201	MvSl-1064-A1-R4_A1	MAT	446323	447356
MvSl-1064-A1-R4_A1g00202	MvSl-1064-A1-R4_A1	MAT	449331	450021
MvSl-1064-A1-R4_A1g00204	MvSl-1064-A1-R4_A1	MAT	454328	454655
MvSl-1064-A1-R4_A1g00213	MvSl-1064-A1-R4_A1	MAT	481957	483035
MvSl-1064-A1-R4_A1g00216	MvSl-1064-A1-R4_A1	MAT	487259	488338
MvSl-1064-A1-R4_A1g00219	MvSl-1064-A1-R4_A1	MAT	497168	498774
MvSl-1064-A1-R4_A1g00223	MvSl-1064-A1-R4_A1	MAT	512213	513436
MvSl-1064-A1-R4_A1g00224	MvSl-1064-A1-R4_A1	MAT	513881	514167
MvSl-1064-A1-R4_A1g00226	MvSl-1064-A1-R4_A1	MAT	515650	516516
MvSl-1064-A1-R4_A1g00227	MvSl-1064-A1-R4_A1	MAT	516570	517975
MvSl-1064-A1-R4_A1g00232	MvSl-1064-A1-R4_A1	MAT	527440	527715
MvSl-1064-A1-R4_A1g00234	MvSl-1064-A1-R4_A1	MAT	529154	529949
MvSl-1064-A1-R4_A1g00236	MvSl-1064-A1-R4_A1	MAT	534384	537432
MvSl-1064-A1-R4_A1g00239	MvSl-1064-A1-R4_A1	MAT	540556	541585
MvSl-1064-A1-R4_A1g00244	MvSl-1064-A1-R4_A1	MAT	549134	550850
MvSl-1064-A1-R4_A1g00250	MvSl-1064-A1-R4_A1	MAT	570749	571721
MvSl-1064-A1-R4_A1g00255	MvSl-1064-A1-R4_A1	MAT	585329	585682
MvSl-1064-A1-R4_A1g00257	MvSl-1064-A1-R4_A1	MAT	587793	588573
MvSl-1064-A1-R4_A1g00266	MvSl-1064-A1-R4_A1	MAT	613296	614267
MvSl-1064-A1-R4_A1g00267	MvSl-1064-A1-R4_A1	MAT	614785	614994
MvSl-1064-A1-R4_A1g00282	MvSl-1064-A1-R4_A1	MAT	651600	651861
MvSl-1064-A1-R4_A1g00284	MvSl-1064-A1-R4_A1	MAT	657454	657684
MvSl-1064-A1-R4_A1g00286	MvSl-1064-A1-R4_A1	MAT	659999	660204
MvSl-1064-A1-R4_A1g00288	MvSl-1064-A1-R4_A1	MAT	665245	665589
MvSl-1064-A1-R4_A1g00293	MvSl-1064-A1-R4_A1	MAT	681942	682555
MvSl-1064-A1-R4_A1g00294	MvSl-1064-A1-R4_A1	MAT	682868	684833
MvSl-1064-A1-R4_A1g00296	MvSl-1064-A1-R4_A1	MAT	686455	687762
MvSl-1064-A1-R4_A1g00298	MvSl-1064-A1-R4_A1	MAT	689704	690217
MvSl-1064-A1-R4_A1g00299	MvSl-1064-A1-R4_A1	MAT	690280	690676
MvSl-1064-A1-R4_A1g00301	MvSl-1064-A1-R4_A1	MAT	696126	696729
MvSl-1064-A1-R4_A1g00304	MvSl-1064-A1-R4_A1	MAT	699726	700132
MvSl-1064-A1-R4_A1g00314	MvSl-1064-A1-R4_A1	MAT	722650	723684
MvSl-1064-A1-R4_A1g00315	MvSl-1064-A1-R4_A1	MAT	723975	724274
MvSl-1064-A1-R4_A1g00317	MvSl-1064-A1-R4_A1	MAT	725878	726223
MvSl-1064-A1-R4_A1g00324	MvSl-1064-A1-R4_A1	MAT	737420	737716
MvSl-1064-A1-R4_A1g00325	MvSl-1064-A1-R4_A1	MAT	738413	739348
MvSl-1064-A1-R4_A1g00328	MvSl-1064-A1-R4_A1	MAT	742628	743237
MvSl-1064-A1-R4_A1g00330	MvSl-1064-A1-R4_A1	MAT	745290	746054
MvSl-1064-A1-R4_A1g00332	MvSl-1064-A1-R4_A1	MAT	750630	751492
MvSl-1064-A1-R4_A1g00333	MvSl-1064-A1-R4_A1	MAT	752770	754312
MvSl-1064-A1-R4_A1g00336	MvSl-1064-A1-R4_A1	MAT	761485	762354
MvSl-1064-A1-R4_A1g00337	MvSl-1064-A1-R4_A1	MAT	762397	762732
MvSl-1064-A1-R4_A1g00338	MvSl-1064-A1-R4_A1	MAT	762986	764724
MvSl-1064-A1-R4_A1g00340	MvSl-1064-A1-R4_A1	MAT	766367	766927
MvSl-1064-A1-R4_A1g00342	MvSl-1064-A1-R4_A1	MAT	767711	767993
MvSl-1064-A1-R4_A1g00345	MvSl-1064-A1-R4_A1	MAT	771175	771479
MvSl-1064-A1-R4_A1g00346	MvSl-1064-A1-R4_A1	MAT	771661	772956
MvSl-1064-A1-R4_A1g00353	MvSl-1064-A1-R4_A1	MAT	796977	799849
MvSl-1064-A1-R4_A1g00355	MvSl-1064-A1-R4_A1	MAT	800398	801531
MvSl-1064-A1-R4_A1g00356	MvSl-1064-A1-R4_A1	MAT	801996	802169
MvSl-1064-A1-R4_A1g00362	MvSl-1064-A1-R4_A1	MAT	827022	827609
MvSl-1064-A1-R4_A1g00381	MvSl-1064-A1-R4_A1	MAT	864443	864622
MvSl-1064-A1-R4_A1g00385	MvSl-1064-A1-R4_A1	MAT	871029	871187
MvSl-1064-A1-R4_A1g00387	MvSl-1064-A1-R4_A1	MAT	875047	876411
MvSl-1064-A1-R4_A1g00388	MvSl-1064-A1-R4_A1	MAT	876591	877428
MvSl-1064-A1-R4_A1g00410	MvSl-1064-A1-R4_A1	MAT	934508	935674
MvSl-1064-A1-R4_A1g00413	MvSl-1064-A1-R4_A1	MAT	939062	939680
MvSl-1064-A1-R4_A1g00415	MvSl-1064-A1-R4_A1	MAT	943004	943177
MvSl-1064-A1-R4_A1g00416	MvSl-1064-A1-R4_A1	MAT	943341	944388
MvSl-1064-A1-R4_A1g00417	MvSl-1064-A1-R4_A1	MAT	944453	945643
MvSl-1064-A1-R4_A1g00419	MvSl-1064-A1-R4_A1	MAT	947329	947573
MvSl-1064-A1-R4_A1g00424	MvSl-1064-A1-R4_A1	MAT	962847	963114
MvSl-1064-A1-R4_A1g00429	MvSl-1064-A1-R4_A1	MAT	974324	974825
MvSl-1064-A1-R4_A1g00431	MvSl-1064-A1-R4_A1	MAT	981578	982760
MvSl-1064-A1-R4_A1g00435	MvSl-1064-A1-R4_A1	MAT	989905	990838
MvSl-1064-A1-R4_A1g00443	MvSl-1064-A1-R4_A1	MAT	1002523	1003071
MvSl-1064-A1-R4_A1g00445	MvSl-1064-A1-R4_A1	MAT	1004291	1004491
MvSl-1064-A1-R4_A1g00449	MvSl-1064-A1-R4_A1	MAT	1012588	1012846
MvSl-1064-A1-R4_A1g00450	MvSl-1064-A1-R4_A1	MAT	1013912	1014286
MvSl-1064-A1-R4_A1g00451	MvSl-1064-A1-R4_A1	MAT	1014368	1014659
MvSl-1064-A1-R4_A1g00452	MvSl-1064-A1-R4_A1	MAT	1015602	1016332
MvSl-1064-A1-R4_A1g00454	MvSl-1064-A1-R4_A1	MAT	1018305	1020228
MvSl-1064-A1-R4_A1g00456	MvSl-1064-A1-R4_A1	MAT	1021004	1021336
MvSl-1064-A1-R4_A1g00457	MvSl-1064-A1-R4_A1	MAT	1021451	1021666
MvSl-1064-A1-R4_A1g00460	MvSl-1064-A1-R4_A1	MAT	1028374	1029100
MvSl-1064-A1-R4_A1g00461	MvSl-1064-A1-R4_A1	MAT	1029411	1029674
MvSl-1064-A1-R4_A1g00472	MvSl-1064-A1-R4_A1	MAT	1047860	1048111
MvSl-1064-A1-R4_A1g00473	MvSl-1064-A1-R4_A1	MAT	1049682	1049876
MvSl-1064-A1-R4_A1g00477	MvSl-1064-A1-R4_A1	MAT	1054632	1054787
MvSl-1064-A1-R4_A1g00479	MvSl-1064-A1-R4_A1	MAT	1058952	1059372
MvSl-1064-A1-R4_A1g00480	MvSl-1064-A1-R4_A1	MAT	1059890	1060588
MvSl-1064-A1-R4_A1g00484	MvSl-1064-A1-R4_A1	MAT	1067717	1069413
MvSl-1064-A1-R4_A1g00485	MvSl-1064-A1-R4_A1	MAT	1069705	1070074
MvSl-1064-A1-R4_A1g00486	MvSl-1064-A1-R4_A1	MAT	1070238	1070447
MvSl-1064-A1-R4_A1g00488	MvSl-1064-A1-R4_A1	MAT	1072863	1073165
MvSl-1064-A1-R4_A1g00489	MvSl-1064-A1-R4_A1	MAT	1073222	1075732
MvSl-1064-A1-R4_A1g00493	MvSl-1064-A1-R4_A1	MAT	1096297	1096862
MvSl-1064-A1-R4_A1g00494	MvSl-1064-A1-R4_A1	MAT	1096994	1097182
MvSl-1064-A1-R4_A1g00499	MvSl-1064-A1-R4_A1	MAT	1103738	1104479
MvSl-1064-A1-R4_A1g00502	MvSl-1064-A1-R4_A1	MAT	1106962	1107159
MvSl-1064-A1-R4_A1g00526	MvSl-1064-A1-R4_A1	MAT	1167990	1170000
MvSl-1064-A1-R4_A1g00531	MvSl-1064-A1-R4_A1	MAT	1181903	1183139
MvSl-1064-A1-R4_A1g00536	MvSl-1064-A1-R4_A1	MAT	1190911	1191630
MvSl-1064-A1-R4_A1g00539	MvSl-1064-A1-R4_A1	MAT	1193951	1194157
MvSl-1064-A1-R4_A1g00545	MvSl-1064-A1-R4_A1	MAT	1215794	1216564
MvSl-1064-A1-R4_A1g00548	MvSl-1064-A1-R4_A1	MAT	1218916	1220550
MvSl-1064-A1-R4_A1g00550	MvSl-1064-A1-R4_A1	MAT	1224001	1224328
MvSl-1064-A1-R4_A1g00551	MvSl-1064-A1-R4_A1	MAT	1224433	1225980
MvSl-1064-A1-R4_A1g00552	MvSl-1064-A1-R4_A1	MAT	1227568	1228563
MvSl-1064-A1-R4_A1g00555	MvSl-1064-A1-R4_A1	MAT	1233985	1234510
MvSl-1064-A1-R4_A1g00556	MvSl-1064-A1-R4_A1	MAT	1234663	1235175
MvSl-1064-A1-R4_A1g00557	MvSl-1064-A1-R4_A1	MAT	1236663	1237721
MvSl-1064-A1-R4_A1g00560	MvSl-1064-A1-R4_A1	MAT	1244603	1245911
MvSl-1064-A1-R4_A1g00561	MvSl-1064-A1-R4_A1	MAT	1246293	1246514
MvSl-1064-A1-R4_A1g00564	MvSl-1064-A1-R4_A1	MAT	1252641	1252985
MvSl-1064-A1-R4_A1g00565	MvSl-1064-A1-R4_A1	MAT	1253191	1254392
MvSl-1064-A1-R4_A1g00567	MvSl-1064-A1-R4_A1	MAT	1255487	1256568
MvSl-1064-A1-R4_A1g00571	MvSl-1064-A1-R4_A1	MAT	1263224	1263523
MvSl-1064-A1-R4_A1g00574	MvSl-1064-A1-R4_A1	MAT	1273863	1274099
MvSl-1064-A1-R4_A1g00578	MvSl-1064-A1-R4_A1	MAT	1280349	1280637
MvSl-1064-A1-R4_A1g00582	MvSl-1064-A1-R4_A1	MAT	1285336	1286410
MvSl-1064-A1-R4_A1g00585	MvSl-1064-A1-R4_A1	MAT	1290966	1291154
MvSl-1064-A1-R4_A1g00588	MvSl-1064-A1-R4_A1	MAT	1292274	1292945
MvSl-1064-A1-R4_A1g00595	MvSl-1064-A1-R4_A1	MAT	1306760	1308614
MvSl-1064-A1-R4_A1g00596	MvSl-1064-A1-R4_A1	MAT	1308902	1309126
MvSl-1064-A1-R4_A1g00597	MvSl-1064-A1-R4_A1	MAT	1309376	1309597
MvSl-1064-A1-R4_A1g00600	MvSl-1064-A1-R4_A1	MAT	1315222	1315416
MvSl-1064-A1-R4_A1g00601	MvSl-1064-A1-R4_A1	MAT	1315464	1315679
MvSl-1064-A1-R4_A1g00602	MvSl-1064-A1-R4_A1	MAT	1316498	1316708
MvSl-1064-A1-R4_A1g00607	MvSl-1064-A1-R4_A1	MAT	1329634	1330574
MvSl-1064-A1-R4_A1g00612	MvSl-1064-A1-R4_A1	MAT	1338048	1338317
MvSl-1064-A1-R4_A1g00615	MvSl-1064-A1-R4_A1	MAT	1344258	1345488
MvSl-1064-A1-R4_A1g00617	MvSl-1064-A1-R4_A1	MAT	1350312	1350852
MvSl-1064-A1-R4_A1g00619	MvSl-1064-A1-R4_A1	MAT	1351565	1352868
MvSl-1064-A1-R4_A1g00620	MvSl-1064-A1-R4_A1	MAT	1353495	1354271
MvSl-1064-A1-R4_A1g00621	MvSl-1064-A1-R4_A1	MAT	1354338	1354822
MvSl-1064-A1-R4_A1g00622	MvSl-1064-A1-R4_A1	MAT	1355213	1356312
MvSl-1064-A1-R4_A1g00623	MvSl-1064-A1-R4_A1	MAT	1356413	1356598
MvSl-1064-A1-R4_A1g00625	MvSl-1064-A1-R4_A1	MAT	1358598	1358903
MvSl-1064-A1-R4_A1g00628	MvSl-1064-A1-R4_A1	MAT	1369568	1370214
MvSl-1064-A1-R4_A1g00629	MvSl-1064-A1-R4_A1	MAT	1370267	1370662
MvSl-1064-A1-R4_A1g00630	MvSl-1064-A1-R4_A1	MAT	1370783	1372841
MvSl-1064-A1-R4_A1g00631	MvSl-1064-A1-R4_A1	MAT	1373003	1373898
MvSl-1064-A1-R4_A1g00632	MvSl-1064-A1-R4_A1	MAT	1374331	1374784
MvSl-1064-A1-R4_A1g00633	MvSl-1064-A1-R4_A1	MAT	1374868	1376500
MvSl-1064-A1-R4_A1g00634	MvSl-1064-A1-R4_A1	MAT	1378027	1378182
MvSl-1064-A1-R4_A1g00636	MvSl-1064-A1-R4_A1	MAT	1381215	1381929
MvSl-1064-A1-R4_A1g00638	MvSl-1064-A1-R4_A1	MAT	1383670	1384158
MvSl-1064-A1-R4_A1g00639	MvSl-1064-A1-R4_A1	MAT	1384621	1385073
MvSl-1064-A1-R4_A1g00640	MvSl-1064-A1-R4_A1	MAT	1385517	1385865
MvSl-1064-A1-R4_A1g00643	MvSl-1064-A1-R4_A1	MAT	1388056	1388241
MvSl-1064-A1-R4_A1g00655	MvSl-1064-A1-R4_A1	MAT	1411041	1411256
MvSl-1064-A1-R4_A1g00658	MvSl-1064-A1-R4_A1	MAT	1418198	1418380
MvSl-1064-A1-R4_A1g00659	MvSl-1064-A1-R4_A1	MAT	1419367	1421348
MvSl-1064-A1-R4_A1g00664	MvSl-1064-A1-R4_A1	MAT	1432159	1432326
MvSl-1064-A1-R4_A1g00665	MvSl-1064-A1-R4_A1	MAT	1432577	1432777
MvSl-1064-A1-R4_A1g00666	MvSl-1064-A1-R4_A1	MAT	1433123	1434110
MvSl-1064-A1-R4_A1g00673	MvSl-1064-A1-R4_A1	MAT	1453621	1453990
MvSl-1064-A1-R4_A1g00676	MvSl-1064-A1-R4_A1	MAT	1456305	1457669
MvSl-1064-A1-R4_A1g00685	MvSl-1064-A1-R4_A1	MAT	1469635	1470091
MvSl-1064-A1-R4_A1g00686	MvSl-1064-A1-R4_A1	MAT	1472457	1472968
MvSl-1064-A1-R4_A1g00687	MvSl-1064-A1-R4_A1	MAT	1475482	1475739
MvSl-1064-A1-R4_A1g00688	MvSl-1064-A1-R4_A1	MAT	1475930	1476249
MvSl-1064-A1-R4_A1g00689	MvSl-1064-A1-R4_A1	MAT	1478443	1478850
MvSl-1064-A1-R4_A1g00690	MvSl-1064-A1-R4_A1	MAT	1478950	1479853
MvSl-1064-A1-R4_A1g00697	MvSl-1064-A1-R4_A1	MAT	1494572	1495446
MvSl-1064-A1-R4_A1g00698	MvSl-1064-A1-R4_A1	MAT	1495555	1496468
MvSl-1064-A1-R4_A1g00701	MvSl-1064-A1-R4_A1	MAT	1502152	1502317
MvSl-1064-A1-R4_A1g00704	MvSl-1064-A1-R4_A1	MAT	1504551	1504790
MvSl-1064-A1-R4_A1g00705	MvSl-1064-A1-R4_A1	MAT	1506010	1507991
MvSl-1064-A1-R4_A1g00707	MvSl-1064-A1-R4_A1	MAT	1509442	1510748
MvSl-1064-A1-R4_A1g00716	MvSl-1064-A1-R4_A1	MAT	1524220	1524556
MvSl-1064-A1-R4_A1g00717	MvSl-1064-A1-R4_A1	MAT	1524811	1525014
MvSl-1064-A1-R4_A1g00720	MvSl-1064-A1-R4_A1	MAT	1532912	1533593
MvSl-1064-A1-R4_A1g00724	MvSl-1064-A1-R4_A1	MAT	1537571	1538928
MvSl-1064-A1-R4_A1g00725	MvSl-1064-A1-R4_A1	MAT	1538995	1539330
MvSl-1064-A1-R4_A1g00730	MvSl-1064-A1-R4_A1	MAT	1546423	1546587
MvSl-1064-A1-R4_A1g00733	MvSl-1064-A1-R4_A1	MAT	1552758	1553579
MvSl-1064-A1-R4_A1g00736	MvSl-1064-A1-R4_A1	MAT	1555868	1557343
MvSl-1064-A1-R4_A1g00747	MvSl-1064-A1-R4_A1	MAT	1576656	1577372
MvSl-1064-A1-R4_A1g00748	MvSl-1064-A1-R4_A1	MAT	1577528	1577867
MvSl-1064-A1-R4_A1g00754	MvSl-1064-A1-R4_A1	MAT	1603528	1605548
MvSl-1064-A1-R4_A1g00758	MvSl-1064-A1-R4_A1	MAT	1609522	1610175
MvSl-1064-A1-R4_A1g00759	MvSl-1064-A1-R4_A1	MAT	1610298	1611449
MvSl-1064-A1-R4_A1g00760	MvSl-1064-A1-R4_A1	MAT	1612135	1612362
MvSl-1064-A1-R4_A1g00761	MvSl-1064-A1-R4_A1	MAT	1612647	1613030
MvSl-1064-A1-R4_A1g00762	MvSl-1064-A1-R4_A1	MAT	1613927	1614079
MvSl-1064-A1-R4_A1g00765	MvSl-1064-A1-R4_A1	MAT	1619782	1620310
MvSl-1064-A1-R4_A1g00769	MvSl-1064-A1-R4_A1	MAT	1634670	1635220
MvSl-1064-A1-R4_A1g00770	MvSl-1064-A1-R4_A1	MAT	1635321	1635701
MvSl-1064-A1-R4_A1g00771	MvSl-1064-A1-R4_A1	MAT	1635769	1636619
MvSl-1064-A1-R4_A1g00776	MvSl-1064-A1-R4_A1	MAT	1644054	1644584
MvSl-1064-A1-R4_A1g00780	MvSl-1064-A1-R4_A1	MAT	1654625	1656017
MvSl-1064-A1-R4_A1g00781	MvSl-1064-A1-R4_A1	MAT	1656140	1656382
MvSl-1064-A1-R4_A1g00787	MvSl-1064-A1-R4_A1	MAT	1675443	1676404
MvSl-1064-A1-R4_A1g00790	MvSl-1064-A1-R4_A1	MAT	1683482	1684057
MvSl-1064-A1-R4_A1g00791	MvSl-1064-A1-R4_A1	MAT	1684208	1684384
MvSl-1064-A1-R4_A1g00795	MvSl-1064-A1-R4_A1	MAT	1690049	1690201
MvSl-1064-A1-R4_A1g00797	MvSl-1064-A1-R4_A1	MAT	1693043	1693478
MvSl-1064-A1-R4_A1g00810	MvSl-1064-A1-R4_A1	MAT	1730738	1731250
MvSl-1064-A1-R4_A1g00811	MvSl-1064-A1-R4_A1	MAT	1731610	1731937
MvSl-1064-A1-R4_A1g00813	MvSl-1064-A1-R4_A1	MAT	1734470	1735304
MvSl-1064-A1-R4_A1g00814	MvSl-1064-A1-R4_A1	MAT	1735366	1735672
MvSl-1064-A1-R4_A1g00815	MvSl-1064-A1-R4_A1	MAT	1735751	1736615
MvSl-1064-A1-R4_A1g00816	MvSl-1064-A1-R4_A1	MAT	1736704	1736911
MvSl-1064-A1-R4_A1g00818	MvSl-1064-A1-R4_A1	MAT	1741251	1742380
MvSl-1064-A1-R4_A1g00821	MvSl-1064-A1-R4_A1	MAT	1746202	1746657
MvSl-1064-A1-R4_A1g00824	MvSl-1064-A1-R4_A1	MAT	1751427	1752854
MvSl-1064-A1-R4_A1g00826	MvSl-1064-A1-R4_A1	MAT	1754659	1754832
MvSl-1064-A1-R4_A1g00827	MvSl-1064-A1-R4_A1	MAT	1755412	1756194
MvSl-1064-A1-R4_A1g00828	MvSl-1064-A1-R4_A1	MAT	1758020	1758187
MvSl-1064-A1-R4_A1g00830	MvSl-1064-A1-R4_A1	MAT	1759867	1760064
MvSl-1064-A1-R4_A1g00831	MvSl-1064-A1-R4_A1	MAT	1760814	1760973
MvSl-1064-A1-R4_A1g00833	MvSl-1064-A1-R4_A1	MAT	1764621	1764984
MvSl-1064-A1-R4_A1g00839	MvSl-1064-A1-R4_A1	MAT	1780431	1784944
MvSl-1064-A1-R4_A1g00841	MvSl-1064-A1-R4_A1	MAT	1788461	1789644
MvSl-1064-A1-R4_A1g00849	MvSl-1064-A1-R4_A1	MAT	1817637	1817837
MvSl-1064-A1-R4_A1g00851	MvSl-1064-A1-R4_A1	MAT	1831350	1832590
MvSl-1064-A1-R4_A1g00852	MvSl-1064-A1-R4_A1	MAT	1832733	1833013
MvSl-1064-A1-R4_A1g00857	MvSl-1064-A1-R4_A1	MAT	1845751	1846365
MvSl-1064-A1-R4_A1g00859	MvSl-1064-A1-R4_A1	MAT	1850243	1851664
MvSl-1064-A1-R4_A1g00861	MvSl-1064-A1-R4_A1	MAT	1854330	1854768
MvSl-1064-A1-R4_A1g00863	MvSl-1064-A1-R4_A1	MAT	1859765	1861043
MvSl-1064-A1-R4_A1g00864	MvSl-1064-A1-R4_A1	MAT	1861298	1861459
MvSl-1064-A1-R4_A1g00865	MvSl-1064-A1-R4_A1	MAT	1861713	1862835
MvSl-1064-A1-R4_A1g00871	MvSl-1064-A1-R4_A1	MAT	1876375	1876677
MvSl-1064-A1-R4_A1g00872	MvSl-1064-A1-R4_A1	MAT	1877083	1877493
MvSl-1064-A1-R4_A1g00874	MvSl-1064-A1-R4_A1	MAT	1880645	1880865
MvSl-1064-A1-R4_A1g00875	MvSl-1064-A1-R4_A1	MAT	1880922	1881191
MvSl-1064-A1-R4_A1g00877	MvSl-1064-A1-R4_A1	MAT	1885757	1886437
MvSl-1064-A1-R4_A1g00882	MvSl-1064-A1-R4_A1	MAT	1896076	1897987
MvSl-1064-A1-R4_A1g00884	MvSl-1064-A1-R4_A1	MAT	1904427	1905635
MvSl-1064-A1-R4_A1g00889	MvSl-1064-A1-R4_A1	MAT	1916537	1917571
MvSl-1064-A1-R4_A1g00891	MvSl-1064-A1-R4_A1	MAT	1921718	1923408
MvSl-1064-A1-R4_A1g00896	MvSl-1064-A1-R4_A1	MAT	1934137	1934705
MvSl-1064-A1-R4_A1g00898	MvSl-1064-A1-R4_A1	MAT	1936167	1936358
MvSl-1064-A1-R4_A1g00900	MvSl-1064-A1-R4_A1	MAT	1940560	1941096
MvSl-1064-A1-R4_A1g00901	MvSl-1064-A1-R4_A1	MAT	1943418	1943662
MvSl-1064-A1-R4_A1g00904	MvSl-1064-A1-R4_A1	MAT	1950368	1950922
MvSl-1064-A1-R4_A1g00906	MvSl-1064-A1-R4_A1	MAT	1954787	1955203
MvSl-1064-A1-R4_A1g00909	MvSl-1064-A1-R4_A1	MAT	1962940	1963149
MvSl-1064-A1-R4_A1g00914	MvSl-1064-A1-R4_A1	MAT	1975648	1977845
MvSl-1064-A1-R4_A1g00915	MvSl-1064-A1-R4_A1	MAT	1978003	1978161
MvSl-1064-A1-R4_A1g00917	MvSl-1064-A1-R4_A1	MAT	1980177	1980386
MvSl-1064-A1-R4_A1g00919	MvSl-1064-A1-R4_A1	MAT	1983323	1983762
MvSl-1064-A1-R4_A1g00925	MvSl-1064-A1-R4_A1	MAT	1999093	1999997
MvSl-1064-A1-R4_A1g00926	MvSl-1064-A1-R4_A1	MAT	2000097	2000516
MvSl-1064-A1-R4_A1g00931	MvSl-1064-A1-R4_A1	MAT	2009185	2010535
MvSl-1064-A1-R4_A1g00932	MvSl-1064-A1-R4_A1	MAT	2010788	2011245
MvSl-1064-A1-R4_A1g00935	MvSl-1064-A1-R4_A1	MAT	2015854	2016333
MvSl-1064-A1-R4_A1g00936	MvSl-1064-A1-R4_A1	MAT	2016690	2016863
MvSl-1064-A1-R4_A1g00937	MvSl-1064-A1-R4_A1	MAT	2017557	2018480
MvSl-1064-A1-R4_A1g00939	MvSl-1064-A1-R4_A1	MAT	2019346	2020028
MvSl-1064-A1-R4_A1g00942	MvSl-1064-A1-R4_A1	MAT	2029324	2030312
MvSl-1064-A1-R4_A1g00945	MvSl-1064-A1-R4_A1	MAT	2034877	2035970
MvSl-1064-A1-R4_A1g00946	MvSl-1064-A1-R4_A1	MAT	2036016	2036426
MvSl-1064-A1-R4_A1g00947	MvSl-1064-A1-R4_A1	MAT	2037276	2039069
MvSl-1064-A1-R4_A1g00950	MvSl-1064-A1-R4_A1	MAT	2043844	2044328
MvSl-1064-A1-R4_A1g00951	MvSl-1064-A1-R4_A1	MAT	2044644	2046301
