"","gid","gname","chr","start","end","logCPM","logFC.water.rich","logFC.water.diploid","logFC.rich.diploid","PV.water.rich","PV.water.diploid","PV.rich.diploid","FDR.water.rich","FDR.water.diploid","FDR.rich.diploid","water1","water2","rich1","rich2","di1","di2","ratio"
"11","MvSl-1064-A1-R4_A1g00011","MvSl-1064-A1-R4_A1","aMAT",25010,25687,1.5784681022815,-0.886795771589109,0.751208004698039,1.63800377628715,0.0579109779426393,0.119236729688082,0.000612261912679796,0.0935125368132796,0.329929697871364,0.00155736736707896,0.822679425697286,1.79349372823774,2.08080240758395,2.41081482381744,0.140751255571284,1.05099621431374,1.91175218824867
"12","MvSl-1064-A1-R4_A1g00013","MvSl-1064-A1-R4_A1","aMAT",27672,29826,6.44650888690247,-0.607262527019269,-0.866754407846655,-0.259491880827386,0.0341678087174802,0.00256921116574957,0.362727898587928,0.0588849469386361,0.0187788052810187,0.4447242051918,5.94397009569532,5.87855081614221,6.91212325754455,5.97689752681675,6.86582980561554,6.68356007328422,-0.0720704615789115
"13","MvSl-1064-A1-R4_A1g00014","MvSl-1064-A1-R4_A1","aMAT",31145,31816,2.9095221963403,-2.19171019593002,0.460716870588621,2.65242706651864,0.00131064231553257,0.488079824042688,0.000131192914935993,0.00323309220221988,0.742374145173132,0.000384588663719218,1.09363944923029,2.36751421812506,4.75346141302967,2.55407051557641,2.01352159056747,0.381376428383882,1.60832447946922
"14","MvSl-1064-A1-R4_A1g00015","MvSl-1064-A1-R4_A1","aMAT",31867,32715,2.90953959498045,-1.74367184584089,1.06405059912617,2.80772244496706,0.0267911993945905,0.173493015953991,0.000616545480898704,0.0476084575467261,0.419285395856527,0.00156624741445784,1.12419308638847,2.86795067395767,4.7260614964374,2.31347253880845,1.95122059911037,-0.428492528183995,2.20681370199922
"15","MvSl-1064-A1-R4_A1g00016","MvSl-1064-A1-R4_A1","aMAT",32832,32999,0.582810145030516,-1.25256771047735,1.24707452505278,2.49964223553013,0.0695720724395958,0.085743309611803,0.000587699106930746,0.109354417026894,0.263141424094359,0.00150068283583711,-0.0113694904254912,0.546468707752111,2.14239741997993,0.331426748597934,-0.211617487449512,-1.98031332194827,NA
"16","MvSl-1064-A1-R4_A1g00017","MvSl-1064-A1-R4_A1","aMAT",34162,36492,0.893706238875895,-1.06317363796909,-0.104244940945024,0.958928697024069,0.0255409086650636,0.829710817934078,0.0393924730892237,0.0456741330850811,0.939181714061653,0.0649985672178508,0.0535686464664512,0.751376592704096,1.68505578098261,1.22271068902423,0.750769793853935,0.301752375202358,1.46369736268311
"17","MvSl-1064-A1-R4_A1g00019","MvSl-1064-A1-R4_A1","aMAT",37961,39396,1.47898704880127,1.64174184376731,-0.706551355177128,-2.34829319894444,0.000132510096927551,0.0649879964803368,2.50928762771046e-08,0.000407171883656112,0.215796835086925,1.3977891959997e-07,1.5185231317418,1.46115105711741,-0.0663097989503045,-0.0801050753575515,2.10792440340731,2.25240849841001,NA
"18","MvSl-1064-A1-R4_A1g00020","MvSl-1064-A1-R4_A1","aMAT",39845,40120,1.61238344224969,1.90950926247006,-0.32433434880459,-2.23384361127465,0.000179580833639087,0.485949545255251,1.08881836448767e-05,0.000535652821618309,0.741381855248432,3.90977582771337e-05,1.49533571002292,2.1383818436616,0.593265346383667,-0.82539566457054,2.06149501579057,2.27343222889893,NA
"19","MvSl-1064-A1-R4_A1g00021","MvSl-1064-A1-R4_A1","aMAT",40219,40570,5.03755634224147,1.85147102545727,0.0240093467002665,-1.827461678757,4.44817258913672e-09,0.936734900613281,6.5995244919797e-09,3.12637564195228e-08,0.978585877479303,4.01579439838322e-08,5.61741019435722,5.24848848527982,3.93999287955589,3.16363989366918,5.25040670417241,5.57304226592965,-0.607342490983811
"20","MvSl-1064-A1-R4_A1g00023","MvSl-1064-A1-R4_A1","aMAT",42439,44564,1.4931092872337,0.302941567788479,-1.300897414875,-1.60383898266348,0.524707144548277,0.00452860575196522,0.000545783342843589,0.608800751723151,0.0297155923246483,0.00140234815236099,1.06242471598105,0.896629797951217,1.19717057033227,-0.0281379449778931,2.30013783125428,2.19846842751305,-1.94169378670595
"21","MvSl-1064-A1-R4_A1g00024","MvSl-1064-A1-R4_A1","aMAT",44670,45575,0.53184637660236,2.48310906282646,-7.13867881579896,-9.62178787862542,0.221462623269869,9.57873507865502e-18,2.10391668724046e-20,0.296383212778013,8.92991132521404e-16,5.3038022202322e-19,-3.66975599204334,-3.02145282948393,-3.66975599204333,-3.66975599204333,2.13059053070774,1.80974259216,NA
"22","MvSl-1064-A1-R4_A1g00025","MvSl-1064-A1-R4_A1","aMAT",46588,48824,0.0539025795862546,1.5362789222914,0.460803699238952,-1.07547522305245,0.00669507358898205,0.37754113348963,0.0578975303000957,0.0139786007196959,0.651451280102064,0.0913967083746878,0.964511410303,0.0210854133505257,-0.661646719378385,-1.01469065170353,0.268876662114054,-0.0176517903319388,NA
"23","MvSl-1064-A1-R4_A1g00026","MvSl-1064-A1-R4_A1","aMAT",50171,55586,5.17424111602843,0.485487407579029,-0.0402272096516566,-0.525714617230685,0.0600178933825201,0.875354242954286,0.0413090704929063,0.0964071557877216,0.957966171814623,0.0678438149594316,5.48830170332823,5.0913563022241,4.8067478366643,4.83087902564707,5.22956007273298,5.44917213737346,-0.147951029730625
"24","MvSl-1064-A1-R4_A1g00027","MvSl-1064-A1-R4_A1","aMAT",56765,57706,1.8180933383449,-1.49931864839893,-0.209932542410599,1.28938610598833,7.11817615602276e-05,0.585012106982063,0.000448128019043983,0.000231159437311262,0.810584638417939,0.00116998707640492,1.03051964417167,1.17818384938178,2.70863013566293,2.42951923753269,1.34252201824994,1.2760061479335,0.971761866380688
"25","MvSl-1064-A1-R4_A1g00028","MvSl-1064-A1-R4_A1","aMAT",59218,59891,3.16224172132432,0.706224072550707,-1.29415213574697,-2.00037620829768,0.067096091090134,0.000619062483295572,2.6588083298607e-07,0.106103948176141,0.00580966330477383,1.25895275111085e-06,2.56692417889694,2.85911399610182,2.45311684804513,1.44122289519571,4.12239590358983,3.87742250665759,-1.03807408300955
"26","MvSl-1064-A1-R4_A1g00029","MvSl-1064-A1-R4_A1","aMAT",60303,60627,4.36437649709747,-2.38654153181659,-3.41091718980043,-1.02437565798384,1.65402603785964e-13,1.06734047849357e-24,0.00056774556752108,2.3283597302178e-12,1.8504313348199e-22,0.00145499525369381,1.93516870997989,1.84810458527586,3.9911118119181,4.47570946757995,5.21770009686359,5.33381491052138,-0.317466705713347
"27","MvSl-1064-A1-R4_A1g00030","MvSl-1064-A1-R4_A1","aMAT",60777,61230,7.11206975911319,-2.12004642397675,-2.03597034481983,0.0840760791569228,4.94948302986181e-15,4.71603723480042e-14,0.745284937068908,8.47674026015502e-14,3.0262259710583e-12,0.79897003125569,5.40521074736211,5.50933243047939,7.19203255130155,7.87912269716441,7.40804606206589,7.57205082173751,0.00874147857362382
"28","MvSl-1064-A1-R4_A1g00031","MvSl-1064-A1-R4_A1","aMAT",61566,63177,3.61208016279605,5.28042913291244,0.39529664414397,-4.88513248876847,9.09494320854292e-38,0.200646536878784,4.69505099397891e-33,1.03306010099794e-35,0.459297909992158,2.97413422580126e-31,4.26094889701044,4.44842700549566,-0.465102486347716,-1.01469065170353,3.81824113104096,4.09674805489873,NA
"29","MvSl-1064-A1-R4_A1g00032","MvSl-1064-A1-R4_A1","aMAT",63513,66190,8.95024702178963,0.547523323552838,0.117722251343457,-0.429801072209381,0.0566856173006059,0.681070094321759,0.134185263385942,0.09178555958784,0.866802949154609,0.190821524360322,9.12694775579435,9.17946232832614,8.57255151815589,8.63868100588675,9.0366403549166,9.03483550740429,-0.0703531179140905
"30","MvSl-1064-A1-R4_A1g00033","MvSl-1064-A1-R4_A1","aMAT",66550,67505,4.24012985403919,1.00818451629629,-0.601710996423163,-1.60989551271945,0.000701691187278248,0.0383121575496941,7.29138463571014e-08,0.00183569376813631,0.149290512975583,3.77243261623495e-07,4.21200613275138,4.24977817259186,3.46097523707378,2.95999196746932,4.82641699649306,4.83519099175768,-0.589268739518533
"31","MvSl-1064-A1-R4_A1g00035","MvSl-1064-A1-R4_A1","aMAT",68795,70180,4.56920999131517,2.35154921823128,0.203246953758909,-2.14830226447237,6.96593428703802e-13,0.507404037309204,3.97434440917843e-11,8.9399172239623e-12,0.755600768036401,3.45725981087159e-10,5.02283117725503,5.18626112931151,3.0752594420038,2.3918647201967,4.6823562888107,5.09638402723185,-0.838551627451499
"32","MvSl-1064-A1-R4_A1g00036","MvSl-1064-A1-R4_A1","aMAT",71408,72880,5.07918184544926,0.124290318158599,-0.00403294123091971,-0.128323259389519,0.612716639069434,0.986862683490974,0.6002694076533,0.689097049357182,0.996781186252445,0.671681758435628,5.09787326762427,5.13776337626617,4.96853770267728,5.01862084376987,5.08907467970945,5.15420091283852,-0.036521179159572
"33","MvSl-1064-A1-R4_A1g00037","MvSl-1064-A1-R4_A1","aMAT",73083,75674,5.20934688480577,-1.2847003128322,-0.262910757884873,1.02178955494733,8.42644483388968e-07,0.30886371020601,7.57862086221523e-05,3.93154522419725e-06,0.586678759809136,0.000231219300279132,4.66587967828167,4.49480474778967,5.84348664515794,5.88586701717002,5.03001837602278,4.63247331520249,0.279585135336205
"34","MvSl-1064-A1-R4_A1g00039","MvSl-1064-A1-R4_A1","aMAT",79342,82258,7.61436207992815,0.881428436442837,0.528368472747328,-0.353059963695509,0.000341287124976201,0.030849352021846,0.148887740675762,0.000959347126653363,0.127660509497438,0.208459712858867,7.96201183314508,8.1107179790039,7.11057949207886,7.2022322325083,7.34220557205502,7.66049206047487,-0.0679022745278575
"35","MvSl-1064-A1-R4_A1g00040","MvSl-1064-A1-R4_A1","aMAT",82438,84133,0.13369853061601,1.2797121651057,1.61098494248634,0.331272777380636,0.00991828659000647,0.0012845203250628,0.531016076865203,0.0197805263536718,0.0107300336874646,0.606180724216579,0.78493035007178,1.02858709928928,-0.137733218133095,-0.4386790719317,-0.529243280932758,-0.648093875631118,-1.03382508407096
"36","MvSl-1064-A1-R4_A1g00046","MvSl-1064-A1-R4_A1","aMAT",90443,91903,3.32099624005167,1.33401659372318,0.333041768320863,-1.00097482540231,9.11673990642061e-05,0.313131392919775,0.00313977105103313,0.000289683677669609,0.591204513724345,0.00681317907911933,3.85016757125917,3.69121591960808,2.72884996975532,2.11976925596747,3.52935670028915,3.34842797320997,-0.504132450387175
"37","MvSl-1064-A1-R4_A1g00047","MvSl-1064-A1-R4_A1","aMAT",92386,93655,5.11113889159485,-0.841388637665542,0.21235257747059,1.05374121513613,0.00121929024806751,0.413880258926892,5.30335237500749e-05,0.00303808023988986,0.68474212601968,0.000165952274128638,4.70177455528151,4.94244424933451,5.46834512074773,5.84028899461287,4.56452832925128,4.66465760071924,0.29307158870854
"38","MvSl-1064-A1-R4_A1g00048","MvSl-1064-A1-R4_A1","aMAT",94248,95819,4.52368197416141,0.0799646703032022,0.147303637881425,0.067338967578223,0.77684015884388,0.601111081748556,0.811000117988976,0.828505769746984,0.82342385775426,0.851407964088713,4.60760461138682,4.58866939604101,4.72102329786443,4.2860389450406,4.45204835873417,4.450611365944,0.0168151330487616
"39","MvSl-1064-A1-R4_A1g00049","MvSl-1064-A1-R4_A1","aMAT",96486,99661,5.06654616687943,0.0809691654052607,0.106840310837581,0.0258711454323204,0.741704247052412,0.663198168723573,0.915959013307702,0.800250331734244,0.857281782615709,0.935669124895533,5.12267490257631,5.13410525226239,5.08684037774226,5.00777071908803,5.06867881916689,4.97329744082966,0.00754008385226577
"40","MvSl-1064-A1-R4_A1g00050","MvSl-1064-A1-R4_A1","aMAT",101324,106023,5.75154843240492,-1.53171019206913,0.485673438464709,2.01738363053384,7.40668065106375e-06,0.149262264892232,6.04878951155878e-09,2.9079387442913e-05,0.381214107430248,3.70807307402133e-08,4.50685593729176,5.57015850429818,6.57431780388267,6.74864357271489,4.9510361438869,4.26888399378515,0.530958210320661
"41","MvSl-1064-A1-R4_A1g00051","MvSl-1064-A1-R4_A1","aMAT",106474,107890,6.90379226361732,-0.501389888798923,0.663075426263564,1.16446531506249,0.0537145711913977,0.0110119216012057,9.359687603188e-06,0.0878093287863344,0.0592393586421546,3.39546376265433e-05,6.56983852958381,7.1376318508068,7.18427415287739,7.55667702447425,6.07212095068558,6.35230626668412,0.246600885892593
"42","MvSl-1064-A1-R4_A1g00052","MvSl-1064-A1-R4_A1","aMAT",108409,108819,5.12530461843965,-3.09032060326731,-5.69814156942412,-2.60782096615681,4.7921128962017e-13,4.38883409957629e-34,4.65612129491093e-11,6.34656266531114e-12,1.20473496033369e-31,4.00102527272259e-10,0.665368294223995,0.964116621040636,4.40959461984792,2.97280093941241,6.60358062065638,6.30267774696924,-0.805683499416116
"43","MvSl-1064-A1-R4_A1g00053","MvSl-1064-A1-R4_A1","aMAT",111120,112733,6.58215451523743,-0.119292234444212,-0.398767314406306,-0.279475079962094,0.597820745253014,0.0778486459456261,0.215728953608393,0.67562495477931,0.245547500553679,0.286421270933514,6.28889598122643,6.50242363657457,6.44660773712076,6.58726211275867,6.90333371358575,6.68454141611818,-0.0600421562485906
"44","MvSl-1064-A1-R4_A1g00054","MvSl-1064-A1-R4_A1","aMAT",113646,115349,2.71871917587132,-1.02949981457341,-0.497923401512632,0.531576413060777,0.00264020232893932,0.145903944830699,0.111207120212401,0.00611304578598368,0.375376928616757,0.162254357292034,2.00250205052285,2.29073159138654,2.98567452335881,3.33215856734386,2.78755634776554,2.4864815937486,0.260399583450262
"45","MvSl-1064-A1-R4_A1g00055","MvSl-1064-A1-R4_A1","aMAT",115614,117044,4.98001561009752,0.181434840917601,-0.274099283490455,-0.455534124408057,0.530838945755743,0.342329050911563,0.114946559526481,0.614472351172339,0.61731673012921,0.167044397241277,5.10171676587445,4.75032575415229,4.52971264851858,4.94902383656401,4.92857635567417,5.44570341521355,-0.130208956562327
"46","MvSl-1064-A1-R4_A1g00056","MvSl-1064-A1-R4_A1","aMAT",118986,121284,8.03913931200434,0.412883958071529,0.463998593210094,0.0511146351385645,0.396768375963882,0.341137799850596,0.91631125860228,0.484835549805253,0.616631377011814,0.935819332111176,7.98013367479811,8.58826174284017,7.52034562395564,8.20541294371651,6.4849058423456,8.54133483035021,0.0656339356598232
"47","MvSl-1064-A1-R4_A1g00057","MvSl-1064-A1-R4_A1","aMAT",121712,122035,4.81655364428642,-0.983854607416376,-0.165024789411581,0.818829818004795,0.000893669230694255,0.575430020059764,0.00538620090216537,0.00228610907008041,0.804982935763107,0.0110680884415051,4.13907570140659,4.564411097818,5.23733413280049,5.45158866989307,4.24950387431444,4.76826589202379,0.24520619335986
"48","MvSl-1064-A1-R4_A1g00058","MvSl-1064-A1-R4_A1","aMAT",123729,124006,0.563023195091143,-0.0572998245850463,0.558727434428146,0.616027259013192,0.90078813863443,0.232734590390211,0.184151936822274,0.925128703594413,0.501911214451529,0.249868109251367,0.488780663293413,0.896629797951217,0.873087948120386,0.651247342057506,0.140751255571284,0.217475744862682,2.08093251740283
"49","MvSl-1064-A1-R4_A1g00059","MvSl-1064-A1-R4_A1","aMAT",124165,124371,3.6145072835249,-1.35870383057026,0.2000740262829,1.55877785685316,6.24451799988467e-05,0.555209091391557,4.54575692193747e-06,0.000205283855205789,0.790085344511924,1.74654626370864e-05,2.61073844237155,3.3936794696911,4.29898995910691,4.50466390964902,2.890747085469,2.82230279688814,0.623601395589258
"50","MvSl-1064-A1-R4_A1g00060","MvSl-1064-A1-R4_A1","aMAT",125081,126633,2.45510954895385,0.699125281370524,0.151467715716786,-0.547657565653738,0.106051285575189,0.722176539315557,0.203536242631732,0.157926281503017,0.887905054348032,0.272613872280669,3.07686265447817,2.20963161283107,2.157393868507,1.86881102514621,2.00127476614091,2.95834852439576,-0.30062749541348
"51","MvSl-1064-A1-R4_A1g00061","MvSl-1064-A1-R4_A1","aMAT",128311,129271,6.99504634658601,-0.24560063497671,0.0956376063455338,0.341238241322243,0.269809635198626,0.667338434009057,0.125163955738929,0.351146953119034,0.860020657913081,0.179803781161811,6.91438053147793,6.96099807966638,7.10043052813111,7.26150297978063,6.75668192318156,6.92315183455,0.0701857332172372
"52","MvSl-1064-A1-R4_A1g00062","MvSl-1064-A1-R4_A1","aMAT",130054,132843,5.92199106541628,-0.376373692487327,-0.00119793413080497,0.375175758356522,0.0964088941771696,0.995775019610044,0.0968216077048822,0.145496745916126,0.998725096263271,0.143835106334884,5.77253496765756,5.79761585268681,6.22252332499368,6.09730208864141,5.76227294698934,5.81000970316352,0.0902878710993709
"53","MvSl-1064-A1-R4_A1g00063","MvSl-1064-A1-R4_A1","aMAT",133237,134512,5.01595613489389,-0.000987850251130034,-0.517919233486672,-0.516931383235542,0.996837587845897,0.0372130183322241,0.0373165747346154,0.997573051407072,0.146044101334011,0.0619560469636205,4.79017251969041,4.85180952537416,4.86500378573339,4.77894987810044,5.3707213996899,5.30475145601928,-0.146564228091371
"54","MvSl-1064-A1-R4_A1g00064","MvSl-1064-A1-R4_A1","aMAT",135668,136821,7.91748721772566,0.150628719176675,-0.130227820106026,-0.280856539282701,0.614565109819701,0.663191964422615,0.347877125496795,0.69083521956982,0.857281782615709,0.429715219269916,7.84421403473108,7.99145039300046,7.3349173650479,8.1020840828484,7.80563424774249,8.25875565273327,-0.057463767041849
"55","MvSl-1064-A1-R4_A1g00065","MvSl-1064-A1-R4_A1","aMAT",137505,140273,6.766186401472,1.29291485228904,0.172164260617576,-1.12075059167146,2.21450466630555e-08,0.44760697263179,1.11961825997014e-06,1.37893731017211e-07,0.712041358548429,4.80211269315319e-06,7.19948796421074,7.10296404281459,5.96885299664722,5.74363765285193,6.8838700098052,7.07006375354249,-0.252570441822868
"56","MvSl-1064-A1-R4_A1g00066","MvSl-1064-A1-R4_A1","aMAT",141157,141857,8.3787338396009,-1.26948892936536,-0.0935480477565854,1.17594088160877,3.12925711343731e-06,0.727329037650083,1.49491807704571e-05,1.32433913468897e-05,0.889873486950277,5.21269599060188e-05,7.70271074682204,7.89315542989513,9.00091359722944,9.13644305934464,8.01712928151715,7.76067186064636,0.201035854654181
"57","MvSl-1064-A1-R4_A1g00067","MvSl-1064-A1-R4_A1","aMAT",142411,144606,4.1835031886585,2.97632046579154,-4.64767532359164,-7.62399578938318,1.46768082005915e-10,1.97965055050774e-40,2.50050134271899e-68,1.30311067958891e-09,7.82516269604699e-38,8.52067388577554e-66,1.21215342501063,0.964116621040636,-1.69322524740701,-1.48944916742221,5.68110706326619,5.70269646145626,NA
"58","MvSl-1064-A1-R4_A1g00068","MvSl-1064-A1-R4_A1","aMAT",145335,146902,3.17493006306739,0.632911013667814,-3.98831840062199,-4.6212294142898,0.122074224356068,2.59650567277366e-26,3.44126129340664e-32,0.17826769396877,4.8412583128961e-24,2.11220770816425e-30,0.706333190224025,0.631954687954634,0.128917269053574,0.0220221852980043,4.46548340811972,4.71162658866575,-5.9007773766961
"59","MvSl-1064-A1-R4_A1g00069","MvSl-1064-A1-R4_A1","aMAT",149220,153705,6.05679820719802,-0.608114879422076,-0.633808952252348,-0.0256940728302718,0.0261613923227781,0.0204188735664382,0.924636916200537,0.0466318324194974,0.0949996744743607,0.942374312957381,5.80354339008207,5.39782240021836,6.31570495838364,6.12266702880817,6.53726915520648,5.88534751044194,0.00182817975669043
"60","MvSl-1064-A1-R4_A1g00070","MvSl-1064-A1-R4_A1","aMAT",154349,157189,6.84314330391229,0.592164821043287,0.501784645221381,-0.0903801758219061,0.0111045674430392,0.0311202624353585,0.697462830829712,0.0218726999147126,0.128458827646706,0.759401464770738,7.20887291963128,7.15758920092153,6.63047945313129,6.55195396780079,6.44364019167098,6.88652198821106,-0.0160743399010884
"61","MvSl-1064-A1-R4_A1g00071","MvSl-1064-A1-R4_A1","aMAT",158422,160299,4.08173128224395,0.427837845903039,-0.469400651872501,-0.89723849777554,0.196366253915794,0.152683967198958,0.00670317933221778,0.267400436272897,0.386583562243778,0.0134508391818861,3.97275564128531,4.06616593334615,3.97427262344012,3.0891290294362,4.5393388586499,4.43436846630429,-0.345223327177651
"62","MvSl-1064-A1-R4_A1g00072","MvSl-1064-A1-R4_A1","aMAT",160618,163050,7.2508055485942,0.545212839488333,0.671020162269531,0.125807322781198,0.0955093352577281,0.0404632061394511,0.699766465273837,0.144205233157658,0.15504358397443,0.761238684482173,7.88993957366123,7.30233245137337,7.4984292013074,6.49204328370755,7.14166230611807,6.74081840566712,0.0111771232436896
"63","MvSl-1064-A1-R4_A1g00073","MvSl-1064-A1-R4_A1","aMAT",165329,166779,5.73641247074984,-2.34020860683464,-0.71179529585772,1.62841331097692,0.000390585301363849,0.260289981082158,0.011405041549481,0.0010826827343836,0.535794476702725,0.0216240638127343,4.61030517466169,4.1077927381687,7.52179494857761,4.73639294699204,5.67244394962362,4.09969385330852,0.326918574911736
"64","MvSl-1064-A1-R4_A1g00074","MvSl-1064-A1-R4_A1","aMAT",167842,170926,8.74963809084177,-0.319670178014151,0.520686341939016,0.840356519953167,0.326204686971754,0.110446397927795,0.0102994082803094,0.412643540605365,0.313179714296262,0.0197590278831329,8.41353726762416,9.06596884857232,9.0449230524327,9.1452217511392,7.933798149551,8.51881518078273,0.144817596343979
"65","MvSl-1064-A1-R4_A1g00076","MvSl-1064-A1-R4_A1","aMAT",173863,176567,6.70969772210354,0.210460298685362,0.247658449645749,0.0371981509603863,0.346033322918765,0.267303551291759,0.867621494691818,0.432465068557384,0.542524190603031,0.897220135050706,6.78410970196849,6.92863247707169,6.73351719938544,6.55727901664724,6.665523213593,6.55370543244309,0.00778794786004191
"66","MvSl-1064-A1-R4_A1g00077","MvSl-1064-A1-R4_A1","aMAT",177417,178892,6.67494267433525,-0.886573209419821,0.279682764115024,1.16625597353485,0.000272571548716164,0.248708067940737,1.89131854868594e-06,0.000782554341781851,0.522448032134054,7.78750412421436e-06,6.2829840505528,6.47737948166888,6.99845757977688,7.49696626246471,6.16836920967249,6.03673192141752,0.248062718062201
"67","MvSl-1064-A1-R4_A1g00078","MvSl-1064-A1-R4_A1","aMAT",179366,179827,8.2816583401239,-2.05870154819643,0.514383301586957,2.57308484978339,2.39636558551539e-12,0.0699285480408879,8.41224158497291e-18,2.82439917312338e-11,0.227988753460922,1.62999551652357e-16,7.08085833536551,7.51557111608845,9.15956934906542,9.558351444788,6.89632392507507,6.69772462229687,0.461366373976307
"68","MvSl-1064-A1-R4_A1g00079","MvSl-1064-A1-R4_A1","aMAT",180716,185718,5.5575710748344,0.803388007702524,0.757246422207884,-0.0461415854946396,0.00349824625268008,0.00582307841442696,0.86620928684984,0.0078818215843558,0.0361001636708703,0.896416396758835,6.32551203332514,5.65429203500472,5.17790393845776,5.27280957761651,5.09628959656137,5.4294048503938,-0.0103113138600067
"69","MvSl-1064-A1-R4_A1g00080","MvSl-1064-A1-R4_A1","aMAT",186136,186867,5.06536616475008,1.92521527989188,0.974101644159524,-0.951113635732353,8.90074329413604e-10,0.00139363098817127,0.00199324227179317,6.95863490764654e-09,0.0114669953581253,0.00452601565483917,5.96416700507343,5.67079811299312,3.69480273850258,4.08540466216979,4.42020462812211,5.18503948075727,-0.303918313582237
"70","MvSl-1064-A1-R4_A1g00081","MvSl-1064-A1-R4_A1","aMAT",187675,189438,5.08032809103097,4.69685829098934,1.22081305843511,-3.47604523255423,1.13807232370158e-35,0.000130874562977183,4.85591430900812e-22,1.10259124537442e-33,0.00152512079167514,1.37891221843731e-20,6.31064488946563,5.88182653648613,1.57766813623842,1.32615221128028,4.39233915977971,5.26462895813578,-1.73267812350912
