gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_A1g01376	MvSl-1064-A1-R4_A1	aMAT	907140	907771	5.951085047	-1.177172429	8.83E-08	4.87E-06	5.346345361	5.139261081	6.407246198	6.435520973
MvSl-1064-A1-R4_A1g00757	MvSl-1064-A1-R4_A1	aMAT	928859	929481	0.376323308	1.840616077	0.000536775	0.007459353	1.28885036	0.723329529	-0.859801057	-0.53362802
MvSl-1064-A1-R4_A1g00594	MvSl-1064-A1-R4_A1	aMAT	1017072	1017508	4.387738244	3.491157373	2.82E-10	3.19E-08	5.554825379	4.912647832	2.516848903	0.342604512
MvSl-1064-A1-R4_A1g00749	MvSl-1064-A1-R4_A1	aMAT	1054963	1057437	5.605789686	1.841058187	3.09E-11	4.16E-09	6.485306282	5.973465665	4.615789714	4.179184441
MvSl-1064-A1-R4_A1g00635	MvSl-1064-A1-R4_A1	aMAT	1091186	1095689	2.735655923	4.930795348	4.72E-24	3.38E-21	3.451670252	3.896995927	-1.178681445	-0.871684917
MvSl-1064-A1-R4_A1g00326	MvSl-1064-A1-R4_A1	aMAT	1162650	1164414	2.44453055	-11.09592981	2.97E-34	6.39E-31	-3.689471492	-3.689471492	3.277029045	3.543267625
MvSl-1064-A1-R4_A1g01162	MvSl-1064-A1-R4_A1	aMAT	1176877	1180058	4.701303608	-2.664848899	1.40E-15	3.65E-13	3.186858942	2.378639507	5.486817738	5.482347592
MvSl-1064-A1-R4_A1g01163	MvSl-1064-A1-R4_A1	aMAT	1183296	1185232	4.404578305	-1.293694651	7.36E-06	0.000226771	3.526114718	3.703904376	5.004260474	4.803680726
MvSl-1064-A1-R4_A1g01212	MvSl-1064-A1-R4_A1	aMAT	1185421	1186806	7.097895743	-1.51509144	2.38E-08	1.61E-06	6.037665041	6.254297217	7.181100997	8.025826072
MvSl-1064-A1-R4_A1g00522	MvSl-1064-A1-R4_A1	aMAT	1378554	1381105	1.380555316	3.56895299	3.08E-10	3.45E-08	2.634439036	1.829361758	-0.680665257	-1.599254183
MvSl-1064-A1-R4_A1g00193	MvSl-1064-A1-R4_A1	aMAT	1550514	1551842	7.951491418	1.234303333	4.99E-08	2.88E-06	8.373643586	8.504415234	7.331577785	7.06990912
MvSl-1064-A1-R4_A1g00644	MvSl-1064-A1-R4_A1	aMAT	1588797	1592442	6.608060185	-1.0492884	0.00015243	0.002743105	5.771787278	6.179062866	6.592899036	7.378750255
MvSl-1064-A1-R4_MC03g04896	MvSl-1064-A1-R4_A1	aMAT	1607578	1607793	5.781067504	1.045995135	5.21E-06	0.000166486	6.102965633	6.311914585	5.168146037	5.165982226
MvSl-1064-A1-R4_A1g00835	MvSl-1064-A1-R4_A1	aMAT	1637608	1638887	2.803179607	-2.542665982	4.54E-09	3.58E-07	1.450498831	0.55387688	3.6851	3.417391099
MvSl-1064-A1-R4_A1g01359	MvSl-1064-A1-R4_A1	aMAT	1699348	1701504	6.303853672	1.591633133	9.79E-13	1.72E-10	6.747614163	7.020530386	5.269713921	5.331527484
MvSl-1064-A1-R4_A1g01432	MvSl-1064-A1-R4_A1	aMAT	1786241	1788119	6.538758295	-1.689212042	9.36E-13	1.68E-10	5.211853053	5.670758023	7.220393207	7.072231585
MvSl-1064-A1-R4_A1g00956	MvSl-1064-A1-R4_A1	aMAT	1794549	1795435	6.322920425	-1.356165857	4.69E-10	4.70E-08	5.405060605	5.572119104	6.790969062	6.899458552
MvSl-1064-A1-R4_A1g00959	MvSl-1064-A1-R4_A1	aMAT	1838292	1841771	3.415957585	-1.661271025	1.15E-06	4.58E-05	2.390583569	2.337451623	4.094890425	3.921969687
MvSl-1064-A1-R4_A1g00969	MvSl-1064-A1-R4_A1	aMAT	2084395	2085310	4.16701607	-1.17197955	0.000144989	0.002658503	3.406401533	3.52285574	4.817480986	4.421893936
MvSl-1064-A1-R4_A1g00970	MvSl-1064-A1-R4_A1	aMAT	2085727	2087119	8.448431598	-1.258698862	2.38E-07	1.16E-05	7.50706422	7.844957036	8.969049285	8.919434754
MvSl-1064-A1-R4_A1g00804	MvSl-1064-A1-R4_A1	aMAT	2194410	2199254	2.089365505	-1.644781326	0.00014758	0.00267259	0.971230336	1.137421858	2.372099382	2.915597925
MvSl-1064-A1-R4_A1g01219	MvSl-1064-A1-R4_A1	aMAT	2503758	2506154	8.832703116	2.04119863	2.04E-12	3.26E-10	9.634537132	9.393471961	7.118568459	7.765909615
MvSl-1064-A1-R4_A1g00886	MvSl-1064-A1-R4_A1	aMAT	2593478	2595807	5.830437508	-1.488114388	3.37E-10	3.67E-08	4.946412929	4.859084104	6.206274176	6.551037578
MvSl-1064-A1-R4_A1g00516	MvSl-1064-A1-R4_A1	aMAT	2618847	2620704	7.603954671	1.057975375	8.41E-07	3.58E-05	7.98782222	8.086667295	7.044470908	6.913774355
MvSl-1064-A1-R4_A1g00977	MvSl-1064-A1-R4_A1	aMAT	2998043	3000087	5.967671745	-2.296924937	1.51E-21	8.66E-19	4.475019467	4.333909983	6.883332993	6.486330577
MvSl-1064-A1-R4_A1g00921	MvSl-1064-A1-R4_A1	aMAT	3017616	3018135	7.182540423	-1.077555334	1.34E-07	7.04E-06	6.518356424	6.572053523	7.59884021	7.645784809
MvSl-1064-A1-R4_A1g00929	MvSl-1064-A1-R4_A1	aMAT	3107476	3107769	0.692241434	-6.006888107	4.96E-14	1.07E-11	-3.689471492	-2.730295275	1.131017001	1.950681775
MvSl-1064-A1-R4_A1g00495	MvSl-1064-A1-R4_A1	aMAT	3171155	3174630	6.467586089	2.190630335	6.07E-22	4.02E-19	7.028300943	7.320818451	5.01567648	4.972332028
MvSl-1064-A1-R4_A1g01481	MvSl-1064-A1-R4_A1	aMAT	3309866	3311402	0.546879149	1.477432678	0.003566641	0.032159589	1.31708108	0.874954628	-0.521335632	-0.084130748
MvSl-1064-A1-R4_A1g01484	MvSl-1064-A1-R4_A1	aMAT	3316489	3317553	0.757744472	1.591303128	0.001109669	0.013004595	1.500592781	1.184636072	-0.186312818	-0.140386635
MvSl-1064-A1-R4_A1g01503	MvSl-1064-A1-R4_A1	aMAT	3375330	3376702	2.261424946	-2.012618233	0.000668071	0.008814027	1.31708108	0.480099991	1.698859019	3.574185423
MvSl-1064-A1-R4_A1g01509	MvSl-1064-A1-R4_A1	aMAT	3385519	3388997	7.997479017	-1.379907333	3.67E-07	1.71E-05	6.873544439	7.379063235	8.216135806	8.784424535
MvSl-1064-A1-R4_A1g00003	MvSl-1064-A1-R4_A1	aMAT	3408016	3408225	3.526909176	1.566183374	0.0003342	0.005115288	4.557202252	3.471428682	2.055561282	2.929328273
MvSl-1064-A1-R4_MC09-2g09580	MvSl-1064-A1-R4_MC01-2	Chr01	23393	25963	1.810046616	1.800795664	3.46E-05	0.000824934	2.377238205	2.514186923	0.717002608	0.671506004
MvSl-1064-A1-R4_MC12g11286	MvSl-1064-A1-R4_MC01-1	Chr01	27347	32415	4.381964737	1.266747688	3.55E-05	0.000838358	5.132660276	4.581099569	3.668664845	3.569808955
MvSl-1064-A1-R4_MC01-1g01821	MvSl-1064-A1-R4_MC01-1	Chr01	177325	179771	5.36320737	2.223090666	0.00015504	0.002778449	6.625944209	5.213702126	4.594196217	2.338026498
MvSl-1064-A1-R4_MC01-1g01880	MvSl-1064-A1-R4_MC01-1	Chr01	252903	254669	7.228359157	1.082757642	7.25E-06	0.000224258	7.891078923	7.410743703	6.395434155	6.758513223
MvSl-1064-A1-R4_MC01-1g01882	MvSl-1064-A1-R4_MC01-1	Chr01	257524	258981	7.557499589	-1.129888416	2.08E-06	7.60E-05	6.67653124	7.066154671	7.854304089	8.158161648
MvSl-1064-A1-R4_MC01-1g01888	MvSl-1064-A1-R4_MC01-2	Chr01	266009	266376	1.813689398	1.388022845	0.004955302	0.041504877	2.732024931	1.858770064	1.352970726	0.534487596
MvSl-1064-A1-R4_MC01-1g01927	MvSl-1064-A1-R4_MC01-2	Chr01	319361	320655	5.730934674	-1.211122779	3.80E-07	1.75E-05	4.921345941	5.078063604	6.106846674	6.309287366
MvSl-1064-A1-R4_MC01-1g01937	MvSl-1064-A1-R4_MC01-1	Chr01	328558	331374	4.184969757	1.250745616	0.000145257	0.002658503	4.821417026	4.524879312	3.079829266	3.719553646
MvSl-1064-A1-R4_MC01-1g01965	MvSl-1064-A1-R4_MC01-1	Chr01	371208	374469	4.893786366	-1.394624392	2.77E-06	9.55E-05	3.718302195	4.291405809	5.429443134	5.422927389
MvSl-1064-A1-R4_MC01-1g01970	MvSl-1064-A1-R4_MC01-2	Chr01	376307	376829	5.322258687	-1.342536868	1.48E-07	7.64E-06	4.394509973	4.598637	5.818293335	5.86287776
MvSl-1064-A1-R4_MC01-1g01976	MvSl-1064-A1-R4_MC01-2	Chr01	383122	384434	4.258809712	1.364580891	1.79E-05	0.000467535	4.468741484	5.043264573	3.520846712	3.326925638
MvSl-1064-A1-R4_MC01-1g01978	MvSl-1064-A1-R4_MC01-1	Chr01	387985	389307	3.050326741	1.582354518	0.000147041	0.002669882	3.419481042	3.820590767	2.460679579	1.531817442
MvSl-1064-A1-R4_MC01-1g01993	MvSl-1064-A1-R4_MC01-2	Chr01	410615	410785	7.845788456	1.603102105	2.28E-12	3.56E-10	8.277248741	8.577680637	6.853197303	6.812299456
MvSl-1064-A1-R4_MC01-1g02018	MvSl-1064-A1-R4_MC01-2	Chr01	436629	437575	6.677244643	-1.1113019	4.12E-06	0.000135398	5.953618082	6.077971239	6.812634895	7.386236449
MvSl-1064-A1-R4_MC01-1g02022	MvSl-1064-A1-R4_MC01-1	Chr01	443094	443969	3.54092078	1.435743186	3.16E-05	0.000764191	4.137824037	4.038643397	2.908449176	2.368582753
MvSl-1064-A1-R4_MC01-1g02052	MvSl-1064-A1-R4_MC01-1	Chr01	490908	494698	9.205643186	-1.189828004	0.001480213	0.016282345	8.4201388	8.559325346	8.861425109	10.20055728
MvSl-1064-A1-R4_MC01-1g02111	MvSl-1064-A1-R4_MC01-1	Chr01	571606	575113	6.16439594	-1.289565601	1.11E-08	8.18E-07	5.215607115	5.527035378	6.710964877	6.625145048
MvSl-1064-A1-R4_MC01-1g02160	MvSl-1064-A1-R4_MC01-1	Chr01	693454	700268	2.419552052	-1.856027141	0.000246305	0.004005142	0.465845651	1.705340164	3.450486676	2.49398893
MvSl-1064-A1-R4_MC01-1g02237	MvSl-1064-A1-R4_MC01-1	Chr01	867271	868301	7.794948489	-1.623000998	8.87E-13	1.64E-10	6.644861806	6.878348092	8.474180451	8.298343549
MvSl-1064-A1-R4_MC01-1g02242	MvSl-1064-A1-R4_MC01-1	Chr01	873322	878730	5.57804632	-1.053788885	1.03E-05	0.00029568	4.902837892	5.009245506	5.913779775	6.099110682
MvSl-1064-A1-R4_MC01-1g02252	MvSl-1064-A1-R4_MC01-1	Chr01	899748	901340	2.18410599	-1.217780398	0.003290119	0.030204482	1.663373852	1.230353974	2.507637904	2.785764137
MvSl-1064-A1-R4_MC01-1g02299	MvSl-1064-A1-R4_MC01-1	Chr01	1012918	1014916	1.772920737	2.960288911	7.81E-06	0.00023706	3.325331957	1.252680871	0.085385833	-0.611009186
MvSl-1064-A1-R4_MC01-1g02303	MvSl-1064-A1-R4_MC01-1	Chr01	1018630	1020127	4.154098498	1.040736819	0.001030606	0.012278767	4.838559943	4.277862284	3.507046546	3.587235731
MvSl-1064-A1-R4_MC01-1g02351	MvSl-1064-A1-R4_MC01-1	Chr01	1119315	1122188	3.833902733	1.430057245	3.08E-05	0.000750165	4.326702528	4.430105336	3.271597777	2.557255952
MvSl-1064-A1-R4_MC01-1g02359	MvSl-1064-A1-R4_MC01-1	Chr01	1134637	1136955	3.283917434	2.269569895	0.000654739	0.008704894	4.811528832	2.183262861	2.199797123	1.187890275
MvSl-1064-A1-R4_MC01-1g02360	MvSl-1064-A1-R4_MC01-1	Chr01	1137255	1138136	1.273608989	2.42236417	0.001905871	0.019823824	2.86226138	0.187378578	0.313935297	-1.190082213
MvSl-1064-A1-R4_MC01-1g02362	MvSl-1064-A1-R4_MC01-1	Chr01	1138389	1139340	6.145211634	1.313174234	0.005501264	0.044854852	7.289679704	5.51207452	5.812694716	4.654604323
MvSl-1064-A1-R4_MC01-1g02380	MvSl-1064-A1-R4_MC01-1	Chr01	1187327	1189056	5.435653655	-1.473729919	2.29E-06	8.15E-05	4.244568136	4.747560583	5.540869298	6.332077703
MvSl-1064-A1-R4_MC01-1g02399	MvSl-1064-A1-R4_MC01-1	Chr01	1246433	1246678	5.553922307	1.21857348	4.52E-07	2.04E-05	6.128080982	5.943755398	4.906025651	4.73302567
MvSl-1064-A1-R4_MC01-1g02401	MvSl-1064-A1-R4_MC01-1	Chr01	1249498	1252383	0.758096278	2.040311236	0.00170865	0.018212895	2.144992182	0.233011014	-0.127725225	-0.871684917
MvSl-1064-A1-R4_MC01-1g02417	MvSl-1064-A1-R4_MC01-1	Chr01	1297866	1299931	6.198418893	1.063429771	0.002717029	0.026231067	7.162229385	5.79765982	5.744740096	5.377325176
MvSl-1064-A1-R4_MC01-1g02450	MvSl-1064-A1-R4_MC01-1	Chr01	1368553	1372282	10.4169818	-1.108773257	0.000930922	0.011322798	9.624512028	9.881271505	10.53514479	11.13714641
MvSl-1064-A1-R4_MC01-1g02476	MvSl-1064-A1-R4_MC01-1	Chr01	1437057	1439268	5.048621762	-1.281138477	3.36E-06	0.000114168	4.129888518	4.397913047	5.441585796	5.649274934
MvSl-1064-A1-R4_MC01-1g02540	MvSl-1064-A1-R4_MC01-1	Chr01	1604057	1604413	4.389627639	1.443229711	0.001632054	0.017592641	5.538432725	3.91110145	3.82885634	3.08464242
MvSl-1064-A1-R4_MC01-1g02565	MvSl-1064-A1-R4_MC01-1	Chr01	1667970	1669000	4.331694863	2.284068383	0.000157799	0.002816156	5.854773094	3.222714025	2.996682541	2.566071796
MvSl-1064-A1-R4_MC01-1g02575	MvSl-1064-A1-R4_MC01-1	Chr01	1685895	1687396	4.254682382	-1.075194462	0.000277787	0.004416871	3.713000217	3.52285574	4.589838461	4.784923419
MvSl-1064-A1-R4_MC01-1g02576	MvSl-1064-A1-R4_MC01-1	Chr01	1688441	1689997	4.856992346	-1.043480497	0.000143687	0.002646671	4.19598863	4.288707256	5.217000686	5.348233733
MvSl-1064-A1-R4_MC01-1g02593	MvSl-1064-A1-R4_MC01-1	Chr01	1719869	1724582	8.816191069	1.492364042	4.38E-08	2.60E-06	9.631203165	9.069661043	7.854758186	7.915467982
MvSl-1064-A1-R4_MC01-1g02603	MvSl-1064-A1-R4_MC01-1	Chr01	1744104	1745938	1.435984977	2.19969539	0.000100194	0.001954349	2.732024931	1.2746675	0.271030492	-0.198925464
MvSl-1064-A1-R4_MC01-1g02610	MvSl-1064-A1-R4_MC01-1	Chr01	1760139	1763661	2.408555201	-1.089561782	0.005911749	0.047526039	1.97822408	1.533629667	2.915431279	2.762942043
MvSl-1064-A1-R4_MC01-1g02614	MvSl-1064-A1-R4_MC01-1	Chr01	1766685	1770043	7.313371843	-1.059659252	2.12E-06	7.70E-05	6.714169973	6.662381862	7.520869744	7.943436138
MvSl-1064-A1-R4_MC01-1g02632	MvSl-1064-A1-R4_MC01-1	Chr01	1812599	1813134	3.767882855	-1.042345232	0.00088386	0.010838004	3.194488014	3.117154601	4.254828008	4.126519989
MvSl-1064-A1-R4_MC01-1g02763	MvSl-1064-A1-R4_MC01-1	Chr01	2127734	2131703	7.992497245	-1.139782377	4.38E-06	0.000142716	7.125287033	7.478617552	8.655045982	8.216544001
MvSl-1064-A1-R4_MC01-1g02787	MvSl-1064-A1-R4_MC01-1	Chr01	2190569	2190916	2.138468905	-1.339764551	0.002657051	0.025796789	0.781654594	1.705340164	2.55311584	2.724084136
MvSl-1064-A1-R4_MC01-1g02791	MvSl-1064-A1-R4_MC01-1	Chr01	2200042	2200389	5.656789845	-1.101990627	7.19E-05	0.001498565	4.879363855	5.116615144	5.730954348	6.399598596
MvSl-1064-A1-R4_MC01-1g02807	MvSl-1064-A1-R4_MC01-1	Chr01	2228722	2232029	2.797538756	-1.11116514	0.003196298	0.029627753	2.20665167	2.074664117	3.054752238	3.402701994
MvSl-1064-A1-R4_MC01-1g02809	MvSl-1064-A1-R4_MC01-1	Chr01	2237326	2237787	5.866600497	-1.260047798	4.33E-08	2.59E-06	4.99309139	5.205141113	6.481459504	6.231764199
MvSl-1064-A1-R4_MC01-1g02836	MvSl-1064-A1-R4_MC01-1	Chr01	2298090	2298928	5.814942547	-1.022691316	0.000202337	0.00343453	4.872246513	5.489925731	5.972703868	6.459376109
MvSl-1064-A1-R4_MC01-1g02838	MvSl-1064-A1-R4_MC01-1	Chr01	2301392	2302204	5.47899039	-2.740758485	6.63E-08	3.75E-06	3.835160695	3.176749468	4.940660531	6.95588867
MvSl-1064-A1-R4_MC01-1g02841	MvSl-1064-A1-R4_MC01-1	Chr01	2311772	2318389	4.168353818	-1.260168992	0.000206414	0.00348836	3.718302195	3.016365975	4.442949056	4.849534005
MvSl-1064-A1-R4_MC01-1g02860	MvSl-1064-A1-R4_MC01-1	Chr01	2365320	2367551	2.572322139	-1.411857579	0.000963689	0.011638532	1.549005555	1.844140843	2.605862088	3.465301938
MvSl-1064-A1-R4_MC01-1g02861	MvSl-1064-A1-R4_MC01-1	Chr01	2369109	2369384	2.22348116	1.182087521	0.00405187	0.035544797	2.927804865	2.43829711	1.666116701	1.399970163
MvSl-1064-A1-R4_MC01-1g02885	MvSl-1064-A1-R4_MC01-1	Chr01	2421729	2423505	0.299072451	-8.849310377	1.25E-15	3.37E-13	-3.689471492	-3.689471492	1.223934492	1.187890275
MvSl-1064-A1-R4_MC01-2g02971	MvSl-1064-A1-R4_MC01-1	Chr01	2560183	2561316	3.540468709	1.815424641	4.78E-08	2.78E-06	4.169136695	4.193817319	2.441459757	2.317290089
MvSl-1064-A1-R4_MC01-2g02981	MvSl-1064-A1-R4_MC01-1	Chr01	2576345	2577026	2.087589527	1.304827658	0.00401978	0.035355975	2.999237633	2.074664117	1.289894771	1.359975211
MvSl-1064-A1-R4_MC01-2g03011	MvSl-1064-A1-R4_MC01-1	Chr01	2645848	2647476	4.624799503	1.234255923	5.43E-05	0.001193085	4.761044972	5.395258449	3.946002961	3.81878678
MvSl-1064-A1-R4_MC01-2g03065	MvSl-1064-A1-R4_MC01-1	Chr01	2802877	2803656	7.313829327	-2.414795743	2.05E-25	1.61E-22	5.427893557	5.844349483	8.065391291	8.065029753
MvSl-1064-A1-R4_MC01-2g03100	MvSl-1064-A1-R4_MC01-1	Chr01	2860657	2861037	3.428440293	-1.029075167	0.002473424	0.024427548	2.634439036	2.990028863	3.77229174	3.91853182
MvSl-1064-A1-R4_MC01-2g03106	MvSl-1064-A1-R4_MC01-1	Chr01	2869676	2873716	2.202156247	-2.695753192	0.00013081	0.002440841	1.170056045	-1.583559458	2.421980425	3.367834361
MvSl-1064-A1-R4_MC01-2g03107	MvSl-1064-A1-R4_MC01-1	Chr01	2874507	2874971	2.729028623	-1.904363533	2.75E-05	0.00068058	1.809636222	1.113222386	2.844041385	3.758532134
MvSl-1064-A1-R4_MC01-2g03112	MvSl-1064-A1-R4_MC01-1	Chr01	2877538	2877804	5.394869051	2.099900605	1.01E-10	1.24E-08	5.67694341	6.413879454	3.643655635	4.281753066
MvSl-1064-A1-R4_MC01-2g03113	MvSl-1064-A1-R4_MC01-1	Chr01	2877953	2880822	6.43030576	2.08078624	4.59E-08	2.69E-06	6.72144929	7.438399349	4.232637723	5.562728847
MvSl-1064-A1-R4_MC01-2g03119	MvSl-1064-A1-R4_MC01-1	Chr01	2905207	2909973	2.830844298	1.347211289	0.000443613	0.00642417	3.507860626	3.188378626	2.211190361	1.809333715
MvSl-1064-A1-R4_MC01-2g03166	MvSl-1064-A1-R4_MC02	Chr02	46893	50202	0.409318825	5.019631459	3.13E-13	6.11E-11	1.28885036	1.439447904	-3.133721979	-2.428640061
MvSl-1064-A1-R4_MC02g03202	MvSl-1064-A1-R4_MC02	Chr02	141506	145109	5.715884192	-1.003744886	7.91E-05	0.001612584	4.881728521	5.337676995	6.024479953	6.230378424
MvSl-1064-A1-R4_MC02g03231	MvSl-1064-A1-R4_MC02	Chr02	215550	216622	4.287377797	-1.000434583	0.001581255	0.017152526	3.399817041	3.949195243	4.518262412	4.860325287
MvSl-1064-A1-R4_MC02g03233	MvSl-1064-A1-R4_MC02	Chr02	219292	221976	5.186291584	1.147232215	0.000389127	0.005781128	5.740860303	5.552005584	3.94258933	4.907911398
MvSl-1064-A1-R4_MC02g03246	MvSl-1064-A1-R4_MC02	Chr02	247314	248334	7.156874777	1.248133206	1.30E-07	6.87E-06	7.619014098	7.680478478	6.087657819	6.661075663
MvSl-1064-A1-R4_MC02g03258	MvSl-1064-A1-R4_MC02	Chr02	270475	270987	4.9786699	-1.31122426	5.15E-06	0.000165456	4.113885319	4.242042293	5.262887026	5.682084714
MvSl-1064-A1-R4_MC02g03263	MvSl-1064-A1-R4_MC02	Chr02	283921	284543	5.515814931	1.315332404	0.001226165	0.013985191	6.618165354	5.02392344	4.890164495	4.520433962
MvSl-1064-A1-R4_MC02g03285	MvSl-1064-A1-R4_MC02	Chr02	336608	338418	0.944115536	1.708110964	0.003098096	0.02899872	2.17615131	0.589397116	0.034986104	-0.140386635
MvSl-1064-A1-R4_MC02g03288	MvSl-1064-A1-R4_MC02	Chr02	345926	346202	2.496075136	-1.380507231	0.000703386	0.009181381	1.848839449	1.439447904	3.238573646	2.747524245
MvSl-1064-A1-R4_MC02g03295	MvSl-1064-A1-R4_MC02	Chr02	368234	369897	3.134499361	1.743792533	3.39E-05	0.000809719	4.125904329	3.283615383	2.30987241	1.701445455
MvSl-1064-A1-R4_MC02g03327	MvSl-1064-A1-R4_MC02	Chr02	441250	443026	2.367959347	1.450007222	0.000292526	0.004608621	2.732024931	3.080179072	1.352970726	1.619123062
MvSl-1064-A1-R4_MC02g03350	MvSl-1064-A1-R4_MC02	Chr02	519205	519363	3.932264084	-1.232136299	0.00023718	0.003886144	3.425976597	2.915020096	4.163942421	4.62959123
MvSl-1064-A1-R4_MC02g03417	MvSl-1064-A1-R4_MC02	Chr02	722894	723079	1.017950963	2.14909109	8.86E-06	0.000261823	1.663373852	1.784093803	-0.521335632	-0.140386635
MvSl-1064-A1-R4_MC02g03504	MvSl-1064-A1-R4_MC02	Chr02	848679	853081	7.422985776	-1.024876998	1.22E-05	0.0003384	6.76693104	6.873853876	7.585496019	8.066389568
MvSl-1064-A1-R4_MC02g03506	MvSl-1064-A1-R4_MC02	Chr02	854980	855330	4.390864747	-1.259424074	3.55E-05	0.000838358	3.325331957	3.875575636	4.834156986	4.931981274
MvSl-1064-A1-R4_MC02g03513	MvSl-1064-A1-R4_MC02	Chr02	873298	873808	3.817484163	1.022395738	0.001291212	0.014576119	4.089542672	4.375197668	3.303882851	3.138829211
MvSl-1064-A1-R4_MC02g03533	MvSl-1064-A1-R4_MC02	Chr02	916381	917322	4.348465425	-1.349872897	1.32E-05	0.000362071	3.209626185	3.775042359	4.881276805	4.853140075
