target_id	length	eff_length	est_counts	tpm
MvSl-1064-A2-R4_MC14g12066	1731	1395	1780.23	23.0827
MvSl-1064-A2-R4_MC14g12067	357	97.4303	235.906	43.7956
MvSl-1064-A2-R4_MC14g12068	909	573.85	14.087	0.444025
MvSl-1064-A2-R4_MC14g12069	639	316.775	151.913	8.67421
MvSl-1064-A2-R4_MC14g12070	210	38.4851	18.4875	8.68903
MvSl-1064-A2-R4_MC14g12071	555	243.27	183.042	13.6097
MvSl-1064-A2-R4_MC14g12072	1371	1035	894.467	15.6318
MvSl-1064-A2-R4_MC01g02549	1275	939.004	206.193	3.97185
MvSl-1064-A2-R4_MC14g12073	504	200.207	166.475	15.0403
MvSl-1064-A2-R4_MC14g12074	630	308.747	255	14.939
MvSl-1064-A2-R4_MC14g12075	858	523.887	182	6.28376
MvSl-1064-A2-R4_MC14g12076	1245	909.004	250.34	4.98138
MvSl-1064-A2-R4_MC14g12077	1863	1527	4.37281	0.0517973
MvSl-1064-A2-R4_MC14g12078	1557	1221	32.9954	0.48879
MvSl-1064-A2-R4_MC14g12080	177	27.6863	87.3997	57.0993
MvSl-1064-A2-R4_MC14g12081	345	91.474	1279.26	252.958
MvSl-1064-A2-R4_MC14g12082	852	517.94	6117	213.622
MvSl-1064-A2-R4_MC14g12083	2184	1848	3127	30.6063
MvSl-1064-A2-R4_MC01g02550	3354	3018	3012	18.0518
MvSl-1064-A2-R4_MC14g12084	1422	1086	1680.3	27.986
MvSl-1064-A2-R4_MC14g12085	213	39.7549	0	0
MvSl-1064-A2-R4_MC14g12086	375	107.724	1017.41	170.833
MvSl-1064-A2-R4_MC14g12087	225	43.0837	93.6583	39.3206
MvSl-1064-A2-R4_MC14g12090	1461	1125	0	0
MvSl-1064-A2-R4_MC14g12091	2904	2568	1897.47	13.3649
MvSl-1064-A2-R4_MC14g12092	258	52.7612	0	0
MvSl-1064-A2-R4_MC14g12093	474	176.848	33	3.37521
MvSl-1064-A2-R4_MC14g12094	5001	4665	4069	15.7769
MvSl-1064-A2-R4_MC14g12095	963	627.134	1154	33.2837
MvSl-1064-A2-R4_MC01g02551	648	324.717	979	54.5335
MvSl-1064-A2-R4_MC14g12096	1242	906.004	14	0.279501
MvSl-1064-A2-R4_MC14g12097	993	657.004	7641	210.362
MvSl-1064-A2-R4_MC14g12098	144	17.6867	203	207.603
MvSl-1064-A2-R4_MC14g12099	537	227.83	580	46.0471
MvSl-1064-A2-R4_MC14g12100	3258	2922	8195	50.7287
MvSl-1064-A2-R4_MC14g12101	1317	981.004	114.561	2.11227
MvSl-1064-A2-R4_MC14g12102	732	402.186	3346	150.482
MvSl-1064-A2-R4_MC14g12103	1218	882.004	836	17.1444
MvSl-1064-A2-R4_MC14g12104	597	279.63	511	33.0539
MvSl-1064-A2-R4_MC14g12105	1641	1305	2237	31.0056
MvSl-1064-A2-R4_MC01g02552	1083	747.004	5713	138.333
MvSl-1064-A2-R4_MC14g12106	1374	1038	279	4.86173
MvSl-1064-A2-R4_MC14g12107	1680	1344	3776	50.818
MvSl-1064-A2-R4_MC14g12108	1869	1533	3902	46.0394
MvSl-1064-A2-R4_MC14g12109	1053	717.004	819	20.6609
MvSl-1064-A2-R4_MC14g12110	4395	4059	2791	12.4373
MvSl-1064-A2-R4_MC14g12111	8292	7956	6461	14.6889
MvSl-1064-A2-R4_MC14g12112	3984	3648	2952	14.6368
MvSl-1064-A2-R4_MC14g12113	201	35.7158	324	164.086
MvSl-1064-A2-R4_MC14g12114	852	517.94	6488	226.578
MvSl-1064-A2-R4_MC14g12115	1119	783.004	814	18.8038
MvSl-1064-A2-R4_MC01g02553	2373	2037	2082	18.4874
MvSl-1064-A2-R4_A2g00313	877	542.407	176.92	5.89981
MvSl-1064-A2-R4_MC14g12116	630	308.747	440	25.7772
MvSl-1064-A2-R4_MC14g12117	1119	783.004	1213	28.0209
MvSl-1064-A2-R4_MC14g12118	1734	1398	835	10.8035
MvSl-1064-A2-R4_MC14g12119	222	42.2168	10.0754	4.31681
MvSl-1064-A2-R4_MC14g12120	954	618.196	610	17.848
MvSl-1064-A2-R4_MC14g12121	1587	1251	1781	25.7508
MvSl-1064-A2-R4_MC14g12122	435	147.438	43	5.27528
MvSl-1064-A2-R4_MC14g12123	756	425.012	1370	58.3049
MvSl-1064-A2-R4_MC14g12124	1647	1311	1664	22.9581
MvSl-1064-A2-R4_MC14g12125	687	359.927	2693	135.334
MvSl-1064-A2-R4_MC01g02554	1083	747.004	1757	42.5437
MvSl-1064-A2-R4_MC14g12126	1455	1119	11375	183.868
MvSl-1064-A2-R4_MC14g12127	954	618.196	946	27.679
MvSl-1064-A2-R4_MC14g12128	783	450.832	689	27.6433
MvSl-1064-A2-R4_MC14g12129	2070	1734	1286	13.4146
MvSl-1064-A2-R4_MC14g12130	1908	1572	878	10.1025
MvSl-1064-A2-R4_MC14g12131	2139	1803	2506	25.1403
MvSl-1064-A2-R4_MC14g12132	192	32.7333	317	175.168
MvSl-1064-A2-R4_MC14g12133	2172	1836	2536	24.984
MvSl-1064-A2-R4_MC14g12134	1476	1140	1192	18.9128
MvSl-1064-A2-R4_MC14g12135	1023	687.004	1688	44.4426
MvSl-1064-A2-R4_MC01g02555	2340	2004	736	6.64301
MvSl-1064-A2-R4_MC14g12136	3318	2982	2061	12.5013
MvSl-1064-A2-R4_MC14g12137	3018	2682	2545	17.1638
MvSl-1064-A2-R4_MC14g12138	3252	2916	1691	10.4892
MvSl-1064-A2-R4_MC14g12139	180	28.8345	42.1506	26.441
MvSl-1064-A2-R4_MC14g12140	483	183.518	26	2.5626
MvSl-1064-A2-R4_MC14g12141	4773	4437	5818.14	23.7181
MvSl-1064-A2-R4_MC14g12142	306	71.6021	7	1.76831
MvSl-1064-A2-R4_MC14g12143	1158	822.004	74	1.62833
MvSl-1064-A2-R4_MC14g12144	1239	903.004	1467	29.385
MvSl-1064-A2-R4_MC14g12145	660	335.224	721	38.9033
MvSl-1064-A2-R4_MC01g02556	8583	8247	2768	6.07094
MvSl-1064-A2-R4_MC14g12146	3333	2997	51718	312.133
MvSl-1064-A2-R4_MC14g12147	2268	1932	2731	25.5682
MvSl-1064-A2-R4_MC14g12148	342	89.7834	797	160.564
MvSl-1064-A2-R4_MC14g12149	2103	1767	4100	41.9694
MvSl-1064-A2-R4_MC14g12150	3021	2685	1416	9.53903
MvSl-1064-A2-R4_MC14g12151	1575	1239	7335	107.081
MvSl-1064-A2-R4_MC14g12152	375	107.724	449	75.3913
MvSl-1064-A2-R4_MC14g12153	1245	909.004	745	14.8244
MvSl-1064-A2-R4_MC14g12154	2724	2388	2884	21.8447
MvSl-1064-A2-R4_MC14g12155	267	55.2137	308.902	101.195
MvSl-1064-A2-R4_MC01g02557	597	279.63	287	18.5645
MvSl-1064-A2-R4_MC14g12156	1539	1203	2334	35.0929
MvSl-1064-A2-R4_MC14g12157	978	642.134	3773	106.279
MvSl-1064-A2-R4_MC14g12158	3060	2724	2464	16.3613
MvSl-1064-A2-R4_MC14g12159	339	88.1919	3.31278	0.679438
MvSl-1064-A2-R4_MC14g12160	1446	1110	74.6901	1.2171
MvSl-1064-A2-R4_MC14g12161	249	49.7856	3	1.08994
MvSl-1064-A2-R4_MC14g12162	1248	912.004	76.1548	1.51038
MvSl-1064-A2-R4_MC14g12163	1446	1110	2029	33.0631
MvSl-1064-A2-R4_MC14g12164	2835	2499	907	6.56487
MvSl-1064-A2-R4_MC14g12165	537	227.83	1	0.0793916
MvSl-1064-A2-R4_MC01g02558	219	41.396	95	41.5098
MvSl-1064-A2-R4_MC14g12166	592	275.331	0	0
MvSl-1064-A2-R4_MC14g12167	135	14.7929	8	9.78189
MvSl-1064-A2-R4_MC14g12168	1977	1641	451	4.9711
MvSl-1064-A2-R4_MC14g12170	294	66.1229	154.988	42.3967
MvSl-1064-A2-R4_MC14g12171	195	33.6702	0	0
MvSl-1064-A2-R4_MC14g12172	498	195.398	1	0.0925692
MvSl-1064-A2-R4_MC14g12173	942	606.38	3989	118.988
MvSl-1064-A2-R4_MC14g12174	870	535.57	1122	37.8933
MvSl-1064-A2-R4_MC14g12175	345	91.474	939	185.675
MvSl-1064-A2-R4_MC14g12176	1542	1206	3	0.0449944
MvSl-1064-A2-R4_MC01g02559	711	382.262	160	7.57085
MvSl-1064-A2-R4_MC14g12177	1455	1119	773	12.4949
MvSl-1064-A2-R4_MC14g12178	294	66.1229	9229	2524.58
MvSl-1064-A2-R4_MC14g12179	1005	669.004	312	8.43552
MvSl-1064-A2-R4_MC14g12180	507	202.848	46	4.10178
MvSl-1064-A2-R4_MC14g12181	1032	696.004	480	12.4743
MvSl-1064-A2-R4_MC14g12182	246	49.4769	144	52.6436
MvSl-1064-A2-R4_MC14g12183	1473	1137	471	7.49281
MvSl-1064-A2-R4_MC14g12184	1419	1083	255	4.25889
MvSl-1064-A2-R4_MC14g12185	405	126.937	147	20.9467
MvSl-1064-A2-R4_MC14g12186	717	388.067	1182	55.093
MvSl-1064-A2-R4_MC01g02560	390	117.251	1035	159.665
MvSl-1064-A2-R4_MC14g12187	336	86.7828	254.07	52.9549
MvSl-1064-A2-R4_MC14g12189	306	71.6021	31.7462	8.01958
MvSl-1064-A2-R4_MC14g12190	1257	921.004	231.273	4.54203
MvSl-1064-A2-R4_MC14g12191	531	222.906	19.6602	1.59533
MvSl-1064-A2-R4_MC14g12192	1587	1251	1.06273	0.0153657
MvSl-1064-A2-R4_MC14g12193	3750	3414	606.688	3.21431
MvSl-1064-A2-R4_MC14g12194	135	14.7929	10.0038	12.2321
MvSl-1064-A2-R4_MC14g12195	2100	1764	1459	14.9603
MvSl-1064-A2-R4_MC14g12196	825	491.596	502	18.4706
MvSl-1064-A2-R4_MC14g12197	2196	1860	620	6.02926
MvSl-1064-A2-R4_MC01g02561	582	266.33	447	30.358
MvSl-1064-A2-R4_MC14g12198	3465	3129	992	5.73445
MvSl-1064-A2-R4_MC14g12199	831	497.447	4891	177.843
MvSl-1064-A2-R4_MC14g12200	396	121.183	5145.75	768.057
MvSl-1064-A2-R4_MC14g12201	342	89.7834	5	1.0073
MvSl-1064-A2-R4_MC14g12202	1467	1131	1162	18.5835
MvSl-1064-A2-R4_MC14g12203	1134	798.004	537	12.1718
MvSl-1064-A2-R4_MC14g12204	4917	4581	4642	18.3286
MvSl-1064-A2-R4_MC14g12205	1959	1623	1307	14.5661
MvSl-1064-A2-R4_MC14g12206	789	456.741	1736	68.7489
MvSl-1064-A2-R4_MC14g12207	288	63.6425	330.252	93.8608
MvSl-1064-A2-R4_MC01g02562	837	503.297	6565	235.937
MvSl-1064-A2-R4_MC14g12208	210	38.4851	934	438.975
MvSl-1064-A2-R4_MC14g12209	3375	3039	4445	26.4561
MvSl-1064-A2-R4_MC14g12210	606	287.444	928	58.3956
MvSl-1064-A2-R4_MC14g12211	774	442.101	702.004	28.7213
MvSl-1064-A2-R4_MC14g12212	879	544.407	401.357	13.335
MvSl-1064-A2-R4_MC14g12213	141	16.6606	6.38839	6.93563
MvSl-1064-A2-R4_MC14g12215	4533	4197	80.4104	0.346544
MvSl-1064-A2-R4_MC14g12216	438	149.786	156.219	18.8647
MvSl-1064-A2-R4_MC14g12217	1803	1467	3427	42.2541
MvSl-1064-A2-R4_MC14g12218	912	576.793	878	27.5335
MvSl-1064-A2-R4_MC01g02563	1950	1614	1706	19.1188
MvSl-1064-A2-R4_A2g01447	1042	706.004	1912	48.9854
MvSl-1064-A2-R4_MC14g12219	1395	1059	2141	36.5683
MvSl-1064-A2-R4_MC14g12220	3312	2976	1401	8.51512
MvSl-1064-A2-R4_MC14g12221	936	600.502	816	24.5789
MvSl-1064-A2-R4_MC14g12222	873	538.516	317.899	10.6777
MvSl-1064-A2-R4_MC14g12223	738	407.981	2235.36	99.1046
MvSl-1064-A2-R4_MC14g12224	2703	2367	1774	13.5563
MvSl-1064-A2-R4_MC14g12225	1059	723.004	303.998	7.60529
MvSl-1064-A2-R4_MC14g12226	3360	3024	335.493	2.00672
MvSl-1064-A2-R4_MC14g12227	987	651.07	0	0
MvSl-1064-A2-R4_MC14g12228	330	83.6146	0	0
MvSl-1064-A2-R4_MC01g02564	324	80.3349	68	15.3105
MvSl-1064-A2-R4_MC14g12229	162	23.6742	16.091	12.294
MvSl-1064-A2-R4_MC14g12230	3216	2880	7716.07	48.4606
MvSl-1064-A2-R4_MC14g12231	165	24.3354	9.20743	6.84363
MvSl-1064-A2-R4_MC14g12232	1173	837.004	497.069	10.7418
MvSl-1064-A2-R4_MC14g12233	486	185.973	81.3931	7.91633
MvSl-1064-A2-R4_MC14g12234	1707	1371	780.201	10.2933
MvSl-1064-A2-R4_MC14g12235	369	104.503	242.104	41.9044
MvSl-1064-A2-R4_MC14g12236	156	22.5307	3.97489	3.19106
MvSl-1064-A2-R4_MC14g12237	933	597.502	1563	47.3158
MvSl-1064-A2-R4_MC14g12238	2259	1923	2822	26.5438
MvSl-1064-A2-R4_MC01g02565	390	117.251	15.7491	2.42954
MvSl-1064-A2-R4_MC14g12239	582	266.33	101.091	6.86563
MvSl-1064-A2-R4_MC14g12240	3612	3276	559.863	3.09117
MvSl-1064-A2-R4_MC14g12241	912	576.793	46.3372	1.4531
MvSl-1064-A2-R4_MC14g12242	186	30.6418	2.36714	1.39732
MvSl-1064-A2-R4_MC14g12243	402	125.113	45	6.50574
MvSl-1064-A2-R4_MC14g12244	504	200.207	1394.98	126.03
MvSl-1064-A2-R4_MC14g12245	1450	1114	245.846	3.99175
MvSl-1064-A2-R4_MC14g12246	216	40.4064	0	0
MvSl-1064-A2-R4_MC14g12247	1437	1101	63.662	1.04587
MvSl-1064-A2-R4_MC14g12248	1557	1221	2	0.0296278
MvSl-1064-A2-R4_MC01g02566	1761	1425	431.445	5.4764
MvSl-1064-A2-R4_MC14g12249	348	92.8195	2	0.389742
MvSl-1064-A2-R4_MC14g12250	2952	2616	89.19	0.616685
MvSl-1064-A2-R4_MC14g12251	2463	2127	40.1951	0.341815
MvSl-1064-A2-R4_MC14g12252	249	49.7856	3.32397	1.20764
MvSl-1064-A2-R4_MC14g12253	4647	4311	117.032	0.491033
MvSl-1064-A2-R4_C22g01856	2868	2532	5.92267	0.0423096
MvSl-1064-A2-R4_C22g01854	516	210.138	3.23354	0.278331
MvSl-1064-A2-R4_C22g01853	2115	1779	0	0
MvSl-1064-A2-R4_C22g01852	189	31.7901	12.937	7.36082
MvSl-1064-A2-R4_C22g01851	2343	2007	2.89857	0.0261229
MvSl-1064-A2-R4_MC01g02567	1842	1506	4.17182	0.0501055
MvSl-1064-A2-R4_C22g01850	2223	1887	2.98811	0.0286424
MvSl-1064-A2-R4_C22g01849	1407	1071	6.49438	0.109681
MvSl-1064-A2-R4_C22g01848	1074	738.004	4.70399	0.115291
MvSl-1064-A2-R4_C22g01847	2853	2517	4.50876	0.0324011
MvSl-1064-A2-R4_C22g01846	4386	4050	3.14725	0.014056
MvSl-1064-A2-R4_C22g01845	2592	2256	4.15052	0.0332774
MvSl-1064-A2-R4_MC15g12260	178	28.1014	0	0
MvSl-1064-A2-R4_MC15g12261	651	327.415	11	0.607687
MvSl-1064-A2-R4_MC15g12262	1713	1377	7271	95.5091
MvSl-1064-A2-R4_MC15g12263	3840	3504	3813	19.6829
MvSl-1064-A2-R4_MC01g02568	669	343.218	570	30.0394
MvSl-1064-A2-R4_MC15g12264	3555	3219	10770	60.5174
MvSl-1064-A2-R4_MC15g12265	840	506.196	3055	109.164
MvSl-1064-A2-R4_MC15g12266	1710	1374	235.046	3.09422
MvSl-1064-A2-R4_MC15g12267	3153	2817	5917.26	37.9944
MvSl-1064-A2-R4_MC15g12268	1584	1248	3106	45.0165
MvSl-1064-A2-R4_MC15g12269	1566	1230	789	11.6026
MvSl-1064-A2-R4_MC15g12270	978	642.134	275	7.74628
MvSl-1064-A2-R4_MC15g12271	204	36.5462	27	13.3631
MvSl-1064-A2-R4_MC15g12272	1266	930.004	612	11.9029
MvSl-1064-A2-R4_MC15g12273	1818	1482	7102	86.6797
MvSl-1064-A2-R4_MC01g02569	372	106.161	40.5957	6.91672
MvSl-1064-A2-R4_MC15g12274	2421	2085	3499	30.3545
MvSl-1064-A2-R4_MC15g12275	1452	1116	2830	45.8677
MvSl-1064-A2-R4_MC15g12276	351	94.2125	133	25.5346
MvSl-1064-A2-R4_MC15g12277	132	14.2254	22	27.9734
MvSl-1064-A2-R4_MC15g12278	378	109.607	5146	849.214
MvSl-1064-A2-R4_MC15g12279	453	160.96	106	11.9117
MvSl-1064-A2-R4_MC15g12280	1209	873.004	2410	49.9329
MvSl-1064-A2-R4_MC15g12281	213	39.7549	0	0
MvSl-1064-A2-R4_MC15g12282	150	20.2027	0	0
MvSl-1064-A2-R4_MC15g12283	1668	1332	1726	23.438
MvSl-1064-A2-R4_MC01g02570	243	48.9168	131.476	48.6156
MvSl-1064-A2-R4_MC15g12284	669	343.218	148	7.79969
MvSl-1064-A2-R4_MC15g12285	1335	999.004	228	4.12813
MvSl-1064-A2-R4_MC15g12286	177	27.6863	16	10.453
MvSl-1064-A2-R4_MC15g12287	1935	1599	5116	57.8718
MvSl-1064-A2-R4_MC15g12288	246	49.4769	63.6553	23.2711
MvSl-1064-A2-R4_MC15g12289	828	494.547	237.225	8.67638
MvSl-1064-A2-R4_MC15g12290	315	75.8242	5.07906	1.21161
MvSl-1064-A2-R4_MC15g12291	3882	3546	808.392	4.12353
MvSl-1064-A2-R4_MC15g12292	189	31.7901	0	0
MvSl-1064-A2-R4_MC15g12293	342	89.7834	0	0
MvSl-1064-A2-R4_MC01g02571	720	390.949	934	43.2129
MvSl-1064-A2-R4_MC15g12294	426	141.454	8	1.02296
MvSl-1064-A2-R4_MC15g12295	3459	3123	4162	24.1055
MvSl-1064-A2-R4_MC15g12296	3858	3522	869	4.46289
MvSl-1064-A2-R4_MC15g12297	3252	2916	2849	17.6722
MvSl-1064-A2-R4_MC15g12298	273	57.4045	27.5	8.66509
MvSl-1064-A2-R4_MC15g12299	1137	801.004	570.216	12.8763
MvSl-1064-A2-R4_MC15g12300	1341	1005	1356.46	24.4132
MvSl-1064-A2-R4_MC15g12301	273	57.4045	2.5	0.787735
MvSl-1064-A2-R4_MC15g12302	651	327.415	46.5416	2.57115
MvSl-1064-A2-R4_MC15g12303	2415	2079	5853	50.9224
MvSl-1064-A2-R4_MC01g02572	888	553.243	74	2.41937
MvSl-1064-A2-R4_MC15g12304	525	217.94	632	52.4525
MvSl-1064-A2-R4_MC15g12305	1578	1242	1395	20.316
MvSl-1064-A2-R4_MC15g12306	1134	798.004	181	4.1026
MvSl-1064-A2-R4_MC15g12307	2898	2562	2628	18.5537
MvSl-1064-A2-R4_MC15g12308	465	169.752	734	78.2109
MvSl-1064-A2-R4_MC15g12309	612	292.687	533.118	32.9462
MvSl-1064-A2-R4_MC15g12310	123	12.8571	0	0
MvSl-1064-A2-R4_MC15g12311	171	25.4892	0	0
MvSl-1064-A2-R4_MC15g12312	846	512.043	20.8805	0.7376
MvSl-1064-A2-R4_MC15g12313	1224	888.004	14	0.285167
MvSl-1064-A2-R4_MC01g02573	774	442.101	22	0.900092
MvSl-1064-A2-R4_A2g01227	264	54.0685	1520	508.494
MvSl-1064-A2-R4_MC15g12314	876	541.407	2	0.0668177
MvSl-1064-A2-R4_MC15g12315	2190	1854	672	6.55608
MvSl-1064-A2-R4_MC15g12316	696	368.446	4093	200.934
MvSl-1064-A2-R4_MC15g12317	2871	2535	1617	11.5376
MvSl-1064-A2-R4_MC15g12318	4815	4479	9697	39.1599
MvSl-1064-A2-R4_MC15g12319	2229	1893	689	6.58345
MvSl-1064-A2-R4_MC15g12320	288	63.6425	20	5.68419
MvSl-1064-A2-R4_MC15g12321	498	195.398	14	1.29597
MvSl-1064-A2-R4_MC15g12322	1035	699.004	27.1293	0.702013
MvSl-1064-A2-R4_MC15g12323	2679	2343	150.708	1.16345
MvSl-1064-A2-R4_MC01g02574	735	405.104	864	38.5774
MvSl-1064-A2-R4_MC15g12324	654	330.009	59.5659	3.26481
MvSl-1064-A2-R4_MC15g12325	102	11.6667	33.6936	52.2379
MvSl-1064-A2-R4_MC15g12326	903	567.85	157	5.00094
MvSl-1064-A2-R4_MC15g12327	1638	1302	1259	17.4904
MvSl-1064-A2-R4_MC15g12328	804	471.229	1692	64.9463
MvSl-1064-A2-R4_MC15g12329	1485	1149	1180	18.5758
MvSl-1064-A2-R4_MC15g12330	1761	1425	315	3.99835
MvSl-1064-A2-R4_MC15g12331	1548	1212	30	0.447717
MvSl-1064-A2-R4_MC15g12332	2916	2580	2324	16.293
MvSl-1064-A2-R4_MC15g12333	1050	714.004	1359	34.4274
MvSl-1064-A2-R4_MC01g02575	543	232.858	1140	88.5521
MvSl-1064-A2-R4_MC15g12334	8142	7806	3747	8.68242
MvSl-1064-A2-R4_MC15g12335	2859	2523	2147	15.3922
MvSl-1064-A2-R4_MC15g12336	1158	822.004	5470	120.365
MvSl-1064-A2-R4_MC15g12337	1050	714.004	2905	73.5921
MvSl-1064-A2-R4_MC15g12338	2526	2190	7951	65.6694
MvSl-1064-A2-R4_MC15g12339	1788	1452	3256	40.5604
MvSl-1064-A2-R4_MC15g12340	1197	861.004	639	13.424
MvSl-1064-A2-R4_MC15g12341	1614	1278	2841	40.2092
MvSl-1064-A2-R4_MC15g12342	252	50.6772	0	0
MvSl-1064-A2-R4_MC15g12343	717	388.067	4077	190.029
MvSl-1064-A2-R4_MC01g02576	3537	3201	2295	12.9683
MvSl-1064-A2-R4_MC15g12344	2715	2379	2695	20.4904
MvSl-1064-A2-R4_MC15g12345	828	494.547	885	32.3685
MvSl-1064-A2-R4_MC15g12346	315	75.8242	170	40.5534
MvSl-1064-A2-R4_MC15g12347	1050	714.004	2025	51.2992
MvSl-1064-A2-R4_MC15g12348	2817	2481	1795	13.0865
MvSl-1064-A2-R4_MC15g12349	933	597.502	2176	65.8728
MvSl-1064-A2-R4_MC15g12350	2802	2466	21225	155.683
MvSl-1064-A2-R4_MC15g12351	384	113.477	2517	401.2
MvSl-1064-A2-R4_MC15g12352	465	169.752	2080	221.633
MvSl-1064-A2-R4_MC15g12353	1449	1113	3028	49.2091
MvSl-1064-A2-R4_MC01g02577	678	351.58	198	10.1866
MvSl-1064-A2-R4_MC15g12354	1947	1611	4230	47.493
MvSl-1064-A2-R4_MC15g12355	2850	2514	4024	28.952
MvSl-1064-A2-R4_MC15g12356	435	147.438	941	115.443
MvSl-1064-A2-R4_MC15g12357	183	29.9785	107	64.5594
MvSl-1064-A2-R4_MC15g12358	513	207.691	97	8.44775
MvSl-1064-A2-R4_MC15g12359	804	471.229	79	3.03236
MvSl-1064-A2-R4_MC15g12360	1884	1548	1946	22.7382
MvSl-1064-A2-R4_MC15g12361	1731	1395	1484	19.2417
MvSl-1064-A2-R4_MC15g12362	3246	2910	893	5.55065
MvSl-1064-A2-R4_MC15g12363	828	494.547	619.463	22.6566
MvSl-1064-A2-R4_MC01g02578	1611	1275	587	8.32746
MvSl-1064-A2-R4_MC15g12364	588	271.733	593.368	39.4973
MvSl-1064-A2-R4_MC15g12365	162	23.6742	0	0
MvSl-1064-A2-R4_MC15g12366	2922	2586	2426	16.9687
MvSl-1064-A2-R4_MC15g12367	1608	1272	905	12.869
MvSl-1064-A2-R4_MC15g12368	726	396.589	6223	283.821
MvSl-1064-A2-R4_MC15g12369	159	22.7586	184	146.237
MvSl-1064-A2-R4_MC15g12370	4452	4116	901.216	3.9604
MvSl-1064-A2-R4_MC15g12371	492	190.74	380.349	36.0684
MvSl-1064-A2-R4_MC15g12373	1728	1392	2558	33.2389
MvSl-1064-A2-R4_MC15g12374	1020	684.004	269	7.11344
