#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
MinSal-1389-A1-17072018_C001g00030	MvSl-1064-A1-R4_MC01-1g01754	306	302	100	100	306	92.157	564
MinSal-1389-A1-17072018_C001g00031	MvSl-1064-A1-R4_MC01-1g01755	223	313	97	70	228	78.509	311
MinSal-1389-A1-17072018_C001g00032	MvSl-1064-A1-R4_MC01-1g01756	429	402	100	100	432	87.731	678
MinSal-1389-A1-17072018_C001g00033	MvSl-1064-A1-R4_MC01-1g01760	355	397	100	100	398	72.362	525
MinSal-1389-A1-17072018_C001g00035	MvSl-1064-A1-R4_MC01-1g01766	512	516	100	100	535	86.355	880
MinSal-1389-A1-17072018_C001g00036	MvSl-1064-A1-R4_MC01-1g01767	549	549	100	100	549	92.714	938
MinSal-1389-A1-17072018_C001g00037	MvSl-1064-A1-R4_MC01-1g01768	1960	1989	100	100	1989	94.470	3819
MinSal-1389-A1-17072018_C001g00038	MvSl-1064-A1-R4_MC01-1g01769	429	458	99	98	450	89.556	827
MinSal-1389-A1-17072018_C001g00039	MvSl-1064-A1-R4_MC01-1g01770	278	278	100	100	278	99.640	573
MinSal-1389-A1-17072018_C001g00040	MvSl-1064-A1-R4_MC01-1g01771	368	313	99	100	363	85.124	557
MinSal-1389-A1-17072018_C001g00042	MvSl-1064-A1-R4_MC01-1g01778	397	438	100	100	438	79.224	668
MinSal-1389-A1-17072018_C001g00045	MvSl-1064-A1-R4_MC01-1g01780	260	253	100	100	260	89.231	472
MinSal-1389-A1-17072018_C001g00047	MvSl-1064-A1-R4_MC01-1g01796	523	475	95	100	499	92.184	916
MinSal-1389-A1-17072018_C001g00048	MvSl-1064-A1-R4_MC01-1g01797	404	369	100	100	410	70.976	467
MinSal-1389-A1-17072018_C001g00050	MvSl-1064-A1-R4_MC01-1g01799	331	318	93	99	320	77.812	454
MinSal-1389-A1-17072018_C001g00051	MvSl-1064-A1-R4_MC01-1g01800	177	177	100	100	177	95.480	351
MinSal-1389-A1-17072018_C001g00052	MvSl-1064-A1-R4_MC01-1g01801	1340	1343	100	99	1343	92.642	2431
MinSal-1389-A1-17072018_C001g00053	MvSl-1064-A1-R4_MC01-1g01802	1542	1561	99	100	1561	93.850	2914
MinSal-1389-A1-17072018_C001g00054	MvSl-1064-A1-R4_MC01-1g01803	284	288	93	92	265	99.623	532
MinSal-1389-A1-17072018_C001g00056	MvSl-1064-A1-R4_MC01-1g01804	1170	1256	100	100	1256	90.764	2285
MinSal-1389-A1-17072018_C001g00057	MvSl-1064-A1-R4_MC01-1g01805	420	411	100	100	420	94.286	802
MinSal-1389-A1-17072018_C001g00058	MvSl-1064-A1-R4_MC01-1g01806	1164	1167	100	100	1196	89.548	2071
MinSal-1389-A1-17072018_C001g00059	MvSl-1064-A1-R4_MC01-1g01808	507	530	100	100	531	80.226	803
MinSal-1389-A1-17072018_C001g00060	MvSl-1064-A1-R4_MC01-1g01809	275	275	100	100	275	98.909	570
MinSal-1389-A1-17072018_C001g00061	MvSl-1064-A1-R4_MC01-1g01810	128	129	100	100	132	76.515	195
MinSal-1389-A1-17072018_C001g00062	MvSl-1064-A1-R4_MC01-1g01811	581	575	100	100	581	93.804	1056
MinSal-1389-A1-17072018_C001g00063	MvSl-1064-A1-R4_MC01-1g01812	619	636	97	100	636	87.893	969
MinSal-1389-A1-17072018_C001g00064	MvSl-1064-A1-R4_MC01-1g01813	1070	1073	100	100	1101	86.104	1795
MinSal-1389-A1-17072018_C001g00065	MvSl-1064-A1-R4_MC01-1g01814	699	701	100	100	702	89.459	1079
MinSal-1389-A1-17072018_C001g00066	MvSl-1064-A1-R4_MC01-1g01815	225	223	100	89	206	76.699	268
MinSal-1389-A1-17072018_C001g00067	MvSl-1064-A1-R4_MC01-1g01816	509	509	100	100	509	97.446	1026
MinSal-1389-A1-17072018_C001g00071	MvSl-1064-A1-R4_MC01-1g01817	700	699	100	100	714	92.577	1261
MinSal-1389-A1-17072018_C001g00075	MvSl-1064-A1-R4_MC01-1g01818	436	462	100	92	436	89.450	710
MinSal-1389-A1-17072018_C001g00076	MvSl-1064-A1-R4_MC01-1g01819	791	765	100	99	791	90.265	1316
MinSal-1389-A1-17072018_C001g00077	MvSl-1064-A1-R4_MC01-1g01820	330	296	90	100	296	92.568	560
MinSal-1389-A1-17072018_C001g00078	MvSl-1064-A1-R4_MC01-1g01821	370	370	100	100	370	91.892	651
MinSal-1389-A1-17072018_C001g00079	MvSl-1064-A1-R4_MC01-1g01822	788	767	100	100	795	92.704	1373
MinSal-1389-A1-17072018_C001g00080	MvSl-1064-A1-R4_MC01-1g01823	787	671	81	96	652	84.969	878
MinSal-1389-A1-17072018_C001g00081	MvSl-1064-A1-R4_MC01-1g01824	263	256	100	100	263	90.875	494
MinSal-1389-A1-17072018_C001g00082	MvSl-1064-A1-R4_MC01-1g01825	331	308	100	99	331	82.477	543
MinSal-1389-A1-17072018_C001g00083	MvSl-1064-A1-R4_MC01-1g01826	832	834	98	98	818	89.120	1391
MinSal-1389-A1-17072018_C001g00084	MvSl-1064-A1-R4_MC01-1g01834	666	662	100	100	666	94.144	1268
MinSal-1389-A1-17072018_C001g00085	MvSl-1064-A1-R4_MC01-1g01840	718	723	100	99	718	90.669	1286
MinSal-1389-A1-17072018_C001g00086	MvSl-1064-A1-R4_MC01-1g01841	848	846	100	100	850	92.471	1483
MinSal-1389-A1-17072018_C001g00088	MvSl-1064-A1-R4_MC01-1g01843	605	626	99	96	603	91.542	1132
MinSal-1389-A1-17072018_C001g00091	MvSl-1064-A1-R4_MC01-1g01844	220	228	100	89	220	90.455	385
MinSal-1389-A1-17072018_C001g00092	MvSl-1064-A1-R4_MC01-1g01845	309	309	100	100	309	98.382	629
MinSal-1389-A1-17072018_C001g00093	MvSl-1064-A1-R4_MC01-1g01846	2253	2252	100	100	2253	95.384	4248
MinSal-1389-A1-17072018_C001g00094	MvSl-1064-A1-R4_MC01-1g01847	603	420	72	99	436	88.761	748
MinSal-1389-A1-17072018_C001g00095	MvSl-1064-A1-R4_MC01-1g01849	1082	1087	99	99	1077	97.772	2094
MinSal-1389-A1-17072018_C001g00096	MvSl-1064-A1-R4_MC01-1g01850	400	362	91	100	362	93.923	607
MinSal-1389-A1-17072018_C001g00098	MvSl-1064-A1-R4_MC01-1g01851	904	1004	96	86	868	93.548	1419
MinSal-1389-A1-17072018_C001g00099	MvSl-1064-A1-R4_MC01-1g01852	237	298	99	78	245	82.041	395
MinSal-1389-A1-17072018_C001g00100	MvSl-1064-A1-R4_MC01-1g01853	510	515	100	100	518	91.699	831
MinSal-1389-A1-17072018_C001g00101	MvSl-1064-A1-R4_MC01-1g01854	960	958	100	100	960	92.604	1809
MinSal-1389-A1-17072018_C001g00102	MvSl-1064-A1-R4_MC01-1g01855	841	769	89	99	749	90.434	1346
MinSal-1389-A1-17072018_C001g00103	MvSl-1064-A1-R4_MC01-1g01856	129	129	100	100	129	100.000	256
MinSal-1389-A1-17072018_C001g00104	MvSl-1064-A1-R4_MC01-1g01857	914	884	97	100	885	89.266	1466
MinSal-1389-A1-17072018_C001g00105	MvSl-1064-A1-R4_MC01-1g01858	154	140	100	100	154	83.766	249
MinSal-1389-A1-17072018_C001g00106	MvSl-1064-A1-R4_MC01-1g01859	2119	2164	100	100	2164	95.287	4141
MinSal-1389-A1-17072018_C001g00107	MvSl-1064-A1-R4_MC01-1g01860	361	347	99	100	357	89.636	564
MinSal-1389-A1-17072018_C001g00108	MvSl-1064-A1-R4_MC01-1g01861	1355	1326	99	99	1325	94.611	2188
MinSal-1389-A1-17072018_C001g00109	MvSl-1064-A1-R4_MC01-1g01862	115	147	100	100	147	78.231	219
MinSal-1389-A1-17072018_C001g00110	MvSl-1064-A1-R4_MC01-1g01863	986	1014	100	99	1002	90.619	1705
MinSal-1389-A1-17072018_C001g00111	MvSl-1064-A1-R4_MC01-1g01864	331	337	100	100	337	89.021	474
MinSal-1389-A1-17072018_C001g00112	MvSl-1064-A1-R4_MC01-1g01865	224	224	99	99	223	88.341	397
MinSal-1389-A1-17072018_C001g00113	MvSl-1064-A1-R4_MC01-1g01866	255	252	100	100	255	94.902	488
MinSal-1389-A1-17072018_C001g00114	MvSl-1064-A1-R4_MC01-1g01867	604	581	100	100	626	83.227	942
MinSal-1389-A1-17072018_C001g00115	MvSl-1064-A1-R4_MC01-1g01868	423	439	100	100	448	80.804	701
MinSal-1389-A1-17072018_C001g00116	MvSl-1064-A1-R4_MC01-1g01869	659	655	100	100	662	90.030	1065
MinSal-1389-A1-17072018_C001g00117	MvSl-1064-A1-R4_MC01-1g01870	814	799	100	100	814	95.455	1590
MinSal-1389-A1-17072018_C001g00118	MvSl-1064-A1-R4_MC01-1g01871	268	295	100	100	295	84.746	498
MinSal-1389-A1-17072018_C001g00119	MvSl-1064-A1-R4_MC01-1g01872	147	147	100	100	147	96.599	222
MinSal-1389-A1-17072018_C001g00120	MvSl-1064-A1-R4_MC01-1g01873	521	524	100	100	524	92.366	802
MinSal-1389-A1-17072018_C001g00121	MvSl-1064-A1-R4_MC01-1g01874	595	592	98	99	586	94.369	1026
MinSal-1389-A1-17072018_C001g00122	MvSl-1064-A1-R4_MC01-1g01875	465	465	100	100	465	94.624	858
MinSal-1389-A1-17072018_C001g00123	MvSl-1064-A1-R4_MC01-1g01876	163	214	100	100	214	69.159	247
MinSal-1389-A1-17072018_C001g00124	MvSl-1064-A1-R4_MC01-1g01877	395	333	89	100	354	92.090	649
MinSal-1389-A1-17072018_C001g00125	MvSl-1064-A1-R4_MC01-1g01878	278	295	100	95	280	91.786	470
MinSal-1389-A1-17072018_C001g00126	MvSl-1064-A1-R4_MC01-1g01879	427	420	99	97	425	89.647	714
MinSal-1389-A1-17072018_C001g00127	MvSl-1064-A1-R4_MC01-1g01880	248	221	96	89	228	76.754	213
MinSal-1389-A1-17072018_C001g00130	MvSl-1064-A1-R4_MC02g03241	382	404	100	100	406	90.887	737
MinSal-1389-A1-17072018_C001g00132	MvSl-1064-A1-R4_MC02g03265	285	280	100	100	285	93.333	548
MinSal-1389-A1-17072018_C001g00133	MvSl-1064-A1-R4_MC02g03266	493	493	100	100	493	96.552	973
MinSal-1389-A1-17072018_C001g00134	MvSl-1064-A1-R4_MC02g03267	120	117	100	100	120	93.333	212
MinSal-1389-A1-17072018_C001g00137	MvSl-1064-A1-R4_MC01-1g01881	595	591	100	100	599	94.992	1165
MinSal-1389-A1-17072018_C001g00138	MvSl-1064-A1-R4_MC01-1g01882	1438	1440	100	100	1440	96.875	2836
MinSal-1389-A1-17072018_C001g00139	MvSl-1064-A1-R4_MC01-1g01883	218	218	100	100	218	97.248	436
MinSal-1389-A1-17072018_C001g00140	MvSl-1064-A1-R4_MC01-1g01884	897	898	100	100	898	92.539	1624
MinSal-1389-A1-17072018_C001g00141	MvSl-1064-A1-R4_MC01-1g01885	335	335	100	100	335	92.239	541
MinSal-1389-A1-17072018_C001g00142	MvSl-1064-A1-R4_MC01-1g01886	2701	2677	99	99	2701	96.557	5347
MinSal-1389-A1-17072018_C001g00143	MvSl-1064-A1-R4_MC01-1g01887	914	916	100	100	917	93.784	1627
MinSal-1389-A1-17072018_C001g00144	MvSl-1064-A1-R4_MC01-1g01888	129	179	89	73	134	62.687	137
MinSal-1389-A1-17072018_C001g00145	MvSl-1064-A1-R4_MC01-1g01889	367	387	100	100	393	90.585	706
MinSal-1389-A1-17072018_C001g00146	MvSl-1064-A1-R4_MC01-1g01890	1366	1363	100	100	1366	95.608	2396
MinSal-1389-A1-17072018_C001g00147	MvSl-1064-A1-R4_MC01-1g01891	686	694	100	100	697	93.400	1329
MinSal-1389-A1-17072018_C001g00148	MvSl-1064-A1-R4_MC01-1g01892	921	919	100	100	922	93.275	1564
MinSal-1389-A1-17072018_C001g00149	MvSl-1064-A1-R4_MC01-1g01893	1122	1117	100	100	1122	96.524	2137
MinSal-1389-A1-17072018_C001g00150	MvSl-1064-A1-R4_MC01-1g01894	459	497	99	92	458	87.773	665
MinSal-1389-A1-17072018_C001g00153	MvSl-1064-A1-R4_MC01-1g01896	1022	1021	100	100	1022	96.771	1984
MinSal-1389-A1-17072018_C001g00154	MvSl-1064-A1-R4_MC01-1g01897	1192	1179	100	100	1194	95.059	2315
MinSal-1389-A1-17072018_C001g00155	MvSl-1064-A1-R4_MC01-1g01898	84	84	100	100	84	96.429	162
MinSal-1389-A1-17072018_C001g00156	MvSl-1064-A1-R4_MC01-1g01899	377	320	98	100	372	82.796	564
MinSal-1389-A1-17072018_C001g00157	MvSl-1064-A1-R4_MC01-1g01900	505	493	90	92	455	91.868	597
MinSal-1389-A1-17072018_C001g00158	MvSl-1064-A1-R4_MC01-1g01901	639	636	100	100	639	93.584	1111
MinSal-1389-A1-17072018_C001g00159	MvSl-1064-A1-R4_MC01-1g01902	436	454	100	96	436	90.826	797
MinSal-1389-A1-17072018_C001g00160	MvSl-1064-A1-R4_MC01-1g01903	351	317	89	99	319	90.596	589
MinSal-1389-A1-17072018_C001g00161	MvSl-1064-A1-R4_MC01-1g01904	345	338	99	99	344	95.640	668
MinSal-1389-A1-17072018_C001g00162	MvSl-1064-A1-R4_MC01-1g01905	1199	1215	100	99	1201	96.336	2355
MinSal-1389-A1-17072018_C001g00163	MvSl-1064-A1-R4_MC01-1g01906	901	913	100	100	947	87.856	1659
MinSal-1389-A1-17072018_C001g00164	MvSl-1064-A1-R4_MC01-1g01907	1111	1092	99	99	1103	94.742	2095
MinSal-1389-A1-17072018_C001g00165	MvSl-1064-A1-R4_MC01-1g01912	335	335	100	100	335	99.104	677
MinSal-1389-A1-17072018_C001g00167	MvSl-1064-A1-R4_MC01-1g01913	1070	1073	100	100	1095	93.333	2026
MinSal-1389-A1-17072018_C001g00168	MvSl-1064-A1-R4_MC01-1g01914	319	323	100	100	323	94.427	560
MinSal-1389-A1-17072018_C001g00169	MvSl-1064-A1-R4_MC01-1g01915	703	703	100	100	703	97.013	1399
MinSal-1389-A1-17072018_C001g00170	MvSl-1064-A1-R4_MC01-1g01916	871	886	100	100	894	94.966	1709
MinSal-1389-A1-17072018_C001g00171	MvSl-1064-A1-R4_MC01-1g01918	923	1104	99	82	913	93.976	1530
MinSal-1389-A1-17072018_C001g00173	MvSl-1064-A1-R4_MC01-1g01919	311	303	100	100	311	94.534	582
MinSal-1389-A1-17072018_C001g00174	MvSl-1064-A1-R4_MC01-1g01921	597	592	100	100	597	96.482	1157
MinSal-1389-A1-17072018_C001g00175	MvSl-1064-A1-R4_A1g00678	949	1032	95	89	926	85.637	1587
MinSal-1389-A1-17072018_C001g00178	MvSl-1064-A1-R4_MC01-1g01922	831	781	94	99	786	90.331	1326
MinSal-1389-A1-17072018_C001g00179	MvSl-1064-A1-R4_MC01-1g01923	387	396	100	100	396	96.717	786
MinSal-1389-A1-17072018_C001g00180	MvSl-1064-A1-R4_MC01-1g01924	648	648	100	100	648	97.840	1291
MinSal-1389-A1-17072018_C001g00181	MvSl-1064-A1-R4_MC01-1g01925	924	923	100	100	924	96.645	1779
MinSal-1389-A1-17072018_C001g00182	MvSl-1064-A1-R4_MC01-1g01926	496	514	100	96	496	91.331	910
MinSal-1389-A1-17072018_C001g00183	MvSl-1064-A1-R4_MC01-1g01927	1614	1639	99	99	1646	92.163	2735
MinSal-1389-A1-17072018_C001g00184	MvSl-1064-A1-R4_MC01-1g01928	1324	1051	81	99	1090	83.119	1574
MinSal-1389-A1-17072018_C001g00185	MvSl-1064-A1-R4_MC01-1g01932	944	945	100	100	949	89.568	1432
MinSal-1389-A1-17072018_C001g00186	MvSl-1064-A1-R4_MC01-1g01933	646	674	100	100	675	87.852	1044
MinSal-1389-A1-17072018_C001g00187	MvSl-1064-A1-R4_MC01-1g01934	848	825	100	100	848	94.575	1620
MinSal-1389-A1-17072018_C001g00188	MvSl-1064-A1-R4_MC01-1g01935	623	623	100	100	623	98.395	1273
MinSal-1389-A1-17072018_C001g00189	MvSl-1064-A1-R4_MC01-1g01936	494	498	100	100	498	91.566	832
MinSal-1389-A1-17072018_C001g00190	MvSl-1064-A1-R4_MC01-1g01938	345	345	100	100	345	97.971	709
MinSal-1389-A1-17072018_C001g00191	MvSl-1064-A1-R4_MC01-1g01939	445	444	100	100	445	95.730	873
MinSal-1389-A1-17072018_C001g00192	MvSl-1064-A1-R4_MC01-1g01940	272	176	65	100	176	94.886	348
MinSal-1389-A1-17072018_C001g00193	MvSl-1064-A1-R4_MC01-1g01941	431	431	100	100	431	97.216	861
MinSal-1389-A1-17072018_C001g00194	MvSl-1064-A1-R4_MC01-1g01942	217	217	100	100	217	95.392	410
MinSal-1389-A1-17072018_C001g00195	MvSl-1064-A1-R4_MC01-1g01943	596	513	76	87	455	79.341	586
MinSal-1389-A1-17072018_C001g00196	MvSl-1064-A1-R4_MC01-1g01944	689	689	100	100	689	97.388	1380
MinSal-1389-A1-17072018_C001g00197	MvSl-1064-A1-R4_MC01-1g01945	1099	1076	100	100	1099	94.631	2120
MinSal-1389-A1-17072018_C001g00198	MvSl-1064-A1-R4_MC01-1g01946	402	430	100	100	433	90.531	780
MinSal-1389-A1-17072018_C001g00199	MvSl-1064-A1-R4_MC01-1g01947	196	198	100	100	198	95.960	374
MinSal-1389-A1-17072018_C001g00200	MvSl-1064-A1-R4_MC01-1g01948	553	605	100	100	605	88.595	1082
MinSal-1389-A1-17072018_C001g00201	MvSl-1064-A1-R4_MC01-1g01949	311	298	100	100	317	84.543	471
MinSal-1389-A1-17072018_C001g00207	MvSl-1064-A1-R4_MC01-1g01951	1171	1172	100	100	1172	96.843	2328
MinSal-1389-A1-17072018_C001g00208	MvSl-1064-A1-R4_MC01-1g01952	329	328	100	100	329	97.872	661
MinSal-1389-A1-17072018_C001g00209	MvSl-1064-A1-R4_MC01-1g01953	224	224	100	100	224	98.661	444
MinSal-1389-A1-17072018_C001g00210	MvSl-1064-A1-R4_MC01-1g01954	751	751	100	100	751	96.272	1459
MinSal-1389-A1-17072018_C001g00211	MvSl-1064-A1-R4_MC01-1g01955	112	98	73	83	82	90.244	132
MinSal-1389-A1-17072018_C001g00214	MvSl-1064-A1-R4_MC01-1g01958	867	866	100	100	867	95.963	1567
MinSal-1389-A1-17072018_C001g00215	MvSl-1064-A1-R4_MC01-1g01959	555	515	100	100	570	79.649	863
MinSal-1389-A1-17072018_C001g00216	MvSl-1064-A1-R4_MC01-1g01960	207	253	100	79	222	65.315	194
MinSal-1389-A1-17072018_C001g00217	MvSl-1064-A1-R4_MC01-1g01961	64	54	78	93	50	86.000	90.9
MinSal-1389-A1-17072018_C001g00218	MvSl-1064-A1-R4_MC01-1g01962	395	424	100	93	395	95.443	670
MinSal-1389-A1-17072018_C001g00219	MvSl-1064-A1-R4_MC01-1g01963	117	87	71	95	83	98.795	170
MinSal-1389-A1-17072018_C001g00220	MvSl-1064-A1-R4_MC01-1g01965	187	210	100	100	210	79.524	313
MinSal-1389-A1-17072018_C001g00221	MvSl-1064-A1-R4_MC01-1g01966	727	696	100	100	727	91.334	1238
MinSal-1389-A1-17072018_C001g00222	MvSl-1064-A1-R4_MC01-1g01967	513	540	100	100	540	93.519	1003
MinSal-1389-A1-17072018_C001g00223	MvSl-1064-A1-R4_MC01-1g01968	288	294	100	100	294	94.558	557
MinSal-1389-A1-17072018_C001g00224	MvSl-1064-A1-R4_MC01-1g01969	745	770	100	100	770	95.065	1488
MinSal-1389-A1-17072018_C001g00226	MvSl-1064-A1-R4_MC01-1g01972	2009	1964	99	99	1991	92.868	3678
MinSal-1389-A1-17072018_C001g00227	MvSl-1064-A1-R4_MC01-1g01973	130	127	100	100	130	93.846	247
MinSal-1389-A1-17072018_C001g00228	MvSl-1064-A1-R4_MC01-1g01974	1546	1524	100	100	1547	94.764	2790
MinSal-1389-A1-17072018_C001g00229	MvSl-1064-A1-R4_MC01-1g02003	1177	1163	99	98	1160	94.224	2044
MinSal-1389-A1-17072018_C001g00230	MvSl-1064-A1-R4_MC01-1g02002	377	378	100	100	378	96.825	730
MinSal-1389-A1-17072018_C001g00231	MvSl-1064-A1-R4_MC01-1g02001	578	576	99	99	577	95.841	1127
MinSal-1389-A1-17072018_C001g00232	MvSl-1064-A1-R4_MC01-1g02000	602	602	100	100	602	96.013	1164
MinSal-1389-A1-17072018_C001g00234	MvSl-1064-A1-R4_MC01-1g02030	471	473	100	100	473	96.195	932
MinSal-1389-A1-17072018_C001g00235	MvSl-1064-A1-R4_MC01-1g02029	1300	1302	100	100	1302	95.776	2519
MinSal-1389-A1-17072018_C001g00236	MvSl-1064-A1-R4_MC01-1g01984	299	299	100	100	299	96.656	590
MinSal-1389-A1-17072018_C001g00237	MvSl-1064-A1-R4_MC01-1g01985	553	522	88	94	486	91.552	878
MinSal-1389-A1-17072018_C001g00240	MvSl-1064-A1-R4_MC01-1g01987	701	702	100	100	702	96.011	1189
MinSal-1389-A1-17072018_C001g00241	MvSl-1064-A1-R4_MC01-1g01988	1198	1224	100	100	1232	93.994	2370
MinSal-1389-A1-17072018_C001g00242	MvSl-1064-A1-R4_MC01-1g01989	1299	1309	100	100	1326	93.213	2268
MinSal-1389-A1-17072018_C001g00243	MvSl-1064-A1-R4_MC01-1g01990	1015	1015	100	100	1015	92.808	1737
MinSal-1389-A1-17072018_C001g00244	MvSl-1064-A1-R4_MC01-1g01995	500	541	100	100	541	89.279	982
MinSal-1389-A1-17072018_C001g00246	MvSl-1064-A1-R4_MC01-1g01998	371	430	100	86	371	98.113	745
MinSal-1389-A1-17072018_C001g00247	MvSl-1064-A1-R4_MC01-1g02031	690	690	100	100	690	96.377	1348
MinSal-1389-A1-17072018_C001g00248	MvSl-1064-A1-R4_MC01-1g02032	570	561	99	100	568	94.718	1049
MinSal-1389-A1-17072018_C001g00249	MvSl-1064-A1-R4_MC01-1g02033	430	404	94	99	404	92.327	742
MinSal-1389-A1-17072018_C001g00250	MvSl-1064-A1-R4_MC01-1g02034	395	367	99	100	392	88.265	672
MinSal-1389-A1-17072018_C001g00251	MvSl-1064-A1-R4_MC03g04805	79	77	92	95	73	95.890	145
MinSal-1389-A1-17072018_C001g00253	MvSl-1064-A1-R4_MC01-1g02035	393	412	95	99	411	83.698	659
MinSal-1389-A1-17072018_C001g00254	MvSl-1064-A1-R4_MC01-1g02036	246	279	97	86	239	96.234	476
MinSal-1389-A1-17072018_C001g00255	MvSl-1064-A1-R4_MC01-1g02037	121	121	100	100	121	99.174	246
MinSal-1389-A1-17072018_C001g00258	MvSl-1064-A1-R4_MC02g03746	212	212	100	100	212	93.868	385
MinSal-1389-A1-17072018_C001g00259	MvSl-1064-A1-R4_MC02g03745	84	84	100	100	84	97.619	167
MinSal-1389-A1-17072018_C001g00265	MvSl-1064-A1-R4_MC01-1g02039	962	962	100	100	962	97.193	1890
MinSal-1389-A1-17072018_C001g00266	MvSl-1064-A1-R4_MC01-1g02040	53	72	98	72	52	88.462	86.3
MinSal-1389-A1-17072018_C001g00268	MvSl-1064-A1-R4_MC01-1g02045	563	529	93	86	521	83.493	837
MinSal-1389-A1-17072018_C001g00269	MvSl-1064-A1-R4_MC01-1g02044	198	198	100	100	198	97.475	392
MinSal-1389-A1-17072018_C001g00270	MvSl-1064-A1-R4_MC01-1g02043	113	113	100	100	113	96.460	224
MinSal-1389-A1-17072018_C001g00271	MvSl-1064-A1-R4_MC01-1g02021	1333	1364	98	96	1315	93.992	2067
MinSal-1389-A1-17072018_C001g00272	MvSl-1064-A1-R4_MC01-1g02020	1054	1053	100	100	1054	94.497	1560
MinSal-1389-A1-17072018_C001g00274	MvSl-1064-A1-R4_MC01-1g02018	1235	1229	100	100	1237	95.150	2151
MinSal-1389-A1-17072018_C001g00275	MvSl-1064-A1-R4_MC01-1g02017	461	478	100	100	478	93.515	891
MinSal-1389-A1-17072018_C001g00276	MvSl-1064-A1-R4_MC01-1g02016	291	291	100	100	291	97.938	590
MinSal-1389-A1-17072018_C001g00277	MvSl-1064-A1-R4_MC01-1g02015	901	913	100	99	902	93.570	1295
MinSal-1389-A1-17072018_C001g00279	MvSl-1064-A1-R4_MC01-1g02011	1127	1128	100	99	1127	95.741	2113
MinSal-1389-A1-17072018_C001g00280	MvSl-1064-A1-R4_MC01-1g02049	947	1331	97	67	917	93.784	1773
MinSal-1389-A1-17072018_C001g00281	MvSl-1064-A1-R4_MC01-1g02050	115	122	99	99	121	90.909	212
MinSal-1389-A1-17072018_C001g00282	MvSl-1064-A1-R4_MC01-1g02051	721	722	100	100	722	96.953	1447
MinSal-1389-A1-17072018_C001g00283	MvSl-1064-A1-R4_MC01-1g02052	906	923	100	100	923	96.966	1797
MinSal-1389-A1-17072018_C001g00284	MvSl-1064-A1-R4_MC01-1g02053	335	361	100	100	361	87.812	642
MinSal-1389-A1-17072018_C001g00285	MvSl-1064-A1-R4_MC01-1g02054	412	421	100	100	421	94.537	796
MinSal-1389-A1-17072018_C001g00286	MvSl-1064-A1-R4_MC01-1g02055	101	101	86	100	101	80.198	135
MinSal-1389-A1-17072018_C001g00287	MvSl-1064-A1-R4_MC01-1g02056	182	182	100	100	182	92.308	312
MinSal-1389-A1-17072018_C001g00288	MvSl-1064-A1-R4_MC01-1g02057	396	375	95	100	375	93.067	640
