gid	gname	chr	start	end	logCPM	logFC.MvSl.Mint	PV.MvSl.Mint	FDR.MvSl.Mint
MinSal-1389-A1-17072018_C001g00220	MinSal-1389-A1-17072018_C013	bHD	511953	513071	2.65117030020578	10.2595008093723	5.28929489681735e-36	1.81798431554957e-35
MinSal-1389-A1-17072018_C001g00227	MinSal-1389-A1-17072018_C013	bHD	524562	528206	5.78657782340769	13.6862403114696	2.45888166735004e-132	5.85490337579052e-131
MinSal-1389-A1-17072018_C001g00230	MinSal-1389-A1-17072018_C013	bHD	534830	538413	6.1814257920792	11.4143423505915	4.93133818096175e-133	1.22680173104172e-131
MinSal-1389-A1-17072018_C001g00243	MinSal-1389-A1-17072018_C013	bHD	578672	583702	4.86938625908091	3.65332465551527	3.44208330748387e-47	1.37706558232604e-46
MinSal-1389-A1-17072018_C001g00246	MinSal-1389-A1-17072018_C013	bHD	586523	588443	7.83203036628728	10.2820502780511	6.53808708080798e-120	9.43170761608529e-119
MinSal-1389-A1-17072018_C001g00249	MinSal-1389-A1-17072018_C013	bHD	593850	596647	4.76052736543193	12.6057547871492	2.48576040778817e-85	1.74208906120284e-84
MinSal-1389-A1-17072018_C001g00251	MinSal-1389-A1-17072018_C013	bHD	601755	602656	2.26570720332638	9.81301004818822	1.37748706333599e-23	3.80042847767292e-23
MinSal-1389-A1-17072018_C001g00253	MinSal-1389-A1-17072018_C013	bHD	603190	604054	6.25380822111177	11.5002141290619	7.23038672739603e-78	4.58001740456529e-77
MinSal-1389-A1-17072018_C001g00254	MinSal-1389-A1-17072018_C013	bHD	604457	605364	3.83486695227369	11.5994152326013	1.45808785153874e-56	6.81782560865392e-56
MinSal-1389-A1-17072018_C001g00255	MinSal-1389-A1-17072018_C013	bHD	605635	608106	7.85355652551906	11.7014057797296	4.02351895688916e-192	1.40326140561152e-189
MinSal-1389-A1-17072018_C001g00258	MinSal-1389-A1-17072018_C013	bHD	608602	610274	5.03155469095464	12.8942084795476	9.28488160431543e-105	9.29899713378145e-104
MinSal-1389-A1-17072018_C001g00266	MinSal-1389-A1-17072018_C013	bHD	624707	627143	3.9797853690699	11.7591157367608	5.49706642333069e-66	2.92043967956341e-65
MinSal-1389-A1-17072018_C001g00276	MinSal-1389-A1-17072018_C013	bHD	666069	669872	3.3291027489836	11.0333144845914	1.3288611312693e-39	4.81590320739345e-39
MinSal-1389-A1-17072018_C001g00279	MinSal-1389-A1-17072018_C013	bHD	673679	675761	8.92047543951417	4.80726107599826	9.79880303168866e-58	4.67770556963624e-57
MinSal-1389-A1-17072018_C001g00281	MinSal-1389-A1-17072018_C013	bHD	686006	686819	2.46815101188839	10.0474987375242	1.28162666922977e-32	4.20285648333147e-32
MinSal-1389-A1-17072018_C001g00284	MinSal-1389-A1-17072018_C013	bHD	690539	692225	3.3578976756106	11.0662994813088	2.67472423117544e-48	1.09217906106331e-47
MinSal-1389-A1-17072018_C001g00286	MinSal-1389-A1-17072018_C013	bHD	696742	700000	1.73487060860033	9.18677732007207	1.92383921399478e-22	5.15895192210539e-22
MinSal-1389-A1-17072018_C001g00287	MinSal-1389-A1-17072018_C013	bHD	700547	702736	2.57846984678817	10.1755596795111	1.9063142501478e-34	6.40733400744123e-34
MinSal-1389-A1-17072018_C001g00288	MinSal-1389-A1-17072018_C013	bHD	704199	706592	4.73953961916967	12.5832836226177	8.2948335991817e-87	5.94680391892966e-86
MinSal-1389-A1-17072018_C001g00298	MinSal-1389-A1-17072018_C013	bHD	737113	739197	3.3584469443622	11.06697196771	6.01514920192198e-49	2.48009872171039e-48
MinSal-1389-A1-17072018_C001g00299	MinSal-1389-A1-17072018_C013	bHD	740799	741973	3.34608077844412	11.0531471416178	3.03953717011398e-49	1.25847876268197e-48
MinSal-1389-A1-17072018_C001g00304	MinSal-1389-A1-17072018_C013	bHD	748734	753105	4.69224548786914	3.51471538281249	1.3330748454e-37	4.6657619589e-37
MinSal-1389-A1-17072018_C001g00309	MinSal-1389-A1-17072018_C013	bHD	766303	766822	7.92053199805527	-5.93470940594375	4.99231846820711e-101	4.73591299167999e-100
MinSal-1389-A1-17072018_C001g00312	MinSal-1389-A1-17072018_C013	bHD	773554	775911	5.03230400575057	12.894964584766	1.14762387829661e-108	1.24620182681696e-107
MinSal-1389-A1-17072018_C001g00313	MinSal-1389-A1-17072018_C013	bHD	776570	777376	6.07104939203559	13.9809117078671	6.10147642655459e-140	2.14057122680723e-138
MinSal-1389-A1-17072018_C001g00322	MinSal-1389-A1-17072018_C013	bHD	828370	831613	5.81771022787941	13.7185927735663	2.19460884750424e-130	4.71443328146835e-129
MinSal-1389-A1-17072018_C001g00329	MinSal-1389-A1-17072018_C013	bHD	860321	866313	6.3494561094485	-4.18403923899217	5.92242574879637e-61	2.94581059266894e-60
MinSal-1389-A1-17072018_C001g00334	MinSal-1389-A1-17072018_C013	bHD	877779	878697	0.76336819964768	8.01848985122007	1.34731839833008e-12	2.6416173226518e-12
MinSal-1389-A1-17072018_C001g00335	MinSal-1389-A1-17072018_C013	bHD	878890	880353	6.249525701002	9.35213138058001	3.37546117838105e-135	9.18032537918405e-134
MinSal-1389-A1-17072018_C001g00338	MinSal-1389-A1-17072018_C013	bHD	883090	883304	3.2326655605821	10.9252362116301	6.56880309124479e-45	2.55386449363871e-44
MinSal-1389-A1-17072018_C001g00340	MinSal-1389-A1-17072018_C001	Chr01	19519	20829	7.72237225395867	-3.66039608093879	2.2431364304844e-38	7.9352958808723e-38
MinSal-1389-A1-17072018_C001g00343	MinSal-1389-A1-17072018_C001	Chr01	33000	35300	3.35587596997072	11.0643356534431	6.10465816695264e-49	2.51525491812802e-48
MinSal-1389-A1-17072018_C001g00344	MinSal-1389-A1-17072018_C001	Chr01	35799	36753	4.13941314298146	11.9341927323847	1.90849893655999e-71	1.09859128105477e-70
MinSal-1389-A1-17072018_C001g00348	MinSal-1389-A1-17072018_C001	Chr01	48477	51379	3.71698477535616	11.4685743379779	1.19752655069386e-56	5.60389496374418e-56
MinSal-1389-A1-17072018_C001g00356	MinSal-1389-A1-17072018_C001	Chr01	64373	66072	1.25314020701586	8.61306983154089	4.02740291457794e-17	9.28400928481051e-17
MinSal-1389-A1-17072018_C001g00362	MinSal-1389-A1-17072018_C001	Chr01	89838	90656	4.99509741116571	12.8554114385444	1.8256062523587e-101	1.73740280421103e-100
MinSal-1389-A1-17072018_C001g00368	MinSal-1389-A1-17072018_C001	Chr01	110881	112496	3.04695891901688	10.7153684147147	2.0968949492502e-29	6.55722054541372e-29
MinSal-1389-A1-17072018_C001g00371	MinSal-1389-A1-17072018_C001	Chr01	115300	116984	5.28880020792014	13.1658659409795	6.15887144478586e-117	8.2615268769537e-116
MinSal-1389-A1-17072018_C001g00375	MinSal-1389-A1-17072018_C001	Chr01	133383	134839	4.97019563983651	4.57777904949701	2.78317708821799e-53	1.2351389937159e-52
MinSal-1389-A1-17072018_C001g00376	MinSal-1389-A1-17072018_C001	Chr01	136240	137335	6.27268842822558	11.5147418879921	1.99288238751168e-130	4.31233564801341e-129
MinSal-1389-A1-17072018_C001g00380	MinSal-1389-A1-17072018_C001	Chr01	150289	151290	3.39838591755882	11.1124334344621	9.60553903204355e-47	3.80944755324323e-46
MinSal-1389-A1-17072018_C001g00381	MinSal-1389-A1-17072018_C001	Chr01	156863	161045	6.40524136707316	14.3251078549438	9.3831355782e-144	3.91778949599632e-142
MinSal-1389-A1-17072018_C001g00384	MinSal-1389-A1-17072018_C001	Chr01	170178	171936	5.63947456644248	13.5331195886898	1.77967627563047e-131	4.04279717939197e-130
MinSal-1389-A1-17072018_C001g00385	MinSal-1389-A1-17072018_C001	Chr01	172248	173652	9.06001817310748	-3.06072951915695	1.30076047067771e-27	3.92079757531681e-27
MinSal-1389-A1-17072018_C001g00398	MinSal-1389-A1-17072018_C001	Chr01	208070	211003	5.51151752230164	4.12251405487568	1.70959135947348e-50	7.26606965614213e-50
MinSal-1389-A1-17072018_C001g00402	MinSal-1389-A1-17072018_C001	Chr01	220527	222890	8.60093791826342	3.77576407612944	2.29941720303158e-35	7.81722740640724e-35
MinSal-1389-A1-17072018_C001g00404	MinSal-1389-A1-17072018_C001	Chr01	225426	226675	3.89815016226459	11.6691168676691	5.5304233338437e-64	2.86875590081883e-63
MinSal-1389-A1-17072018_C001g00405	MinSal-1389-A1-17072018_C001	Chr01	227304	230031	3.57430614329497	8.63252166296566	3.64922546521571e-52	1.59441840702019e-51
MinSal-1389-A1-17072018_C001g00406	MinSal-1389-A1-17072018_C001	Chr01	230600	232987	6.52512795411864	3.46273483952835	8.68578833704817e-43	3.29692951666828e-42
MinSal-1389-A1-17072018_C001g00407	MinSal-1389-A1-17072018_C001	Chr01	235437	238174	6.40728559939339	4.10417068185437	2.01092557448902e-62	1.02078576465286e-61
MinSal-1389-A1-17072018_C001g00422	MinSal-1389-A1-17072018_C001	Chr01	274885	276656	5.14597025167654	10.3406000743812	3.40441073834552e-97	2.95098702743429e-96
MinSal-1389-A1-17072018_C001g00423	MinSal-1389-A1-17072018_C001	Chr01	277088	280498	5.86139064558638	3.96300510031261	4.10834392355425e-66	2.18656832340693e-65
MinSal-1389-A1-17072018_C001g00424	MinSal-1389-A1-17072018_C001	Chr01	281622	284846	4.97252130637452	12.8314767578836	6.77412468002905e-105	6.81897881628051e-104
MinSal-1389-A1-17072018_C001g00429	MinSal-1389-A1-17072018_C001	Chr01	289928	290537	4.33533300052093	6.66072235322999	1.36621557971796e-58	6.5695800260728e-58
MinSal-1389-A1-17072018_C001g00430	MinSal-1389-A1-17072018_C001	Chr01	291057	297865	8.85443704800124	-3.48929414823955	3.99179373491252e-45	1.55501610080791e-44
MinSal-1389-A1-17072018_C001g00431	MinSal-1389-A1-17072018_C001	Chr01	298214	299593	5.74211518715288	10.9673578028183	2.88611053653318e-128	5.5738597300017e-127
MinSal-1389-A1-17072018_C001g00432	MinSal-1389-A1-17072018_C001	Chr01	303778	307994	4.2250186759413	12.0275130313821	1.0019992053055e-75	6.14995164415765e-75
MinSal-1389-A1-17072018_C001g00434	MinSal-1389-A1-17072018_C001	Chr01	309740	313083	4.87049589329412	3.27331275402648	9.91818543569768e-18	2.33075392184905e-17
MinSal-1389-A1-17072018_C001g00435	MinSal-1389-A1-17072018_C001	Chr01	313497	314651	4.78912494210101	9.08331402695708	5.36625724653153e-57	2.52512215989567e-56
MinSal-1389-A1-17072018_C001g00437	MinSal-1389-A1-17072018_C001	Chr01	315806	316641	3.57856502043709	8.63726636026078	4.11192500489564e-52	1.79525797894155e-51
MinSal-1389-A1-17072018_C001g00441	MinSal-1389-A1-17072018_C001	Chr01	324715	327664	5.39244513382754	13.2747933853615	2.29035119360677e-116	3.01766493930989e-115
MinSal-1389-A1-17072018_C001g00442	MinSal-1389-A1-17072018_C001	Chr01	327854	329204	7.6354537329858	3.73734131420567	2.98389755339639e-51	1.28665662502452e-50
MinSal-1389-A1-17072018_C001g00443	MinSal-1389-A1-17072018_C001	Chr01	329465	330078	3.21059804681995	10.8998170341374	6.97256428680342e-45	2.70906511510206e-44
MinSal-1389-A1-17072018_C001g00445	MinSal-1389-A1-17072018_C001	Chr01	333419	335532	4.75365620102994	12.5982510369279	1.47702600844941e-98	1.31293661230833e-97
MinSal-1389-A1-17072018_C001g00447	MinSal-1389-A1-17072018_C001	Chr01	338052	339049	4.46331127294394	12.2860401757785	4.5347909011148e-81	3.02779000593577e-80
MinSal-1389-A1-17072018_C001g00448	MinSal-1389-A1-17072018_C001	Chr01	339143	340402	1.06232583163264	8.38308295793153	4.79378353924832e-16	1.0697155665865e-15
MinSal-1389-A1-17072018_C001g00454	MinSal-1389-A1-17072018_C001	Chr01	352912	354207	4.86566542179721	12.7178174260329	5.30094018925788e-102	5.06923780356612e-101
MinSal-1389-A1-17072018_C001g00457	MinSal-1389-A1-17072018_C001	Chr01	354730	356211	4.57776719237111	12.4098110165303	3.65134435464992e-72	2.1286942653608e-71
MinSal-1389-A1-17072018_C001g00466	MinSal-1389-A1-17072018_C001	Chr01	388435	388872	1.90988007567887	9.39312506554513	4.57085049461209e-25	1.30794269220826e-24
MinSal-1389-A1-17072018_C001g00467	MinSal-1389-A1-17072018_C001	Chr01	389489	391260	1.79124311960039	9.25243924744072	5.14935742634243e-23	1.40112621297771e-22
MinSal-1389-A1-17072018_C001g00473	MinSal-1389-A1-17072018_C001	Chr01	407492	408871	3.87109467463694	8.96760285150055	5.6313711803167e-48	2.28844412118559e-47
MinSal-1389-A1-17072018_C001g00474	MinSal-1389-A1-17072018_C001	Chr01	410901	414122	1.37387457095692	8.75542728853086	3.76643207904485e-18	8.97916196085924e-18
MinSal-1389-A1-17072018_C001g00475	MinSal-1389-A1-17072018_C001	Chr01	414936	418725	3.18776720207307	-3.76096674426911	3.02870441470038e-13	6.06252142969566e-13
MinSal-1389-A1-17072018_C001g00477	MinSal-1389-A1-17072018_C001	Chr01	420300	422168	5.41483019492204	13.2981777402918	3.12346456993131e-122	4.84791137045099e-121
MinSal-1389-A1-17072018_C001g00484	MinSal-1389-A1-17072018_C001	Chr01	437813	441993	1.02284127372056	8.33232812487237	8.83959386255222e-14	1.80599421127058e-13
MinSal-1389-A1-17072018_C001g00487	MinSal-1389-A1-17072018_C001	Chr01	454608	458820	1.00234011271429	8.31020001603985	1.29477747742298e-15	2.84007978677057e-15
MinSal-1389-A1-17072018_C001g00493	MinSal-1389-A1-17072018_C001	Chr01	476883	479656	6.64591825244105	-3.49170090461199	4.06856342630072e-48	1.6579046429235e-47
MinSal-1389-A1-17072018_C001g00499	MinSal-1389-A1-17072018_C001	Chr01	493101	495125	0.965181132068571	4.68392958170067	1.18693617723873e-10	2.1726905201755e-10
MinSal-1389-A1-17072018_C001g00507	MinSal-1389-A1-17072018_C001	Chr01	524142	526823	9.25804716536144	-4.37537755260344	3.1526735417057e-62	1.59625972918643e-61
MinSal-1389-A1-17072018_C001g00511	MinSal-1389-A1-17072018_C001	Chr01	531699	533430	2.24735860842142	9.7894176309488	1.50698446649178e-28	4.61991256557899e-28
MinSal-1389-A1-17072018_C001g00512	MinSal-1389-A1-17072018_C001	Chr01	533514	534674	6.48453914347875	14.4064341289782	4.69019040849854e-144	1.98629563799913e-142
MinSal-1389-A1-17072018_C001g00516	MinSal-1389-A1-17072018_C001	Chr01	541339	544179	6.51545711091365	-4.02620060305602	1.3681525424919e-44	5.30181465649312e-44
MinSal-1389-A1-17072018_C001g00523	MinSal-1389-A1-17072018_C001	Chr01	573217	574570	3.12475210072825	8.12778503862867	7.33493377913056e-42	2.75071615284409e-41
MinSal-1389-A1-17072018_C001g00527	MinSal-1389-A1-17072018_C001	Chr01	583397	586060	3.1995511247264	10.8875702419602	2.95479881316475e-45	1.15332469804172e-44
MinSal-1389-A1-17072018_C001g00540	MinSal-1389-A1-17072018_C001	Chr01	611774	618586	5.12539646290474	12.9934643664214	2.83856672255148e-111	3.26160118178445e-110
MinSal-1389-A1-17072018_C001g00557	MinSal-1389-A1-17072018_C001	Chr01	644313	645458	3.51935223266257	11.2476677879054	7.39387116839798e-51	3.1675044911439e-50
MinSal-1389-A1-17072018_C001g00562	MinSal-1389-A1-17072018_C001	Chr01	657331	661526	3.48845623199601	11.2133105994489	1.10722951990988e-52	4.87000283645822e-52
MinSal-1389-A1-17072018_C001g00565	MinSal-1389-A1-17072018_C001	Chr01	671336	673451	3.10625757644846	8.10328081335734	3.55595435321188e-39	1.28087808992669e-38
MinSal-1389-A1-17072018_C001g00575	MinSal-1389-A1-17072018_C001	Chr01	685262	685501	5.42621685219921	13.310015418361	3.9529136144705e-100	3.69666006627691e-99
MinSal-1389-A1-17072018_C001g00576	MinSal-1389-A1-17072018_C001	Chr01	688231	689887	3.78452867154646	11.5432984500019	7.13321039052037e-60	3.48662855774075e-59
MinSal-1389-A1-17072018_C001g00581	MinSal-1389-A1-17072018_C001	Chr01	709102	712070	4.60473810498081	12.4390845910887	1.24507678695769e-54	5.64809508023883e-54
MinSal-1389-A1-17072018_C001g00582	MinSal-1389-A1-17072018_C001	Chr01	712121	712282	4.26473839637986	12.07073945558	9.5346103933211e-76	5.8581041473576e-75
MinSal-1389-A1-17072018_C001g00583	MinSal-1389-A1-17072018_C001	Chr01	715786	717980	3.15131142736204	10.8324838227886	5.84594910952794e-43	2.22468756549366e-42
MinSal-1389-A1-17072018_C001g00588	MinSal-1389-A1-17072018_C001	Chr01	728591	731844	6.41008113094392	14.3300631637287	3.25817676796544e-147	1.74033604119523e-145
MinSal-1389-A1-17072018_C001g00589	MinSal-1389-A1-17072018_C001	Chr01	734045	737842	7.03312378259768	14.9668629093599	8.15052401277257e-168	8.94897349476455e-166
MinSal-1389-A1-17072018_C001g00592	MinSal-1389-A1-17072018_C001	Chr01	743771	746723	9.18656870566576	-3.36222138270893	4.26826589414669e-16	9.54243909743429e-16
