gid	gname	chr	start	end	logCPM	logFC.MvSl.Mint	PV.MvSl.Mint	FDR.MvSl.Mint	MintM1	MintM2	MintM3	MvSlM1	MvSlM2	average	ward.D
MinSal-1389-A1-17072018_C001g00027	MinSal-1389-A1-17072018_C015	aPR	121393	123521	4.08079889293911	11.8698436515405	3.84636625046129e-68	2.11550143775371e-67	-2.63859011229038	-2.63859011229038	-2.63859011229038	5.32681162939773	5.14110685039324	1	1
MinSal-1389-A1-17072018_C001g00028	MinSal-1389-A1-17072018_C015	aPR	125148	127062	7.22632370673619	1.22649945722279	2.88149592084084e-09	5.00568101806779e-09	6.46727941695735	6.6756120552293	6.65002294741902	7.88400444133255	7.76419029992945	1	1
MinSal-1389-A1-17072018_C001g00030	MinSal-1389-A1-17072018_C015	aPR	127495	130694	5.81848208827533	-1.04736291872433	2.31675375246655e-06	3.55027991687106e-06	6.07623196794504	6.39928672991867	5.9782042653251	5.12420107564838	5.11985980096019	2	2
MinSal-1389-A1-17072018_C001g00031	MinSal-1389-A1-17072018_C015	aPR	132712	136451	5.52959853898973	10.745629671962	1.4361275333909e-123	2.33923080919633e-122	-2.63859011229038	-1.77790971065501	-2.63859011229038	6.67609264972099	6.87884526003576	1	1
MinSal-1389-A1-17072018_C001g00032	MinSal-1389-A1-17072018_C015	aPR	137950	140773	5.16156685526344	0.693132590214956	0.00091096328025211	0.00122557324452343	4.86574923491361	4.96404937960109	4.61108366453644	5.58968493475405	5.4458978630336	1	1
MinSal-1389-A1-17072018_C001g00033	MinSal-1389-A1-17072018_C015	aPR	140964	142708	9.49053340244843	6.76965604477652	1.31799307724184e-75	8.0810557962429e-75	3.65391264037038	4.18914564382264	4.19920268731227	10.145490425821	11.2309247115009	1	1
MinSal-1389-A1-17072018_C001g00035	MinSal-1389-A1-17072018_C015	aPR	144437	146597	5.34902372429462	2.50361864436727	5.32284873335514e-21	1.3757266843968e-20	4.077042951289	3.97746533961607	3.03074147267485	6.23282372262165	6.33257506829568	1	1
MinSal-1389-A1-17072018_C001g00036	MinSal-1389-A1-17072018_C015	aPR	149160	149570	4.96529963453185	9.27076574798675	3.24456163380117e-87	2.34884077250392e-86	-2.63859011229038	-1.24254626477001	-2.63859011229038	5.95044309832995	6.38856355744355	1	1
MinSal-1389-A1-17072018_C001g00037	MinSal-1389-A1-17072018_C015	aPR	149614	152566	7.6848148627989	-0.927703233407255	0.0307919303271337	0.0370992389574427	7.5684731006613	7.1556264618644	8.75995911970042	6.39210877773272	7.52617394903254	2	2
MinSal-1389-A1-17072018_C001g00038	MinSal-1389-A1-17072018_C015	aPR	160835	162153	5.63652622703604	2.32662622609609	3.9871777731086e-27	1.19213197260519e-26	4.32080036768902	4.31793209013122	3.9725501064833	6.43360951462821	6.64262959819656	1	1
MinSal-1389-A1-17072018_C001g00039	MinSal-1389-A1-17072018_C015	aPR	162362	163565	7.88381794327554	-0.949247370069121	1.34740751580608e-05	1.98973329046432e-05	8.30382519266357	7.962095344097	8.29830238794547	7.19619999246054	7.29712390481882	2	2
MinSal-1389-A1-17072018_C001g00040	MinSal-1389-A1-17072018_C015	aPR	163791	165396	8.4197102209832	-1.22909560871833	7.55722799321465e-09	1.29163461434908e-08	8.89101803010328	8.80731835999043	8.68874794815781	7.49134704550067	7.64451634263735	2	2
MinSal-1389-A1-17072018_C001g00047	MinSal-1389-A1-17072018_C015	aPR	171724	174630	8.00420388536848	-0.873679709561691	4.74829834948914e-05	6.81497480370882e-05	8.41305005255679	8.38030819610903	8.06841024129293	7.39340828096383	7.45237473437877	2	2
MinSal-1389-A1-17072018_C001g00048	MinSal-1389-A1-17072018_C015	aPR	175242	176924	2.95301890290293	10.6067640959875	9.45716704207552e-41	3.49573213169986e-40	-2.63859011229038	-2.63859011229038	-2.63859011229038	3.94085656043137	4.02209998563482	1	1
MinSal-1389-A1-17072018_C001g00050	MinSal-1389-A1-17072018_C015	aPR	177556	179125	5.2165568668954	0.983848428408145	5.42087321883217e-06	8.1595220397197e-06	4.56577020894308	4.74188469505585	4.84842370739835	5.52273623954955	5.85532705475732	1	1
MinSal-1389-A1-17072018_C001g00051	MinSal-1389-A1-17072018_C015	aPR	182146	184370	9.42098977682314	-1.86011405471324	1.27636043688934e-11	2.42394011220913e-11	10.0067166109987	10.1186017507952	9.56627670569955	8.29395668414216	7.77318792899122	2	2
MinSal-1389-A1-17072018_C001g00052	MinSal-1389-A1-17072018_C015	aPR	186614	188421	5.55838515228583	3.30467894234126	8.23030790099288e-51	3.52074282431362e-50	3.39455460266339	3.22218938980688	3.40600423901651	6.68798940812066	6.55251584765037	1	1
MinSal-1389-A1-17072018_C001g00053	MinSal-1389-A1-17072018_C015	aPR	188795	189826	7.85247435304813	1.51329080368418	5.67633099526503e-14	1.1665499643302e-13	7.05698973963372	6.93857691921345	7.13926969318706	8.6060758083511	8.50911093081471	1	1
MinSal-1389-A1-17072018_C001g00054	MinSal-1389-A1-17072018_C015	aPR	194019	199220	9.85794248958665	-1.95625472518587	1.068348489287e-14	2.26142027596666e-14	10.4046892878651	10.2787222947322	10.4157797023416	8.56133413313523	8.24512625644687	2	2
MinSal-1389-A1-17072018_C001g00056	MinSal-1389-A1-17072018_C015	aPR	203587	206434	6.2956829123234	-1.30149237163123	6.12495048965225e-07	9.61727527890577e-07	6.79398273698944	6.93703512629551	6.27359692643729	5.57896453969595	5.19566654541155	2	2
MinSal-1389-A1-17072018_C001g00057	MinSal-1389-A1-17072018_C015	aPR	206975	208940	6.16991578531194	1.90063009909178	1.40003526664175e-11	2.65286324573951e-11	5.5426710049709	5.07475513454323	4.37829037106938	6.99265353638282	6.96909797879628	1	1
MinSal-1389-A1-17072018_C001g00059	MinSal-1389-A1-17072018_C015	aPR	220056	222122	5.04162449435003	12.9049922351557	6.38827941037457e-89	4.8005207381636e-88	-2.63859011229038	-2.63859011229038	-2.63859011229038	5.98231912875848	6.50860424733658	1	1
MinSal-1389-A1-17072018_C001g00060	MinSal-1389-A1-17072018_C015	aPR	237518	240194	8.19299210085847	-0.93712124891267	8.38876889520562e-06	1.2499877049428e-05	8.57683373269775	8.40505461100092	8.51772559178533	7.47770478847019	7.64721901655408	2	2
MinSal-1389-A1-17072018_C001g00061	MinSal-1389-A1-17072018_C015	aPR	241581	245812	3.09556568263124	10.7693739493124	2.5658374442846e-43	9.78947889778854e-43	-2.63859011229038	-2.63859011229038	-2.63859011229038	4.12899230733183	4.15716934848144	1	1
MinSal-1389-A1-17072018_C001g00063	MinSal-1389-A1-17072018_C015	aPR	249852	250374	7.00834607871012	-1.02145833438589	1.09688578086443e-06	1.70157922416149e-06	7.33726203962311	7.27881047684854	7.4082294423407	6.38135154088182	6.25938835354095	2	2
MinSal-1389-A1-17072018_C001g00065	MinSal-1389-A1-17072018_C015	aPR	264466	265628	4.1628532549226	3.05822709720285	5.89433805163183e-15	1.26209932495938e-14	2.00251948669187	1.3328248074129	2.79875571183506	4.76851610846159	5.40815451447965	1	1
MinSal-1389-A1-17072018_C001g00067	MinSal-1389-A1-17072018_C015	aPR	275536	277060	5.64758751847942	8.47805768906333	3.08852414224602e-111	3.54194577163959e-110	-0.410543410196183	-1.77790971065501	-1.30984499755832	7.05731929310443	6.72168585372749	1	1
MinSal-1389-A1-17072018_C001g00071	MinSal-1389-A1-17072018_C015	aPR	277587	282872	7.92899866752255	-1.07764769539987	1.88185559998197e-06	2.89204817322269e-06	8.11273128154122	8.4495294034186	8.23693384027571	7.00672086254585	7.3643666892297	2	2
MinSal-1389-A1-17072018_C001g00075	MinSal-1389-A1-17072018_C015	aPR	283181	284714	4.71850935095649	12.5606345864542	1.26859035564279e-96	1.08691795066562e-95	-2.63859011229038	-2.63859011229038	-2.63859011229038	5.92632953303935	5.92491341316015	1	1
MinSal-1389-A1-17072018_C001g00076	MinSal-1389-A1-17072018_C015	aPR	285189	288665	6.48628082025816	0.567134912450148	0.0152492994673366	0.0188596363249559	5.99155115327283	6.55414771106255	6.05922685876067	6.83545805041495	6.74962102940197	1	1
MinSal-1389-A1-17072018_C001g00077	MinSal-1389-A1-17072018_C013	bHD	7034	7204	3.4465895823082	11.1672834855833	5.48209464873068e-36	1.88206943672983e-35	-2.63859011229038	-2.63859011229038	-2.63859011229038	4.0182853214103	4.91980822548904	1	1
MinSal-1389-A1-17072018_C001g00078	MinSal-1389-A1-17072018_C013	bHD	23634	25849	6.32089383214323	11.5570471964377	1.62280342290828e-122	2.54539722074687e-121	-2.63859011229038	-2.63859011229038	-1.30984499755832	7.82653447353073	7.33113702766593	1	1
MinSal-1389-A1-17072018_C001g00080	MinSal-1389-A1-17072018_C013	bHD	27355	28656	5.54867197268555	13.4383916661544	2.28080171997131e-116	3.01177581240755e-115	-2.63859011229038	-2.63859011229038	-2.63859011229038	6.59727266970013	6.98093036181333	1	1
MinSal-1389-A1-17072018_C001g00081	MinSal-1389-A1-17072018_C013	bHD	29519	33032	7.0280521287635	1.15124198606827	1.47765782474799e-06	2.28092508277293e-06	6.44295359445122	6.05434832924448	6.76719966246902	7.48058758256945	7.70316080577183	1	1
MinSal-1389-A1-17072018_C001g00083	MinSal-1389-A1-17072018_C013	bHD	36920	38283	0.400055810353951	4.87909355424875	4.34762273447842e-09	7.50642259543464e-09	-2.63859011229038	-1.77790971065501	-2.63859011229038	1.20145691215477	0.811598610948031	1	1
MinSal-1389-A1-17072018_C001g00084	MinSal-1389-A1-17072018_C013	bHD	40268	42348	6.02531863036934	-2.6512202698399	3.64558158819913e-11	6.79278857210327e-11	7.01139727282334	6.93549168391688	5.5173720726502	4.04579575076974	3.94072119060295	2	2
MinSal-1389-A1-17072018_C001g00085	MinSal-1389-A1-17072018_C013	bHD	43265	44212	5.57745285074433	13.4684267478251	2.46572732065477e-124	4.11811191103159e-123	-2.63859011229038	-2.63859011229038	-2.63859011229038	6.70164314717471	6.95116543219064	1	1
MinSal-1389-A1-17072018_C001g00091	MinSal-1389-A1-17072018_C013	bHD	50355	52928	5.6111216532773	-1.33447516499458	9.15633036544872e-09	1.56010873147253e-08	5.91225949243353	6.12916987252931	6.03806184344896	4.92485222121394	4.43252408536544	2	2
MinSal-1389-A1-17072018_C001g00093	MinSal-1389-A1-17072018_C013	bHD	59383	62302	6.70488797502643	1.16955288283548	6.34256816550732e-08	1.04516638836278e-07	6.08254456107425	5.92343576689305	6.30936863638002	7.38073311260002	7.16710492626437	1	1
MinSal-1389-A1-17072018_C001g00094	MinSal-1389-A1-17072018_C013	bHD	62487	64214	0.136303180042355	-1.32237795650202	0.0166076030673017	0.0204669462868492	-0.151556482654868	1.25576269447106	0.693551470879163	-0.0547520370603826	-0.900292587304971	2	2
MinSal-1389-A1-17072018_C001g00095	MinSal-1389-A1-17072018_C013	bHD	70344	71773	8.06109491498411	-0.806831045442336	0.000165376799657836	0.000231472862410602	8.35817077665324	8.16933176267379	8.46319185059294	7.62502537420818	7.42468168321694	2	2
MinSal-1389-A1-17072018_C001g00096	MinSal-1389-A1-17072018_C013	bHD	72539	74030	4.45305231900011	-1.18383962701652	2.40300099671529e-06	3.67959527622029e-06	4.94410404040366	4.60100451567876	5.00932159611859	3.82768127668926	3.5189471464209	2	2
MinSal-1389-A1-17072018_C001g00099	MinSal-1389-A1-17072018_C013	bHD	76533	79716	7.06894517693404	-1.26682554000492	0.000151288645714597	0.000212104606394382	7.72394802635027	7.80276509353882	6.52248098361611	6.30696948202923	6.06894010356131	2	2
MinSal-1389-A1-17072018_C001g00100	MinSal-1389-A1-17072018_C013	bHD	81583	86132	5.63198947134003	3.27872014843694	1.11417212858913e-33	3.7028736269086e-33	3.43458450935162	3.85218059650385	2.69439934006002	6.70287801240535	6.69385277848886	1	1
MinSal-1389-A1-17072018_C001g00101	MinSal-1389-A1-17072018_C013	bHD	86610	87999	1.37400822629815	4.62155283007365	1.40518684304638e-14	2.95438042284468e-14	-1.13143169633483	-1.77790971065501	-2.63859011229038	2.04505633841228	2.20664371809254	1	1
MinSal-1389-A1-17072018_C001g00102	MinSal-1389-A1-17072018_C013	bHD	91135	92752	8.03139137061745	-1.41100641730309	1.91942237834332e-10	3.48766634422236e-10	8.36012072893617	8.33126607627386	8.63953571243465	6.9386445925151	7.13424923137961	2	2
MinSal-1389-A1-17072018_C001g00103	MinSal-1389-A1-17072018_C013	bHD	93433	95128	5.99086824762521	7.62355267415665	9.43306613918594e-114	1.13215888945817e-112	0.258405648065043	-0.852962749552427	0.178493577558125	7.12059718077089	7.36928577741016	1	1
MinSal-1389-A1-17072018_C001g00104	MinSal-1389-A1-17072018_C013	bHD	95685	96826	2.91719889906465	1.3580208759869	0.0088535559593801	0.0111639160534165	0.952966898565489	1.72468390108556	3.07297616338535	3.55428856303432	3.36328256437124	1	1
MinSal-1389-A1-17072018_C001g00105	MinSal-1389-A1-17072018_C013	bHD	98788	101114	5.46684503488146	-2.9167437712065	2.21671294847445e-28	6.77818002656265e-28	6.18583667334177	6.31632728538965	5.78211145979784	3.39227992306103	3.02386489076637	2	2
MinSal-1389-A1-17072018_C001g00108	MinSal-1389-A1-17072018_C013	bHD	109387	112032	8.16854748657604	0.75311978968505	0.000678047539046553	0.000917631558778136	7.74797538745486	7.56594139237065	8.09042347073802	8.65378809320294	8.47927623810759	1	1
MinSal-1389-A1-17072018_C001g00109	MinSal-1389-A1-17072018_C013	bHD	112542	113807	9.03215337774811	-1.50717838040338	5.21864832376831e-12	1.0045898023254e-11	9.45011192904361	9.47890548227622	9.47275640806561	7.91417052242765	8.00577650330822	2	2
MinSal-1389-A1-17072018_C001g00110	MinSal-1389-A1-17072018_C013	bHD	116588	119342	5.38084323246405	4.53920879179498	1.7981839665389e-73	1.07474120338802e-72	1.83316353044624	1.98556583452408	2.39477385518276	6.52510937727173	6.55827102726601	1	1
MinSal-1389-A1-17072018_C001g00111	MinSal-1389-A1-17072018_C013	bHD	120356	120968	4.23456801611704	12.0381629683044	1.23331281402307e-69	6.93767711038217e-69	-2.63859011229038	-2.63859011229038	-2.63859011229038	5.21007947828428	5.57641008293735	1	1
MinSal-1389-A1-17072018_C001g00112	MinSal-1389-A1-17072018_C013	bHD	121536	123693	3.98737597245651	11.7677540410109	1.13601017026512e-55	5.23748390318966e-55	-2.63859011229038	-2.63859011229038	-2.63859011229038	4.83984829921593	5.38080933417563	1	1
MinSal-1389-A1-17072018_C001g00113	MinSal-1389-A1-17072018_C013	bHD	124478	126058	0.225773441322883	-1.47371355014722	0.00234374558578413	0.00307367121833978	1.15816059691203	0.679703544398481	0.693551470879163	-0.619707120724834	-0.21077671715741	2	2
MinSal-1389-A1-17072018_C001g00114	MinSal-1389-A1-17072018_C013	bHD	128340	132823	4.43039031082131	5.51271854186905	1.4292763584503e-55	6.57933193264892e-55	-0.726421499315876	0.556591343076558	0.693551470879163	5.41534798277493	5.72067519672627	1	1
MinSal-1389-A1-17072018_C001g00115	MinSal-1389-A1-17072018_C013	bHD	133453	136292	3.74388889062471	11.4981021235359	2.82545222678e-56	1.31389068647675e-55	-2.63859011229038	-2.63859011229038	-2.63859011229038	4.99910641819018	4.72121917689755	1	1
MinSal-1389-A1-17072018_C001g00117	MinSal-1389-A1-17072018_C013	bHD	140043	142453	9.10649824697967	-0.531724371461602	0.018632222776901	0.0228575313147623	9.32091717343504	9.48735741676564	9.04826634720235	8.70845104949357	8.82058558349256	2	2
MinSal-1389-A1-17072018_C001g00118	MinSal-1389-A1-17072018_C013	bHD	145226	146684	6.42574153946407	0.501076919171869	0.0251794464945642	0.0305606833707822	6.01814012582259	6.06002571647044	6.48386899473762	6.63851210412542	6.75652111624519	1	1
MinSal-1389-A1-17072018_C001g00120	MinSal-1389-A1-17072018_C013	bHD	154941	155615	7.29867799737663	-0.702907737097825	0.000943263100503633	0.00126730272442466	7.66732756850122	7.4278617281256	7.52692905067571	6.83151179654104	6.85215397029439	2	2
MinSal-1389-A1-17072018_C001g00121	MinSal-1389-A1-17072018_C013	bHD	159546	161386	5.9573977391571	1.35395665958826	2.93270720813995e-11	5.48172163841795e-11	5.09535435145842	5.2784171913308	5.34712341865866	6.6111505418663	6.57184826314176	1	1
MinSal-1389-A1-17072018_C001g00122	MinSal-1389-A1-17072018_C013	bHD	163058	164977	6.73697368300548	5.09514832238974	2.19195256421667e-67	1.19230153699455e-66	3.31100024688357	2.85513099328882	2.25501372593459	7.73141464080002	8.1721748592063	1	1
MinSal-1389-A1-17072018_C001g00123	MinSal-1389-A1-17072018_C013	bHD	165212	167895	7.43870251459748	15.3788395481213	1.22445258970961e-181	2.50337220840974e-179	-2.63859011229038	-2.63859011229038	-2.63859011229038	8.73886759425882	8.74264479316473	1	1
MinSal-1389-A1-17072018_C001g00124	MinSal-1389-A1-17072018_C013	bHD	168667	170492	3.28865841011422	10.9881835928662	6.66520943585054e-47	2.65043774280066e-46	-2.63859011229038	-2.63859011229038	-2.63859011229038	4.44162784859496	4.27368935691304	1	1
MinSal-1389-A1-17072018_C001g00125	MinSal-1389-A1-17072018_C013	bHD	171024	171485	4.93700305461918	12.7940936232028	8.42634565635266e-70	4.74903074111358e-69	-2.63859011229038	-2.63859011229038	-2.63859011229038	5.68524518987379	6.51453692642077	1	1
MinSal-1389-A1-17072018_C001g00126	MinSal-1389-A1-17072018_C013	bHD	172254	177181	3.04487866244184	10.7118168228107	2.05903062080276e-41	7.67315685150194e-41	-2.63859011229038	-2.63859011229038	-2.63859011229038	3.98618874675862	4.17974578001993	1	1
MinSal-1389-A1-17072018_C001g00127	MinSal-1389-A1-17072018_C013	bHD	179015	180790	5.79737709276682	13.6975263428417	8.19426238648409e-115	1.0228164566203e-113	-2.63859011229038	-2.63859011229038	-2.63859011229038	6.80932570739108	7.27457743409686	1	1
MinSal-1389-A1-17072018_C001g00130	MinSal-1389-A1-17072018_C013	bHD	184909	185400	7.84456520791677	-2.27903071624332	2.67088740997303e-25	7.67233113068318e-25	8.32461187313962	8.482668917184	8.39511613815776	6.16634457636265	6.08397955024813	2	2
MinSal-1389-A1-17072018_C001g00133	MinSal-1389-A1-17072018_C013	bHD	201353	202172	4.21788575496134	12.0196732812132	5.54578124172017e-73	3.28480888932656e-72	-2.63859011229038	-2.63859011229038	-2.63859011229038	5.50018493563041	5.26240942726576	1	1
MinSal-1389-A1-17072018_C001g00134	MinSal-1389-A1-17072018_C013	bHD	202558	205566	3.47765300490981	8.526975979263	5.38487239513978e-50	2.27561713690547e-49	-2.63859011229038	-1.77790971065501	-2.63859011229038	4.61168323651899	4.52359062025141	1	1
MinSal-1389-A1-17072018_C001g00137	MinSal-1389-A1-17072018_C013	bHD	206707	207172	6.54120080851126	0.918227969031011	3.43434363759876e-05	4.97003256707909e-05	6.02142955449447	6.08808228100022	6.17038989128436	6.76862808784309	7.21707460272186	1	1
MinSal-1389-A1-17072018_C001g00138	MinSal-1389-A1-17072018_C013	bHD	209599	213699	7.52348522986595	-2.78319133780381	2.27692149454957e-20	5.76424745567224e-20	8.52736672321685	8.14081810049999	7.58097856437655	5.48447386805418	5.21583355364681	2	2
MinSal-1389-A1-17072018_C001g00139	MinSal-1389-A1-17072018_C013	bHD	215135	218011	6.18020225000652	-2.91067552400519	2.83639884054926e-37	9.89818053302918e-37	6.77071563112063	6.89635901203358	6.7800048804667	3.81403236018318	4.01792942845197	2	2
MinSal-1389-A1-17072018_C001g00140	MinSal-1389-A1-17072018_C013	bHD	229961	232010	3.66924200821838	11.415664504127	1.8582106046411e-50	7.88642138505159e-50	-2.63859011229038	-2.63859011229038	-2.63859011229038	4.55263650583009	4.98535443883423	1	1
MinSal-1389-A1-17072018_C001g00142	MinSal-1389-A1-17072018_C013	bHD	235060	236536	7.369661967142	-0.747839224583435	0.000564845745674812	0.000768288696055508	7.71381730747564	7.50168525044483	7.66103406379417	7.00371796125732	6.74647368337421	2	2
MinSal-1389-A1-17072018_C001g00143	MinSal-1389-A1-17072018_C013	bHD	237354	239674	5.71205994159401	9.10912308643702	1.79664812354638e-103	1.76655501235597e-102	-1.13143169633483	-1.77790971065501	-1.30984499755832	7.20581332416444	6.68335765708808	1	1
MinSal-1389-A1-17072018_C001g00144	MinSal-1389-A1-17072018_C013	bHD	239885	242205	3.71118468551472	11.4628039910539	6.36021875026832e-40	2.31774658699083e-39	-2.63859011229038	-2.63859011229038	-2.63859011229038	4.32136020960362	5.20853267198159	1	1
MinSal-1389-A1-17072018_C001g00145	MinSal-1389-A1-17072018_C013	bHD	242993	246288	8.13181541272803	-1.67728052543773	8.88881206771384e-15	1.88692326349715e-14	8.61107889538552	8.46939766209015	8.71064999516576	6.91699401828728	6.93079056534309	2	2
MinSal-1389-A1-17072018_C001g00146	MinSal-1389-A1-17072018_C013	bHD	247118	250143	6.02945971748285	2.0965017680603	1.53347448684762e-20	3.90045913021001e-20	4.97157359421962	4.79731965425306	4.58213077392869	7.05876676329254	6.6971169079826	1	1
MinSal-1389-A1-17072018_C001g00147	MinSal-1389-A1-17072018_C013	bHD	250423	251774	2.26058280876907	9.80426455789275	2.87616754514606e-26	8.45034557738901e-26	-2.63859011229038	-2.63859011229038	-2.63859011229038	3.43451933913144	2.89335227611805	1	1
MinSal-1389-A1-17072018_C001g00149	MinSal-1389-A1-17072018_C013	bHD	255327	255851	5.23071685961777	10.4298473825309	5.368403953989e-113	6.36585340864016e-112	-1.696546282436	-2.63859011229038	-2.63859011229038	6.53623595472614	6.39500984010354	1	1
MinSal-1389-A1-17072018_C001g00150	MinSal-1389-A1-17072018_C013	bHD	256871	257293	7.89138609194407	15.8369243918616	4.86948320014603e-187	1.3748174235079e-184	-2.63859011229038	-2.63859011229038	-2.63859011229038	9.0419337144299	9.34011456104848	1	1
MinSal-1389-A1-17072018_C001g00154	MinSal-1389-A1-17072018_C013	bHD	271021	272431	6.55451772195324	3.56245278866166	9.98733935492359e-49	4.09508541046625e-48	4.29928093475059	4.25001690335407	3.70353026375242	7.74915500056836	7.59917534433407	1	1
MinSal-1389-A1-17072018_C001g00155	MinSal-1389-A1-17072018_C013	bHD	275586	277957	3.58635969481012	11.3228294382265	8.97464972000475e-55	4.08998448807903e-54	-2.63859011229038	-2.63859011229038	-2.63859011229038	4.71076242222899	4.67429168937987	1	1
MinSal-1389-A1-17072018_C001g00156	MinSal-1389-A1-17072018_C013	bHD	281265	281952	9.38245098457903	-1.13068036899446	4.62661941043089e-07	7.29747977771874e-07	9.61704741406348	9.76292427288642	9.82447800858328	8.60343338903182	8.6103983705394	2	2
MinSal-1389-A1-17072018_C001g00159	MinSal-1389-A1-17072018_C013	bHD	289215	289896	5.61725718964025	13.5099923525115	1.24029103122804e-119	1.75925491008399e-118	-2.63859011229038	-2.63859011229038	-2.63859011229038	6.69110389692244	7.03507212526535	1	1
MinSal-1389-A1-17072018_C001g00160	MinSal-1389-A1-17072018_C013	bHD	290145	291222	4.74895981295249	-5.84063207341949	7.25289818182586e-74	4.35688280851525e-73	5.33628034298799	5.67972158589554	5.58460394234521	0.0105294686101841	-0.134522921921183	2	2
MinSal-1389-A1-17072018_C001g00161	MinSal-1389-A1-17072018_C013	bHD	292771	293409	5.7336819358377	2.51636626065736	6.58958206990936e-26	1.91894067251928e-25	4.13892527924396	4.47066887651471	3.78201175357143	6.56368266342261	6.78992370966161	1	1
MinSal-1389-A1-17072018_C001g00162	MinSal-1389-A1-17072018_C013	bHD	294308	297281	7.51760088585817	-0.859602373184183	6.17536613183677e-05	8.8077329313592e-05	7.68713959809694	7.73340080034798	7.98515433290795	6.88035358936257	7.0127157915547	2	2
MinSal-1389-A1-17072018_C001g00164	MinSal-1389-A1-17072018_C013	bHD	305352	309864	7.02633362293971	-0.5420369312801	0.0103875009613647	0.0130013707409608	7.18717663888847	7.23431082143236	7.24695465248007	6.83038230995836	6.5152767988635	2	2
MinSal-1389-A1-17072018_C001g00165	MinSal-1389-A1-17072018_C013	bHD	310013	311185	6.22971860538493	1.33241070021527	3.88817240263146e-09	6.72490495192588e-09	5.45780582893589	5.82350531533579	5.23068604758356	6.81732925605604	6.90392212534848	1	1
MinSal-1389-A1-17072018_C001g00169	MinSal-1389-A1-17072018_C013	bHD	321909	329773	5.41654613560435	1.20083470822074	1.47927230789978e-08	2.50231255735743e-08	4.64468052340722	4.85070313237114	4.87253721571094	6.14378936738219	5.81021779618673	1	1
MinSal-1389-A1-17072018_C001g00170	MinSal-1389-A1-17072018_C013	bHD	330070	332384	7.50672641105737	-1.86540162708672	1.3473430806308e-17	3.15746921939131e-17	8.11811854027531	7.99358624411914	7.90412758331205	6.19295344670898	6.09589923646634	2	2
MinSal-1389-A1-17072018_C001g00173	MinSal-1389-A1-17072018_C013	bHD	339148	340620	9.41431009300264	-0.909324660172785	4.41791292374035e-05	6.35155327954814e-05	9.78733217840785	9.66689988312007	9.68506728256111	8.73901807715096	8.86813060323271	2	2
