gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	average	ward.D
MvSl-1064-A1-R4_A1g00591	MvSl-1064-A1-R4_A1	aMAT	552007	553387	3.87673158798308	-4.27235892354258	9.78488137151248e-25	1.34920888459774e-22	1.02752521223267	0.0609479754538369	4.38059268149103	5.13984479412391	2	2
MvSl-1064-A1-R4_A1g00594	MvSl-1064-A1-R4_A1	aMAT	1098507	1099824	5.06294719712302	-1.83591027063648	7.10562319015406e-13	5.02032831839893e-11	4.10119331071131	3.61560976993062	5.78849002220007	5.62248541754509	2	2
MvSl-1064-A1-R4_A1g00624	MvSl-1064-A1-R4_A1	aMAT	907140	907771	6.80534783971282	-0.708893365785996	0.000113262787303084	0.00254142668938075	6.40832420479957	6.40876904378933	7.18089707604805	7.0497029407889	2	2
MvSl-1064-A1-R4_A1g00626	MvSl-1064-A1-R4_A1	aMAT	2709667	2711246	3.04537355176389	-1.25464439893052	9.35381393574433e-05	0.00214385403047395	2.36677200938687	2.23832491787058	3.62980677277906	3.44921010394444	2	2
MvSl-1064-A1-R4_A1g00628	MvSl-1064-A1-R4_A1	aMAT	1872072	1874749	6.56626062267035	-3.01880858862758	1.1655040339214e-37	3.11371687062314e-35	4.24117530899334	4.51769771861597	7.6117161297221	7.14964395106646	2	2
MvSl-1064-A1-R4_A1g00635	MvSl-1064-A1-R4_A1	aMAT	1119790	1125248	4.33008315081505	-1.41265676128806	5.3151987722931e-05	0.00127281888807657	3.91936605322988	2.80327568216625	4.69964970351842	5.02527280824576	2	2
MvSl-1064-A1-R4_A1g00642	MvSl-1064-A1-R4_A1	aMAT	1645733	1648754	6.20721472978627	5.10281698205399	1.0553641617222e-97	2.25557705464077e-94	7.23895487249849	7.08239203510697	2.06814053678841	2.11453783113236	1	1
MvSl-1064-A1-R4_A1g00644	MvSl-1064-A1-R4_A1	aMAT	1751427	1752854	5.07674361297767	-1.30657523459233	7.95373387366173e-08	2.99543924607639e-06	4.4269843901183	4.12828781810679	5.70716141954734	5.45734509481822	2	2
MvSl-1064-A1-R4_A1g00646	MvSl-1064-A1-R4_A1	aMAT	2916000	2917527	8.06149538389643	-1.50637324148735	1.15692243235079e-09	5.46438114594855e-08	6.99779344445832	7.23413736352639	8.83905205389343	8.37718303682774	2	2
MvSl-1064-A1-R4_A1g00648	MvSl-1064-A1-R4_A1	aMAT	724341	725782	6.47520755641864	0.646589945723975	0.000603139317342974	0.0115195314296969	6.7842773022143	6.73913138782727	6.08694981453322	6.14451908058049	1	1
MvSl-1064-A1-R4_A1g00668	MvSl-1064-A1-R4_A1	aMAT	1441050	1443387	6.11799761415527	-5.71187301790625	2.15366824852171e-96	3.68234197132242e-93	1.02752521223267	1.745029519793	7.12815356029869	7.05507648155394	2	2
MvSl-1064-A1-R4_A1g00718	MvSl-1064-A1-R4_A1	aMAT	646353	651020	5.27768199775322	1.04223984140124	4.08924951760031e-05	0.00101330417756421	5.44410752500562	5.924666037991	4.82668093333684	4.48208510424398	1	1
MvSl-1064-A1-R4_A1g00745	MvSl-1064-A1-R4_A1	aMAT	1111101	1112366	5.84798236258706	1.86815355489501	2.86651003310521e-17	2.95250533409837e-15	6.6060647430523	6.37722265454949	4.50400658917958	4.74993764139611	1	1
MvSl-1064-A1-R4_A1g00752	MvSl-1064-A1-R4_A1	aMAT	1010063	1012204	3.56641247096952	-5.75445442507586	7.23914215538545e-43	2.69075766462566e-40	-0.582278340320848	-1.38279581846911	4.6270300587653	4.46064974965052	2	2
MvSl-1064-A1-R4_A1g00763	MvSl-1064-A1-R4_A1	aMAT	1144687	1148015	0.613957130769356	-4.02943388936938	3.4394807983691e-10	1.77133261116009e-08	-1.37957349844919	-2.75753678681721	1.01022669503295	1.91884175972767	2	2
MvSl-1064-A1-R4_A1g00779	MvSl-1064-A1-R4_A1	aMAT	782234	783980	7.82076221929884	0.677992554798653	0.00121858487721024	0.0208014936563317	8.14521570724367	8.09434628298237	7.43377581492111	7.45079047470192	1	1
MvSl-1064-A1-R4_A1g00853	MvSl-1064-A1-R4_A1	aMAT	1834558	1837865	6.99070305347598	-1.48730140148375	2.68777248605036e-15	2.29777669832445e-13	6.04715986918702	6.08246141160199	7.57639500235117	7.52495334824125	2	2
MvSl-1064-A1-R4_A1g00854	MvSl-1064-A1-R4_A1	aMAT	1796095	1800988	7.27391873975088	0.751578847712186	0.000343103931947406	0.00685326054723919	7.59018256070624	7.61141839737191	6.64883029127825	7.02618350421352	1	1
MvSl-1064-A1-R4_A1g00923	MvSl-1064-A1-R4_A1	aMAT	3070504	3073816	4.05664380840329	1.12518111491411	9.3990616023286e-05	0.00214846464273549	4.55142341839898	4.4601806543527	3.13167637655954	3.60712597272026	1	1
MvSl-1064-A1-R4_A1g00929	MvSl-1064-A1-R4_A1	aMAT	3137879	3139458	1.3178532579121	1.83408372147673	0.000130504174964808	0.00287546441178902	2.31289959945622	1.37745787589555	-0.0721973352455103	0.388749813464809	1	1
MvSl-1064-A1-R4_A1g00958	MvSl-1064-A1-R4_A1	aMAT	1995562	1995873	6.88895615032583	-0.561034723857785	0.00304580747637689	0.0445608658066426	6.49251879313251	6.66603944036257	7.21896930572582	7.06161707788495	2	2
MvSl-1064-A1-R4_A1g00970	MvSl-1064-A1-R4_A1	aMAT	2512310	2513349	6.8375595544732	0.874880084523172	6.97094999352419e-06	0.000192240811273027	7.22169935155292	7.19616515831828	6.49494911484283	6.15456625548776	1	1
MvSl-1064-A1-R4_A1g00972	MvSl-1064-A1-R4_A1	aMAT	2516666	2518918	6.20288973551186	-1.73438167108415	1.81073861103992e-15	1.57959228426329e-13	5.08293823936642	5.10252339225808	7.03357784195845	6.57935101438661	2	2
MvSl-1064-A1-R4_A1g00977	MvSl-1064-A1-R4_A1	aMAT	3035765	3037588	5.5850952931506	-3.06503397882804	1.92954366800008e-41	5.89131029204738e-39	3.37249901605948	3.3681726138369	6.3586265097501	6.486066692073	2	2
MvSl-1064-A1-R4_A1g00997	MvSl-1064-A1-R4_A1	aMAT	1970332	1974462	5.93035824966693	-3.50937828864906	8.23933122689543e-55	4.40237766617056e-52	3.40504750270699	3.21553905834325	6.86357204047136	6.75471385741241	2	2
MvSl-1064-A1-R4_A1g01007	MvSl-1064-A1-R4_A1	aMAT	1400757	1402594	5.55106632174798	3.10020839186857	7.75441411398153e-33	1.6573121565107e-30	6.55040854573672	6.20454913338215	3.03207547856363	3.52689401054721	1	1
MvSl-1064-A1-R4_A1g01021	MvSl-1064-A1-R4_A1	aMAT	1578575	1582088	0.474419235964352	4.38716507976427	9.00562461448178e-11	4.99929122267563e-09	1.64411692610473	0.882984303345363	-1.94223759600466	-2.68326546939612	1	1
MvSl-1064-A1-R4_A1g01049	MvSl-1064-A1-R4_A1	aMAT	1304949	1306659	5.68079335016537	0.997497082781669	2.45288205897039e-06	7.38369321202038e-05	6.15155898242206	6.03244922983199	4.95088360383122	5.23129070420367	1	1
MvSl-1064-A1-R4_A1g01135	MvSl-1064-A1-R4_A1	aMAT	1112670	1116562	5.74957933453247	0.91701978600882	1.03869663493144e-05	0.000281898969270758	6.12249351365797	6.14719621407937	5.31102984781435	5.12174963482649	1	1
MvSl-1064-A1-R4_A1g01137	MvSl-1064-A1-R4_A1	aMAT	1213232	1215281	6.18690331107568	-0.592036628840566	0.00189974715641928	0.0300202189283334	5.90419459487158	5.81784882322971	6.44741370491502	6.4583961045167	2	2
MvSl-1064-A1-R4_A1g01138	MvSl-1064-A1-R4_A1	aMAT	430224	432154	5.39300314024907	2.36543372638174	6.00350509731105e-22	7.43825580824814e-20	6.2887021812733	5.95894806873334	3.90528431329755	3.63290815207567	1	1
MvSl-1064-A1-R4_A1g01162	MvSl-1064-A1-R4_A1	aMAT	1294048	1294371	2.36443783309386	5.63900876461223	1.33929318788632e-25	2.0087048181123e-23	3.02421388602037	3.52992685787981	-2.27187523692906	-1.41343752247093	1	1
MvSl-1064-A1-R4_A1g01163	MvSl-1064-A1-R4_A1	aMAT	1297181	1298512	4.00094094574021	3.61722515080325	5.64768585403277e-30	9.85348293186247e-28	4.93252843699035	4.81681001137654	1.22227250870806	1.39375878081131	1	1
MvSl-1064-A1-R4_A1g01164	MvSl-1064-A1-R4_A1	aMAT	3033187	3035601	4.6089057412835	-0.782988706147172	0.00169395117278343	0.0273754037355871	4.05681556040975	4.27244139810623	5.00442242515322	4.89016051141383	2	2
MvSl-1064-A1-R4_A1g01174	MvSl-1064-A1-R4_A1	aMAT	2576791	2577822	6.02802853343885	-1.34368868293586	9.53149915547753e-11	5.2570829858179e-09	5.23551822042221	5.17957394086121	6.69322682746323	6.38917041547907	2	2
MvSl-1064-A1-R4_A1g01212	MvSl-1064-A1-R4_A1	aMAT	1300472	1304579	3.68177684873166	-1.9167595748157	3.57141148106849e-07	1.23112890127639e-05	2.37993155290134	2.51298609107844	3.70816929831437	4.78772691214383	2	2
MvSl-1064-A1-R4_A1g01220	MvSl-1064-A1-R4_A1	aMAT	2575916	2576612	7.46821143930384	3.39666455070441	9.22885934122775e-53	4.64103050047977e-50	8.30272047878928	8.3689361678777	4.99242779739031	4.89283051717361	1	1
MvSl-1064-A1-R4_A1g01253	MvSl-1064-A1-R4_A1	aMAT	525538	526703	6.66784277432987	-0.854931712843268	4.91255562001714e-05	0.00119310903396382	5.95783539048602	6.37066545383349	7.13143876593544	6.9274221434498	2	2
MvSl-1064-A1-R4_A1g01261	MvSl-1064-A1-R4_A1	aMAT	2598714	2598931	9.09556689123363	-2.18867754788844	2.79512182817987e-12	1.88153515819762e-10	7.93867707959778	7.21413205877093	9.84532634387593	9.77286924040834	2	2
MvSl-1064-A1-R4_A1g01288	MvSl-1064-A1-R4_A1	aMAT	1186986	1189109	5.74014590304055	1.13732798221784	1.01642384085453e-06	3.26411375544663e-05	6.01483521766151	6.35994602588474	5.2478558242688	4.84950586770786	1	1
MvSl-1064-A1-R4_A1g01290	MvSl-1064-A1-R4_A1	aMAT	1185421	1186806	5.58068721022354	1.44812184917338	1.49079639619217e-11	9.03887829152261e-10	6.18848928096984	6.06429042435209	4.76597288351	4.59460392656458	1	1
MvSl-1064-A1-R4_A1g01302	MvSl-1064-A1-R4_A1	aMAT	2775123	2776609	6.14870373817469	6.30718683106387	4.823479952132e-106	2.06179650553882e-102	6.95171663547283	7.28384236280194	0.619046564179106	1.12972397181356	1	1
MvSl-1064-A1-R4_A1g01347	MvSl-1064-A1-R4_A1	aMAT	2994712	2997178	6.96693218620132	1.10200975814097	5.33470625176444e-09	2.29177908273036e-07	7.47609447645738	7.34992234060015	6.24796112933731	6.37587214141517	1	1
MvSl-1064-A1-R4_A1g01375	MvSl-1064-A1-R4_A1	aMAT	901642	902941	4.90234177999643	0.846875735749152	0.000520405000234859	0.0101112326068359	5.24633670096996	5.27746575077147	4.5797135479921	4.23515518327791	1	1
MvSl-1064-A1-R4_A1g01376	MvSl-1064-A1-R4_A1	aMAT	903456	904193	5.36741815243119	0.760387736827012	0.00106488246906467	0.0186550824344956	5.83181894048967	5.54687214159775	4.77440321902534	5.08486386268509	1	1
MvSl-1064-A1-R4_A1g01383	MvSl-1064-A1-R4_A1	aMAT	914330	919259	5.72389300464785	1.91842935122488	1.22163822751367e-17	1.27363234231882e-15	6.54092013079647	6.20454913338215	4.4835857258908	4.45343326835282	1	1
MvSl-1064-A1-R4_A1g01384	MvSl-1064-A1-R4_A1	aMAT	1838292	1841771	7.46168728441428	-0.94779204512888	4.73792906115575e-06	0.000134121044847088	6.79904822199274	7.01671359507054	7.92988385252712	7.78491261513691	2	2
MvSl-1064-A1-R4_A1g01404	MvSl-1064-A1-R4_A1	aMAT	1207176	1208666	2.637666471122	-5.51666392412234	2.09843653162403e-31	4.07716679746677e-29	-1.56888084952696	-1.38279581846911	3.55348808237892	3.67694715288774	2	2
MvSl-1064-A1-R4_A1g01418	MvSl-1064-A1-R4_A1	aMAT	1151741	1153580	3.68124695118662	3.35122140360322	4.10429725612509e-19	4.49841503110428e-17	4.63612423066039	4.41946263323727	0.619046564179106	1.66763913530908	1	1
MvSl-1064-A1-R4_A1g01432	MvSl-1064-A1-R4_A1	aMAT	1966448	1967834	4.82725169500408	1.19652808975305	1.15428662088725e-05	0.000311293259367985	5.20256733821071	5.39359827830412	3.74866530956178	4.39812740652162	1	1
MvSl-1064-A1-R4_A1g01459	MvSl-1064-A1-R4_A1	aMAT	3256296	3256583	0.604404840113704	5.48360974426558	2.93151105510307e-14	2.35303203860169e-12	1.55410467106722	1.40338845939184	-2.27187523692906	-3.31105332834029	1	1
MvSl-1064-A1-R4_A1g01493	MvSl-1064-A1-R4_A1	aMAT	3342886	3345193	0.143937875720446	-2.93002396848639	1.66786192681528e-06	5.14749155680281e-05	-0.926535426603776	-2.75753678681721	0.715598021809095	1.16549432534523	2	2
MvSl-1064-A1-R4_A1g01494	MvSl-1064-A1-R4_A1	aMAT	3345781	3348549	7.31833678622383	-0.924508323456817	0.000134886194065002	0.00295677454631206	6.99565780432418	6.5358234285667	7.43155655380913	7.93979352293208	2	2
MvSl-1064-A1-R4_MC01-1g01699	MvSl-1064-A1-R4_MC01-1	Chr01	14920	16821	5.53911353077359	-1.31958321757356	4.77711499197092e-10	2.37439279455578e-08	4.75956691542415	4.71436641042148	6.11819521367724	5.98600814482452	2	2
MvSl-1064-A1-R4_MC01-1g01722	MvSl-1064-A1-R4_MC01-1	Chr01	38506	38703	1.26254271114647	1.5775948886523	0.000191005662185597	0.00401261645330755	1.86609839306737	1.745029519793	0.344942074929153	0.262306338649259	1	1
MvSl-1064-A1-R4_MC01-1g01740	MvSl-1064-A1-R4_MC01-1	Chr01	53416	54394	3.56450683158804	0.895446107542376	0.00247035024064036	0.0375783348883176	3.99828575202725	3.87388693388981	3.1229005991065	2.97198566399619	1	1
MvSl-1064-A1-R4_MC01-1g01777	MvSl-1064-A1-R4_MC01-1	Chr01	97489	102257	0.893480164907945	1.69655926134731	0.000204772444624697	0.00426975519291838	1.40759125720863	1.50268714970483	-0.243174441631497	-0.0296366851500259	1	1
MvSl-1064-A1-R4_MC01-1g01783	MvSl-1064-A1-R4_MC01-1	Chr01	107424	108928	1.67053336834904	3.17905727678028	5.64087932433816e-11	3.21492515625113e-09	2.62067391410038	2.30861935426712	-1.25267807320636	-0.0296366851500259	1	1
MvSl-1064-A1-R4_MC01-1g01827	MvSl-1064-A1-R4_MC01-1	Chr01	155329	157048	4.68849293451626	1.98851460250994	1.14373104672398e-11	6.98411194174521e-10	5.64141789896954	5.00639517659063	3.20834488781635	3.53375308382408	1	1
MvSl-1064-A1-R4_MC01-1g01829	MvSl-1064-A1-R4_MC01-1	Chr01	157897	159517	5.48430587045228	0.721753446305824	0.00113704264923201	0.0196956419880545	5.94350348359203	5.63842312456228	5.04911364282023	5.10802774821093	1	1
MvSl-1064-A1-R4_MC01-1g01917	MvSl-1064-A1-R4_MC01-1	Chr01	269901	270905	7.59736068494705	0.686271397975776	0.000717916019415202	0.0133423131521317	7.97300483488637	7.82253666641217	7.20500460678491	7.22256038220884	1	1
MvSl-1064-A1-R4_MC01-1g01952	MvSl-1064-A1-R4_MC01-1	Chr01	318422	318709	7.18922072372092	-0.60724426053151	0.00179644653565722	0.0288139238899317	6.77745642290752	6.92738387260618	7.4945683324949	7.42704062543757	2	2
MvSl-1064-A1-R4_MC01-1g01975	MvSl-1064-A1-R4_MC01-1	Chr01	350124	350737	8.75035224645576	1.83145412408088	5.50741038903571e-13	3.95654213578708e-11	9.4115394596985	9.37374611348245	7.56510150330325	7.55855206005073	1	1
MvSl-1064-A1-R4_MC01-1g01978	MvSl-1064-A1-R4_MC01-1	Chr01	352636	356043	5.93138670153571	2.10500970635389	5.56090299898333e-16	5.28223997092317e-14	6.91997266723024	6.25970895075312	4.33572631274535	4.69592413014244	1	1
MvSl-1064-A1-R4_MC01-1g01992	MvSl-1064-A1-R4_MC01-1	Chr01	366735	370125	7.96861335282046	0.782766935310449	0.000393147566677657	0.00774428236757441	8.26398445214359	8.34926831521851	7.64351110416195	7.3953812357969	1	1
MvSl-1064-A1-R4_MC01-1g02004	MvSl-1064-A1-R4_MC01-1	Chr01	379579	380191	2.19976469412266	4.1683417427872	5.69614719193339e-19	6.08704529297981e-17	3.24165060676541	2.90661208065218	-1.25267807320636	-0.504289503564201	1	1
MvSl-1064-A1-R4_MC01-1g02005	MvSl-1064-A1-R4_MC01-1	Chr01	379911	381720	5.25749953824051	-1.56253053637214	7.13832740865351e-12	4.42214210265064e-10	4.28380580043032	4.27595469853086	5.72756565871641	5.94027843402039	2	2
MvSl-1064-A1-R4_MC01-1g02007	MvSl-1064-A1-R4_MC01-1	Chr01	382362	382675	5.1255522162574	0.729014746769918	0.00259010685783182	0.0387790254423892	5.35861402013353	5.52193774659233	4.90299064049124	4.49970778205204	1	1
MvSl-1064-A1-R4_MC01-1g02008	MvSl-1064-A1-R4_MC01-1	Chr01	383122	384434	8.28443545164454	-1.07063334862245	0.00140922475932524	0.0233931310047989	8.0889802242854	7.02352213696265	8.39901134154811	8.98697067505265	2	2
MvSl-1064-A1-R4_MC01-1g02009	MvSl-1064-A1-R4_MC01-1	Chr01	384760	385725	8.65376783269277	-0.883746689992225	0.00174273448229637	0.0280049569344957	8.41884316894961	7.80804964964748	8.85420970999824	9.18499747179457	2	2
MvSl-1064-A1-R4_MC01-1g02022	MvSl-1064-A1-R4_MC01-1	Chr01	406833	408842	3.3751738191286	1.68438405775345	4.0541474782223e-07	1.39192396752299e-05	4.01946288158502	3.92401113304385	2.58511286597874	1.96016230058833	1	1
MvSl-1064-A1-R4_MC01-1g02046	MvSl-1064-A1-R4_MC01-1	Chr01	429728	431119	3.61438901937339	1.06833938990692	0.000527174226304874	0.0101964082820823	4.21937817788639	3.84579421241006	2.83123209275779	3.12516578190208	1	1
MvSl-1064-A1-R4_MC01-1g02082	MvSl-1064-A1-R4_MC01-1	Chr01	484788	486625	7.161669707653	-1.78206289246969	3.00732798706312e-14	2.38052286679653e-12	6.01061103951606	6.01573592992376	8.07201402441944	7.44852374964649	2	2
MvSl-1064-A1-R4_MC01-1g02161	MvSl-1064-A1-R4_MC01-1	Chr01	604276	606975	3.11631217594502	-1.61238921104966	4.01225047943913e-05	0.000997114225253637	1.48270706823946	2.5598544265307	3.89501216260291	3.49912688642097	2	2
MvSl-1064-A1-R4_MC01-1g02180	MvSl-1064-A1-R4_MC01-1	Chr01	653570	656228	4.20625892518998	-1.01967686379668	0.000391310986057634	0.00774379078658961	3.39859628624238	3.80260202866746	4.81037591622048	4.42050480637111	2	2
MvSl-1064-A1-R4_MC01-1g02186	MvSl-1064-A1-R4_MC01-1	Chr01	669160	669324	5.0360967671502	0.865460841444836	0.000341471860139228	0.0068366345019444	5.57574262805614	5.20559801150318	4.51074981138685	4.56812164468447	1	1
MvSl-1064-A1-R4_MC01-1g02207	MvSl-1064-A1-R4_MC01-1	Chr01	720371	720718	0.755689079369656	8.9328948771329	1.1015894480709e-08	4.57159620949424e-07	2.56414885236093	-1.21559769762812	-3.31105332834029	-3.31105332834029	1	1
