gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_A1g00037	MvSl-1064-A1-R4_A1	aMAT	71408	72880	4.75501338891553	0.136255457478896	0.574838683434355	0.988653194388477	4.9119358261373	4.72541140838476	4.79697354724339	4.56535871832412
MvSl-1064-A1-R4_A1g00039	MvSl-1064-A1-R4_A1	aMAT	77299	78423	8.13029891103732	0.295654365773951	0.197884604379074	0.74634468472579	8.19938567385797	8.33841596638888	7.8277203639794	8.10867375325113
MvSl-1064-A1-R4_A1g00040	MvSl-1064-A1-R4_A1	aMAT	79342	82258	1.20757112585526	-0.210587364566967	0.61862469599741	0.992220679213562	0.954052634919192	1.2312056314615	1.43392064413429	1.15693465162745
MvSl-1064-A1-R4_A1g00046	MvSl-1064-A1-R4_A1	aMAT	89113	90244	3.92817094670345	0.169211791794258	0.537838698350038	0.982846646554263	4.09385307397036	3.92210427901537	3.78275075918115	3.89932720241487
MvSl-1064-A1-R4_A1g00047	MvSl-1064-A1-R4_A1	aMAT	90443	91903	5.04481317835272	0.107545890091348	0.643703604718972	0.996305526724478	4.97777367562283	5.20806921266987	4.93926411193276	5.03974409080039
MvSl-1064-A1-R4_A1g00048	MvSl-1064-A1-R4_A1	aMAT	92386	93655	4.83275523135524	0.00496340440285218	0.983053402072898	0.998959978276458	4.85107960668914	4.81925225012522	4.83505840336325	4.8255020994466
MvSl-1064-A1-R4_A1g00049	MvSl-1064-A1-R4_A1	aMAT	94248	95819	5.35908275453001	0.0124921250770444	0.955603462328334	0.998959978276458	5.36605835407329	5.36457661523405	5.49171313924727	5.19921626950343
MvSl-1064-A1-R4_A1g00050	MvSl-1064-A1-R4_A1	aMAT	96486	99661	5.53162931951698	-0.306528717607816	0.304815564188821	0.87633891049644	4.75324802814945	5.80056656751746	5.53862787814229	5.80157226970952
MvSl-1064-A1-R4_A1g00051	MvSl-1064-A1-R4_A1	aMAT	101324	106023	6.87978574466042	0.52324713019088	0.0264756497502976	0.234053415448639	6.81308686031359	7.36929053100265	6.3442514001597	6.80865994089193
MvSl-1064-A1-R4_A1g00052	MvSl-1064-A1-R4_A1	aMAT	106474	107890	1.1834913914912	-0.23356881850306	0.618069064854075	0.992217368924189	0.91321855616809	1.19870760421369	0.707378558819523	1.69994065582401
MvSl-1064-A1-R4_A1g00053	MvSl-1064-A1-R4_A1	aMAT	108409	108819	6.62988110065716	0.0841445263714498	0.669465747690949	0.996305526724478	6.56713055192693	6.76847584398651	6.47738692731895	6.6894092922582
MvSl-1064-A1-R4_A1g00054	MvSl-1064-A1-R4_A1	aMAT	111120	112733	2.5307560354355	-0.265655342459964	0.464915664844762	0.96854111569541	2.24752638663135	2.52270111276637	2.32930636887448	2.91774775931033
MvSl-1064-A1-R4_A1g00055	MvSl-1064-A1-R4_A1	aMAT	113646	115349	5.4319293181978	-0.46523462257468	0.0494593756117035	0.35539153673734	5.34893605104713	4.99039549034291	5.81240913314309	5.45521856529686
MvSl-1064-A1-R4_A1g00056	MvSl-1064-A1-R4_A1	aMAT	115614	117044	8.48419608905227	0.138355447703629	0.599940918151514	0.990336156539578	8.22307217978654	8.81918079654483	8.42520806322786	8.40149376586144
MvSl-1064-A1-R4_A1g00057	MvSl-1064-A1-R4_A1	aMAT	118986	121284	4.63413642243218	-0.0539267132736016	0.830858841742364	0.998959978276458	4.38640201028828	4.79771487691699	4.62558018501463	4.69484990073182
MvSl-1064-A1-R4_A1g00058	MvSl-1064-A1-R4_A1	aMAT	121712	122035	0.0146383774669968	0.955066395281425	0.0715272872271701	0.449622401587386	0.100667397384703	0.644558101547494	-0.507788599653723	-0.419690718341168
MvSl-1064-A1-R4_A1g00059	MvSl-1064-A1-R4_A1	aMAT	123729	124006	3.29190261667322	-0.000920076805941984	0.997845963525117	0.999135049016917	2.85512517697513	3.62471888288855	3.23892854453447	3.34349118171197
MvSl-1064-A1-R4_A1g00060	MvSl-1064-A1-R4_A1	aMAT	124165	124371	2.80141820891521	0.149859433145931	0.716057081612359	0.996860773033651	3.24889708780416	2.37054512707856	3.0972516012401	2.22798816627602
MvSl-1064-A1-R4_A1g00061	MvSl-1064-A1-R4_A1	aMAT	125081	126633	7.09765085563215	0.162603277402293	0.3868300123796	0.933436580819944	7.15979579587079	7.19335844808788	6.96557776382176	7.06121037529525
MvSl-1064-A1-R4_A1g00062	MvSl-1064-A1-R4_A1	aMAT	128311	129271	6.13829523100126	-0.157143643717482	0.418037263139145	0.949405164799578	6.05625420787202	6.05887963072178	6.12448815816537	6.29922285911986
MvSl-1064-A1-R4_A1g00063	MvSl-1064-A1-R4_A1	aMAT	130054	132843	5.01896287095698	0.0630736617570665	0.78224236822366	0.998959978276458	5.02884071228354	5.07115644395572	4.97594666120988	4.9985296425457
MvSl-1064-A1-R4_A1g00064	MvSl-1064-A1-R4_A1	aMAT	133237	134512	8.24639368333581	-0.174728640271034	0.446369638974695	0.960701363524654	8.08626892093582	8.22322802500589	8.25983863212818	8.39892234174582
MvSl-1064-A1-R4_A1g00065	MvSl-1064-A1-R4_A1	aMAT	135668	136821	7.26723604006302	0.255212945066144	0.193712396005094	0.740307063847785	7.44270861787344	7.3337224590451	7.12057499987355	7.14763852417573
MvSl-1064-A1-R4_A1g00066	MvSl-1064-A1-R4_A1	aMAT	137505	140273	7.87558514810527	0.0183821844581853	0.936535677011245	0.998959978276458	7.79920501927053	7.96547996918234	7.62764101931015	8.07114896773209
MvSl-1064-A1-R4_A1g00067	MvSl-1064-A1-R4_A1	aMAT	141157	141857	1.44925952731927	-0.224906724820158	0.608691018707256	0.99041439653537	1.45852893087414	1.19870760421369	1.91485709552335	1.06410392921051
MvSl-1064-A1-R4_A1g00068	MvSl-1064-A1-R4_A1	aMAT	142411	144606	1.10921971772964	-0.416612914549844	0.382022211818929	0.929581563618922	0.91321855616809	0.867672919253739	1.72508550144183	0.661155403232136
MvSl-1064-A1-R4_A1g00069	MvSl-1064-A1-R4_A1	aMAT	145335	146902	5.99008783312063	-0.261793578620984	0.242097701260573	0.806542350373642	6.0480258847594	5.62825322267951	6.27753533781399	5.93097788279299
MvSl-1064-A1-R4_A1g00070	MvSl-1064-A1-R4_A1	aMAT	149220	153705	7.26282155523173	0.336319765589407	0.0893091637757068	0.509013720751721	7.45342893687398	7.38832793794516	7.15814690669411	7.00820798529692
MvSl-1064-A1-R4_A1g00071	MvSl-1064-A1-R4_A1	aMAT	154349	157189	4.00897411139292	0.50859934866308	0.0579032733215316	0.39285983635355	4.21639916305824	4.26586769862538	3.71288074210002	3.7582990674212
MvSl-1064-A1-R4_A1g00072	MvSl-1064-A1-R4_A1	aMAT	158422	160299	7.81055592225729	0.10261261775027	0.687551991150308	0.996524998921216	8.13369653079743	7.52444326650909	7.93408455216933	7.55829347292042
MvSl-1064-A1-R4_A1g00073	MvSl-1064-A1-R4_A1	aMAT	160618	163050	5.07982178366556	-0.810212418627011	0.00170292366727229	0.0260782831812603	4.85377959977552	4.33851567768848	5.26811124792001	5.56938997448758
MvSl-1064-A1-R4_A1g00074	MvSl-1064-A1-R4_A1	aMAT	165329	166779	8.72549799684389	0.557579125589668	0.0543375155190684	0.37908975891615	8.62764130080964	9.25889627222614	8.19679301645593	8.61339829049443
MvSl-1064-A1-R4_A1g00076	MvSl-1064-A1-R4_A1	aMAT	171697	173594	7.11813903852141	-0.0449300547076659	0.812026577545406	0.998959978276458	7.02794503367515	7.15998652998313	7.15626786651285	7.12435831887161
MvSl-1064-A1-R4_A1g00077	MvSl-1064-A1-R4_A1	aMAT	173863	176567	6.59603648560366	0.0480406503914973	0.80631835097123	0.998959978276458	6.52624959590431	6.70770381217688	6.44773572071162	6.68616821110215
MvSl-1064-A1-R4_A1g00078	MvSl-1064-A1-R4_A1	aMAT	177417	178892	7.13831743716946	0.994206567174512	8.50572682176481e-05	0.00187887372275148	7.32457000850539	7.74760258786097	6.16429878233308	6.86707332719885
MvSl-1064-A1-R4_A1g00079	MvSl-1064-A1-R4_A1	aMAT	179366	179827	5.670904439342	1.64840318073627	7.87298572254804e-10	3.65585901535739e-08	6.57451497999733	5.88978827645115	4.83270732865925	4.38840959352047
MvSl-1064-A1-R4_A1g00080	MvSl-1064-A1-R4_A1	aMAT	180716	185718	5.51880471155964	1.36885588554686	6.67400034550679e-10	3.11585626941309e-08	6.19153611402845	5.88724135873049	4.64714826350736	4.71534527438104
MvSl-1064-A1-R4_A1g00081	MvSl-1064-A1-R4_A1	aMAT	186136	186867	5.6434947596193	2.76561703221464	6.65692843689554e-28	9.91308463956324e-26	6.65179225329033	6.2081761630931	3.87246653675188	3.48150962027717
MvSl-1064-A1-R4_A1g00106	MvSl-1064-A1-R4_A1	aMAT	192447	192848	2.14740314447276	-1.3508134492233	0.00206752861088609	0.0311101822512599	1.24478107118837	1.41217406870718	3.08939514752218	2.01304035144095
MvSl-1064-A1-R4_A1g00108	MvSl-1064-A1-R4_A1	aMAT	234418	236731	4.99759788251959	0.319221822220254	0.198096393466683	0.746491514123796	4.89892284686239	5.36090980969582	4.8041914609642	4.8558197978545
MvSl-1064-A1-R4_A1g00109	MvSl-1064-A1-R4_A1	aMAT	238849	239016	6.53527158287059	0.145150880103193	0.517550117506442	0.976678780267111	6.34045882108699	6.83011004996791	6.26712581376223	6.63194852561835
MvSl-1064-A1-R4_A1g00110	MvSl-1064-A1-R4_A1	aMAT	239159	240017	8.23707242333296	-0.240263683163192	0.297047483781736	0.871379988904333	8.20097693062813	8.01706433067386	8.41777664806544	8.28334843343658
MvSl-1064-A1-R4_A1g00113	MvSl-1064-A1-R4_A1	aMAT	244443	244638	7.95582779257509	0.0762559215196895	0.734767098333442	0.997257484061847	8.15984133679273	7.80540212130165	7.94255874521243	7.8914424725752
MvSl-1064-A1-R4_A1g00118	MvSl-1064-A1-R4_A1	aMAT	3139638	3144611	5.16386437476527	-1.3977240951907	9.56571406982216e-10	4.37137949317746e-08	4.28602242856926	4.3197496339665	5.73772591787072	5.65410680753345
MvSl-1064-A1-R4_A1g00120	MvSl-1064-A1-R4_A1	aMAT	581878	584313	3.80179039874747	-0.127880184776781	0.656231281974053	0.996305526724478	3.67245679434214	3.79743056153408	4.02440906465951	3.68225397892007
MvSl-1064-A1-R4_A1g00144	MvSl-1064-A1-R4_A1	aMAT	1162650	1164414	6.36564786399288	0.414236665661556	0.0518070045164674	0.367068989342681	6.31325262504164	6.76709123005811	6.02503021206463	6.25440809039889
MvSl-1064-A1-R4_A1g00153	MvSl-1064-A1-R4_A1	aMAT	2625755	2626956	7.23050109757631	0.271056511017394	0.215202705524122	0.767632963911079	7.47068132316732	7.2395181550439	7.29295357287081	6.85095455911751
MvSl-1064-A1-R4_A1g00154	MvSl-1064-A1-R4_A1	aMAT	2689352	2692677	5.17577863020753	0.910833595866452	6.2570344745267e-05	0.00141842537418601	5.46826034164774	5.64794602138877	4.58982944007697	4.71279921922693
MvSl-1064-A1-R4_A1g00155	MvSl-1064-A1-R4_A1	aMAT	2705499	2709175	6.33492351092958	-0.425849304639197	0.0326227338677214	0.272234350159913	5.92633000609117	6.26617592825754	6.49310408231051	6.56929181202227
MvSl-1064-A1-R4_A1g00165	MvSl-1064-A1-R4_A1	aMAT	621126	622892	7.31143504071395	0.802137001848792	4.90089698256225e-05	0.00114040135722273	7.68141570665634	7.6333211600181	6.81471469772074	6.89597761952769
MvSl-1064-A1-R4_A1g00168	MvSl-1064-A1-R4_A1	aMAT	718774	719371	3.61147411129847	1.4638542926634	5.29631864068554e-05	0.00121337676656767	4.45557731448421	3.80824156041576	3.06556577519798	2.25623857210263
MvSl-1064-A1-R4_A1g00175	MvSl-1064-A1-R4_A1	aMAT	2723676	2724484	6.23176660073789	-0.198054604356056	0.318438163465475	0.888930322511735	6.05038162686783	6.20408890217562	6.47512757617705	6.16224022350576
MvSl-1064-A1-R4_A1g00184	MvSl-1064-A1-R4_A1	aMAT	2055616	2057858	6.21950593284326	-0.162898004653924	0.410614724023689	0.945716288502537	6.11820003030357	6.15305694507755	6.14453078578279	6.43748685243726
MvSl-1064-A1-R4_A1g00185	MvSl-1064-A1-R4_A1	aMAT	908654	911656	8.44176710512458	-0.415230269182036	0.0744414746951878	0.460236948419712	8.19353600353787	8.24452781456922	8.6748142074157	8.59277607775851
MvSl-1064-A1-R4_A1g00186	MvSl-1064-A1-R4_A1	aMAT	912091	913460	7.51411388951244	-0.054213246711548	0.789656883417784	0.998959978276458	7.49898460108291	7.47441553003025	7.44422394607157	7.63156457879954
MvSl-1064-A1-R4_A1g00193	MvSl-1064-A1-R4_A1	aMAT	1648933	1652928	8.65566873077388	0.407497237716217	0.0946452564176378	0.523336158565389	8.79238961658693	8.89593544101029	8.36506326731002	8.50683925762679
MvSl-1064-A1-R4_A1g00194	MvSl-1064-A1-R4_A1	aMAT	1183296	1185232	2.88688352398237	0.703590083780814	0.0313886427526581	0.263976346109745	3.28134901073593	3.10812219302164	2.61849203444694	2.37693615951758
MvSl-1064-A1-R4_A1g00209	MvSl-1064-A1-R4_A1	aMAT	407531	411380	5.16042618749225	-0.178608277617949	0.423151152475835	0.951759506232756	5.03122796454418	5.1044306521309	5.2854072132439	5.20647385429878
MvSl-1064-A1-R4_A1g00210	MvSl-1064-A1-R4_A1	aMAT	1150800	1151468	5.29314120181845	0.108194110475419	0.627211599363129	0.994868530437443	5.3257855461924	5.36640652903289	5.15033136851357	5.3212353811284
MvSl-1064-A1-R4_A1g00211	MvSl-1064-A1-R4_A1	aMAT	1148624	1150396	9.04945135328994	-0.184171836302348	0.478503490924099	0.96966302540658	8.95775630078355	8.95108751546718	9.21843863729125	9.05400952000612
MvSl-1064-A1-R4_A1g00230	MvSl-1064-A1-R4_A1	aMAT	919803	924298	5.20609202977384	-1.40145900914562	4.14174740501648e-09	1.72812909841195e-07	4.51477910624779	4.1474120445515	5.81479349290006	5.66072687579689
MvSl-1064-A1-R4_A1g00241	MvSl-1064-A1-R4_A1	aMAT	1132727	1134319	7.17632147203628	-0.568473623349497	0.00366809132876321	0.0504479375900125	6.86887424806789	6.85964229428641	7.3346743975463	7.52384918100539
MvSl-1064-A1-R4_A1g00242	MvSl-1064-A1-R4_A1	aMAT	1134595	1135956	5.97005869816439	-0.666681514357707	0.000884070491600334	0.0152409517683674	5.70197667959248	5.4873742908188	6.23988166441697	6.28814899857638
MvSl-1064-A1-R4_A1g00245	MvSl-1064-A1-R4_A1	aMAT	1116801	1118832	4.66143261989328	0.791306114695262	0.0121362067267821	0.130861944443467	4.70920029325482	5.24832024646615	3.72307174523673	4.58219513823388
MvSl-1064-A1-R4_A1g00246	MvSl-1064-A1-R4_A1	aMAT	616404	620052	6.78008171287802	-1.48893629313546	7.75829312192609e-16	6.63449284099759e-14	5.89390366100005	5.80866482922514	7.35734169103452	7.32106049706327
MvSl-1064-A1-R4_A1g00252	MvSl-1064-A1-R4_A1	aMAT	2519820	2520678	1.42632971534411	3.14074437488808	1.57109386824324e-11	9.23097805443327e-10	2.19738889952905	2.35588274895382	-0.712300380759214	-0.610555519259939
MvSl-1064-A1-R4_A1g00253	MvSl-1064-A1-R4_A1	aMAT	2557552	2558488	3.54489310660966	-0.241570190818402	0.422753648946065	0.951759506232756	3.33644051799355	3.49690398172713	3.83536914586765	3.45737761885247
MvSl-1064-A1-R4_A1g00254	MvSl-1064-A1-R4_A1	aMAT	651956	657345	4.78208911293384	1.93068303413522	2.31651872223056e-12	1.42912658599324e-10	5.60755139455884	5.26803232420641	3.75818381031843	3.24824693896864
MvSl-1064-A1-R4_A1g00269	MvSl-1064-A1-R4_A1	aMAT	1139524	1144406	6.33190676277058	3.93070696094775	1.50231931981517e-53	6.82922735012822e-51	7.21386304912603	7.26818621619296	3.62865251530566	2.93532686617044
MvSl-1064-A1-R4_A1g00270	MvSl-1064-A1-R4_A1	aMAT	1136196	1138565	5.46545855529955	1.17033524086048	2.24283981922032e-07	7.50829748783173e-06	5.93145124953791	5.93980458823816	4.93049566523182	4.58498220431779
MvSl-1064-A1-R4_A1g00280	MvSl-1064-A1-R4_A1	aMAT	713060	718328	7.89728865573193	-0.226343297815973	0.288027774588571	0.8646669365091	7.75836124548756	7.80067296084065	7.9310655753115	8.07710013650152
MvSl-1064-A1-R4_A1g00281	MvSl-1064-A1-R4_A1	aMAT	679143	681507	6.13181408930271	-0.0827792153611345	0.709307905261743	0.996860773033651	6.24187389936684	5.92000565333869	6.37930893139571	5.93097788279299
MvSl-1064-A1-R4_A1g00283	MvSl-1064-A1-R4_A1	aMAT	2725136	2725813	4.48194826707234	-4.2475912250078	1.13258187491265e-42	3.91284386144822e-40	1.4298649946255	0.948077480991611	5.49617677830845	5.29424119580141
MvSl-1064-A1-R4_A1g00290	MvSl-1064-A1-R4_A1	aMAT	427406	429655	7.24971298114776	-0.17733235236258	0.384206572958433	0.93108646763243	7.05869426177803	7.25144997066668	7.44576317708849	7.21620572495572
MvSl-1064-A1-R4_A1g00292	MvSl-1064-A1-R4_A1	aMAT	1153924	1156082	6.86466948672119	0.907617487009053	6.39753153805089e-06	0.000169495337098606	7.11041273829021	7.37430085035207	6.18564311652345	6.48227485334536
MvSl-1064-A1-R4_A1g00311	MvSl-1064-A1-R4_A1	aMAT	1488010	1490661	8.01993838185492	-0.052366088654523	0.812981481850469	0.998959978276458	8.07126725665678	7.91135597512214	8.12150650871326	7.96603199246234
MvSl-1064-A1-R4_A1g00312	MvSl-1064-A1-R4_A1	aMAT	1486271	1487768	8.46610482284136	3.60277927464298	1.0739108882204e-35	2.256363352345e-33	9.06722583157786	9.59005746596485	5.85473606659983	5.64077483591788
MvSl-1064-A1-R4_A1g00316	MvSl-1064-A1-R4_A1	aMAT	2058571	2059524	3.13953654201247	0.190919785188618	0.553146896723049	0.984746756922346	3.42624842853508	3.00852101703246	3.14351252080243	2.93532686617044
MvSl-1064-A1-R4_A1g00327	MvSl-1064-A1-R4_A1	aMAT	1199905	1206247	4.11282202324396	0.0882116456120332	0.735887197048838	0.997257484061847	4.16514851546905	4.1474120445515	4.0326264742948	4.10360318566399
MvSl-1064-A1-R4_A1g00328	MvSl-1064-A1-R4_A1	aMAT	3104710	3107087	3.02302191524854	0.094246862618161	0.795370232551139	0.998959978276458	2.73138950684234	3.34184989376144	2.59648795014527	3.2761071952064
MvSl-1064-A1-R4_A1g00349	MvSl-1064-A1-R4_A1	aMAT	1701948	1703146	10.8780495107949	-2.41087060305327	1.28161638659324e-10	6.79099431350049e-09	9.39061210625694	9.02347227678984	11.8383251525224	11.3849474857159
MvSl-1064-A1-R4_A1g00350	MvSl-1064-A1-R4_A1	aMAT	1608112	1609203	4.65117691559135	-0.898620869017764	0.000683918315045909	0.0122298188137713	4.06151807458028	4.20171867850525	4.75537556293692	5.25802704775116
MvSl-1064-A1-R4_A1g00351	MvSl-1064-A1-R4_A1	aMAT	1607578	1607793	6.47738721101519	-0.197603474569833	0.411692634679017	0.945941037436919	6.5621865175079	6.16045867701225	6.85059815838351	6.22790571972725
MvSl-1064-A1-R4_A1g00352	MvSl-1064-A1-R4_A1	aMAT	1593613	1594973	5.31200806104124	-0.139933478556681	0.558409717064157	0.984746756922346	5.05723028541429	5.40252566999518	5.20407046205577	5.53665307959012
MvSl-1064-A1-R4_A1g00359	MvSl-1064-A1-R4_A1	aMAT	667810	671393	8.64930139777676	0.247543074266526	0.348747380565597	0.908833748736876	8.66885378110867	8.86034278911958	8.25062168985851	8.74740527065598
MvSl-1064-A1-R4_A1g00367	MvSl-1064-A1-R4_A1	aMAT	248916	251783	4.00014430355215	0.554396773358191	0.0393706782554775	0.309976798625852	4.21639916305824	4.28534307242097	3.71798524213358	3.68225397892007
MvSl-1064-A1-R4_A1g00368	MvSl-1064-A1-R4_A1	aMAT	270179	271004	6.2218609174779	0.0447532484805334	0.835080018074868	0.998959978276458	6.0702516319432	6.39904787384995	5.99485661701886	6.37846913544103
MvSl-1064-A1-R4_A1g00369	MvSl-1064-A1-R4_A1	aMAT	272261	274501	7.08030012604278	0.0873820580851365	0.650469728477048	0.996305526724478	7.00808559499213	7.23000164658736	6.98423380003773	7.08601541958704
MvSl-1064-A1-R4_A1g00370	MvSl-1064-A1-R4_A1	aMAT	319920	320757	6.44862278950809	-0.015031780929567	0.936050616626154	0.998959978276458	6.44083916845991	6.44133038328219	6.5064409756358	6.40394589430605
MvSl-1064-A1-R4_A1g00371	MvSl-1064-A1-R4_A1	aMAT	337815	342587	6.59264103803072	0.197356005480249	0.298095488936761	0.871379988904333	6.71255162571191	6.66299152978906	6.57133645853802	6.4055233521062
MvSl-1064-A1-R4_A1g00372	MvSl-1064-A1-R4_A1	aMAT	342659	343448	7.35672788934484	-0.167500850164876	0.396265369174104	0.937258463316426	7.23731496258511	7.30299946422726	7.44537852326562	7.43047684734974
MvSl-1064-A1-R4_A1g00373	MvSl-1064-A1-R4_A1	aMAT	343906	345432	5.66328848822044	-0.312138949026537	0.180979705902174	0.721329819970963	5.22511493341592	5.72840950671789	5.66426306244687	5.94297641825366
MvSl-1064-A1-R4_A1g00374	MvSl-1064-A1-R4_A1	aMAT	357937	361103	7.78034416769762	-0.127680661052098	0.573964878135666	0.988653194388477	7.91166662481922	7.48750647843216	7.90975397457255	7.77239923057707
