gid	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_A1g00062	-0.283919366211981	0.46892330908148	6.28816764117729	6.1739536968041	6.44573455432576	6.58233432225725
MvSl-1064-A1-R4_A1g00063	0.0755917669058733	0.924237977041254	4.93051168197867	4.85544147671109	4.78544607557651	4.84953400472845
MvSl-1064-A1-R4_A1g00064	0.258038531611801	0.634031554405924	7.40060860618186	8.17881610916046	7.61420932098617	7.55293784464186
MvSl-1064-A1-R4_A1g00065	0.147056224982543	0.774866682859231	6.03448052898531	5.82025950558923	5.87042385364085	5.69218661092824
MvSl-1064-A1-R4_A1g00066	-0.384050640205043	0.448487481910273	9.06663249385037	9.21318874320769	9.73145394754289	9.285877816723
MvSl-1064-A1-R4_A1g00068	-0.905869321971759	0.240081880795709	0.188674630077544	0.0915411311555719	1.08221327281165	0.911767454445244
MvSl-1064-A1-R4_A1g00069	-1.01249983945876	0.000415229867096806	6.38135473539564	6.19932050366405	7.03808751717082	7.52974760091878
MvSl-1064-A1-R4_A1g00070	0.254692113287422	0.530949826903865	6.69614527391971	6.62863452872245	6.50595081919318	6.30336833489059
MvSl-1064-A1-R4_A1g00071	0.473729887321713	0.508617498385848	4.0395894050779	3.16502580880552	2.99668254100445	3.3678343605411
MvSl-1064-A1-R4_A1g00072	0.612103920869286	0.188826218763628	7.56412476927962	6.56872053078213	6.71846947733843	6.33272359518738
MvSl-1064-A1-R4_A1g00073	2.02588825583004	0.00906092751207973	7.58749109577156	4.81287654806989	5.06203196303138	4.38001294630827
MvSl-1064-A1-R4_A1g00074	0.818129573086044	0.00972708810753289	9.11064233136411	9.2219675140446	8.34114930281299	8.357619771537
MvSl-1064-A1-R4_A1g00076	0.112556389445844	0.824724487768503	6.79918755587589	6.63395986550846	6.60698411496884	6.60550286754369
MvSl-1064-A1-R4_A1g00077	0.15402761802715	0.770450955740471	7.06413821467075	7.57368438194976	7.15220683535893	7.22233252857796
MvSl-1064-A1-R4_A1g00078	0.247592101714999	0.683529973835184	9.22528957085725	9.63510043243246	9.36596010264305	9.00600481094219
MvSl-1064-A1-R4_A1g00079	-1.0399407369769	0.000294359921936354	5.243455458942	5.34937861177245	6.08146308747223	6.55270181128836
MvSl-1064-A1-R4_A1g00080	-0.100451986766007	0.91007467888951	3.7600308331586	4.16173135884482	4.22703640817478	3.90816878965407
MvSl-1064-A1-R4_A1g00081	1.71063200911828	0.00766206682655998	1.64121402660778	1.39998344628951	-0.521335632487566	0.213892726397171
MvSl-1064-A1-R4_A1g00108	0.479381708426943	0.441842024041387	3.75488028346665	3.36272506216994	3.07360075543483	3.11499709131638
MvSl-1064-A1-R4_A1g00109	0.0301808188519105	0.971706617489994	8.72576376483122	9.17424363565782	8.93810018524464	8.93642587573003
MvSl-1064-A1-R4_A1g00110	0.107736060730474	0.844044966412493	6.94990128546154	6.63183208906533	6.72146042087803	6.66107566254786
MvSl-1064-A1-R4_A1g00112	-0.141274606441484	0.917539411563318	1.31708107970532	0.589397115731511	1.33225031868038	0.883833617882036
MvSl-1064-A1-R4_A1g00113	0.625513095445156	0.202005298552921	6.83684499125408	5.71162688277733	5.7100255408257	5.79981000860947
MvSl-1064-A1-R4_A1g00118	0.682983515826077	0.170468325079789	3.79557882929984	4.10457174396888	3.1990650720761	3.35771541499368
MvSl-1064-A1-R4_A1g00144	0.149171651385441	0.762342137539782	6.99045554037573	7.39828005543979	7.09031032537359	7.02904739691144
MvSl-1064-A1-R4_A1g00153	-0.155883047983106	0.744939054174739	7.58277534133835	7.57562288615959	7.65779756807342	7.80832305871784
MvSl-1064-A1-R4_A1g00154	0.728475333100822	0.0781904461228636	4.63775552870703	5.01088378163363	4.19296399669152	4.02467274790947
MvSl-1064-A1-R4_A1g00155	-0.457636540435117	0.327979619035673	4.42725485347199	4.51105406859646	5.00916411338084	4.83866139557805
MvSl-1064-A1-R4_A1g00165	0.134323829890753	0.781325525325965	7.44485774091604	7.21677361618189	7.23057624855837	7.17052524421839
MvSl-1064-A1-R4_A1g00175	-0.0993566904269726	0.849545336751297	7.25771958835351	7.177197125261	7.30988334633963	7.32458088040414
MvSl-1064-A1-R4_A1g00184	-0.611155979005836	0.0448398420122524	5.94572897327288	6.20648698802613	6.77378327931421	6.6076392851703
MvSl-1064-A1-R4_A1g00185	-0.30791723546081	0.465607472564009	8.0577200843277	8.24851890925339	8.49107466893879	8.43680644296364
MvSl-1064-A1-R4_A1g00186	0.480097005859179	0.195955258079725	8.61890684573061	8.64252498980146	8.29688748583255	7.98819447717092
MvSl-1064-A1-R4_A1g00193	1.2343033333435	2.88302128240043e-06	8.3736435859885	8.50441523363485	7.33157778488552	7.06990912003964
MvSl-1064-A1-R4_A1g00209	1.01506437420044	0.00193738486070765	5.81696910174634	5.5155408214781	4.69298794135091	4.62748709772718
MvSl-1064-A1-R4_A1g00210	-0.252041204754081	0.53723401004002	6.1009373890643	6.27694037390061	6.47201901566177	6.41492928210146
MvSl-1064-A1-R4_A1g00211	0.145908657392451	0.772525885343705	7.7033135657025	7.40919162268493	7.48641225066573	7.34553355942655
MvSl-1064-A1-R4_A1g00215	-0.0697971165618184	0.94727959871151	3.68077252709438	4.20244559022745	4.32991159569677	3.66725427560284
MvSl-1064-A1-R4_A1g00240	-0.566463921563952	0.251478985129317	3.66986797163154	3.44258518449157	4.14327426715808	4.10248195058659
MvSl-1064-A1-R4_A1g00241	0.16252036298706	0.722209056229167	6.73000503324012	6.79997454332881	6.6209330098278	6.58504753439989
MvSl-1064-A1-R4_A1g00242	-0.143592157245408	0.795293788843889	6.23921517555266	6.45598055192267	6.70089763044564	6.25580224982484
MvSl-1064-A1-R4_A1g00245	0.104676771953478	0.855171118970616	5.84147187270769	6.16073214397997	5.90328185252124	5.90864935198879
MvSl-1064-A1-R4_A1g00246	-0.752600799010957	0.00660234014232114	5.75511751131515	5.9037532910809	6.58962901077278	6.57743764460709
MvSl-1064-A1-R4_A1g00254	-2.16855085720261	1.17638243362788e-15	4.88644625740953	4.49943095754082	6.6815741343666	7.03620294982888
MvSl-1064-A1-R4_A1g00270	0.93342655442273	0.0134093213657269	6.88596570798648	6.61092013217622	5.29134539727031	6.20943045589879
MvSl-1064-A1-R4_A1g00280	-0.641196759835184	0.0236814093746382	6.62382685941162	6.51431805434034	7.34068383312298	7.06797087242323
MvSl-1064-A1-R4_A1g00281	-0.748838840061361	0.0128393604606423	6.5735187221341	6.22212905455398	7.31054556928885	6.9837083365302
MvSl-1064-A1-R4_A1g00290	-1.30494917247023	5.28541553618001e-06	6.85861640742938	6.9645666917093	7.92173691139893	8.46211714364482
MvSl-1064-A1-R4_A1g00292	-0.0368656484549196	0.955217789119918	7.60154657185365	7.6389694881963	7.74292989292265	7.56618088956966
MvSl-1064-A1-R4_A1g00307	0.512928451019184	0.118321696603487	7.05683237130111	7.51601546355806	6.79523370980538	6.78942608820825
MvSl-1064-A1-R4_A1g00311	-0.356341585093686	0.331097271924292	7.54485695698434	7.45022076434102	7.77134931229117	7.93303813604889
MvSl-1064-A1-R4_A1g00312	0.954748677657932	0.000212604357492958	6.73131680958585	6.84934018576044	5.87042385364085	5.80447395235268
MvSl-1064-A1-R4_A1g00326	-11.0959298114163	6.38548741279866e-31	-3.68947149152235	-3.68947149152235	3.27702904478574	3.54326762451324
MvSl-1064-A1-R4_A1g00327	0.93525137926892	0.016236207406156	4.93051168197867	5.4385072677919	4.24931235227048	4.30036365087365
MvSl-1064-A1-R4_A1g00351	-0.20897301906554	0.62142254862072	7.1237894803034	7.04312264067346	7.39289502649098	7.18526271098554
MvSl-1064-A1-R4_A1g00352	0.132885696131984	0.842432821007283	5.05934979909472	5.05442830528652	4.92344702376443	4.92514504609839
MvSl-1064-A1-R4_A1g00359	-0.976942830465556	0.022795583606956	10.0416305076294	10.21522777533	11.1711558409135	11.0418370918166
MvSl-1064-A1-R4_A1g00367	0.712333575995919	0.0480264544086277	5.77687792657608	5.52703537774105	4.80437617396306	5.07472230802564
MvSl-1064-A1-R4_A1g00368	0.0662241661031679	0.914705227066907	6.80418259832616	7.09424390987347	6.75103368670869	7.01784551092384
MvSl-1064-A1-R4_A1g00369	-0.144613650575535	0.766764926432472	7.34856261262825	7.32642100585973	7.40875366612423	7.55182875070127
MvSl-1064-A1-R4_A1g00370	0.0897399338397209	0.874027168030494	6.64067928050221	6.42682338444511	6.49375713200218	6.4002149614927
MvSl-1064-A1-R4_A1g00371	0.374013279986584	0.259335308716381	7.3680897356739	7.36183536683908	6.9276039845151	7.05197824626298
MvSl-1064-A1-R4_A1g00372	-0.228670192676268	0.594176280801669	7.78769425731366	7.78924686365816	7.99730643171181	8.03657001063128
MvSl-1064-A1-R4_A1g00373	-0.10615066034019	0.874027168030494	5.63410593949328	6.28101940023655	5.9752119901156	6.21574684523027
MvSl-1064-A1-R4_A1g00374	0.12273593523479	0.904524468566969	4.74554878468083	3.69169938754236	4.01263229779481	4.34458577894451
MvSl-1064-A1-R4_A1g00375	5.0786268772223	1.31717619754718e-22	3.92043848401964	3.99295557226919	-1.58865369710623	-0.460186878075001
MvSl-1064-A1-R4_A1g00379	3.09605015846789	1.15455323416543e-05	1.31708107970532	1.58732207015376	-0.767454586584231	-2.42864006143857
MvSl-1064-A1-R4_A1g00380	0.0550107486647522	0.930919704587334	6.78977498055101	6.91380653168734	6.8658679741853	6.72741472537025
MvSl-1064-A1-R4_A1g00390	0.0167680217730511	0.987055722199305	4.31275003638101	3.89699592653415	4.05434754594151	4.14722965791868
MvSl-1064-A1-R4_A1g00391	-0.269582409742429	0.522950292851493	7.83726983922295	8.0033266301902	8.22177952006611	8.16216451295658
MvSl-1064-A1-R4_A1g00394	0.281161981863807	0.529797167038567	7.44085426155924	7.92468523806557	7.43692784499105	7.40723877737859
MvSl-1064-A1-R4_A1g00395	0.166878200383162	0.722439522618618	7.54746573848216	7.44629104560905	7.40813503169859	7.24926634440282
MvSl-1064-A1-R4_A1g00396	0.0222785828322658	0.976350452121761	7.70765189384968	7.95414824880282	7.85384984938887	7.77306567983038
MvSl-1064-A1-R4_A1g00397	0.339543830366966	0.499474252368581	9.29691638090395	9.63874735135461	9.15558470458604	9.12114598341409
MvSl-1064-A1-R4_A1g00398	0.162155030310464	0.809376939465744	9.28925491822714	9.77145602402852	9.42983027672762	9.34557792698018
MvSl-1064-A1-R4_A1g00399	-0.62393947305762	0.173272834188831	9.19921946645743	9.5658098576411	10.2000816422871	9.80968975577198
MvSl-1064-A1-R4_A1g00400	0.621942457119263	0.320345124908241	3.20207695480454	2.91502009566477	2.41214123347989	2.48471996668422
MvSl-1064-A1-R4_A1g00401	-0.319952780221149	0.609018570618723	9.70123856791271	10.140773953724	10.3852969024496	10.1175828576916
MvSl-1064-A1-R4_A1g00402	-0.106891009115382	0.847090324893423	7.73602760193872	7.62486345018519	7.69225237379399	7.87834581209802
MvSl-1064-A1-R4_A1g00403	-0.00976925836868467	0.988555920064546	7.13721182107014	7.25977847416692	7.19371952340208	7.22546606187474
MvSl-1064-A1-R4_A1g00404	-0.312508273724605	0.609018570618723	3.71300021688167	3.95260895226127	4.20725875380311	4.09031104912817
MvSl-1064-A1-R4_A1g00405	-0.215088232310776	0.682683350327103	5.47250314286265	6.02949591715906	5.9067896544201	6.07537970260056
MvSl-1064-A1-R4_A1g00406	-0.115650212658525	0.828913513301833	5.82927250606605	6.07327475384765	6.12201608787926	6.02111443311644
MvSl-1064-A1-R4_A1g00432	-0.425896958355413	0.357351546647879	8.36964784221159	8.42385123028946	9.09431687168275	8.48815149284754
MvSl-1064-A1-R4_A1g00433	0.336992056476579	0.380547313701813	6.07843645777044	6.32843201901424	5.91552202548529	5.82848635421827
MvSl-1064-A1-R4_A1g00441	0.710310439683742	0.0229296591122895	6.36876646511173	6.8355393088283	5.86321994449878	5.95888254665461
MvSl-1064-A1-R4_A1g00478	-0.127793277394763	0.781325525325965	7.0594458502222	7.0618146892258	7.25383131526757	7.11978495270235
MvSl-1064-A1-R4_A1g00481	-1.48662111923526	0.00356392344130691	2.1131451999024	1.41985061330841	3.28783062274411	3.24694747730934
MvSl-1064-A1-R4_A1g00492	2.15896982537408	6.14081302988504e-07	4.1845417999528	3.69577920022263	1.80793704361556	1.83873294808394
MvSl-1064-A1-R4_A1g00495	2.19063033512604	4.01915338384341e-19	7.02830094289455	7.32081845090492	5.01567647974035	4.97233202752242
MvSl-1064-A1-R4_A1g00503	0.130320051595408	0.787797385280259	6.73131680958585	6.77367882969025	6.66975134487318	6.57361759391773
MvSl-1064-A1-R4_A1g00504	-0.140379866122682	0.87694839596016	3.42597659658655	3.0613297532359	3.46006865155559	3.32172951191196
MvSl-1064-A1-R4_A1g00505	0.0837753789086552	0.926558504196488	7.81918651298776	8.76006234875041	8.07905858848398	8.45886654740471
MvSl-1064-A1-R4_A1g00506	0.039440426999417	0.952324074898981	6.44749610323941	6.75961839431754	6.60266487236877	6.54268749269561
MvSl-1064-A1-R4_A1g00507	-0.54903471608281	0.0923509927499602	6.02809033988955	5.82119351963522	6.6214668217601	6.31518221194219
MvSl-1064-A1-R4_A1g00510	0.0912487586483039	0.885450461071074	5.78700564985183	5.73956147575392	5.79954615610079	5.53268664623396
MvSl-1064-A1-R4_A1g00511	0.0371773383908829	0.955217789119918	6.58154139204334	6.82253827959051	6.76172710578084	6.57252429043552
MvSl-1064-A1-R4_A1g00512	0.0532520935022423	0.947274111000775	5.05096938742555	5.09669695039	5.04462372351368	4.99698990933032
MvSl-1064-A1-R4_A1g00513	0.636356630599167	0.0356308755961676	6.36876646511173	6.08343121879828	5.63798530015278	5.55499999733863
MvSl-1064-A1-R4_A1g00514	0.119355207010727	0.822761160004291	6.40374047625158	6.10045785335466	6.17679558986218	6.10290196554018
MvSl-1064-A1-R4_A1g00515	-0.595174121706191	0.126389023925207	5.39681760339973	5.51091723284788	5.69792848009874	6.33207770346363
MvSl-1064-A1-R4_A1g00516	1.05797537519829	3.58029882721199e-05	7.98782221960375	8.08666729517082	7.04447090805844	6.91377435503659
MvSl-1064-A1-R4_A1g00517	0.00939842794537472	0.992894047137182	3.26863872708741	2.85060918287851	2.94984375440395	3.16807618728783
MvSl-1064-A1-R4_A1g00518	0.399855573046335	0.275403562052522	6.43466925062523	6.81224035341219	6.26553425616571	6.20731883239646
MvSl-1064-A1-R4_A1g00519	0.48964783309288	0.126389023925207	6.16543807789801	6.21858890221525	5.63375801565502	5.76959833146827
MvSl-1064-A1-R4_A1g00520	0.0616139840580819	0.929990115968235	5.72646079330143	5.71464587815031	5.60165228202023	5.71416489449384
MvSl-1064-A1-R4_A1g00521	-0.885114764359528	0.00639346310123166	8.40398395940326	8.22595069389918	9.33260640141227	9.05975823357868
MvSl-1064-A1-R4_A1g00522	3.56895299006836	3.44562405700896e-08	2.63443903573126	1.82936175776818	-0.68066525738694	-1.59925418323901
MvSl-1064-A1-R4_A1g00525	0.441836804191454	0.202744129187829	7.0552620084211	6.89707238996148	6.69634434849716	6.35705564060557
MvSl-1064-A1-R4_A1g00527	-0.0228733477804049	0.982820503987966	4.2186133723651	3.7240193396818	3.89393049049892	4.1235370461846
MvSl-1064-A1-R4_A1g00528	-0.163333272110436	0.868808368262061	2.82342611441133	2.62958011826702	2.6650568511545	3.08464242037934
MvSl-1064-A1-R4_A1g00529	0.372594304942942	0.592177263899219	3.41948104203942	3.43284109890703	2.85860477377093	3.23040569349918
MvSl-1064-A1-R4_A1g00530	-0.00919251589565473	0.989373070357584	6.59745412010517	6.26463363760036	6.44994833827748	6.44869008294819
MvSl-1064-A1-R4_A1g00532	-0.399328506685532	0.257009109715626	5.66738100923788	5.64144497054135	6.00987541740421	6.09530940954657
MvSl-1064-A1-R4_A1g00533	-0.996010270828338	0.000954660788648844	5.65775480471818	5.10745629016244	6.39293503725947	6.41126474746951
MvSl-1064-A1-R4_A1g00534	-0.0498519459128735	0.954071150407726	9.39049217088498	9.66330488234122	9.71266334690158	9.44099481177446
MvSl-1064-A1-R4_A1g00541	-0.778983010904359	0.00602207605255557	6.33637574030726	6.32645988290264	6.92068068547521	7.27704946424684
MvSl-1064-A1-R4_A1g00542	-0.677256299411309	0.0910463304015268	4.35761085023955	4.42765434951443	4.95936114894066	5.17032486851316
MvSl-1064-A1-R4_A1g00543	-0.388136010765011	0.260729285684351	7.28967970368952	7.14585394388416	7.63259760072564	7.58175072838872
MvSl-1064-A1-R4_A1g00544	0.16521196008758	0.736899864327243	6.04506834523053	5.96925861779854	5.69691579809786	5.97469398739024
MvSl-1064-A1-R4_A1g00575	0.0661481921772601	0.913948459697804	6.41194412990513	6.2549886205076	6.36068590994658	6.17166231744437
MvSl-1064-A1-R4_A1g00576	-0.0824781154078672	0.940657769416374	3.29016060694941	2.75999493568166	3.21046406969305	3.04104345525991
MvSl-1064-A1-R4_A1g00593	-0.406723446188298	0.25153949678491	7.63101132239983	7.43443725396193	7.90319758211068	7.98079618132852
MvSl-1064-A1-R4_A1g00594	3.49115737257629	3.18890007757881e-08	5.5548253785075	4.9126478317835	2.51684890264378	0.342604511755311
MvSl-1064-A1-R4_A1g00624	-0.186968161125723	0.680322462804294	6.91453941749962	7.20644473973265	7.19515463829689	7.31251663895026
MvSl-1064-A1-R4_A1g00635	4.93079534812209	3.38089378697775e-21	3.45167025191696	3.89699592653415	-1.17868144531541	-0.871684916588456
MvSl-1064-A1-R4_A1g00641	2.21006890107848	1.48626207178639e-06	3.37317437486859	3.2170479066073	1.20126011165099	1.043857386643
MvSl-1064-A1-R4_A1g00644	-1.04928839971846	0.00274310498637707	5.77178727831596	6.17906286551376	6.59289903551626	7.37875025478337
MvSl-1064-A1-R4_A1g00645	-0.227919677445972	0.618089169094498	6.43868990628794	6.82067138851685	6.75054573385472	6.98123877713321
MvSl-1064-A1-R4_A1g00646	0.486822502997165	0.175852828664737	8.09309781789568	8.4497500351716	7.7281357435766	7.86054043959316
MvSl-1064-A1-R4_A1g00648	-0.659579085996833	0.0242200275849123	5.77814778691248	5.70455789435525	6.30594611001762	6.48923029423409
MvSl-1064-A1-R4_A1g00668	-0.29677622394821	0.491058311088327	5.61006294912989	5.73560378302631	5.80143187452094	6.12245761821463
MvSl-1064-A1-R4_A1g00669	-0.188707259297383	0.675958518195339	6.13106565210724	6.07875250267732	6.33617960965349	6.24965918718789
MvSl-1064-A1-R4_A1g00693	0.0487901197640048	0.942051006415266	7.59399525843781	7.82739993388219	7.55368457570739	7.77163730377896
MvSl-1064-A1-R4_A1g00694	-0.378109183239431	0.261469457362574	7.18634233510091	7.09656017916158	7.50330948544392	7.53649161001553
MvSl-1064-A1-R4_A1g00718	-0.0659317982157765	0.910757322306513	6.73851033652254	6.84291620209265	6.92371371772563	6.78848473407618
MvSl-1064-A1-R4_A1g00726	0.164446498268509	0.762388292962724	7.89664340782164	8.30802961236113	8.02762811783723	7.8736931312562
MvSl-1064-A1-R4_A1g00732	-0.142387690250349	0.772187167212846	6.17607386659962	6.3531818297311	6.4158883398771	6.40390763499716
MvSl-1064-A1-R4_A1g00749	1.84105818687529	4.15889139841362e-09	6.48530628176755	5.97346566536786	4.61578971447204	4.17918444078695
MvSl-1064-A1-R4_A1g00750	-0.219623519488439	0.699231492398921	5.34291692349632	4.97440485033909	5.41103533896501	5.36601132662466
MvSl-1064-A1-R4_A1g00751	0.308216538118626	0.445363136947986	6.94821003597773	6.5519390822668	6.43666335914845	6.47350212276828
MvSl-1064-A1-R4_A1g00757	1.84061607685014	0.00745935258875748	1.28885036009014	0.723329528515129	-0.859801057226606	-0.533628019666725
MvSl-1064-A1-R4_A1g00772	-0.435726194691272	0.277702689270387	5.2580909913644	5.59305015552759	5.78150781811812	5.95553162608339
MvSl-1064-A1-R4_A1g00778	-0.518947432922779	0.135781759123052	5.47876481350399	5.63932821309019	5.90152474802243	6.23867318003451
MvSl-1064-A1-R4_A1g00779	-0.275774630214537	0.487721848565085	7.39109567502099	7.34179814415968	7.70237991725211	7.57957559843078
MvSl-1064-A1-R4_A1g00794	-0.595809164649909	0.0574741245074164	5.89629730185645	5.61691270742836	6.41957632582454	6.29344899587072
MvSl-1064-A1-R4_A1g00800	0.929544721394153	0.000976791317569924	7.19492527446118	7.72282707858079	6.53344106904974	6.57471006949981
MvSl-1064-A1-R4_A1g00801	-0.465453402370644	0.345641865735672	4.00529968471731	4.35727951877234	4.64338658852931	4.67104199354067
MvSl-1064-A1-R4_A1g00804	-1.64478132572859	0.00267258961499543	0.971230335911173	1.13742185777457	2.37209938226159	2.91559792451219
MvSl-1064-A1-R4_A1g00832	0.135611749596142	0.765308336003073	7.16805335467699	7.19855941354745	7.05359783108499	7.04213891877374
MvSl-1064-A1-R4_A1g00835	-2.54266598172808	3.57916046057402e-07	1.45049883096576	0.553876879976198	3.68509999979845	3.4173910990855
MvSl-1064-A1-R4_A1g00840	0.583990121033878	0.0572119778669829	6.34753880755123	6.1935615740398	5.58860722617319	5.78289385447279
MvSl-1064-A1-R4_A1g00842	0.766552442226198	0.012900281300426	7.70698530729502	7.14062558905516	6.8051358008839	6.55381023451097
MvSl-1064-A1-R4_A1g00843	-0.0882873976447239	0.91003697450738	4.91212159586657	4.73373812111223	4.76045965732112	5.05136836237126
MvSl-1064-A1-R4_A1g00845	-0.465759468997095	0.247089429460441	6.35606738801593	5.84710338778056	6.37088110078969	6.77761478191325
MvSl-1064-A1-R4_A1g00853	-0.279726696935969	0.488114964040688	7.25133315651671	7.31320372619127	7.42474574965357	7.68778950711614
MvSl-1064-A1-R4_A1g00854	-0.833317769069415	0.00348867791589607	7.70565120949942	7.75983319133873	8.5843837094004	8.54764138610534
