target_id	length	eff_length	est_counts	tpm
MvSl-1064-A2-R4_A2g00053	1257	921.004	1915	23.1334
MvSl-1064-A2-R4_A2g00054	1167	831.004	106	1.41917
MvSl-1064-A2-R4_A2g00055	1287	951.004	1204	14.0856
MvSl-1064-A2-R4_A2g00056	1731	1395	7391	58.9467
MvSl-1064-A2-R4_A2g00057	324	80.3349	529	73.2627
MvSl-1064-A2-R4_A2g00058	150	20.2027	13	7.15923
MvSl-1064-A2-R4_A2g00059	207	37.6941	200.944	59.3107
MvSl-1064-A2-R4_A2g00060	954	618.196	182	3.27549
MvSl-1064-A2-R4_A2g00061	660	335.224	2686	89.1462
MvSl-1064-A2-R4_A2g00062	2145	1809	1452.41	8.93268
MvSl-1064-A2-R4_A2g00063	951	615.196	674	12.1893
MvSl-1064-A2-R4_A2g00064	699	371.371	6591	197.458
MvSl-1064-A2-R4_A2g00065	1950	1614	2990	20.611
MvSl-1064-A2-R4_A2g00066	555	243.27	4239.59	193.895
MvSl-1064-A2-R4_A2g00067	1356	1020	79	0.861701
MvSl-1064-A2-R4_A2g00068	1194	858.004	69	0.894729
MvSl-1064-A2-R4_A2g00069	4290	3954	1667	4.69062
MvSl-1064-A2-R4_A2g00070	2757	2421	3069	14.1037
MvSl-1064-A2-R4_A2g00071	1488	1152	280	2.70418
MvSl-1064-A2-R4_A2g00072	1992	1656	5258	35.3257
MvSl-1064-A2-R4_A2g00073	1128	792.004	827	11.6174
MvSl-1064-A2-R4_A2g00074	1842	1506	6307	46.5938
MvSl-1064-A2-R4_A2g00075	1302	966.004	1	0.0115174
MvSl-1064-A2-R4_A2g00076	2580	2244	3064	15.1914
MvSl-1064-A2-R4_A2g00077	1383	1047	1874	19.9137
MvSl-1064-A2-R4_A2g00078	462	167.5	1540	102.291
MvSl-1064-A2-R4_A2g00079	4167	3831	611	1.77444
MvSl-1064-A2-R4_A2g00080	456	163.251	536	36.5293
MvSl-1064-A2-R4_A2g00081	1092	756.004	296.899	4.36935
MvSl-1064-A2-R4_A2g00082	219	41.396	1	0.268765
MvSl-1064-A2-R4_A2g00083	1032	696.004	0	0
MvSl-1064-A2-R4_A2g00084	315	75.8242	0	0
MvSl-1064-A2-R4_A2g00085	186	30.6418	0	0
MvSl-1064-A2-R4_A2g00086	819	485.941	16.3232	0.373727
MvSl-1064-A2-R4_A2g00087	6402	6066	201.408	0.369408
MvSl-1064-A2-R4_A2g00088	1587	1251	0.836735	0.00744151
MvSl-1064-A2-R4_A2g00089	129	13.2131	0	0
MvSl-1064-A2-R4_A2g00090	1587	1251	0.836735	0.00744151
MvSl-1064-A2-R4_A2g00091	129	13.2131	0	0
MvSl-1064-A2-R4_A2g00092	1587	1251	0.836735	0.00744151
MvSl-1064-A2-R4_A2g00093	129	13.2131	0	0
MvSl-1064-A2-R4_A2g00094	1587	1251	0.836735	0.00744151
MvSl-1064-A2-R4_A2g00095	129	13.2131	0	0
MvSl-1064-A2-R4_A2g00096	1587	1251	0	0
MvSl-1064-A2-R4_A2g00097	129	13.2131	0	0
MvSl-1064-A2-R4_A2g00098	660	335.224	0	0
MvSl-1064-A2-R4_A2g00099	606	287.444	97.1449	3.76009
MvSl-1064-A2-R4_A2g00100	222	42.2168	15.5631	4.10149
MvSl-1064-A2-R4_A2g00101	378	109.607	9	0.913557
MvSl-1064-A2-R4_A2g00102	810	477.085	0	0
MvSl-1064-A2-R4_A2g00103	195	33.6702	0	0
MvSl-1064-A2-R4_A2g00104	186	30.6418	0	0
MvSl-1064-A2-R4_A2g00105	819	485.941	16.3232	0.373727
MvSl-1064-A2-R4_A2g00106	6402	6066	201.408	0.369408
MvSl-1064-A2-R4_A2g00107	1587	1251	0	0
MvSl-1064-A2-R4_A2g00108	129	13.2131	0	0
MvSl-1064-A2-R4_A2g00109	660	335.224	0	0
MvSl-1064-A2-R4_A2g00110	606	287.444	97.1449	3.76009
MvSl-1064-A2-R4_A2g00111	222	42.2168	15.5631	4.10149
MvSl-1064-A2-R4_A2g00112	378	109.607	9	0.913557
MvSl-1064-A2-R4_A2g00113	810	477.085	0	0
MvSl-1064-A2-R4_A2g00114	195	33.6702	0	0
MvSl-1064-A2-R4_A2g00115	186	30.6418	0	0
MvSl-1064-A2-R4_A2g00116	1359	1023	65.6439	0.713919
MvSl-1064-A2-R4_A2g00117	1335	999.004	1.10072	0.0122586
MvSl-1064-A2-R4_A2g00118	168	24.6225	596	269.306
MvSl-1064-A2-R4_A2g00119	705	376.686	2278	67.2831
MvSl-1064-A2-R4_A2g00120	2571	2235	7352	36.5981
MvSl-1064-A2-R4_A2g00121	123	12.8571	0	0
MvSl-1064-A2-R4_A2g00122	342	89.7834	5463.52	677.031
MvSl-1064-A2-R4_A2g00123	2700	2364	5290	24.8965
MvSl-1064-A2-R4_A2g00124	1632	1296	281	2.4123
MvSl-1064-A2-R4_A2g00125	1203	867.004	1369	17.5677
MvSl-1064-A2-R4_A2g00126	1950	1614	2718	18.736
MvSl-1064-A2-R4_A2g00127	2019	1683	2741	18.1199
MvSl-1064-A2-R4_A2g00128	3393	3057	3134	11.406
MvSl-1064-A2-R4_A2g00129	2628	2292	3917	19.0138
MvSl-1064-A2-R4_A2g00130	1065	729.004	1087	16.5894
MvSl-1064-A2-R4_A2g00131	2112	1776	5165	32.3562
MvSl-1064-A2-R4_A2g00132	417	135.349	481.171	39.5527
MvSl-1064-A2-R4_A2g00133	2721	2385	733.171	3.42017
MvSl-1064-A2-R4_A2g00134	297	67.3803	193.19	31.8995
MvSl-1064-A2-R4_A2g00135	1230	894.004	142.447	1.77274
MvSl-1064-A2-R4_A2g00136	6030	5694	527.876	1.03144
MvSl-1064-A2-R4_A2g00137	231	44.9704	0	0
MvSl-1064-A2-R4_A2g00138	450	158.665	6.54814	0.459163
MvSl-1064-A2-R4_A2g00139	2682	2346	200.63	0.951478
MvSl-1064-A2-R4_A2g00140	1656	1320	434.34	3.66088
MvSl-1064-A2-R4_A2g00141	150	20.2027	213.013	117.309
MvSl-1064-A2-R4_A2g00142	1191	855.004	523.335	6.80995
MvSl-1064-A2-R4_A2g00143	1365	1029	7.32249	0.0791723
MvSl-1064-A2-R4_A2g00144	1728	1392	76.6507	0.612642
MvSl-1064-A2-R4_A2g00145	249	49.7856	1	0.223474
MvSl-1064-A2-R4_A2g00146	927	591.502	11.7403	0.220828
MvSl-1064-A2-R4_A2g00147	297	67.3803	0	0
MvSl-1064-A2-R4_A2g00148	168	24.6225	22.163	10.0145
MvSl-1064-A2-R4_A2g00149	426	141.454	694.057	54.5898
MvSl-1064-A2-R4_A2g00150	1896	1560	478.912	3.41556
MvSl-1064-A2-R4_A2g00151	141	16.6606	13.123	8.76344
MvSl-1064-A2-R4_A2g00152	402	125.113	332	29.5235
MvSl-1064-A2-R4_A2g00153	3624	3288	937	3.17058
MvSl-1064-A2-R4_A2g00154	1416	1080	2340	24.1058
MvSl-1064-A2-R4_A2g00155	738	407.981	8779.98	239.434
MvSl-1064-A2-R4_A2g00156	255	52.1509	379.62	80.9877
MvSl-1064-A2-R4_A2g00157	528	220.27	382.247	19.3073
MvSl-1064-A2-R4_A2g00158	4428	4092	754.358	2.05104
MvSl-1064-A2-R4_A2g00159	183	29.9785	23	8.5359
MvSl-1064-A2-R4_A2g00160	1743	1407	821.825	6.49854
MvSl-1064-A2-R4_A2g00161	4125	3789	1151.4	3.38092
MvSl-1064-A2-R4_A2g00162	735	405.104	102.755	2.82207
MvSl-1064-A2-R4_A2g00163	1095	759.004	2558	37.4963
MvSl-1064-A2-R4_A2g00164	6570	6234	1190.99	2.12556
MvSl-1064-A2-R4_A2g00165	588	271.733	84.1455	3.44524
MvSl-1064-A2-R4_A2g00166	969	633.134	36.1688	0.635579
MvSl-1064-A2-R4_A2g00167	498	195.398	130.26	7.41694
MvSl-1064-A2-R4_A2g00168	789	456.741	263.586	6.42073
MvSl-1064-A2-R4_A2g00169	3237	2901	3748	14.3742
MvSl-1064-A2-R4_A2g00170	645	321.951	480.537	16.6061
MvSl-1064-A2-R4_A2g00171	3510	3174	14631.3	51.2869
MvSl-1064-A2-R4_A2g00172	2115	1779	659.524	4.12463
MvSl-1064-A2-R4_A2g00173	222	42.2168	741.843	195.505
MvSl-1064-A2-R4_A2g00174	249	49.7856	855.775	191.244
MvSl-1064-A2-R4_A2g00175	174	26.5525	51.7132	21.6685
MvSl-1064-A2-R4_A2g00176	570	256.161	2101.94	91.2936
MvSl-1064-A2-R4_A2g00177	153	21.6975	413.388	211.972
MvSl-1064-A2-R4_A2g00178	582	266.33	1070	44.6988
MvSl-1064-A2-R4_A2g00179	1083	747.004	264	3.93199
MvSl-1064-A2-R4_A2g00180	108	10.4167	1.9471	2.07965
MvSl-1064-A2-R4_A2g00181	105	10.9412	0	0
MvSl-1064-A2-R4_A2g00182	1236	900.004	48.4877	0.599403
MvSl-1064-A2-R4_A2g00183	879	544.407	907.513	18.5464
MvSl-1064-A2-R4_A2g00184	309	72.7671	758.578	115.984
MvSl-1064-A2-R4_A2g00185	288	63.6425	1734	303.133
MvSl-1064-A2-R4_A2g00186	2577	2241	965	4.79089
MvSl-1064-A2-R4_A2g00187	1569	1233	543.332	4.90267
MvSl-1064-A2-R4_A2g00188	159	22.7586	31.6212	15.4584
MvSl-1064-A2-R4_A2g00189	2382	2046	3327.95	18.0968
MvSl-1064-A2-R4_A2g00190	234	45.9639	206	49.8634
MvSl-1064-A2-R4_A2g00191	336	86.7828	183.723	23.5538
MvSl-1064-A2-R4_A2g00192	3042	2706	1443.85	5.93644
MvSl-1064-A2-R4_A2g00193	4842	4506	614.475	1.51721
MvSl-1064-A2-R4_A2g00194	288	63.6425	5	0.874086
MvSl-1064-A2-R4_A2g00195	885	550.298	2501	50.5647
MvSl-1064-A2-R4_A2g00196	510	205.147	1313	71.2083
MvSl-1064-A2-R4_A2g00197	222	42.2168	73.7329	19.4316
MvSl-1064-A2-R4_A2g00198	216	40.4064	48.7038	13.4105
MvSl-1064-A2-R4_A2g00199	3849	3513	689.594	2.18397
MvSl-1064-A2-R4_A2g00200	2691	2355	618.509	2.92204
MvSl-1064-A2-R4_A2g00201	1668	1332	1145.17	9.56523
MvSl-1064-A2-R4_A2g00202	969	633.134	229.996	4.04162
MvSl-1064-A2-R4_A2g00203	1374	1038	1287.51	13.8001
MvSl-1064-A2-R4_A2g00204	1047	711.004	228	3.56775
MvSl-1064-A2-R4_A2g00205	639	316.775	22	0.772687
MvSl-1064-A2-R4_A2g00206	339	88.1919	22	2.7754
MvSl-1064-A2-R4_A2g00207	306	71.6021	2	0.310768
MvSl-1064-A2-R4_A2g00208	1341	1005	45	0.498169
MvSl-1064-A2-R4_A2g00209	1443	1107	364	3.65834
MvSl-1064-A2-R4_A2g00210	3567	3231	6242	21.494
MvSl-1064-A2-R4_A2g00211	153	21.6975	11.2905	5.78942
MvSl-1064-A2-R4_A2g00212	429	143.585	464.431	35.9868
MvSl-1064-A2-R4_A2g00213	609	290.082	137.433	5.27112
MvSl-1064-A2-R4_A2g00214	309	72.7671	136.3	20.8397
MvSl-1064-A2-R4_A2g00215	222	42.2168	8019.59	2113.48
MvSl-1064-A2-R4_A2g00216	4524	4188	504.835	1.34114
MvSl-1064-A2-R4_A2g00217	3183	2847	65.9723	0.257813
MvSl-1064-A2-R4_A2g00218	3711	3375	152.563	0.50293
MvSl-1064-A2-R4_A2g00219	1152	816.004	102.606	1.39898
MvSl-1064-A2-R4_A2g00220	165	24.3354	21.5516	9.85311
MvSl-1064-A2-R4_A2g00221	204	36.5462	219.733	66.8937
MvSl-1064-A2-R4_A2g00222	462	167.5	7.0054	0.465318
MvSl-1064-A2-R4_A2g00223	864	529.676	33.3108	0.699691
MvSl-1064-A2-R4_A2g00224	198	34.6466	32.6907	10.4977
MvSl-1064-A2-R4_A2g00225	153	21.6975	66	33.8427
MvSl-1064-A2-R4_A2g00226	1065	729.004	2984.84	45.5536
MvSl-1064-A2-R4_A2g00227	1197	861.004	661.582	8.5489
MvSl-1064-A2-R4_A2g00228	471	174.375	2	0.127608
MvSl-1064-A2-R4_A2g00229	2475	2139	296.742	1.54347
MvSl-1064-A2-R4_A2g00230	612	292.687	167	6.34811
MvSl-1064-A2-R4_A2g00231	165	24.3354	231	105.61
MvSl-1064-A2-R4_A2g00232	228	43.7368	18.7598	4.77214
MvSl-1064-A2-R4_A2g00233	438	149.786	3	0.222834
MvSl-1064-A2-R4_A2g00234	183	29.9785	0	0
MvSl-1064-A2-R4_A2g00235	1779	1443	7720.34	59.5252
MvSl-1064-A2-R4_A2g00236	726	396.589	1211.92	33.9988
MvSl-1064-A2-R4_A2g00237	4065	3729	690.066	2.05887
MvSl-1064-A2-R4_A2g00238	147	19.0513	2	1.16799
MvSl-1064-A2-R4_A2g00239	813	480.037	3367	78.0368
MvSl-1064-A2-R4_A2g00240	1593	1257	859.48	7.6073
MvSl-1064-A2-R4_A2g00241	1035	699.004	2594.3	41.2926
MvSl-1064-A2-R4_A2g00242	387	115.24	181.804	17.5521
MvSl-1064-A2-R4_A2g00243	330	83.6146	23.9734	3.18992
MvSl-1064-A2-R4_A2g00244	240	47.9083	146.987	34.1351
MvSl-1064-A2-R4_A2g00245	180	28.8345	43	16.5916
MvSl-1064-A2-R4_A2g00246	1443	1107	1884.45	18.9394
MvSl-1064-A2-R4_A2g00247	2763	2427	4.81808	0.0220869
MvSl-1064-A2-R4_A2g00248	3774	3438	19.2637	0.0623396
MvSl-1064-A2-R4_A2g00249	345	91.474	4.60966	0.560663
MvSl-1064-A2-R4_A2g00250	1995	1659	204.177	1.36928
MvSl-1064-A2-R4_A2g00251	5226	4890	191.036	0.434648
MvSl-1064-A2-R4_A2g00252	813	480.037	40.3244	0.934597
MvSl-1064-A2-R4_A2g00253	1284	948.004	242.597	2.84713
MvSl-1064-A2-R4_A2g00254	978	642.134	1148.32	19.8962
MvSl-1064-A2-R4_A2g00255	315	75.8242	1.62511	0.238455
MvSl-1064-A2-R4_A2g00256	516	210.138	11.2795	0.597198
MvSl-1064-A2-R4_A2g00257	426	141.454	1.11916	0.0880256
MvSl-1064-A2-R4_A2g00258	189	31.7901	322.4	112.833
MvSl-1064-A2-R4_A2g00259	852	517.94	3.05184	0.0655562
MvSl-1064-A2-R4_A2g00260	216	40.4064	0	0
MvSl-1064-A2-R4_A2g00261	1992	1656	7.6248	0.0512269
MvSl-1064-A2-R4_A2g00262	339	88.1919	0	0
MvSl-1064-A2-R4_A2g00263	1302	966.004	42.1496	0.485452
MvSl-1064-A2-R4_A2g00264	7296	6960	260.006	0.415628
MvSl-1064-A2-R4_A2g00265	1716	1380	33.1633	0.267368
MvSl-1064-A2-R4_A2g00266	105	10.9412	852.655	867.044
MvSl-1064-A2-R4_A2g00267	426	141.454	11.0211	0.866846
MvSl-1064-A2-R4_A2g00268	1914	1578	1.00125	0.00705939
MvSl-1064-A2-R4_A2g00269	2790	2454	51.4624	0.233317
MvSl-1064-A2-R4_A2g00270	642	319.414	1	0.034832
MvSl-1064-A2-R4_A2g00271	786	453.787	95.9372	2.35216
MvSl-1064-A2-R4_A2g00272	5934	5598	99.97	0.198686
MvSl-1064-A2-R4_A2g00273	1692	1356	329.15	2.70062
MvSl-1064-A2-R4_A2g00274	510	205.147	0	0
MvSl-1064-A2-R4_A2g00275	306	71.6021	3.64904	0.567002
MvSl-1064-A2-R4_A2g00276	528	220.27	3	0.15153
MvSl-1064-A2-R4_A2g00277	3900	3564	46.144	0.144049
MvSl-1064-A2-R4_A2g00278	2817	2481	83	0.372205
MvSl-1064-A2-R4_A2g00279	1020	684.004	14	0.22772
MvSl-1064-A2-R4_A2g00280	4530	4194	39.375	0.104454
MvSl-1064-A2-R4_A2g00281	255	52.1509	8.03382	1.71392
MvSl-1064-A2-R4_A2g00282	246	49.4769	92.0791	20.7057
MvSl-1064-A2-R4_A2g00283	453	160.96	933.316	64.5121
MvSl-1064-A2-R4_A2g00284	144	17.6867	28.9642	18.2199
MvSl-1064-A2-R4_A2g00285	210	38.4851	0	0
MvSl-1064-A2-R4_A2g00286	4506	4170	73.1788	0.195245
MvSl-1064-A2-R4_A2g00287	450	158.665	1	0.0701212
MvSl-1064-A2-R4_A2g00288	2745	2409	67.978	0.313951
MvSl-1064-A2-R4_A2g00289	246	49.4769	1.01246	0.227671
MvSl-1064-A2-R4_A2g00290	2715	2379	3329	15.5686
MvSl-1064-A2-R4_A2g00291	189	31.7901	787	275.432
MvSl-1064-A2-R4_A2g00292	288	63.6425	0	0
MvSl-1064-A2-R4_A2g00293	1347	1011	14.0358	0.15446
MvSl-1064-A2-R4_A2g00294	867	532.623	78.3862	1.63739
MvSl-1064-A2-R4_A2g00295	525	217.94	177.456	9.05913
MvSl-1064-A2-R4_A2g00296	1383	1047	557.276	5.9218
MvSl-1064-A2-R4_A2g00297	2715	2379	3774.29	17.6511
MvSl-1064-A2-R4_A2g00298	1383	1047	919	9.7656
MvSl-1064-A2-R4_A2g00299	4650	4314	3757.19	9.6898
MvSl-1064-A2-R4_A2g00300	2241	1905	291	1.69953
MvSl-1064-A2-R4_A2g00301	1023	687.004	6546	106.01
MvSl-1064-A2-R4_A2g00302	150	20.2027	7	3.85497
MvSl-1064-A2-R4_A2g00303	3870	3534	2114	6.65533
MvSl-1064-A2-R4_A2g00304	4413	4077	5247	14.3186
MvSl-1064-A2-R4_A2g00305	249	49.7856	47.6753	10.6542
MvSl-1064-A2-R4_A2g00306	972	636.134	439.452	7.68589
MvSl-1064-A2-R4_A2g00307	324	80.3349	115.892	16.0502
MvSl-1064-A2-R4_A2g00308	795	462.463	295.135	7.10027
MvSl-1064-A2-R4_A2g00309	117	10.4107	0	0
MvSl-1064-A2-R4_A2g00310	363	100.798	0	0
MvSl-1064-A2-R4_A2g00311	975	639.134	1211.14	21.083
MvSl-1064-A2-R4_A2g00312	216	40.4064	0	0
MvSl-1064-A2-R4_A2g00313	1593	1257	261.317	2.31293
MvSl-1064-A2-R4_A2g00314	1518	1182	2375	22.3551
MvSl-1064-A2-R4_A2g00315	678	351.58	5730	181.327
MvSl-1064-A2-R4_A2g00316	1158	822.004	1319.89	17.8647
MvSl-1064-A2-R4_A2g00317	702	374.029	2	0.0594917
MvSl-1064-A2-R4_A2g00318	1731	1395	35	0.279141
MvSl-1064-A2-R4_A2g00319	4632	4296	632.97	1.63927
MvSl-1064-A2-R4_A2g00320	291	65.0081	9.44723	1.61684
MvSl-1064-A2-R4_A2g00321	1428	1092	100.936	1.02838
MvSl-1064-A2-R4_A2g00322	4227	3891	823.718	2.35531
MvSl-1064-A2-R4_A2g00323	5067	4731	455.906	1.07215
MvSl-1064-A2-R4_A2g00324	4602	4266	6918.44	18.0434
MvSl-1064-A2-R4_A2g00325	2613	2277	3126.75	15.2778
MvSl-1064-A2-R4_A2g00326	3663	3327	344.317	1.15143
MvSl-1064-A2-R4_A2g00327	1494	1158	391.926	3.76553
MvSl-1064-A2-R4_A2g00328	2481	2145	693	3.59449
MvSl-1064-A2-R4_A2g00329	3009	2673	7347	30.5803
MvSl-1064-A2-R4_A2g00330	987	651.07	2134.99	36.4839
MvSl-1064-A2-R4_A2g00331	789	456.741	1218.58	29.6834
MvSl-1064-A2-R4_A2g00332	402	125.113	55.9913	4.97909
MvSl-1064-A2-R4_A2g00333	477	179.111	138	8.57211
MvSl-1064-A2-R4_A2g00334	306	71.6021	123.2	19.1432
MvSl-1064-A2-R4_A2g00335	1680	1344	166.078	1.37481
MvSl-1064-A2-R4_A2g00336	4326	3990	429.738	1.19829
MvSl-1064-A2-R4_A2g00337	1584	1248	7.02585	0.0626346
MvSl-1064-A2-R4_A2g00338	252	50.6772	20.8265	4.5723
MvSl-1064-A2-R4_A2g00339	3441	3105	3428.73	12.2858
MvSl-1064-A2-R4_A2g00340	396	121.183	1759.31	161.522
MvSl-1064-A2-R4_A2g00341	507	202.848	6.21301	0.340771
MvSl-1064-A2-R4_A2g00342	159	22.7586	53	25.9097
MvSl-1064-A2-R4_A2g00343	654	330.009	503.122	16.9621
MvSl-1064-A2-R4_A2g00344	246	49.4769	351.449	79.0297
MvSl-1064-A2-R4_A2g00345	336	86.7828	582.35	74.6589
MvSl-1064-A2-R4_A2g00346	639	316.775	221.102	7.76559
MvSl-1064-A2-R4_A2g00347	276	58.6243	53.4807	10.1496
MvSl-1064-A2-R4_A2g00348	192	32.7333	13.4702	4.57841
MvSl-1064-A2-R4_A2g00349	675	348.794	100.62	3.20957
MvSl-1064-A2-R4_A2g00350	285	62.4096	51.9329	9.25812
MvSl-1064-A2-R4_A2g00351	1830	1494	8628	64.2525
MvSl-1064-A2-R4_A2g00352	516	210.138	1436.38	76.0499
MvSl-1064-A2-R4_A2g00353	4425	4089	1234.12	3.35792
MvSl-1064-A2-R4_A2g00354	132	14.2254	0	0
MvSl-1064-A2-R4_A2g00355	2826	2490	1710.17	7.64135
MvSl-1064-A2-R4_A2g00356	2337	2001	2132.76	11.8584
MvSl-1064-A2-R4_A2g00357	1710	1374	279.643	2.26437
MvSl-1064-A2-R4_A2g00358	1755	1419	652.136	5.11312
MvSl-1064-A2-R4_A2g00359	1281	945.004	3558.1	41.8905
MvSl-1064-A2-R4_A2g00360	204	36.5462	12	3.65318
MvSl-1064-A2-R4_A2g00361	525	217.94	23	1.17415
MvSl-1064-A2-R4_A2g00362	402	125.113	17	1.51174
MvSl-1064-A2-R4_A2g00363	2835	2499	369.372	1.64448
MvSl-1064-A2-R4_A2g00364	1212	876.004	24.4667	0.310742
MvSl-1064-A2-R4_A2g00365	1647	1311	442	3.75102
MvSl-1064-A2-R4_A2g00366	795	462.463	244	5.87008
MvSl-1064-A2-R4_A2g00367	4029	3693	1870	5.6337
MvSl-1064-A2-R4_A2g00368	4593	4257	5124	13.3917
MvSl-1064-A2-R4_A2g00369	993	657.004	2295	38.8639
MvSl-1064-A2-R4_A2g00370	2364	2028	468	2.56749
MvSl-1064-A2-R4_A2g00371	483	183.518	4277	259.294
MvSl-1064-A2-R4_A2g00372	372	106.161	5099	534.38
MvSl-1064-A2-R4_A2g00373	375	107.724	10540	1088.58
MvSl-1064-A2-R4_A2g00374	882	547.353	3585	72.8708
MvSl-1064-A2-R4_A2g00375	4092	3756	5773	17.1004
MvSl-1064-A2-R4_A2g00376	345	91.474	1447	175.996
MvSl-1064-A2-R4_A2g00377	204	36.5462	3	0.913294
MvSl-1064-A2-R4_A2g00378	198	34.6466	3	0.963367
MvSl-1064-A2-R4_A2g00379	1851	1515	2760	20.2687
MvSl-1064-A2-R4_A2g00380	1134	798.004	745	10.3868
MvSl-1064-A2-R4_A2g00381	4269	3933	3306.74	9.35422
MvSl-1064-A2-R4_A2g00382	1629	1293	283.515	2.43954
MvSl-1064-A2-R4_A2g00383	903	567.85	539	10.5606
MvSl-1064-A2-R4_A2g00384	159	22.7586	1	0.488861
MvSl-1064-A2-R4_A2g00385	207	37.6941	11.8701	3.50359
MvSl-1064-A2-R4_A2g00386	159	22.7586	1	0.488861
MvSl-1064-A2-R4_A2g00387	162	23.6742	8.12988	3.82069
MvSl-1064-A2-R4_A2g00388	516	210.138	2084	110.338
MvSl-1064-A2-R4_A2g00389	810	477.085	429.185	10.0088
MvSl-1064-A2-R4_A2g00390	705	376.686	72	2.1266
MvSl-1064-A2-R4_A2g00391	675	348.794	14.0788	0.449084
MvSl-1064-A2-R4_A2g00392	171	25.4892	2	0.872983
MvSl-1064-A2-R4_A2g00393	219	41.396	1366	367.133
MvSl-1064-A2-R4_A2g00394	171	25.4892	25	10.9123
MvSl-1064-A2-R4_A2g00395	423	139.368	43	3.4327
MvSl-1064-A2-R4_A2g00396	216	40.4064	13	3.57952
MvSl-1064-A2-R4_A2g00397	5253	4917	1161.06	2.62716
MvSl-1064-A2-R4_A2g00398	3981	3645	1159.66	3.53969
MvSl-1064-A2-R4_A2g00399	228	43.7368	2	0.508761
MvSl-1064-A2-R4_A2g00400	2469	2133	4.86835	0.0253934
MvSl-1064-A2-R4_A2g00401	981	645.07	843.309	14.5449
MvSl-1064-A2-R4_A2g00402	672	346.007	18.7755	0.603724
MvSl-1064-A2-R4_A2g00403	1044	708.004	3569	56.0844
MvSl-1064-A2-R4_A2g00404	2022	1686	1003.94	6.62492
