target_id	est_counts	est_counts	mean_counts	tpm	tpm	target_id	est_counts	est_counts	mean_counts	tpm	tpm	ratio_old/new
MvSl-1064-A1-R4_MC01-1g01725	888	939	913.5	4.20337	4.39592	MvSl-1064-A1-R4_MC01-1g01725	888	939	913.5	4.09875	4.16202	1
MvSl-1064-A1-R4_MC09-2g09375	954	872	913	6.49099	5.86378	MvSl-1064-A1-R4_MC09-2g09375	954	872	913	5.71291	4.99665	1
MvSl-1064-A1-R4_MC07g08019	879	944	911.5	3.77436	4.0095	MvSl-1064-A1-R4_MC07g08019	879	944	911.5	4.20957	4.33936	1
MvSl-1064-A1-R4_MC06g07476	897	923	910	2.73474	2.78465	MvSl-1064-A1-R4_MC06g07476	897	923	910	2.43874	2.42171	1
MvSl-1064-A1-R4_MC04-1g05997	873	933	903	6.32011	6.67463	MvSl-1064-A1-R4_MC04-1g05997	873	933	903	9.01258	9.11332	1
MvSl-1064-A1-R4_MC08g08582	990	812	901	3.00187	2.43646	MvSl-1064-A1-R4_MC08g08582	990	812	901	2.53261	2.00548	1
MvSl-1064-A1-R4_MC12g11249	823	979	901	4.15165	4.8838	MvSl-1064-A1-R4_MC12g11249	823	979	901	3.71653	4.24652	1
MvSl-1064-A1-R4_MC02g04051	896	903	899.5	6.81065	6.7819	MvSl-1064-A1-R4_MC02g04051	896	903	899.5	6.94084	6.66304	1
MvSl-1064-A1-R4_MC01-1g02001	846	947	896.5	4.60642	5.09847	MvSl-1064-A1-R4_MC01-1g02001	846	947	896.5	4.13785	4.44472	1
MvSl-1064-A1-R4_MC07g08098	843	950	896.5	6.575	7.32059	MvSl-1064-A1-R4_MC07g08098	843	950	896.5	6.73482	7.22489	1
MvSl-1064-A1-R4_MC03g04328	845	944	894.5	5.82994	6.43671	MvSl-1064-A1-R4_MC03g04328	845	944	894.5	5.12705	5.47958	1
MvSl-1064-A1-R4_MC02g03790	884	902	893	2.55194	2.57687	MvSl-1064-A1-R4_MC02g03790	884	902	893	2.94809	2.8983	1
MvSl-1064-A1-R4_MC01-1g02385	809	975	892	11.3065	13.4249	MvSl-1064-A1-R4_MC01-1g02385	807	977	892	10.2957	11.7331	1
MvSl-1064-A1-R4_MC09-2g09547	870	913	891.5	103.442	101.682	MvSl-1064-A1-R4_MC09-2g09547	870	913	891.5	84.3997	81.8858	1
MvSl-1064-A1-R4_MC07g07661	825	950	887.5	16.9957	19.0828	MvSl-1064-A1-R4_MC07g07661	826	949	887.5	25.849	27.3411	1
MvSl-1064-A1-R4_MC01-1g02786	883	886	884.5	5.69755	5.65082	MvSl-1064-A1-R4_MC01-1g02786	883	886	884.5	5.20625	4.99983	1
MvSl-1064-A1-R4_MC08g08561	774	985	879.5	6.27667	7.89104	MvSl-1064-A1-R4_MC08g08561	774	985	879.5	6.87772	8.31279	1
MvSl-1064-A1-R4_MC09-2g09237	891	866	878.5	4.71047	4.52713	MvSl-1064-A1-R4_MC09-2g09237	890	867	878.5	4.74757	4.43292	1
MvSl-1064-A1-R4_MC07g08155	775	979	877	10.1154	12.596	MvSl-1064-A1-R4_MC07g08155	776	978	877	9.74075	11.5619	1
MvSl-1064-A1-R4_MC04-1g05883	809	939	874	4.47483	5.13544	MvSl-1064-A1-R4_MC04-1g05883	809	939	874	6.35265	7.02157	1
MvSl-1064-A1-R4_MC07g07877	737	1011	874	3.4612	4.69586	MvSl-1064-A1-R4_MC07g07877	737	1011	874	3.10806	4.09848	1
MvSl-1064-A1-R4_MC07g08092	798	949	873.5	14.921	17.3665	MvSl-1064-A1-R4_MC07g08092	798	949	873.5	33.809	36.8633	1
MvSl-1064-A1-R4_MC08g08338	962	785	873.5	12.2902	9.88908	MvSl-1064-A1-R4_MC08g08338	962	785	873.5	9.97526	7.7014	1
MvSl-1064-A1-R4_MC11g10367	698	1046	872	2.01014	2.98106	MvSl-1064-A1-R4_MC11g10367	698	1046	872	1.79764	2.60069	1
MvSl-1064-A1-R4_MC03g04545	666	1072	869	7.33382	11.6504	MvSl-1064-A1-R4_MC03g04545	666	1072	869	8.63827	13.0852	1
MvSl-1064-A1-R4_MC08g08654	772	964	868	4.20897	5.19674	MvSl-1064-A1-R4_MC08g08654	772	964	868	4.23624	5.06825	1
MvSl-1064-A1-R4_MC06g07193	716	1015	865.5	6.91135	9.67389	MvSl-1064-A1-R4_MC06g07193	716	1015	865.5	6.92529	9.3051	1
MvSl-1064-A1-R4_MC01-1g02770	885	845	865	3.51683	3.32181	MvSl-1064-A1-R4_MC01-1g02770	885	845	865	3.78787	3.47606	1
MvSl-1064-A1-R4_MC07g07900	810	915	862.5	3.93429	4.39526	MvSl-1064-A1-R4_MC07g07900	810	915	862.5	3.22066	3.49948	1
MvSl-1064-A1-R4_MC08g08786	740	984	862	23.0039	29.4646	MvSl-1064-A1-R4_MC08g08786	739	985	862	28.0496	34.4198	1
MvSl-1064-A1-R4_MC01-1g02119	880	840	860	110.525	99.4357	MvSl-1064-A1-R4_MC01-1g02119	880	840	860	90.6734	80.6207	1
MvSl-1064-A1-R4_A1g00433	904	808	856	4.76115	4.20801	MvSl-1064-A1-R4_A1g00433	904	808	856	4.52765	3.88216	1
MvSl-1064-A1-R4_MC09-2g09112	805	906	855.5	4.25581	4.73624	MvSl-1064-A1-R4_MC09-2g09112	805	906	855.5	4.27428	4.61119	1
MvSl-1064-A1-R4_MC02g03698	858	851	854.5	5.86164	5.74587	MvSl-1064-A1-R4_MC02g03698	859	850	854.5	5.58077	5.27718	1
MvSl-1064-A1-R4_MC01-1g02147	869	835	852	6.70283	6.36344	MvSl-1064-A1-R4_MC01-1g02147	869	835	852	5.9311	5.44146	1
MvSl-1064-A1-R4_MC12g10769	750	947	848.5	10.7112	13.3164	MvSl-1064-A1-R4_MC12g10769	750	947	848.5	9.94769	11.8181	1
MvSl-1064-A1-R4_MC04-1g06017	888	803	845.5	8.11309	7.24518	MvSl-1064-A1-R4_MC04-1g06017	888	803	845.5	7.27148	6.25621	1
MvSl-1064-A1-R4_MC03g05144	901	788	844.5	4.50439	3.89582	MvSl-1064-A1-R4_MC03g05144	901	788	844.5	4.41627	3.70625	1
MvSl-1064-A1-R4_MC01-1g02470	734	954	844	2.40892	3.09803	MvSl-1064-A1-R4_MC01-1g02470	734	954	844	2.3821	2.98374	1
MvSl-1064-A1-R4_MC14g11734	931	757	844	6.4127	5.15316	MvSl-1064-A1-R4_MC14g11734	931	757	844	6.17079	4.79316	1
MvSl-1064-A1-R4_MC01-1g02537	763	919	841	7.77769	9.24801	MvSl-1064-A1-R4_MC01-1g02537	763	919	841	8.90855	10.119	1
MvSl-1064-A1-R4_MC07g08197	896	782	839	4.68657	4.04465	MvSl-1064-A1-R4_MC07g08197	896	782	839	4.4106	3.69361	1
MvSl-1064-A1-R4_MC08g08816	612	1066	839	1.83246	3.15859	MvSl-1064-A1-R4_MC08g08816	612	1066	839	1.54496	2.5983	1
MvSl-1064-A1-R4_MC09-2g09192	789	882	835.5	10.6414	11.7255	MvSl-1064-A1-R4_MC09-2g09192	790	881	835.5	13.5474	14.1651	1
MvSl-1064-A1-R4_MC12g10806	1101	565	833	2.26057	1.14834	MvSl-1064-A1-R4_MC12g10806	1101	565	833	2.42012	1.20015	1
MvSl-1064-A1-R4_MC12g11198	979	687	833	3.59505	2.49593	MvSl-1064-A1-R4_MC12g11198	979	687	833	3.37777	2.28309	1
MvSl-1064-A1-R4_MC07g07698	833	827	830	82.8258	76.5913	MvSl-1064-A1-R4_MC07g07698	833	827	830	67.0877	60.9503	1
MvSl-1064-A1-R4_MC01-1g02531	813	846	829.5	2.88422	2.96948	MvSl-1064-A1-R4_MC01-1g02531	813	846	829.5	2.36438	2.37317	1
MvSl-1064-A1-R4_MC08g08586	745	913	829	7.28369	8.8132	MvSl-1064-A1-R4_MC08g08586	745	913	829	6.51909	7.59031	1
MvSl-1064-A1-R4_MC10-2g10065	745	910	827.5	5.9154	7.13843	MvSl-1064-A1-R4_MC10-2g10065	745	910	827.5	7.23627	8.37692	1
MvSl-1064-A1-R4_MC05-3g06516	893	761	827	8.43503	7.09799	MvSl-1064-A1-R4_MC05-3g06516	893	761	827	8.56509	6.91967	1
MvSl-1064-A1-R4_MC05-3g06775	658	995	826.5	4.33259	6.47554	MvSl-1064-A1-R4_MC05-3g06775	660	993	826.5	5.46294	7.81841	1
MvSl-1064-A1-R4_MC08g08536	795	858	826.5	8.43256	8.98311	MvSl-1064-A1-R4_MC08g08536	795	858	826.5	8.35683	8.53011	1
MvSl-1064-A1-R4_MC10-2g10013	806	843	824.5	7.22199	7.45994	MvSl-1064-A1-R4_MC10-2g10013	806	843	824.5	5.88612	5.87083	1
MvSl-1064-A1-R4_MC01-1g02533	882	766	824	2.71472	2.33306	MvSl-1064-A1-R4_MC01-1g02533	882	766	824	2.4502	2.05324	1
MvSl-1064-A1-R4_MC03g04528	827	818	822.5	4.09046	4.00118	MvSl-1064-A1-R4_MC03g04528	828	817	822.5	6.28679	5.91117	1
MvSl-1064-A1-R4_MC01-1g01966	864	775	819.5	3.90427	3.46384	MvSl-1064-A1-R4_MC01-1g01966	864	775	819.5	3.36542	2.9043	1
MvSl-1064-A1-R4_MC05-3g06659	716	922	819	89.9269	109.143	MvSl-1064-A1-R4_MC05-3g06659	716	922	819	73.7752	88.4908	1
MvSl-1064-A1-R4_MC01-2g03071	813	819	816	10.1551	10.0914	MvSl-1064-A1-R4_MC01-2g03071	813	819	816	8.24566	7.86367	1
MvSl-1064-A1-R4_MC09-2g08936	891	738	814.5	5.17824	4.24037	MvSl-1064-A1-R4_MC09-2g08936	891	738	814.5	4.56208	3.62387	1
MvSl-1064-A1-R4_MC01-1g01916	852	775	813.5	2.75406	2.47887	MvSl-1064-A1-R4_MC01-1g01916	852	775	813.5	2.5096	2.20169	1
MvSl-1064-A1-R4_MC01-1g02791	874	753	813.5	1.59285	1.35857	MvSl-1064-A1-R4_MC01-1g02791	874	753	813.5	1.75787	1.46427	1
MvSl-1064-A1-R4_MC01-1g02130	736	890	813	5.55912	6.64215	MvSl-1064-A1-R4_MC01-1g02130	736	890	813	4.53765	5.24805	1
MvSl-1064-A1-R4_MC08g08464	807	819	813	2.55627	2.56711	MvSl-1064-A1-R4_MC08g08464	807	819	813	2.24185	2.19531	1
MvSl-1064-A1-R4_MC01-1g02367	704	921	812.5	6.8909	8.90078	MvSl-1064-A1-R4_MC01-1g02367	704	921	812.5	6.16032	7.65682	1
MvSl-1064-A1-R4_MC02g03904	742	879	810.5	4.99575	5.84918	MvSl-1064-A1-R4_MC02g03904	742	879	810.5	5.61524	6.3392	1
MvSl-1064-A1-R4_MC04-1g05888	586	1026	806	1.60057	2.77342	MvSl-1064-A1-R4_MC04-1g05888	586	1026	806	1.37922	2.33261	1
MvSl-1064-A1-R4_MC01-1g02447	745	866	805.5	7.4938	8.59984	MvSl-1064-A1-R4_MC01-1g02447	745	866	805.5	8.52748	9.35268	1
MvSl-1064-A1-R4_MC08g08364	590	1014	802	2.3693	4.0282	MvSl-1064-A1-R4_MC08g08364	591	1013	802	2.89063	4.75449	1
MvSl-1064-A1-R4_MC15g12113	1025	579	802	2.87084	1.60489	MvSl-1064-A1-R4_MC15g12113	1025	579	802	2.41493	1.3177	1
MvSl-1064-A1-R4_MC04-1g05577	703	898	800.5	1.34753	1.70399	MvSl-1064-A1-R4_MC04-1g05577	703	898	800.5	1.27437	1.57468	1
MvSl-1064-A1-R4_MC09-2g09227	702	896	799	19.8159	24.5334	MvSl-1064-A1-R4_MC09-2g09227	702	896	799	27.7513	32.5718	1
MvSl-1064-A1-R4_MC03g04541	670	926	798	7.86421	10.7244	MvSl-1064-A1-R4_MC03g04541	670	926	798	7.23962	9.45713	1
MvSl-1064-A1-R4_MC06g07037	827	766	796.5	1.81084	1.66025	MvSl-1064-A1-R4_MC06g07037	827	766	796.5	1.5989	1.43213	1
MvSl-1064-A1-R4_MC09-2g09358	731	854	792.5	3.61349	4.17481	MvSl-1064-A1-R4_MC09-2g09358	731	854	792.5	2.95778	3.32315	1
MvSl-1064-A1-R4_MC03g04827	895	689	792	2.00217	1.52567	MvSl-1064-A1-R4_MC03g04827	895	689	792	1.7017	1.26694	1
MvSl-1064-A1-R4_MC09-2g09383	704	878	791	6.09908	7.51303	MvSl-1064-A1-R4_MC09-2g09383	704	878	791	6.72422	7.95113	1
MvSl-1064-A1-R4_MC08g08291	819	762	790.5	13.3471	12.1868	MvSl-1064-A1-R4_MC08g08291	819	762	790.5	10.8026	9.45647	1
MvSl-1064-A1-R4_MC07g08154	723	857	790	3.40118	3.98727	MvSl-1064-A1-R4_MC07g08154	723	857	790	3.13542	3.57152	1
MvSl-1064-A1-R4_MC01-1g02471	678	900	789	32.972	41.2799	MvSl-1064-A1-R4_MC01-1g02471	678	900	789	26.4147	32.2957	1
MvSl-1064-A1-R4_MC02g03945	716	858	787	4.89953	5.80259	MvSl-1064-A1-R4_MC02g03945	716	858	787	4.41435	5.05936	1
MvSl-1064-A1-R4_MC06g07301	935	621	778	3.51997	2.31291	MvSl-1064-A1-R4_MC06g07301	935	621	778	3.64817	2.3311	1
MvSl-1064-A1-R4_MC02g04107	630	923	776.5	3.54566	5.13603	MvSl-1064-A1-R4_MC02g04107	630	923	776.5	4.78343	6.67811	1
MvSl-1064-A1-R4_MC14g11957	778	772	775	11.2045	10.9473	MvSl-1064-A1-R4_MC14g11957	778	772	775	9.08369	8.5004	1
MvSl-1064-A1-R4_A1g00049	761	786	773.5	2.23935	2.28886	MvSl-1064-A1-R4_A1g00049	761	786	773.5	2.27958	2.27052	1
MvSl-1064-A1-R4_MC04-1g05915	751	794	772.5	8.91499	9.29962	MvSl-1064-A1-R4_MC04-1g05915	751	794	772.5	8.11486	8.10903	1
MvSl-1064-A1-R4_MC03g04615	707	837	772	6.18914	7.23689	MvSl-1064-A1-R4_MC03g04615	707	837	772	7.36435	8.24783	1
MvSl-1064-A1-R4_MC07g08220	647	895	771	4.15873	5.68634	MvSl-1064-A1-R4_MC07g08220	647	895	771	4.21537	5.57206	1
MvSl-1064-A1-R4_MC09-2g09378	716	826	771	1.50178	1.71497	MvSl-1064-A1-R4_MC09-2g09378	716	826	771	1.25723	1.40321	1
MvSl-1064-A1-R4_MC03g05238	915	625	770	7.09032	4.78505	MvSl-1064-A1-R4_MC03g05238	915	625	770	6.28241	4.09688	1
MvSl-1064-A1-R4_A1g00036	748	788	768	5.48636	5.71124	MvSl-1064-A1-R4_A1g00036	748	788	768	5.91411	5.9322	1
MvSl-1064-A1-R4_MC11g10398	560	972	766	1.78808	3.07106	MvSl-1064-A1-R4_MC11g10398	561	971	766	1.65457	2.76202	1
MvSl-1064-A1-R4_MC09-2g09561	859	671	765	5.99073	4.6247	MvSl-1064-A1-R4_MC09-2g09561	859	671	765	5.56502	4.15431	1
MvSl-1064-A1-R4_MC11g10314	686	844	765	2.86909	3.49174	MvSl-1064-A1-R4_MC11g10314	686	844	765	2.6496	3.13654	1
MvSl-1064-A1-R4_A1g00035	710	815	762.5	5.63749	6.39321	MvSl-1064-A1-R4_A1g00035	710	815	762.5	4.59972	5.04584	1
MvSl-1064-A1-R4_MC06g06887	643	879	761	7.02509	9.4783	MvSl-1064-A1-R4_MC06g06887	643	879	761	5.71366	7.41821	1
MvSl-1064-A1-R4_MC12g11015	716	805	760.5	12.8717	14.1651	MvSl-1064-A1-R4_MC12g11015	716	805	760.5	12.8332	13.5128	1
MvSl-1064-A1-R4_MC02g04104	727	790	758.5	6.34431	6.80921	MvSl-1064-A1-R4_MC02g04104	727	790	758.5	7.03168	7.24239	1
MvSl-1064-A1-R4_MC02g04029	718	798	758	5.2571	5.77362	MvSl-1064-A1-R4_MC02g04029	719	797	758	6.43884	6.77746	1
MvSl-1064-A1-R4_MC02g04097	782	733	757.5	2.67776	2.48347	MvSl-1064-A1-R4_MC02g04097	782	733	757.5	3.19227	2.8774	1
MvSl-1064-A1-R4_MC12g11202	740	767	753.5	3.30644	3.38971	MvSl-1064-A1-R4_MC12g11202	740	767	753.5	2.70782	2.70187	1
MvSl-1064-A1-R4_MC07g08100	610	896	753	3.90292	5.66664	MvSl-1064-A1-R4_MC07g08100	610	896	753	4.54145	6.35903	1
MvSl-1064-A1-R4_MC06g07315	820	677	748.5	5.37812	4.38874	MvSl-1064-A1-R4_MC06g07315	819	678	748.5	6.54308	5.15629	1
MvSl-1064-A1-R4_MC07g08128	671	825	748	7.24587	8.79308	MvSl-1064-A1-R4_MC07g08128	671	825	748	7.56726	8.78496	1
MvSl-1064-A1-R4_MC08g08365	675	821	748	5.26468	6.32653	MvSl-1064-A1-R4_MC08g08365	675	821	748	5.02537	5.82674	1
MvSl-1064-A1-R4_MC01-2g03111	713	776	744.5	5.9021	6.34547	MvSl-1064-A1-R4_MC01-2g03111	713	776	744.5	5.19044	5.38741	1
MvSl-1064-A1-R4_MC03g04437	693	788	740.5	1.72044	1.93624	MvSl-1064-A1-R4_MC03g04437	693	788	740.5	2.02051	2.21604	1
MvSl-1064-A1-R4_MC06g07241	629	852	740.5	4.51461	6.04301	MvSl-1064-A1-R4_MC06g07241	629	852	740.5	5.28253	6.80429	1
MvSl-1064-A1-R4_MC04-1g05752	739	733	736	2.55773	2.51014	MvSl-1064-A1-R4_MC04-1g05752	739	733	736	2.4717	2.36207	1
MvSl-1064-A1-R4_MC03g04817	769	702	735.5	3.41233	3.08109	MvSl-1064-A1-R4_MC03g04817	768	703	735.5	3.82149	3.35599	1
MvSl-1064-A1-R4_MC12g10935	774	696	735	3.97881	3.53804	MvSl-1064-A1-R4_MC12g10935	774	696	735	4.03502	3.47889	1
MvSl-1064-A1-R4_MC01-1g02561	755	714	734.5	4.99882	4.67245	MvSl-1064-A1-R4_MC01-1g02561	755	714	734.5	4.08438	3.70154	1
MvSl-1064-A1-R4_MC13g11508	753	716	734.5	3.09669	2.91276	MvSl-1064-A1-R4_MC13g11508	753	716	734.5	2.75101	2.51824	1
MvSl-1064-A1-R4_MC07g07876	622	839	730.5	4.01965	5.3593	MvSl-1064-A1-R4_MC07g07876	622	839	730.5	3.49672	4.51751	1
MvSl-1064-A1-R4_MC07g07977	833	628	730.5	3.12613	2.33165	MvSl-1064-A1-R4_MC07g07977	833	628	730.5	2.7149	1.97243	1
MvSl-1064-A1-R4_MC08g08360	794	667	730.5	5.10361	4.23776	MvSl-1064-A1-R4_MC08g08360	794	667	730.5	4.81761	3.8717	1
MvSl-1064-A1-R4_MC13g11372	625	825	725	4.10884	5.36075	MvSl-1064-A1-R4_MC13g11372	625	825	725	4.34323	5.47219	1
MvSl-1064-A1-R4_MC04-1g05549	671	777	724	14.434	16.265	MvSl-1064-A1-R4_MC04-1g05549	671	777	724	14.0729	15.1814	1
MvSl-1064-A1-R4_MC02g04180	652	788	720	61.2107	69.0012	MvSl-1064-A1-R4_MC02g04180	652	788	720	49.5433	54.9335	1
MvSl-1064-A1-R4_A1g01388	474	958	716	1.93883	3.87632	MvSl-1064-A1-R4_A1g01388	474	958	716	1.69661	3.30172	1
MvSl-1064-A1-R4_MC08g08518	662	767	714.5	3.87426	4.43776	MvSl-1064-A1-R4_MC08g08518	663	766	714.5	3.5615	3.94363	1
MvSl-1064-A1-R4_MC08g08531	762	666	714	4.67871	4.04242	MvSl-1064-A1-R4_MC08g08531	762	666	714	3.8248	3.2068	1
MvSl-1064-A1-R4_MC11g10404	536	892	714	7.35738	12.0677	MvSl-1064-A1-R4_MC11g10404	536	892	714	7.90769	12.3544	1
MvSl-1064-A1-R4_MC03g04743	728	692	710	4.48641	4.21566	MvSl-1064-A1-R4_MC03g04743	728	692	710	3.92905	3.57917	1
MvSl-1064-A1-R4_MC01-1g01896	736	678	707	2.13352	1.94498	MvSl-1064-A1-R4_MC01-1g01896	736	678	707	1.84783	1.6436	1
MvSl-1064-A1-R4_MC02g04110	520	892	706	2.56593	4.35288	MvSl-1064-A1-R4_MC02g04110	520	892	706	2.10033	3.46497	1
MvSl-1064-A1-R4_MC07g07872	643	767	705	4.21724	4.97218	MvSl-1064-A1-R4_MC07g07872	643	767	705	3.9431	4.49898	1
MvSl-1064-A1-R4_MC08g08671	792	617	704.5	27.8876	20.7934	MvSl-1064-A1-R4_MC08g08671	792	617	704.5	22.3995	16.1417	1
MvSl-1064-A1-R4_MC09-2g09354	649	758	703.5	3.59934	4.15651	MvSl-1064-A1-R4_MC09-2g09354	649	758	703.5	3.5528	3.97583	1
MvSl-1064-A1-R4_MC02g03215	766	637	701.5	3.09838	2.54886	MvSl-1064-A1-R4_MC02g03215	766	637	701.5	3.11587	2.49178	1
MvSl-1064-A1-R4_MC03g05036	704	698	701	114.332	106.533	MvSl-1064-A1-R4_MC03g05036	704	698	701	94.4941	87.4216	1
MvSl-1064-A1-R4_MC01-1g02030	735	663	699	4.52622	4.03603	MvSl-1064-A1-R4_MC01-1g02030	735	663	699	4.60571	3.9725	1
MvSl-1064-A1-R4_MC03g04482	669	727	698	6.02669	6.46794	MvSl-1064-A1-R4_MC03g04482	669	727	698	6.28531	6.4785	1
MvSl-1064-A1-R4_MC04-1g05710	588	807	697.5	4.17026	5.65609	MvSl-1064-A1-R4_MC04-1g05710	588	807	697.5	3.40567	4.4748	1
MvSl-1064-A1-R4_MC06g07521	762	633	697.5	3.39567	2.79007	MvSl-1064-A1-R4_MC06g07521	762	633	697.5	3.20172	2.55682	1
MvSl-1064-A1-R4_MC01-1g01884	786	602	694	2.45262	1.85882	MvSl-1064-A1-R4_MC01-1g01884	786	602	694	2.28008	1.68447	1
MvSl-1064-A1-R4_MC02g03562	692	695	693.5	3.95849	3.93065	MvSl-1064-A1-R4_MC02g03562	692	695	693.5	3.4064	3.28268	1
MvSl-1064-A1-R4_MC02g03971	626	760	693	2.08638	2.50632	MvSl-1064-A1-R4_MC02g03971	626	760	693	1.91517	2.24185	1
MvSl-1064-A1-R4_MC06g07188	706	680	693	2.59711	2.47484	MvSl-1064-A1-R4_MC06g07188	706	680	693	2.89231	2.67877	1
MvSl-1064-A1-R4_MC13g11469	626	760	693	4.64856	5.57656	MvSl-1064-A1-R4_MC13g11469	626	760	693	4.88224	5.64522	1
MvSl-1064-A1-R4_MC15g12070	678	707	692.5	2.59803	2.68018	MvSl-1064-A1-R4_MC15g12070	678	707	692.5	2.44971	2.45945	1
MvSl-1064-A1-R4_MC11g10529	814	570	692	2.02987	1.40684	MvSl-1064-A1-R4_MC11g10529	814	570	692	1.80831	1.22358	1
MvSl-1064-A1-R4_MC12g11123	752	630	691	2.30696	1.91251	MvSl-1064-A1-R4_MC12g11123	752	630	691	2.39315	1.93247	1
MvSl-1064-A1-R4_MC05-3g06729	573	800	686.5	2.59489	3.58331	MvSl-1064-A1-R4_MC05-3g06729	573	800	686.5	2.7102	3.63252	1
MvSl-1064-A1-R4_MC04-1g05663	723	649	686	5.12338	4.54486	MvSl-1064-A1-R4_MC04-1g05663	724	648	686	8.49556	7.17043	1
MvSl-1064-A1-R4_MC01-1g02603	607	759	683	4.9852	6.15787	MvSl-1064-A1-R4_MC01-1g02603	607	759	683	5.87102	6.9582	1
MvSl-1064-A1-R4_A1g00532	667	698	682.5	3.47791	3.59896	MvSl-1064-A1-R4_A1g00532	667	698	682.5	2.98272	2.99851	1
MvSl-1064-A1-R4_MC01-2g03078	662	703	682.5	2.56847	2.69833	MvSl-1064-A1-R4_MC01-2g03078	661	704	682.5	2.14216	2.19876	1
MvSl-1064-A1-R4_MC02g03524	634	728	681	5.91515	6.70718	MvSl-1064-A1-R4_MC02g03524	634	728	681	6.40191	6.95998	1
MvSl-1064-A1-R4_MC04-1g05732	768	590	679	2.9701	2.25729	MvSl-1064-A1-R4_MC04-1g05732	768	590	679	2.94157	2.17449	1
MvSl-1064-A1-R4_MC03g04329	629	724	676.5	6.12811	6.96445	MvSl-1064-A1-R4_MC03g04329	629	724	676.5	7.68922	8.33903	1
MvSl-1064-A1-R4_MC02g03671	741	607	674	2.62657	2.12878	MvSl-1064-A1-R4_MC02g03671	740	608	674	2.47145	1.95644	1
MvSl-1064-A1-R4_MC05-3g06758	762	584	673	6.56081	4.96652	MvSl-1064-A1-R4_MC05-3g06758	762	584	673	5.88296	4.29501	1
MvSl-1064-A1-R4_MC14g11960	660	683	671.5	7.1179	7.27026	MvSl-1064-A1-R4_MC14g11960	661	682	671.5	7.41804	7.22774	1
MvSl-1064-A1-R4_MC11g10443	670	671	670.5	2.83475	2.80825	MvSl-1064-A1-R4_MC11g10443	670	671	670.5	2.51584	2.42496	1
MvSl-1064-A1-R4_MC01-1g02145	467	866	666.5	2.48459	4.55586	MvSl-1064-A1-R4_MC01-1g02145	467	866	666.5	2.39647	4.26178	1
MvSl-1064-A1-R4_MC09-2g09057	622	706	664	5.54362	6.21442	MvSl-1064-A1-R4_MC09-2g09057	622	706	664	5.84375	6.29136	1
MvSl-1064-A1-R4_MC09-2g09428	628	697	662.5	3.39732	3.7283	MvSl-1064-A1-R4_MC09-2g09428	627	698	662.5	4.00549	4.26233	1
MvSl-1064-A1-R4_MC02g03713	847	476	661.5	2.71171	1.50796	MvSl-1064-A1-R4_MC02g03713	847	476	661.5	2.98975	1.61803	1
MvSl-1064-A1-R4_MC09-2g09457	649	667	658	5.5536	5.63767	MvSl-1064-A1-R4_MC09-2g09457	650	666	658	6.26054	6.08063	1
MvSl-1064-A1-R4_MC10-1g09669	625	689	657	2.13666	2.33058	MvSl-1064-A1-R4_MC10-1g09669	625	689	657	1.86489	1.98261	1
MvSl-1064-A1-R4_MC07g07935	615	694	654.5	11.7329	12.9456	MvSl-1064-A1-R4_MC07g07935	615	694	654.5	9.47805	10.0374	1
MvSl-1064-A1-R4_MC01-1g02696	630	675	652.5	8.98211	9.47554	MvSl-1064-A1-R4_MC01-1g02696	630	675	652.5	12.2717	12.2923	1
MvSl-1064-A1-R4_MC01-1g02700	554	747	650.5	1.54236	2.05817	MvSl-1064-A1-R4_MC01-1g02700	554	747	650.5	1.42518	1.85521	1
MvSl-1064-A1-R4_MC05-3g06686	640	660	650	5.19002	5.2874	MvSl-1064-A1-R4_MC05-3g06686	640	660	650	4.71888	4.63983	1
MvSl-1064-A1-R4_MC09-2g08961	825	468	646.5	3.14547	1.76527	MvSl-1064-A1-R4_MC09-2g08961	825	468	646.5	3.41641	1.86336	1
MvSl-1064-A1-R4_MC04-1g05578	668	621	644.5	3.87954	3.56565	MvSl-1064-A1-R4_MC04-1g05578	668	621	644.5	3.17261	2.83127	1
MvSl-1064-A1-R4_MC09-2g09087	542	746	644	2.0377	2.77473	MvSl-1064-A1-R4_MC09-2g09087	542	746	644	1.82343	2.41793	1
MvSl-1064-A1-R4_MC03g04506	558	725	641.5	6.12843	7.8586	MvSl-1064-A1-R4_MC03g04506	558	725	641.5	5.63449	6.9313	1
MvSl-1064-A1-R4_MC05-1g06216	700	583	641.5	2.09821	1.7293	MvSl-1064-A1-R4_MC05-1g06216	700	583	641.5	1.82532	1.46751	1
MvSl-1064-A1-R4_MC04-1g05974	613	669	641	2.98263	3.21918	MvSl-1064-A1-R4_MC04-1g05974	613	669	641	2.73591	2.8684	1
MvSl-1064-A1-R4_MC09-2g09240	414	860	637	85.2371	172.365	MvSl-1064-A1-R4_MC09-2g09240	414	860	637	70.514	141.637	1
MvSl-1064-A1-R4_MC13g11375	620	652	636	36.5951	36.0079	MvSl-1064-A1-R4_MC13g11375	620	652	636	42.3591	40.3797	1
MvSl-1064-A1-R4_MC04-1g05881	496	775	635.5	2.95653	4.56692	MvSl-1064-A1-R4_MC04-1g05881	496	775	635.5	2.69595	4.03653	1
MvSl-1064-A1-R4_MC07g08066	745	521	633	1.87513	1.29788	MvSl-1064-A1-R4_MC07g08066	745	521	633	1.71648	1.15968	1
