target_id	est_counts	est_counts	tpm	tpm
MvSl-1064-A1-R4_A1g00028	111	138	3.63707	4.1575
MvSl-1064-A1-R4_A1g00029	59.8591	48	16.1968	13.1166
MvSl-1064-A1-R4_A1g00030	946.154	1038.28	59.1607	58.8754
MvSl-1064-A1-R4_A1g00031	401	467	4.35302	4.79135
MvSl-1064-A1-R4_A1g00032	12302	13033	68.8216	69.8378
MvSl-1064-A1-R4_A1g00033	401	424	5.73809	5.69969
MvSl-1064-A1-R4_A1g00034	1	0	0.373321	0
MvSl-1064-A1-R4_A1g00035	710	815	4.59972	5.04584
MvSl-1064-A1-R4_A1g00036	748	788	5.91411	5.9322
MvSl-1064-A1-R4_A1g00037	554	504	1.8185	1.59419
MvSl-1064-A1-R4_A1g00038	0	3	0	0.0690912
MvSl-1064-A1-R4_A1g00039	5433	6186	24.7291	27.0428
MvSl-1064-A1-R4_A1g00040	34	43	0.308085	0.369889
MvSl-1064-A1-R4_A1g00041	1	2	0.21646	0.42535
MvSl-1064-A1-R4_A1g00042	0	0	0	0
MvSl-1064-A1-R4_A1g00043	0	2.55791	0	0.117533
MvSl-1064-A1-R4_A1g00044	0	0	0	0
MvSl-1064-A1-R4_A1g00045	1	0	0.0347261	0
MvSl-1064-A1-R4_A1g00046	314	288	3.87865	3.35145
MvSl-1064-A1-R4_A1g00047	567	686	6.75487	7.70479
MvSl-1064-A1-R4_A1g00048	532	538	2.9333	2.84194
MvSl-1064-A1-R4_A1g00049	761	786	2.27958	2.27052
MvSl-1064-A1-R4_A1g00050	497	1064	0.822957	1.70497
MvSl-1064-A1-R4_A1g00051	2078	3155	18.9793	27.3504
MvSl-1064-A1-R4_A1g00052	33	42	5.25362	6.38154
MvSl-1064-A1-R4_A1g00053	1752	2081	12.9179	14.6295
MvSl-1064-A1-R4_A1g00054	86	108	0.701716	0.838505
MvSl-1064-A1-R4_A1g00055	750	603	5.35785	4.10963
MvSl-1064-A1-R4_A1g00056	5523	8634	27.0134	40.5235
MvSl-1064-A1-R4_A1g00057	385	530	31.6173	39.9361
MvSl-1064-A1-R4_A1g00058	18	28	6.52218	9.84992
MvSl-1064-A1-R4_A1g00059	131.919	234	24.8933	43.2996
MvSl-1064-A1-R4_A1g00060	174	97	1.89763	0.999802
MvSl-1064-A1-R4_A1g00061	2640	2795	52.2527	51.6592
MvSl-1064-A1-R4_A1g00062	1194.59	1243.78	4.51523	4.52426
MvSl-1064-A1-R4_A1g00063	602	641	6.59603	6.6376
MvSl-1064-A1-R4_A1g00064	5023	5705	90.0298	95.7644
MvSl-1064-A1-R4_A1g00065	3215	3082	13.6082	12.5397
MvSl-1064-A1-R4_A1g00066	4107.89	4772.12	111.487	119.78
MvSl-1064-A1-R4_A1g00067	49	42	0.326665	0.267453
MvSl-1064-A1-R4_A1g00068	33	33	0.260917	0.24843
MvSl-1064-A1-R4_A1g00069	1221	944	2.11964	1.58556
MvSl-1064-A1-R4_A1g00070	3236	3201	9.15581	8.73766
MvSl-1064-A1-R4_A1g00071	342	366	2.02166	2.07063
MvSl-1064-A1-R4_A1g00072	5193	3519	21.4274	13.9612
MvSl-1064-A1-R4_A1g00073	533	385	4.5597	3.13074
MvSl-1064-A1-R4_A1g00074	7311	11706	33.1457	50.9743
MvSl-1064-A1-R4_A1g00075	2	0	0.0140687	0
MvSl-1064-A1-R4_A1g00076	2411	2731	7.35655	8.03468
MvSl-1064-A1-R4_A1g00077	1703	1997	11.0641	12.3983
MvSl-1064-A1-R4_A1g00078	2962	4104	115.399	147.269
MvSl-1064-A1-R4_A1g00079	1756	1128	3.14594	1.95495
MvSl-1064-A1-R4_A1g00080	1349	1130	54.0051	41.6558
MvSl-1064-A1-R4_A1g00081	1854.51	1405.71	16.6077	11.9537
MvSl-1064-A1-R4_A1g00082	2	0	0.43292	0
MvSl-1064-A1-R4_A1g00083	1.02514	2.0249	0.00995727	0.01864
MvSl-1064-A1-R4_A1g00084	1	1	0.0838371	0.0769797
MvSl-1064-A1-R4_A1g00085	0	0	0	0
MvSl-1064-A1-R4_A1g00086	10.2173	7.54003	0.041052	0.0291371
MvSl-1064-A1-R4_A1g00087	328.873	323.16	0.262926	0.250583
MvSl-1064-A1-R4_A1g00088	94.985	106.306	1.45453	1.52792
MvSl-1064-A1-R4_A1g00089	0	0	0	0
MvSl-1064-A1-R4_A1g00090	0	0	0	0
MvSl-1064-A1-R4_A1g00091	0	1	0	0.0190689
MvSl-1064-A1-R4_A1g00092	86	85.5852	2.0978	1.93555
MvSl-1064-A1-R4_A1g00093	99.3121	57.0914	4.66226	2.44319
MvSl-1064-A1-R4_A1g00094	0	0	0	0
MvSl-1064-A1-R4_A1g00095	0	0	0	0
MvSl-1064-A1-R4_A1g00096	0	0	0	0
MvSl-1064-A1-R4_A1g00097	11.5699	19.9027	0.110971	0.180972
MvSl-1064-A1-R4_A1g00098	0	0	0	0
MvSl-1064-A1-R4_A1g00099	82.6519	61.7708	0.242831	0.175038
MvSl-1064-A1-R4_A1g00100	34.7703	44.6258	11.4777	14.4422
MvSl-1064-A1-R4_A1g00101	79.2169	81	5.22515	4.83675
MvSl-1064-A1-R4_A1g00102	42.2261	30.7854	0.373772	0.25883
MvSl-1064-A1-R4_A1g00103	17.5721	12.2272	0.105229	0.0700632
MvSl-1064-A1-R4_A1g00104	4.4072	0	0.750651	0
MvSl-1064-A1-R4_A1g00105	0	0	0	0
MvSl-1064-A1-R4_A1g00106	26.3788	35.6234	0.175348	0.226201
MvSl-1064-A1-R4_A1g00107	2.10863	1.04241	0.0143492	0.00677328
MvSl-1064-A1-R4_A1g00108	548	780	153.388	219.671
MvSl-1064-A1-R4_A1g00109	2185	3140	37.4696	50.4863
MvSl-1064-A1-R4_A1g00110	5438	4947	16.6591	14.612
MvSl-1064-A1-R4_A1g00111	0	1	0	0.527086
MvSl-1064-A1-R4_A1g00112	76.2911	54.0577	6.26524	4.07331
MvSl-1064-A1-R4_A1g00113	5285	4276	15.3117	11.9498
MvSl-1064-A1-R4_A1g00114	495.104	686.982	14.1529	18.1666
MvSl-1064-A1-R4_A1g00115	154.642	157.02	0.512004	0.500929
MvSl-1064-A1-R4_A1g00116	0	18.0831	0	0.0261077
MvSl-1064-A1-R4_A1g00117	5	7	0.163832	0.210888
MvSl-1064-A1-R4_A1g00118	283.983	296.703	5.16488	5.05399
MvSl-1064-A1-R4_A1g00119	39.7959	33.4066	11.7033	9.90154
MvSl-1064-A1-R4_A1g00120	466.653	356.721	2.37873	1.74397
MvSl-1064-A1-R4_A1g00121	2409.23	2864.92	454.626	530.127
MvSl-1064-A1-R4_A1g00122	149.264	125.495	0.223756	0.182128
MvSl-1064-A1-R4_A1g00123	21.3007	52.996	0.739689	1.69563
MvSl-1064-A1-R4_A1g00124	697.282	990.739	33.2538	42.9778
MvSl-1064-A1-R4_A1g00125	70.96	51.6303	0.533487	0.369957
MvSl-1064-A1-R4_A1g00126	1921	2173	36.0142	38.1296
MvSl-1064-A1-R4_A1g00127	979311	918719	211982	195389
MvSl-1064-A1-R4_A1g00128	2580.99	2121.99	759.024	628.946
MvSl-1064-A1-R4_A1g00129	0	0	0	0
MvSl-1064-A1-R4_A1g00130	871.746	1120.76	152.108	188.772
MvSl-1064-A1-R4_A1g00131	4	3	1.49328	1.1041
MvSl-1064-A1-R4_A1g00132	168.261	187.093	0.495619	0.531509
MvSl-1064-A1-R4_A1g00133	2.00707	1.00339	0.15251	0.0699491
MvSl-1064-A1-R4_A1g00134	121.163	133.018	0.586374	0.617817
MvSl-1064-A1-R4_A1g00135	0	4.64204	0	0.499023
MvSl-1064-A1-R4_A1g00136	1381.32	1315.7	2.42732	2.23681
MvSl-1064-A1-R4_A1g00137	12.6788	6.6414	4.3417	2.23088
MvSl-1064-A1-R4_A1g00138	6.10178	15.2195	0.0809315	0.189931
MvSl-1064-A1-R4_A1g00139	21.5652	12.0755	0.223616	0.118469
MvSl-1064-A1-R4_A1g00140	2.80492	6.07331	0.272109	0.544708
MvSl-1064-A1-R4_A1g00141	38.978	25.615	1.30591	0.790604
MvSl-1064-A1-R4_A1g00142	54.6082	45.3001	0.310799	0.246893
MvSl-1064-A1-R4_A1g00143	531.384	446.372	5.53508	4.39856
MvSl-1064-A1-R4_A1g00144	1783	2480	65.9508	84.458
MvSl-1064-A1-R4_A1g00145	52.0677	56.6898	3.19889	3.15638
MvSl-1064-A1-R4_A1g00146	37	30	1.38481	1.03475
MvSl-1064-A1-R4_A1g00147	0	0	0	0
MvSl-1064-A1-R4_A1g00148	0	0	0	0
MvSl-1064-A1-R4_A1g00149	119.824	158.172	0.429562	0.545978
MvSl-1064-A1-R4_A1g00150	15.807	11.5	5.72756	4.04551
MvSl-1064-A1-R4_A1g00151	626.794	650.602	3.5065	3.48627
MvSl-1064-A1-R4_A1g00152	344.541	389.067	2.05253	2.218
MvSl-1064-A1-R4_A1g00153	4947	4613	8.96772	8.08908
MvSl-1064-A1-R4_A1g00154	730	838	14.3324	15.3722
MvSl-1064-A1-R4_A1g00155	1121.81	1468.88	6.41651	8.04493
MvSl-1064-A1-R4_A1g00156	238.084	236.933	16.2662	14.6738
MvSl-1064-A1-R4_A1g00157	1133.77	996.207	4.24342	3.58861
MvSl-1064-A1-R4_A1g00158	3514.94	4750.8	36.1282	46.2024
MvSl-1064-A1-R4_A1g00159	1684.72	1729.44	52.722	49.8259
MvSl-1064-A1-R4_A1g00160	179.99	211.809	1.53406	1.71613
MvSl-1064-A1-R4_A1g00161	11.2925	11.2952	5.61742	4.92494
MvSl-1064-A1-R4_A1g00162	4.88847	4.62784	0.0821329	0.0728846
MvSl-1064-A1-R4_A1g00163	136.942	134.826	20.4482	19.1344
MvSl-1064-A1-R4_A1g00164	173.117	140.924	17.547	13.1875
MvSl-1064-A1-R4_A1g00165	4853	4550	14.2399	12.8768
MvSl-1064-A1-R4_A1g00166	2864.45	2057.95	5.2339	3.63728
MvSl-1064-A1-R4_A1g00167	76.3549	95.2053	0.564799	0.671413
MvSl-1064-A1-R4_A1g00168	899.94	664.776	4.83429	3.42249
MvSl-1064-A1-R4_A1g00169	63.7677	128.467	0.850618	1.61206
MvSl-1064-A1-R4_A1g00170	318.377	407.328	9.3082	10.9942
MvSl-1064-A1-R4_A1g00171	32.4909	39.319	8.57125	10.2733
MvSl-1064-A1-R4_A1g00172	147.386	132.885	0.887231	0.765376
MvSl-1064-A1-R4_A1g00173	44010	42772	7191.35	6662.59
MvSl-1064-A1-R4_A1g00174	1.86E+06	1.83E+06	402844	388991
MvSl-1064-A1-R4_A1g00175	2575	3123	8.06052	9.42406
MvSl-1064-A1-R4_A1g00176	117.496	143.39	2.68747	3.04555
MvSl-1064-A1-R4_A1g00177	9	17	5.0778	8.0457
MvSl-1064-A1-R4_A1g00178	1766.03	1644.29	4.29754	3.8643
MvSl-1064-A1-R4_A1g00179	891.3	741.817	1.45384	1.17104
MvSl-1064-A1-R4_A1g00180	299.267	192.283	0.824379	0.511111
MvSl-1064-A1-R4_A1g00181	31.5195	17.0559	0.115706	0.0602722
MvSl-1064-A1-R4_A1g00182	79.1494	99.0499	0.395554	0.474878
MvSl-1064-A1-R4_A1g00183	267.2	304.279	2.46002	2.65843
MvSl-1064-A1-R4_A1g00184	1283	1358	162.39	159.794
MvSl-1064-A1-R4_A1g00185	5408	5796	15.1518	15.6678
MvSl-1064-A1-R4_A1g00186	3344	3399	22.3581	21.7065
MvSl-1064-A1-R4_A1g00187	146.351	135.151	1.03265	0.909978
MvSl-1064-A1-R4_A1g00188	38.6988	51.8417	14.0222	18.237
MvSl-1064-A1-R4_A1g00189	32095.4	36900.4	63.0614	70.1061
MvSl-1064-A1-R4_A1g00190	328	438	2.69548	3.42444
MvSl-1064-A1-R4_A1g00191	1611.26	1644.37	13.4336	13.039
MvSl-1064-A1-R4_A1g00192	1533.75	1431.58	23.7874	20.8359
MvSl-1064-A1-R4_A1g00193	8239.59	9143.61	52.4912	55.683
MvSl-1064-A1-R4_A1g00194	88.3816	73.9823	0.546366	0.437407
MvSl-1064-A1-R4_A1g00195	19.7565	7.41915	4.37951	1.61779
MvSl-1064-A1-R4_A1g00196	4.42203	2.14137	0.70399	0.325362
MvSl-1064-A1-R4_A1g00197	170.761	145.865	0.693378	0.569588
MvSl-1064-A1-R4_A1g00198	291.334	213.354	19.5664	12.9709
MvSl-1064-A1-R4_A1g00199	1.00665	1	0.16026	0.151941
MvSl-1064-A1-R4_A1g00200	71.7884	49.6949	0.105818	0.0709218
MvSl-1064-A1-R4_A1g00201	642.611	1071.76	21.53	33.0798
MvSl-1064-A1-R4_A1g00202	0	0	0	0
MvSl-1064-A1-R4_A1g00203	18.4628	0.000175571	0.0338157	3.11E-07
MvSl-1064-A1-R4_A1g00204	0	0	0	0
MvSl-1064-A1-R4_A1g00205	14.8071	38.5926	0.02712	0.0683722
MvSl-1064-A1-R4_A1g00206	21.2319	9.96498	0.0341949	0.0155329
MvSl-1064-A1-R4_A1g00207	8.80446	9.30689	1.90581	1.97934
MvSl-1064-A1-R4_A1g00208	201.52	160.762	1.16133	0.887014
MvSl-1064-A1-R4_A1g00209	569.918	650.699	2.54363	2.78994
MvSl-1064-A1-R4_A1g00210	735.776	787	11.4855	11.5261
MvSl-1064-A1-R4_A1g00211	9186.2	9461	29.2745	29.0608
MvSl-1064-A1-R4_A1g00212	94.3937	59.4508	0.650054	0.390849
MvSl-1064-A1-R4_A1g00213	18.8365	15.3841	0.405263	0.307833
MvSl-1064-A1-R4_A1g00214	0	3.6062	0	0.0165428
MvSl-1064-A1-R4_A1g00215	281.644	321.938	78.8336	90.667
MvSl-1064-A1-R4_A1g00216	32.8763	27.1898	0.345587	0.270317
MvSl-1064-A1-R4_A1g00217	730.084	487.797	0.855804	0.554046
MvSl-1064-A1-R4_A1g00218	27.1669	19.2997	0.202257	0.136973
MvSl-1064-A1-R4_A1g00219	451.508	392.799	2.95848	2.4592
MvSl-1064-A1-R4_A1g00220	50.922	38.5276	0.0796645	0.0583431
MvSl-1064-A1-R4_A1g00221	39.4662	28.2461	0.0756655	0.0523706
MvSl-1064-A1-R4_A1g00222	94.2597	112.238	0.423164	0.484024
MvSl-1064-A1-R4_A1g00223	26.6912	34.8108	0.251797	0.311452
MvSl-1064-A1-R4_A1g00224	13.678	3.37286	5.10627	1.24133
MvSl-1064-A1-R4_A1g00225	1.54882	3.06596	0.204326	0.376393
MvSl-1064-A1-R4_A1g00226	107.498	126.018	2.00083	2.19465
MvSl-1064-A1-R4_A1g00227	63.3263	36.3732	0.58774	0.320294
MvSl-1064-A1-R4_A1g00228	412.123	335.43	0.643865	0.507259
MvSl-1064-A1-R4_A1g00229	1.54882	3.06596	0.204326	0.376393
MvSl-1064-A1-R4_A1g00230	460	359	8.4278	6.1597
MvSl-1064-A1-R4_A1g00231	14.7799	13.7359	5.0612	4.61396
MvSl-1064-A1-R4_A1g00232	123.336	107.471	14.1135	11.5533
MvSl-1064-A1-R4_A1g00233	7.09385	12.3387	0.935846	1.51476
MvSl-1064-A1-R4_A1g00234	36.0523	48.3812	2.14074	2.60704
MvSl-1064-A1-R4_A1g00235	2498.99	3437.74	6.2809	8.34278
MvSl-1064-A1-R4_A1g00236	10132.3	11597.4	33.5955	37.0513
MvSl-1064-A1-R4_A1g00237	152.695	152.024	0.99768	0.949114
MvSl-1064-A1-R4_A1g00238	20.7709	40.9999	6.70379	12.8277
MvSl-1064-A1-R4_A1g00239	82.1023	148.577	3.38197	5.62065
MvSl-1064-A1-R4_A1g00240	244.915	244.758	1.47821	1.41338
MvSl-1064-A1-R4_A1g00241	2788	2862	26.7407	26.0238
MvSl-1064-A1-R4_A1g00242	764	711	19.3451	16.6831
MvSl-1064-A1-R4_A1g00243	58	45	3.17389	2.23361
MvSl-1064-A1-R4_A1g00244	207	171	1.38401	1.09203
MvSl-1064-A1-R4_A1g00245	482	725	51.853	72.8258
MvSl-1064-A1-R4_A1g00246	1098	1069	10.6201	9.80015
MvSl-1064-A1-R4_A1g00247	165.524	78.252	0.779688	0.353874
MvSl-1064-A1-R4_A1g00248	3327.74	3195.92	2.238	2.08536
MvSl-1064-A1-R4_A1g00249	473.848	348.879	3.26322	2.29364
MvSl-1064-A1-R4_A1g00250	104.615	108.817	1.67665	1.63517
MvSl-1064-A1-R4_A1g00251	311.304	230.739	0.591405	0.423935
MvSl-1064-A1-R4_A1g00252	139.128	172.44	0.835329	0.990646
MvSl-1064-A1-R4_A1g00253	424.306	454.477	1.44656	1.49257
MvSl-1064-A1-R4_A1g00254	908	740	3.30152	2.5904
MvSl-1064-A1-R4_A1g00255	57	34.242	7.93687	4.53157
MvSl-1064-A1-R4_A1g00256	353.032	274.878	4.65651	3.41125
MvSl-1064-A1-R4_A1g00257	400.268	420.054	19.0891	18.2218
MvSl-1064-A1-R4_A1g00258	0	0	0	0
MvSl-1064-A1-R4_A1g00259	1.54882	3.06596	0.204326	0.376393
MvSl-1064-A1-R4_A1g00260	290.114	241.752	0.311445	0.251536
MvSl-1064-A1-R4_A1g00261	0	0	0	0
MvSl-1064-A1-R4_A1g00262	2.97499	0	0.538473	0
MvSl-1064-A1-R4_A1g00263	1393.47	1342.77	1.34159	1.25333
MvSl-1064-A1-R4_A1g00264	10	17	4.49132	6.94782
MvSl-1064-A1-R4_A1g00265	26	34	21.3407	19.0283
MvSl-1064-A1-R4_A1g00266	673.368	782.317	8.88174	9.70861
MvSl-1064-A1-R4_A1g00267	1	1	0.183971	0.181387
MvSl-1064-A1-R4_A1g00268	0	2	0	0.20994
MvSl-1064-A1-R4_A1g00269	7542	7736	18.9352	18.7535
MvSl-1064-A1-R4_A1g00270	1126	1170	9.45649	9.34392
MvSl-1064-A1-R4_A1g00271	15.559	23.8344	0.346325	0.493223
MvSl-1064-A1-R4_A1g00272	33.1393	23.5573	6.09667	4.273
MvSl-1064-A1-R4_A1g00273	25.8217	29.2227	0.2122	0.228473
MvSl-1064-A1-R4_A1g00274	9.76928	7.21795	0.0797124	0.0560397
MvSl-1064-A1-R4_A1g00275	31.435	100.955	0.0468779	0.145755
MvSl-1064-A1-R4_A1g00276	4	7	0.546182	0.89895
MvSl-1064-A1-R4_A1g00277	178	200	1.56955	1.6752
MvSl-1064-A1-R4_A1g00278	0	0	0	0
MvSl-1064-A1-R4_A1g00279	196.727	161.895	10.4237	7.78738
MvSl-1064-A1-R4_A1g00280	4000	4258	6.73513	6.93767
MvSl-1064-A1-R4_A1g00281	1636	1464	3.08505	2.67001
MvSl-1064-A1-R4_A1g00282	40.0576	35.7215	9.52522	8.29375
MvSl-1064-A1-R4_A1g00283	83.3973	36.9193	0.126088	0.0540371
MvSl-1064-A1-R4_A1g00284	0	0	0	0
MvSl-1064-A1-R4_A1g00285	5.02285	10.2705	0.0345905	0.0675215
MvSl-1064-A1-R4_A1g00286	2.50704	0	1.34173	0
MvSl-1064-A1-R4_A1g00287	91.4393	72.5905	0.185537	0.142399
MvSl-1064-A1-R4_A1g00288	3.76079	1.16436	0.27102	0.0763545
MvSl-1064-A1-R4_A1g00289	99.6627	82.2321	0.846286	0.663855
MvSl-1064-A1-R4_A1g00290	2464	2912	5.82318	6.64754
MvSl-1064-A1-R4_A1g00291	543.887	350.585	0.763936	0.476849
MvSl-1064-A1-R4_A1g00292	2548	3169	13.2832	15.8399
MvSl-1064-A1-R4_A1g00293	315.302	325.79	12.6226	12.0098
MvSl-1064-A1-R4_A1g00294	674.848	489.974	3.23188	2.2523
MvSl-1064-A1-R4_A1g00295	170	239	1.26977	1.70163
MvSl-1064-A1-R4_A1g00296	128.736	134.321	1.41702	1.39725
MvSl-1064-A1-R4_A1g00297	184.285	157.742	8.78869	6.84277
MvSl-1064-A1-R4_A1g00298	156.06	186.79	11.2464	12.2491
MvSl-1064-A1-R4_A1g00299	180.009	228.081	31.8754	39.3846
MvSl-1064-A1-R4_A1g00300	583.257	533.068	5.36987	4.65731
MvSl-1064-A1-R4_A1g00301	19.5408	20.1545	0.752258	0.713419
MvSl-1064-A1-R4_A1g00302	3.96663	4.73794	0.0185702	0.0212966
MvSl-1064-A1-R4_A1g00303	0	0	0	0
MvSl-1064-A1-R4_A1g00304	0	0	0	0
MvSl-1064-A1-R4_A1g00305	591.981	569.076	6.03067	5.48762
MvSl-1064-A1-R4_A1g00306	35654	25165	282.875	190.088
MvSl-1064-A1-R4_A1g00307	1910	2289	24.2355	27.3421
MvSl-1064-A1-R4_A1g00308	337.151	264.914	7.01353	5.13474
MvSl-1064-A1-R4_A1g00309	0	6.875	0	0.755544
MvSl-1064-A1-R4_A1g00310	895.508	738.65	3.34076	2.65226
MvSl-1064-A1-R4_A1g00311	6306	5506	10.4117	8.79761
MvSl-1064-A1-R4_A1g00312	9916	14737	357.384	489.429
MvSl-1064-A1-R4_A1g00313	9115.37	14754.8	63.5366	98.1595
MvSl-1064-A1-R4_A1g00314	17.2999	17.164	0.369011	0.340638
MvSl-1064-A1-R4_A1g00315	33.9567	31.673	3.29418	2.84071
MvSl-1064-A1-R4_A1g00316	221.776	165.373	1.58432	1.12707
MvSl-1064-A1-R4_A1g00317	238.849	186.732	26.1924	19.1981
MvSl-1064-A1-R4_A1g00318	9.53608	17.3454	1.79948	3.20961
MvSl-1064-A1-R4_A1g00319	326.388	249	1.03869	0.763786
MvSl-1064-A1-R4_A1g00320	91	77.3723	0.983291	0.790193
MvSl-1064-A1-R4_A1g00321	312.654	316.835	6.55731	6.19049
MvSl-1064-A1-R4_A1g00322	60.1765	67.8732	0.37402	0.403426
MvSl-1064-A1-R4_A1g00323	5.49246	0	1.48616	0
MvSl-1064-A1-R4_A1g00324	5.79649	6.34583	0.574883	0.581839
MvSl-1064-A1-R4_A1g00325	0	0	0	0
MvSl-1064-A1-R4_A1g00326	0	0	0	0
MvSl-1064-A1-R4_A1g00327	357	355	7.81363	7.22126
MvSl-1064-A1-R4_A1g00328	115	184	3.43767	5.07481
MvSl-1064-A1-R4_A1g00329	55	68	6.43692	7.47302
MvSl-1064-A1-R4_A1g00330	290	292	7.56266	7.05241
MvSl-1064-A1-R4_A1g00331	443.202	253.214	0.824247	0.455476
MvSl-1064-A1-R4_A1g00332	12	15	0.279585	0.324204
MvSl-1064-A1-R4_A1g00333	3	3	0.0219087	0.0208926
MvSl-1064-A1-R4_A1g00334	235.177	146.621	77.6322	47.4508
MvSl-1064-A1-R4_A1g00335	383.117	244.088	0.650814	0.401216
MvSl-1064-A1-R4_A1g00336	17	8	0.240313	0.106272
MvSl-1064-A1-R4_A1g00337	0	1	0	0.0697126
MvSl-1064-A1-R4_A1g00338	20	18	0.101498	0.0876158
MvSl-1064-A1-R4_A1g00339	366	404	3.00776	3.15861
MvSl-1064-A1-R4_A1g00340	1096.89	1832.77	93.7955	144.405
MvSl-1064-A1-R4_A1g00341	1878.48	2982.47	182.234	267.494
MvSl-1064-A1-R4_A1g00342	169.241	195.046	26.9432	29.6356
MvSl-1064-A1-R4_A1g00343	281.609	383.206	3.14497	4.04196
MvSl-1064-A1-R4_A1g00344	0	4	0	0.0834982
MvSl-1064-A1-R4_A1g00345	1.14766	1.64328	0.203222	0.283758
MvSl-1064-A1-R4_A1g00346	521.712	650.002	4.58269	5.42406
MvSl-1064-A1-R4_A1g00347	24.9583	21.3404	0.0382635	0.0316713
MvSl-1064-A1-R4_A1g00348	2445.39	2050.55	13.6804	10.9879
MvSl-1064-A1-R4_A1g00349	20360	15391	254.205	180.993
MvSl-1064-A1-R4_A1g00350	590	687	1.88807	2.11897
MvSl-1064-A1-R4_A1g00351	6610	6726	12.726	12.5226
MvSl-1064-A1-R4_A1g00352	777	953	11.32	13.0387
MvSl-1064-A1-R4_A1g00353	2596.99	4118.26	13.0639	19.8724
MvSl-1064-A1-R4_A1g00354	39.5614	62.0047	12.7684	19.3996
MvSl-1064-A1-R4_A1g00355	2816.4	4963.07	69.3365	113.239
MvSl-1064-A1-R4_A1g00356	208.382	310.348	54.9721	81.0883
MvSl-1064-A1-R4_A1g00357	1568	2264.88	2.8582	3.99353
MvSl-1064-A1-R4_A1g00358	8685.31	6572.08	10.1705	7.45705
MvSl-1064-A1-R4_A1g00359	7526	8885	74.0407	82.8151
MvSl-1064-A1-R4_A1g00360	235.864	224.533	1.49431	1.35994
MvSl-1064-A1-R4_A1g00361	3112.83	3337.95	4.97494	5.16336
MvSl-1064-A1-R4_A1g00362	43.2538	43.4593	1.99942	1.8341
MvSl-1064-A1-R4_A1g00363	2266.87	4147.21	34.7133	59.607
MvSl-1064-A1-R4_A1g00364	834.458	1792.19	27.9576	55.3158
MvSl-1064-A1-R4_A1g00365	82.8291	118.73	19.6958	27.5665
MvSl-1064-A1-R4_A1g00366	1228.46	1330.8	5.92019	6.15543
MvSl-1064-A1-R4_A1g00367	342	371	1.79926	1.87117
MvSl-1064-A1-R4_A1g00368	1240	1611	9.70387	12.0063
MvSl-1064-A1-R4_A1g00369	2374	2868	10.0485	11.669
MvSl-1064-A1-R4_A1g00370	2395	2572	9.62283	9.93902
MvSl-1064-A1-R4_A1g00371	3488	3778	7.74112	8.1022
MvSl-1064-A1-R4_A1g00372	2958	3261	8.81469	9.37152
MvSl-1064-A1-R4_A1g00373	689	1011	6.3947	8.90263
MvSl-1064-A1-R4_A1g00374	4445	3428	17.1108	12.6971
MvSl-1064-A1-R4_A1g00375	505.371	405.34	26.3717	19.2059
MvSl-1064-A1-R4_A1g00376	25.1166	26.0842	0.244997	0.241111
MvSl-1064-A1-R4_A1g00377	93.0346	140.793	1.85704	2.6221
MvSl-1064-A1-R4_A1g00378	25	21	4.36216	3.53709
MvSl-1064-A1-R4_A1g00379	37	29	10.0115	7.92462
MvSl-1064-A1-R4_A1g00380	1588	1735	277.084	292.231
MvSl-1064-A1-R4_A1g00381	1.15586	0	0.284516	0
