gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_A1g00058	MvSl-1064-A1-R4_A1	aMAT	121712	122035	-0.00080842051300437	-0.959304878994576	0.0625152720749493	0.376964076407276	-0.529067711186453	-0.433541923525607	0.632561452879869	0.0846323055207171
MvSl-1064-A1-R4_A1g00059	MvSl-1064-A1-R4_A1	aMAT	123729	124006	3.27632059207764	-0.00339543632574101	0.99206293195242	0.999122138017693	3.21684335349871	3.32994113389803	3.61295735533014	2.83908533428595
MvSl-1064-A1-R4_A1g00060	MvSl-1064-A1-R4_A1	aMAT	124165	124371	2.78489550462159	-0.15438258530498	0.706514702256466	0.98968002833215	3.07517310702577	2.21441018610541	2.35873633417569	3.23285704768974
MvSl-1064-A1-R4_A1g00061	MvSl-1064-A1-R4_A1	aMAT	125081	126633	7.0819847357857	-0.166437653499019	0.379789673321051	0.898798133290778	6.94343257377765	7.0476824486159	7.18162816315882	7.14375516848396
MvSl-1064-A1-R4_A1g00062	MvSl-1064-A1-R4_A1	aMAT	128311	129271	6.12218767755487	0.154028635649169	0.432438482083353	0.931180149036695	6.10234684808652	6.28569366627379	6.04714590843799	6.03904102322483
MvSl-1064-A1-R4_A1g00063	MvSl-1064-A1-R4_A1	aMAT	130054	132843	5.00317520938659	-0.0670224270236296	0.768795411346299	0.993546682353884	4.95381603860471	4.98499593366608	5.0594165157776	5.01280022626277
MvSl-1064-A1-R4_A1g00064	MvSl-1064-A1-R4_A1	aMAT	133237	134512	8.23045033840227	0.171149163179571	0.456491572575754	0.939745087092246	8.23769053846184	8.38539551478253	8.21099422901348	8.07022827373068
MvSl-1064-A1-R4_A1g00065	MvSl-1064-A1-R4_A1	aMAT	135668	136821	7.25152819255623	-0.259042801106175	0.186178391695571	0.691988943350901	7.0984293104164	7.13411070330653	7.32199244070301	7.4266679830391
MvSl-1064-A1-R4_A1g00066	MvSl-1064-A1-R4_A1	aMAT	137505	140273	7.85753211248142	-0.021774569840929	0.925428820526159	0.997957093475357	7.60107966087099	8.05637903358569	7.95193878232569	7.779658291203
MvSl-1064-A1-R4_A1g00067	MvSl-1064-A1-R4_A1	aMAT	141157	141857	1.43274013606307	0.22009275252485	0.608551026104609	0.978494783007304	1.89286949272644	1.05046159268701	1.18679683258587	1.44249043772493
MvSl-1064-A1-R4_A1g00068	MvSl-1064-A1-R4_A1	aMAT	142411	144606	1.09255226084909	0.411419537699301	0.377180569243585	0.897022765375319	1.70312074051663	0.647475614704219	0.855714851945265	0.89718106255716
MvSl-1064-A1-R4_A1g00069	MvSl-1064-A1-R4_A1	aMAT	145335	146902	5.97363817587823	0.257640794868825	0.251628865088733	0.784090051243153	6.25539314375677	5.91744779264391	5.6165173046616	6.03198530593394
MvSl-1064-A1-R4_A1g00070	MvSl-1064-A1-R4_A1	aMAT	149220	153705	7.24706956319258	-0.340441484720691	0.084040476099216	0.450619971663127	7.13600110404433	6.99467999052284	7.37659801650404	7.43738830178515
MvSl-1064-A1-R4_A1g00071	MvSl-1064-A1-R4_A1	aMAT	154349	157189	3.99350013899378	-0.512522128025233	0.0586280655278239	0.362933765000304	3.69077737821122	3.74475500198516	4.25411841266991	4.20035881556182
MvSl-1064-A1-R4_A1g00072	MvSl-1064-A1-R4_A1	aMAT	158422	160299	7.79427212849138	-0.106670749851222	0.673673323827173	0.986692492124458	7.91193696489726	7.54476607660323	7.51271357123418	8.11765588288066
MvSl-1064-A1-R4_A1g00073	MvSl-1064-A1-R4_A1	aMAT	160618	163050	5.06355911058108	0.807050341393425	0.00185559679080326	0.0245606257246032	5.24597705599472	5.55585874978469	4.32676746607292	4.83773913738842
MvSl-1064-A1-R4_A1g00074	MvSl-1064-A1-R4_A1	aMAT	165329	166779	8.71045387454581	-0.561225320058689	0.0544149193677235	0.345692571314702	8.17464501208408	8.59987156298481	9.24692187475552	8.61160064671949
MvSl-1064-A1-R4_A1g00076	MvSl-1064-A1-R4_A1	aMAT	171697	173594	7.10215426565961	0.0405996154349946	0.831409441996458	0.997040019327081	7.13412206945429	7.11035142978668	7.14825617776373	7.01190441029074
MvSl-1064-A1-R4_A1g00077	MvSl-1064-A1-R4_A1	aMAT	173863	176567	6.58045079306713	-0.0517752575807542	0.793126991415421	0.995449977594661	6.42559264768918	6.67263974420633	6.69597237641169	6.51020899157778
MvSl-1064-A1-R4_A1g00078	MvSl-1064-A1-R4_A1	aMAT	177417	178892	7.12366299858618	-0.997452274883718	9.99382854470102e-05	0.00183866457565409	6.14215723321502	6.85354513841613	7.73587322017649	7.30852937660448
MvSl-1064-A1-R4_A1g00079	MvSl-1064-A1-R4_A1	aMAT	179366	179827	5.65518219346082	-1.6519941329462	6.48305967083583e-10	2.44416663573847e-08	4.81057873836749	4.37487188311031	5.87678086607343	6.55847437353602
MvSl-1064-A1-R4_A1g00080	MvSl-1064-A1-R4_A1	aMAT	180716	185718	5.50369688207714	-1.3724928459419	5.91470728578891e-10	2.25765113369179e-08	4.6250226245598	4.70180991682097	5.87550683889933	6.17549552664479
MvSl-1064-A1-R4_A1g00081	MvSl-1064-A1-R4_A1	aMAT	186136	186867	5.62877031264223	-2.76975565806277	2.5377879834348e-28	3.07172521837062e-26	3.85035827958952	3.46796175668214	6.19644306142682	6.63575164355633
MvSl-1064-A1-R4_A1g00106	MvSl-1064-A1-R4_A1	aMAT	192447	192848	2.18115530619283	1.29082388083725	0.00270777109510972	0.0335697928624182	3.09848783423273	2.04828865411304	1.48292452875828	1.32425075375868
MvSl-1064-A1-R4_A1g00108	MvSl-1064-A1-R4_A1	aMAT	231723	233324	4.98216526970282	-0.323422363981529	0.195253960187558	0.704772488493547	4.78206329990737	4.84228529855553	5.34917215941311	4.88288237810382
MvSl-1064-A1-R4_A1g00109	MvSl-1064-A1-R4_A1	aMAT	234418	236731	6.5193820188535	-0.149282856681584	0.508383643288926	0.956951326911159	6.24324144017131	6.61841996834541	6.81837894172855	6.32345535894513
MvSl-1064-A1-R4_A1g00110	MvSl-1064-A1-R4_A1	aMAT	238849	239016	8.22065241824108	0.236080497734579	0.304407262168868	0.844981420580692	8.39504002358942	8.26982154642568	8.00504404251633	8.18493628174113
MvSl-1064-A1-R4_A1g00112	MvSl-1064-A1-R4_A1	aMAT	240393	243364	7.20779520000049	3.43317792193421	2.71678073509314e-49	8.06182773616833e-47	8.2229592538275	7.91843117491377	4.52179263331819	4.76867542346649
MvSl-1064-A1-R4_A1g00113	MvSl-1064-A1-R4_A1	aMAT	244443	244638	7.93985240844895	-0.0800195197061844	0.72102102201937	0.990450944139625	7.92041114326695	7.8779153421088	7.79367283052102	8.14380068849354
MvSl-1064-A1-R4_A1g00118	MvSl-1064-A1-R4_A1	aMAT	3137879	3139458	5.06615820019769	1.36173461826214	4.97874961518757e-09	1.68380579816582e-07	5.60326282330725	5.57403888912704	4.27745786139831	4.18347675804306
MvSl-1064-A1-R4_A1g00120	MvSl-1064-A1-R4_A1	aMAT	576253	577851	3.51160234976848	0.682770890239949	0.0247713959591962	0.199188873626439	3.98154651089672	3.61027845826225	3.13944310383291	3.12204436156046
MvSl-1064-A1-R4_A1g00144	MvSl-1064-A1-R4_A1	aMAT	1153924	1156082	6.35016742882644	-0.417767264214101	0.0518975762628818	0.334543782322939	6.00288952880708	6.24087880019265	6.75535995666904	6.29623082813952
MvSl-1064-A1-R4_A1g00153	MvSl-1064-A1-R4_A1	aMAT	2576791	2577822	7.21444271318854	-0.275482363037096	0.208347200033187	0.724607142950958	7.27080738751395	6.83742634694548	7.22778796066154	7.45464068767289
MvSl-1064-A1-R4_A1g00154	MvSl-1064-A1-R4_A1	aMAT	2578833	2582754	5.16067047519741	-0.914741427941247	5.88191624947852e-05	0.00113341947743848	4.567704792236	4.69926384532712	5.63621021872438	5.45221980752714
MvSl-1064-A1-R4_A1g00155	MvSl-1064-A1-R4_A1	aMAT	2593478	2595807	6.31873639552475	0.421406943730316	0.0359574133807574	0.261894097933165	6.47021622951449	6.55576314598928	6.25444305089406	5.91028943522075
MvSl-1064-A1-R4_A1g00163	MvSl-1064-A1-R4_A1	aMAT	1711315	1715586	2.64118091858518	-1.86926463784235	9.64706169357142e-08	2.76458942427301e-06	1.46078994107045	1.46441303177967	3.15632782268263	3.42464743611504
MvSl-1064-A1-R4_A1g00165	MvSl-1064-A1-R4_A1	aMAT	621126	622892	7.2959079368259	-0.80602896193175	4.74986539928596e-05	0.000931642042815172	6.79257004811262	6.88188825094846	7.62159163090344	7.6649950432752
MvSl-1064-A1-R4_A1g00168	MvSl-1064-A1-R4_A1	aMAT	713060	718328	3.55489209402483	-1.42600343978493	8.37968953958495e-05	0.00155329376528501	3.03545787955969	2.22860504462189	3.75828496998769	4.37780141619478
MvSl-1064-A1-R4_A1g00175	MvSl-1064-A1-R4_A1	aMAT	2598714	2598931	6.21558024415626	0.193543668991658	0.340329920892102	0.871690052280982	6.45298437113244	6.14871072330201	6.19235578435993	6.0343410478949
MvSl-1064-A1-R4_A1g00184	MvSl-1064-A1-R4_A1	aMAT	2004135	2004905	6.20377304895641	0.159346067904178	0.427279562324614	0.928662605850798	6.1223893545354	6.4239579415995	6.14132362172702	6.10215944718691
MvSl-1064-A1-R4_A1g00185	MvSl-1064-A1-R4_A1	aMAT	907140	907771	8.42552679320739	0.411036827152778	0.0782315992381681	0.433786908614773	8.6525015342326	8.57924934131577	8.23279901748957	8.17749535475596
MvSl-1064-A1-R4_A1g00186	MvSl-1064-A1-R4_A1	aMAT	908654	911656	7.49835201876153	0.0505578657416902	0.802644176033069	0.995486554581125	7.42207737176704	7.6180372463278	7.4626857540997	7.48294396493347
MvSl-1064-A1-R4_A1g00193	MvSl-1064-A1-R4_A1	aMAT	1607578	1607793	8.52561856924265	-0.693695323781875	0.00384379846042157	0.0453321820992538	8.07507900071864	8.19769525396426	8.88420714812029	8.77617302959186
MvSl-1064-A1-R4_A1g00194	MvSl-1064-A1-R4_A1	aMAT	1164814	1164982	2.62261540369321	-0.383236725026424	0.249292230813639	0.781342157156614	2.4946750820186	2.35043995923069	2.74098145009141	2.86048544332381
MvSl-1064-A1-R4_A1g00209	MvSl-1064-A1-R4_A1	aMAT	368181	370216	5.13602185715972	0.156445233192262	0.484543952569376	0.950840504855997	5.24249287880354	5.18021627365809	5.09269100938121	5.0175707864768
MvSl-1064-A1-R4_A1g00210	MvSl-1064-A1-R4_A1	aMAT	1139524	1144406	5.27748789778557	-0.111930822328356	0.61722305824915	0.980171440137716	5.12819852916085	5.3077031959012	5.35466891769409	5.30974502609369
MvSl-1064-A1-R4_A1g00211	MvSl-1064-A1-R4_A1	aMAT	1136196	1138565	9.03327390659533	0.179863940769343	0.492521119228117	0.954356947593404	9.19606443601334	9.04048295579567	8.93935925571306	8.94171564360094
MvSl-1064-A1-R4_A1g00215	MvSl-1064-A1-R4_A1	aMAT	581878	584313	4.63748253791109	-0.279187136688501	0.257608263781478	0.791726973583445	4.53389941822431	4.44948882598453	4.87025824147923	4.66302936487662
MvSl-1064-A1-R4_A1g00230	MvSl-1064-A1-R4_A1	aMAT	919803	924298	5.18910469803684	1.39753085657716	5.19894572461783e-09	1.75183522786664e-07	5.79265428577184	5.64719596505147	4.13566088655883	4.49873869864399
MvSl-1064-A1-R4_A1g00241	MvSl-1064-A1-R4_A1	aMAT	1112670	1116562	7.16024312866457	0.564808675695384	0.00411204027758264	0.0477609324665186	7.31252810081252	7.51032175353585	6.84791126099275	6.8528336300253
MvSl-1064-A1-R4_A1g00242	MvSl-1064-A1-R4_A1	aMAT	1116801	1118832	5.95373252820043	0.662950189171831	0.00106165875743426	0.0153798408025791	6.21773967922395	6.27461978195292	5.47563750001595	5.68593612526806
MvSl-1064-A1-R4_A1g00245	MvSl-1064-A1-R4_A1	aMAT	1108286	1110870	4.64676728594236	-0.794449204190087	0.012975282399739	0.121547477388186	3.70096805243028	4.56865888627557	5.23658176495974	4.69315985266858
MvSl-1064-A1-R4_A1g00246	MvSl-1064-A1-R4_A1	aMAT	578151	581054	6.76307630230449	1.48478485088871	2.13129720350488e-15	1.35887279967429e-13	7.33478636639134	7.30753287031011	5.79692991138394	5.87786309236495
MvSl-1064-A1-R4_A1g00252	MvSl-1064-A1-R4_A1	aMAT	2500697	2501425	1.41889836170498	-3.15265000385539	4.59171956354145e-12	2.18856105000092e-10	-0.73344689117854	-0.624452714757582	2.35873633417569	2.18134953424255
MvSl-1064-A1-R4_A1g00253	MvSl-1064-A1-R4_A1	aMAT	2503758	2506154	3.51524889277324	0.225342074096357	0.456571016185504	0.939745087092246	3.78958287105425	3.43161012048265	3.47171188344426	3.32040044084043
MvSl-1064-A1-R4_A1g00254	MvSl-1064-A1-R4_A1	aMAT	651956	657345	4.76706200362776	-1.93506487388435	2.72961214624916e-12	1.32855566843101e-10	3.73607900188796	3.23469525727095	5.25629399295361	5.5915108480053
MvSl-1064-A1-R4_A1g00269	MvSl-1064-A1-R4_A1	aMAT	1131484	1132443	6.30168531021894	-4.22220771234348	5.03502426327475e-61	2.57317712210358e-58	3.31299386532457	2.65372142543759	7.25645607660469	7.1978224202008
MvSl-1064-A1-R4_A1g00270	MvSl-1064-A1-R4_A1	aMAT	1119790	1125248	5.44978823970874	-1.17415247053949	1.9628314357792e-07	5.48817215128658e-06	4.90836566577722	4.57144597193909	5.92684081206519	5.91541067831901
MvSl-1064-A1-R4_A1g00280	MvSl-1064-A1-R4_A1	aMAT	704230	705173	7.88140833825234	0.222578817149193	0.297944214488016	0.839108862588685	7.90891799328777	8.06357312961826	7.78894366388283	7.74232060389794
MvSl-1064-A1-R4_A1g00281	MvSl-1064-A1-R4_A1	aMAT	679143	681507	6.11545135416338	0.0784131230743562	0.724807669134465	0.990861309015893	6.35716619933672	5.91744779264391	5.90827129316863	6.22583330917736
MvSl-1064-A1-R4_A1g00283	MvSl-1064-A1-R4_A1	aMAT	2618847	2620704	4.23912519029796	4.44439058381939	2.61168780366643e-38	4.80498322118549e-36	5.24771599424206	5.07416260946627	0.368461003435111	1.12646130490851
MvSl-1064-A1-R4_A1g00290	MvSl-1064-A1-R4_A1	aMAT	406221	406733	7.23362121763578	0.172903367732484	0.392999032747337	0.908043875833025	7.42361659903214	7.20267798363564	7.2397197992223	7.04265363742724
MvSl-1064-A1-R4_A1g00292	MvSl-1064-A1-R4_A1	aMAT	1148624	1150396	6.84954974324807	-0.911743375193093	6.78161263862874e-06	0.000148887958622305	6.16257996971267	6.46874602821406	7.36257090436796	7.09437211235975
MvSl-1064-A1-R4_A1g00307	MvSl-1064-A1-R4_A1	aMAT	2058215	2058407	6.55733583532056	-0.525906357835564	0.00768638979592385	0.0797344101752393	6.150546962064	6.38250363640756	6.8939404747026	6.69204177083238
MvSl-1064-A1-R4_A1g00311	MvSl-1064-A1-R4_A1	aMAT	1409746	1410034	8.00380611884394	0.0481781752053033	0.826169761906253	0.997040019327081	8.0991178316039	7.95250491356513	7.89962681755914	8.05522660968166
MvSl-1064-A1-R4_A1g00312	MvSl-1064-A1-R4_A1	aMAT	1400757	1402594	8.45225550736325	-3.60742548338148	1.70345258813236e-35	2.74913339618062e-33	5.83259656222755	5.62724385827676	9.57832951048044	9.05118517351638
MvSl-1064-A1-R4_A1g00316	MvSl-1064-A1-R4_A1	aMAT	2051926	2054309	3.04813353828163	-0.0469647104525334	0.883906497599652	0.997957093475357	3.12143176721067	2.92176898971979	2.85913429320856	3.2572641573163
MvSl-1064-A1-R4_A1g00326	MvSl-1064-A1-R4_A1	aMAT	1176446	1176679	3.71881836714053	12.0481446444246	3.48529665079249e-61	1.88595552297883e-58	4.82229581018011	4.57144597193909	-3.35092230182437	-3.35092230182437
MvSl-1064-A1-R4_A1g00327	MvSl-1064-A1-R4_A1	aMAT	1174940	1175619	4.0970573041063	-0.0920532962056457	0.727348027286725	0.991691732448385	4.01051382135575	4.09006294283878	4.13566088655883	4.14910817960669
MvSl-1064-A1-R4_A1g00328	MvSl-1064-A1-R4_A1	aMAT	3092860	3095963	3.00779594167124	-0.0976872385637294	0.78899053347513	0.99411873206084	2.57443916556392	3.26255600265401	3.33008097570545	2.71534973817014
MvSl-1064-A1-R4_A1g00349	MvSl-1064-A1-R4_A1	aMAT	1637608	1638887	10.8544651176194	2.44280683358996	1.74685662655428e-10	7.17380986949681e-09	11.8160470423556	11.3714212878276	8.97815871764774	9.33606222538283
MvSl-1064-A1-R4_A1g00350	MvSl-1064-A1-R4_A1	aMAT	1578575	1582088	4.63442981759677	0.897519426902537	0.000855465250287636	0.0127783409907714	4.7332481566643	5.24449459030095	4.18996839785829	4.0407987449195
MvSl-1064-A1-R4_A1g00351	MvSl-1064-A1-R4_A1	aMAT	1569616	1570333	6.46077702789607	0.193043999335594	0.422899468182695	0.926691807482757	6.82845337506194	6.21437637050525	6.14872538392539	6.54614591158511
MvSl-1064-A1-R4_A1g00352	MvSl-1064-A1-R4_A1	aMAT	1550514	1551842	5.29641571683011	0.136216587992585	0.572027762037546	0.971729149487555	5.18193699185711	5.52312173743159	5.39078831090023	5.04118979582392
